1422886519682,41.4,1.0,
1422886524685,41.4,1.0,
1422886529684,26.0,1.0,
1422886534688,26.0,1.0,
1422886539704,26.0,1.0,
1422886544684,26.0,1.0,
1422886549684,84.5,1.0,
1422886554686,84.5,1.0,
1422886559687,84.5,1.0,
1422886564685,84.5,1.0,
1422886569685,80.7,1.0,
1422886574686,80.7,1.0,
1422886579687,80.7,1.0,
1422886584689,80.7,1.0,
1422886589689,86.6,1.0,
1422886594689,86.6,1.0,
1422886599690,86.6,1.0,
1422886604689,86.6,1.0,
1422886609691,84.8,1.0,
1422886614690,84.8,1.0,
1422886619690,84.8,1.0,
1422886624691,84.8,1.0,
1422886629692,89.7,1.0,
1422886634689,89.7,1.0,
1422886639693,89.7,1.0,
1422886644692,89.7,1.0,
1422886649691,89.7,1.0,
1422886654690,89.7,1.0,
1422886659691,89.7,1.0,
1422886664693,89.7,1.0,
1422886669691,89.9,1.0,
1422886674692,89.9,1.0,
1422886679692,89.9,1.0,
1422886684699,89.9,1.0,
1422886689694,88.3,1.0,
1422886694693,88.3,1.0,
1422886699695,88.3,1.0,
1422886704695,88.3,1.0,
1422886709706,86.4,1.0,
1422886714703,86.4,1.0,DataNodeUnit,ScaleOut,
1422886719703,86.4,1.0,DataNodeUnit,ScaleOut,
1422886724702,86.4,1.0,DataNodeUnit,ScaleOut,
1422886729704,92.5,1.0,DataNodeUnit,ScaleOut,
1422886734703,92.5,1.0,DataNodeUnit,ScaleOut,
1422886739702,92.5,1.0,DataNodeUnit,ScaleOut,
1422886744704,92.5,1.0,DataNodeUnit,ScaleOut,
1422886749706,90.6,1.0,DataNodeUnit,ScaleOut,
1422886754704,90.6,1.0,DataNodeUnit,ScaleOut,
1422886759705,90.6,1.0,DataNodeUnit,ScaleOut,
1422886764705,90.6,1.0,DataNodeUnit,ScaleOut,
1422886769707,93.9,1.0,DataNodeUnit,ScaleOut,
1422886774706,93.9,1.0,DataNodeUnit,ScaleOut,
1422886779705,93.9,1.0,DataNodeUnit,ScaleOut,
1422886784706,93.9,1.0,DataNodeUnit,ScaleOut,
1422886789709,90.8,1.0,DataNodeUnit,ScaleOut,
1422886794710,90.8,1.0,DataNodeUnit,ScaleOut,
1422886799707,90.8,1.0,DataNodeUnit,ScaleOut,
1422886804709,90.8,1.0,DataNodeUnit,ScaleOut,
1422886809709,92.4,1.0,DataNodeUnit,ScaleOut,
1422886814710,92.4,1.0,DataNodeUnit,ScaleOut,
1422886819709,92.4,1.0,DataNodeUnit,ScaleOut,
1422886824709,92.4,1.0,DataNodeUnit,ScaleOut,
1422886829709,85.6,1.0,DataNodeUnit,ScaleOut,
1422886834733,85.6,1.0,DataNodeUnit,ScaleOut,
1422886839721,85.6,1.0,DataNodeUnit,ScaleOut,
1422886844723,85.6,1.0,
1422886849724,93.7,1.0,
1422886854726,93.7,1.0,
1422886859726,93.7,1.0,
1422886864723,93.7,1.0,
1422886869728,93.7,1.0,
1422886874728,93.7,1.0,
1422886879727,93.7,1.0,
