Time , ongoingAction, targetedNodeID
1422885023763,
1422885028734,1.2222,
1422885033738,1.2222,
1422885038727,1.2222,
1422885043766,1.2222,
1422885048770,1.2222,
1422885053779,1.2222,
1422885058785,1.2222,
1422885063803,1.2222,
1422885068779,1.2222,
1422885073822,1.2222,
1422885078791,1.2222,
1422885083788,1.2222,
1422885088794,1.2222,
1422885093792,1.2222,
1422885098796,1.2222,
1422885103792,1.2222,
1422885108801,1.2222,
1422885113793,1.2222,
1422885118794,1.2222,
1422885123799,1.2222,
1422885128795,1.2222,
1422885133794,1.2222,
1422885138811,1.2222,
1422885143799,1.2222,
1422885148801,1.2222,
1422885153795,1.2222,
1422885158795,1.2222,
1422885163795,1.2222,
1422885168795,1.2222,
1422885173796,1.2222,
1422885178797,1.2222,
1422885183797,1.2222,
1422885188797,1.2222,
1422885193800,1.2222,
1422885194615,1.2222,
1422885199574,1.2222,
1422885204574,1.2222,
1422885209574,1.2222,
1422885214576,1.2222,
1422885219575,1.2222,
1422885224572,1.2222,
1422885229572,1.2222,
1422885234572,1.2222,
1422885239576,1.2222,
1422885244573,1.2222,
1422885249574,1.2222,
1422885254577,1.2222,
1422885259576,1.2222,
1422885264577,1.2222,
1422885269575,1.2222,
1422885274578,1.2222,
1422885279578,1.2222,
1422885284576,1.2222,
1422885289579,1.2222,
1422885294581,1.2222,
1422885299579,1.2222,
1422885304576,1.2222,DataNodeUnit,ScaleOut,
1422885309578,1.2222,DataNodeUnit,ScaleOut,
1422885314578,1.2222,DataNodeUnit,ScaleOut,
1422885319580,1.2222,DataNodeUnit,ScaleOut,
1422885324580,1.2222,DataNodeUnit,ScaleOut,
1422885329581,1.2222,DataNodeUnit,ScaleOut,
1422885334580,1.2222,DataNodeUnit,ScaleOut,
1422885339579,1.2222,DataNodeUnit,ScaleOut,
1422885344578,1.2222,DataNodeUnit,ScaleOut,
1422885349581,1.2222,DataNodeUnit,ScaleOut,
1422885354582,1.2222,DataNodeUnit,ScaleOut,
1422885359580,1.2222,DataNodeUnit,ScaleOut,
1422885364582,1.2222,DataNodeUnit,ScaleOut,
1422885369583,1.2222,DataNodeUnit,ScaleOut,
1422885374583,1.2222,DataNodeUnit,ScaleOut,
1422885379583,1.2222,DataNodeUnit,ScaleOut,
1422885384582,1.2222,DataNodeUnit,ScaleOut,
1422885389584,1.2222,DataNodeUnit,ScaleOut,
1422885394585,1.2222,DataNodeUnit,ScaleOut,
1422885399582,1.2222,DataNodeUnit,ScaleOut,
1422885404582,1.2222,DataNodeUnit,ScaleOut,
1422885409600,1.2222,DataNodeUnit,ScaleOut,
1422885414588,1.2222,DataNodeUnit,ScaleOut,
1422885419590,1.2222,DataNodeUnit,ScaleOut,
1422885424586,1.2222,DataNodeUnit,ScaleOut,
1422885429589,1.2222,DataNodeUnit,ScaleOut,
1422885434596,1.2222,
1422885439597,1.2222,
1422885444592,1.2222,
1422885449596,1.2222,
1422885454597,1.2222,
1422885459596,1.2222,
1422885464593,1.2222,
1422885469594,1.2222,
1422885474599,1.2222,
1422885479603,1.2222,
1422885484598,1.2222,
1422885489602,1.2222,
1422885494600,1.2222,
1422885499602,1.2222,
1422885504602,1.2222,
1422885509603,1.2222,
1422885514601,1.2222,
1422885519601,1.2222,
1422885524607,1.2222,
1422885529601,1.2222,
1422885534606,0.3056,
1422885539601,0.1528,
1422885544602,0.2444,
1422885549602,0.0679,
1422885554602,0.4074,
1422885559604,0.1528,
1422885564603,1.2222,
1422885569603,1.2222,
1422885574603,0.3056,EventProcessingUnit,ScaleOut,
1422885579605,0.1746,EventProcessingUnit,ScaleOut,
1422885584605,1.2222,EventProcessingUnit,ScaleOut,
1422885589608,1.2222,EventProcessingUnit,ScaleOut,
1422885594612,0.3056,EventProcessingUnit,ScaleOut,
1422885599606,1.2222,EventProcessingUnit,ScaleOut,
1422885604609,0.1528,EventProcessingUnit,ScaleOut,
1422885609606,0.6111,EventProcessingUnit,ScaleOut,
1422885614607,1.2222,EventProcessingUnit,ScaleOut,
1422885619607,0.6111,EventProcessingUnit,ScaleOut,
1422885624607,0.3056,EventProcessingUnit,ScaleOut,
1422885629608,0.0679,EventProcessingUnit,ScaleOut,
1422885634608,0.3056,EventProcessingUnit,ScaleOut,
1422885639608,1.2222,EventProcessingUnit,ScaleOut,
1422885644608,1.2222,EventProcessingUnit,ScaleOut,
1422885649609,0.0764,EventProcessingUnit,ScaleOut,
1422885654609,0.1019,EventProcessingUnit,ScaleOut,
1422885659609,0.4074,EventProcessingUnit,ScaleOut,
1422885664610,0.6111,EventProcessingUnit,ScaleOut,
1422885669610,1.2222,EventProcessingUnit,ScaleOut,
1422885674613,0.2037,EventProcessingUnit,ScaleOut,
1422885679612,0.1111,EventProcessingUnit,ScaleOut,
1422885684616,1.2222,EventProcessingUnit,ScaleOut,
1422885689624,0.3056,EventProcessingUnit,ScaleOut,
1422885694612,1.2222,EventProcessingUnit,ScaleOut,
1422885699612,0.1746,EventProcessingUnit,ScaleOut,
1422885704612,1.2222,EventProcessingUnit,ScaleOut,
1422885709615,0.4074,EventProcessingUnit,ScaleOut,
1422885714614,0.4074,EventProcessingUnit,ScaleOut,
1422885719613,0.0873,EventProcessingUnit,ScaleOut,
1422885724613,0.6111,EventProcessingUnit,ScaleOut,
1422885729615,0.6111,EventProcessingUnit,ScaleOut,
