1423557804743,55.8,1.0,0.0,0.0,0.0,EventProcessingUnit,ScaleOut,
1423557809743,55.8,1.0,1.0,48.0,13.0,EventProcessingUnit,ScaleOut,
1423557814745,55.8,1.0,0.0,40.0,11.0,EventProcessingUnit,ScaleOut,
1423557819749,55.8,1.0,1.0,15.0,12.0,EventProcessingUnit,ScaleOut,
1423557824756,43.9,1.0,1.0,66.0,10.0,EventProcessingUnit,ScaleOut,
1423557829758,43.9,1.0,0.0,21.0,10.0,EventProcessingUnit,ScaleOut,
1423557834761,43.9,1.0,1.0,31.0,10.0,EventProcessingUnit,ScaleOut,
1423557839766,43.9,1.0,0.0,57.0,10.0,EventProcessingUnit,ScaleOut,
1423557844766,76.4,1.0,0.0,1.0,11.0,EventProcessingUnit,ScaleOut,
1423557849775,76.4,1.0,1.0,52.0,10.0,EventProcessingUnit,ScaleOut,
1423557854778,76.4,1.0,0.0,36.0,10.0,EventProcessingUnit,ScaleOut,
1423557859780,76.4,1.0,0.0,18.0,10.0,EventProcessingUnit,ScaleOut,
1423557864784,76.1,1.0,1.0,68.0,10.0,
1423557869787,76.1,1.0,0.0,18.0,10.0,
1423557874783,76.1,1.0,1.0,36.0,10.0,
1423557879784,76.1,1.0,0.0,54.0,10.0,
1423557884783,81.1,1.0,0.0,2.0,10.0,
1423557889784,81.1,1.0,1.0,53.0,10.0,
1423557894790,81.1,1.0,0.0,35.0,10.0,
1423557899798,81.1,1.0,1.0,18.0,10.0,
1423557904797,84.7,1.0,1.0,69.0,10.0,
1423557909802,84.7,1.0,0.0,18.0,10.0,
1423557914800,84.7,1.0,1.0,39.0,10.0,
1423557919801,84.7,1.0,0.0,50.0,10.0,
1423557924801,84.7,1.0,0.0,5.0,10.0,
1423557929805,84.7,1.0,1.0,56.0,10.0,
1423557934808,84.7,1.0,0.0,31.0,10.0,
1423557939810,84.7,1.0,0.0,25.0,10.0,
1423557944821,84.7,1.0,0.0,64.0,10.0,
1423557949813,84.7,1.0,0.0,12.0,10.0,
1423557954819,84.7,1.0,1.0,42.0,10.0,
1423557959820,84.7,1.0,0.0,46.0,10.0,
1423557964822,84.7,1.0,0.0,10.0,10.0,
1423557969823,84.7,1.0,1.0,64.0,11.0,
1423557974823,84.7,1.0,0.0,23.0,10.0,
1423557979824,84.7,1.0,0.0,32.0,10.0,
1423557984833,73.1,1.0,0.0,56.0,10.0,
1423557989833,73.1,1.0,0.0,2.0,10.0,
1423557994837,73.1,1.0,1.0,50.0,10.0,
1423557999839,73.1,1.0,0.0,38.0,10.0,
1423558004846,83.2,1.0,1.0,16.0,10.0,
1423558009854,83.2,1.0,0.0,68.0,10.0,
1423558014863,83.2,1.0,0.0,19.0,10.0,
1423558019871,83.2,1.0,0.0,34.0,10.0,
1423558024882,83.8,1.0,0.0,57.0,10.0,
1423558029881,83.8,1.0,0.0,1.0,10.0,
1423558034880,83.8,1.0,1.0,54.0,10.0,
1423558039879,83.8,1.0,0.0,37.0,10.0,
1423558044882,83.8,1.0,1.0,17.0,10.0,
1423558049889,83.8,1.0,1.0,65.0,10.0,
1423558054889,83.8,1.0,0.0,24.0,10.0,
1423558059892,83.8,1.0,1.0,27.0,10.0,
1423558064901,85.7,1.0,0.0,60.0,10.0,
1423558069901,85.7,1.0,0.0,3.0,10.0,
1423558074907,85.7,1.0,1.0,52.0,10.0,
1423558079912,85.7,1.0,0.0,39.0,10.0,
1423558084918,85.7,1.0,1.0,18.0,10.0,
1423558089927,85.7,1.0,1.0,68.0,10.0,
1423558094927,85.7,1.0,0.0,16.0,10.0,
1423558099928,85.7,1.0,1.0,37.0,10.0,
1423558104936,88.3,1.0,0.0,51.0,10.0,
1423558109940,88.3,1.0,1.0,3.0,11.0,
1423558114941,88.3,1.0,1.0,58.0,10.0,
1423558119950,88.3,1.0,0.0,30.0,10.0,
1423558124953,84.4,1.0,1.0,24.0,10.0,
1423558129961,84.4,1.0,0.0,65.0,10.0,
1423558134964,84.4,1.0,0.0,12.0,10.0,
1423558139964,84.4,1.0,1.0,44.0,10.0,
1423558144965,87.9,1.0,0.0,44.0,10.0,
1423558149970,87.9,1.0,0.0,14.0,10.0,
1423558154976,87.9,1.0,1.0,69.0,10.0,
1423558159978,87.9,1.0,0.0,17.0,10.0,
1423558164980,87.9,1.0,1.0,40.0,10.0,
1423558169984,87.9,1.0,0.0,51.0,10.0,
1423558174992,87.9,1.0,1.0,4.0,12.0,
1423558180001,87.9,1.0,1.0,57.0,10.0,
1423558185003,87.9,1.0,0.0,32.0,10.0,
1423558190005,87.9,1.0,0.0,17.0,10.0,
1423558195007,87.9,1.0,1.0,69.0,10.0,
1423558200018,87.9,1.0,0.0,15.0,10.0,
1423558205007,87.9,1.0,0.0,40.0,10.0,
1423558210009,87.9,1.0,0.0,48.0,10.0,
1423558215009,87.9,1.0,1.0,5.0,11.0,
1423558220018,87.9,1.0,0.0,55.0,10.0,
1423558225027,87.9,1.0,0.0,35.0,10.0,
1423558230030,87.9,1.0,0.0,21.0,10.0,
1423558235038,87.7,1.0,0.0,68.0,10.0,
1423558240047,87.7,1.0,0.0,16.0,10.0,
1423558245055,87.7,1.0,0.0,39.0,11.0,
1423558250056,87.7,1.0,0.0,49.0,10.0,
1423558255057,87.7,1.0,1.0,3.0,12.0,
1423558260062,87.7,1.0,1.0,58.0,10.0,
1423558265070,86.5,1.0,0.0,30.0,10.0,
1423558270071,86.5,1.0,1.0,25.0,10.0,
1423558275073,86.5,1.0,0.0,63.0,10.0,
1423558280075,86.5,1.0,0.0,9.0,10.0,
1423558285078,87.9,1.0,1.0,46.0,10.0,
1423558290079,87.9,1.0,0.0,41.0,10.0,
1423558295083,87.9,1.0,1.0,15.0,10.0,
1423558300083,87.9,1.0,1.0,68.0,10.0,
1423558305082,87.9,1.0,0.0,21.0,10.0,
1423558310080,87.9,1.0,0.0,34.0,10.0,
1423558315083,87.9,1.0,0.0,54.0,10.0,
1423558320092,87.9,1.0,0.0,1.0,10.0,
1423558325100,87.1,1.0,0.0,51.0,10.0,
1423558330109,87.1,1.0,0.0,43.0,10.0,
1423558335111,87.1,1.0,1.0,11.0,11.0,
1423558340113,87.1,1.0,1.0,67.0,10.0,
1423558345118,89.0,1.0,0.0,21.0,10.0,
1423558350121,89.0,1.0,1.0,34.0,10.0,
1423558355122,89.0,1.0,0.0,56.0,10.0,
1423558360123,89.0,1.0,0.0,2.0,10.0,
1423558365130,87.6,1.0,1.0,54.0,10.0,
1423558370131,87.6,1.0,0.0,36.0,10.0,
1423558375135,87.6,1.0,1.0,19.0,10.0,
1423558380140,87.6,1.0,1.0,68.0,10.0,
1423558385156,87.6,1.0,0.0,15.0,10.0,
1423558390182,87.6,1.0,1.0,40.0,10.0,
1423558395158,87.6,1.0,0.0,48.0,10.0,
1423558400160,87.6,1.0,0.0,3.0,10.0,
1423558405163,86.9,1.0,1.0,56.0,10.0,
1423558410171,86.9,1.0,0.0,31.0,10.0,
1423558415179,86.9,1.0,1.0,22.0,10.0,
1423558420186,86.9,1.0,0.0,67.0,10.0,
1423558425186,86.9,1.0,0.0,12.0,10.0,
1423558430193,86.9,1.0,1.0,44.0,10.0,
1423558435198,86.9,1.0,0.0,45.0,10.0,
1423558440197,86.9,1.0,0.0,11.0,10.0,
1423558445196,86.9,1.0,0.0,66.0,10.0,
1423558450196,86.9,1.0,0.0,20.0,10.0,
1423558455198,86.9,1.0,0.0,37.0,10.0,
1423558460198,86.9,1.0,0.0,52.0,10.0,
1423558465203,88.7,1.0,1.0,3.0,11.0,
1423558470204,88.7,1.0,0.0,54.0,10.0,
1423558475205,88.7,1.0,0.0,34.0,10.0,
1423558480213,88.7,1.0,0.0,22.0,10.0,
1423558485220,88.7,1.0,0.0,67.0,10.0,
1423558490221,88.7,1.0,0.0,12.0,10.0,
1423558495221,88.7,1.0,0.0,43.0,10.0,
1423558500223,88.7,1.0,0.0,45.0,10.0,
