1423557319461,94.3,0.0,1.0,
1423557324469,98.3,0.0,1.0,
1423557329461,98.3,0.0,1.0,
1423557334466,99.0,0.0,1.0,
1423557339458,99.0,0.0,1.0,
1423557344463,98.4,0.0,1.0,
1423557349464,98.4,0.0,1.0,
1423557354462,95.3,0.0,1.0,
1423557359462,95.3,0.0,1.0,
1423557364461,98.4,0.0,1.0,
1423557369468,98.4,0.0,1.0,
1423557374470,97.5,18.0,1.0,
1423557379472,97.5,92.0,1.0,
1423557384478,92.6,68.0,1.0,
1423557389483,92.6,54.0,1.0,
1423557394483,92.8,108.0,1.0,
1423557399487,92.8,47.0,1.0,
1423557404494,94.2,67.0,1.0,
1423557409495,94.2,99.0,1.0,
1423557414505,91.9,36.0,1.0,
1423557419505,91.9,81.0,1.0,
1423557424512,93.6,77.0,1.0,
1423557429524,93.6,45.0,1.0,
1423557434520,92.3,100.0,1.0,
1423557439522,92.3,60.0,1.0,
1423557444530,93.6,62.0,1.0,
1423557449533,93.6,100.0,1.0,
1423557454533,93.5,37.0,1.0,
1423557459534,93.5,82.0,1.0,EventProcessingUnit,ScaleOut,
1423557464541,92.5,79.0,1.0,EventProcessingUnit,ScaleOut,
1423557469545,92.5,37.0,1.0,EventProcessingUnit,ScaleOut,
1423557474551,92.6,94.0,1.0,EventProcessingUnit,ScaleOut,
1423557479551,92.6,67.0,1.0,EventProcessingUnit,ScaleOut,
1423557484553,93.0,49.0,1.0,EventProcessingUnit,ScaleOut,
1423557489555,93.0,108.0,1.0,EventProcessingUnit,ScaleOut,
1423557494562,93.0,53.0,1.0,EventProcessingUnit,ScaleOut,
1423557499580,93.0,65.0,1.0,EventProcessingUnit,ScaleOut,
1423557504586,92.5,98.0,1.0,EventProcessingUnit,ScaleOut,
1423557509583,92.5,35.0,1.0,EventProcessingUnit,ScaleOut,
1423557514583,93.3,85.0,1.0,EventProcessingUnit,ScaleOut,
1423557519580,93.3,72.0,1.0,EventProcessingUnit,ScaleOut,
1423557524585,93.1,47.0,1.0,EventProcessingUnit,ScaleOut,
1423557529590,93.1,104.0,1.0,EventProcessingUnit,ScaleOut,
1423557534588,93.3,56.0,1.0,EventProcessingUnit,ScaleOut,
1423557539592,93.3,58.0,1.0,EventProcessingUnit,ScaleOut,
1423557544588,92.5,104.0,1.0,EventProcessingUnit,ScaleOut,
1423557549591,92.5,44.0,1.0,EventProcessingUnit,ScaleOut,
1423557554596,93.1,69.0,1.0,EventProcessingUnit,ScaleOut,
1423557559596,93.1,95.0,1.0,EventProcessingUnit,ScaleOut,
1423557564603,93.4,33.0,1.0,EventProcessingUnit,ScaleOut,
1423557569606,93.4,87.0,1.0,EventProcessingUnit,ScaleOut,
1423557574606,93.5,72.0,1.0,EventProcessingUnit,ScaleOut,
1423557579609,93.5,44.0,1.0,EventProcessingUnit,ScaleOut,
1423557584617,93.3,98.0,1.0,EventProcessingUnit,ScaleOut,
1423557589619,93.3,61.0,1.0,EventProcessingUnit,ScaleOut,
1423557594619,94.4,55.0,1.0,EventProcessingUnit,ScaleOut,
1423557599626,94.4,106.0,1.0,EventProcessingUnit,ScaleOut,
1423557604633,94.3,45.0,1.0,EventProcessingUnit,ScaleOut,
1423557609637,94.3,75.0,1.0,EventProcessingUnit,ScaleOut,
1423557614645,93.1,91.0,1.0,EventProcessingUnit,ScaleOut,
1423557619654,93.1,38.0,1.0,EventProcessingUnit,ScaleOut,
1423557624654,93.6,90.0,1.0,EventProcessingUnit,ScaleOut,
1423557629655,93.6,68.0,1.0,EventProcessingUnit,ScaleOut,
1423557634657,93.5,49.0,1.0,EventProcessingUnit,ScaleOut,
1423557639683,93.5,108.0,1.0,EventProcessingUnit,ScaleOut,
1423557644659,92.9,55.0,1.0,EventProcessingUnit,ScaleOut,
1423557649661,92.9,57.0,1.0,EventProcessingUnit,ScaleOut,
1423557654663,92.9,106.0,1.0,EventProcessingUnit,ScaleOut,
1423557659666,92.9,46.0,1.0,EventProcessingUnit,ScaleOut,
1423557664667,93.3,70.0,1.0,EventProcessingUnit,ScaleOut,
1423557669673,93.3,96.0,1.0,EventProcessingUnit,ScaleOut,
1423557674675,88.8,33.0,1.0,EventProcessingUnit,ScaleOut,
1423557679676,88.8,81.0,1.0,EventProcessingUnit,ScaleOut,
1423557684690,90.9,78.0,1.0,EventProcessingUnit,ScaleOut,
1423557689682,90.9,41.0,1.0,EventProcessingUnit,ScaleOut,
1423557694686,93.5,97.0,1.0,EventProcessingUnit,ScaleOut,
1423557699705,93.5,63.0,1.0,EventProcessingUnit,ScaleOut,
1423557704700,93.2,55.0,1.0,EventProcessingUnit,ScaleOut,
1423557709708,93.2,106.0,1.0,EventProcessingUnit,ScaleOut,
1423557714716,93.4,45.0,1.0,EventProcessingUnit,ScaleOut,
1423557719708,93.4,65.0,1.0,EventProcessingUnit,ScaleOut,
1423557724721,93.2,100.0,1.0,EventProcessingUnit,ScaleOut,
1423557729712,93.2,38.0,1.0,EventProcessingUnit,ScaleOut,
1423557734714,93.1,77.0,1.0,EventProcessingUnit,ScaleOut,
1423557739714,93.1,89.0,1.0,EventProcessingUnit,ScaleOut,
1423557744721,93.7,39.0,1.0,EventProcessingUnit,ScaleOut,
1423557749724,93.7,93.0,1.0,EventProcessingUnit,ScaleOut,
