Time ,connectionRate ,cpuUsage ,instances ,cost , ongoingAction, targetedNodeID
1423230735990,65.0,10.6,1.0,0.32,
1423230741022,51.0,10.6,1.0,0.32,
1423230745993,87.0,12.9,1.0,0.32,
1423230750993,99.0,12.9,1.0,0.32,
1423230756029,125.0,8.9,1.0,0.32,
1423230761002,115.0,8.9,1.0,0.32,
1423230766008,84.0,9.2,1.0,0.32,
1423230771022,59.0,9.2,1.0,0.32,
1423230776003,41.0,10.1,1.0,0.32,
1423230781002,32.0,10.1,1.0,0.32,
1423230786006,74.0,11.0,1.0,0.32,
1423230791006,98.0,11.0,1.0,0.32,
1423230796006,123.0,9.8,1.0,0.32,
1423230801005,122.0,9.8,1.0,0.32,
1423230806005,82.0,9.0,1.0,0.32,
1423230811007,40.0,9.0,1.0,0.32,
1423230816024,69.0,11.1,1.0,0.32,
1423230821008,105.0,11.1,1.0,0.32,
1423230826014,129.0,9.8,1.0,0.32,
1423230831015,101.0,9.8,1.0,0.32,
1423230836016,62.0,8.7,1.0,0.32,
1423230841014,41.0,8.7,1.0,0.32,
1423230846016,64.0,11.8,1.0,0.32,
1423230851016,96.0,11.8,1.0,0.32,
1423230856016,112.0,14.6,1.0,0.32,
1423230861016,120.0,14.6,1.0,0.32,
1423230866018,106.0,9.1,1.0,0.32,
1423230871018,43.0,9.1,1.0,0.32,
1423230876022,53.0,7.9,1.0,0.32,
1423230881020,87.0,7.9,1.0,0.32,
1423230886019,119.0,9.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423230891018,121.0,9.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423230896020,27.0,9.3,1.0,0.32,EventProcessingUnit,ScaleIn,
1423230901033,38.0,9.3,1.0,0.32,EventProcessingUnit,ScaleIn,
1423230906026,103.0,8.6,1.0,0.32,
1423230911031,90.0,8.6,1.0,0.32,
1423230916029,80.0,8.8,1.0,0.32,
1423230921168,77.0,8.8,1.0,0.32,
1423230926027,95.0,8.8,1.0,0.32,
1423230931028,129.0,8.8,1.0,0.32,
1423230936029,124.0,11.2,1.0,0.32,
1423230941029,93.0,11.2,1.0,0.32,
1423230946030,47.0,8.8,1.0,0.32,
1423230951031,39.0,8.8,1.0,0.32,
1423230956035,68.0,8.9,1.0,0.32,
1423230961029,104.0,8.9,1.0,0.32,
1423230966031,110.0,8.9,1.0,0.32,
1423230971032,111.0,8.9,1.0,0.32,
1423230976032,73.0,12.6,1.0,0.32,
1423230981032,40.0,12.6,1.0,0.32,
1423230986036,48.0,13.0,1.0,0.32,
1423230991035,95.0,13.0,1.0,0.32,
1423230996036,99.0,8.6,1.0,0.32,
1423231001035,133.0,8.6,1.0,0.32,
1423231006041,87.0,9.1,1.0,0.32,
1423231011055,44.0,9.1,1.0,0.32,
1423231016054,64.0,8.5,1.0,0.32,
1423231021055,87.0,8.5,1.0,0.32,
1423231026090,107.0,10.3,1.0,0.32,EventProcessingUnit,ScaleIn,
1423231031055,126.0,10.3,1.0,0.32,EventProcessingUnit,ScaleIn,
1423231036051,116.0,10.3,1.0,0.32,EventProcessingUnit,ScaleIn,
1423231041058,78.0,10.3,1.0,0.32,EventProcessingUnit,ScaleIn,
1423231046052,48.0,9.7,1.0,0.32,
1423231051054,37.0,9.7,1.0,0.32,
1423231056057,43.0,8.0,1.0,0.32,
1423231061059,55.0,8.0,1.0,0.32,
1423231066054,71.0,9.1,1.0,0.32,
1423231071054,115.0,9.1,1.0,0.32,
1423231076055,123.0,12.7,1.0,0.32,
1423231081056,111.0,12.7,1.0,0.32,
1423231086058,63.0,8.9,1.0,0.32,
1423231091057,43.0,8.9,1.0,0.32,
1423231096085,24.0,7.9,1.0,0.32,
1423231101077,53.0,7.9,1.0,0.32,
1423231106080,108.0,12.7,1.0,0.32,
1423231111136,100.0,12.7,1.0,0.32,
1423231116091,130.0,7.8,1.0,0.32,
1423231121091,102.0,7.8,1.0,0.32,
1423231126099,67.0,9.1,1.0,0.32,EventProcessingUnit,ScaleIn,
1423231131092,39.0,9.1,1.0,0.32,EventProcessingUnit,ScaleIn,
1423231136092,57.0,8.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423231141093,56.0,8.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423231146092,122.0,9.7,1.0,0.32,
1423231151096,124.0,9.7,1.0,0.32,
1423231156098,115.0,11.2,1.0,0.32,
1423231161097,124.0,11.2,1.0,0.32,
1423231166098,86.0,8.8,1.0,0.32,
1423231171098,50.0,8.8,1.0,0.32,
1423231176098,41.0,8.4,1.0,0.32,
1423231181109,36.0,8.4,1.0,0.32,
1423231186106,77.0,8.0,1.0,0.32,
1423231191140,108.0,8.0,1.0,0.32,
1423231196167,135.0,9.6,1.0,0.32,
1423231201170,118.0,9.6,1.0,0.32,
1423231206148,68.0,7.8,1.0,0.32,
1423231211136,72.0,7.8,1.0,0.32,
1423231216171,43.0,8.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423231221212,53.0,8.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423231226207,92.0,11.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423231231211,136.0,11.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423231236213,109.0,9.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423231241209,38.0,9.5,1.0,0.32,
1423231246213,38.0,9.5,1.0,0.32,
1423231251235,47.0,9.5,1.0,0.32,
1423231256509,78.0,9.9,1.0,0.32,
1423231261241,102.0,9.9,1.0,0.32,
