Time ,pendingRequests ,throughput ,responseTime , ongoingAction, targetedNodeID
1423230735990,1.0,96.0,10.0,
1423230741022,1.0,75.0,10.0,
1423230745993,2.0,94.0,10.6,
1423230750993,0.0,59.0,10.0,
1423230756029,1.0,54.0,9.8,
1423230761002,2.0,54.0,8.0,
1423230766008,3.0,94.0,10.0,
1423230771022,1.0,113.0,10.0,
1423230776003,0.0,120.0,10.0,
1423230781002,1.0,115.0,10.0,
1423230786006,1.0,112.0,10.0,
1423230791006,0.0,79.0,10.0,
1423230796006,1.0,57.0,10.0,
1423230801005,1.0,62.0,10.0,
1423230806005,1.0,82.0,10.4,
1423230811007,1.0,125.0,10.0,
1423230816024,0.0,98.0,10.0,
1423230821008,0.0,76.0,10.0,
1423230826014,1.0,58.0,10.6,
1423230831015,2.0,73.0,11.2,
1423230836016,1.0,112.0,10.0,
1423230841014,1.0,121.0,10.0,
1423230846016,0.0,94.0,10.0,
1423230851016,0.0,86.0,10.0,
1423230856016,0.0,54.0,8.0,
1423230861016,2.0,59.0,10.0,
1423230866018,2.0,82.0,10.0,
1423230871018,2.0,114.0,10.0,
1423230876022,1.0,115.0,10.2,
1423230881020,1.0,96.0,10.0,
1423230886019,1.0,58.0,10.0,EventProcessingUnit,ScaleIn,
1423230891018,1.0,62.0,10.0,EventProcessingUnit,ScaleIn,
1423230896020,2.0,104.0,10.0,EventProcessingUnit,ScaleIn,
1423230901033,1.0,110.0,10.0,EventProcessingUnit,ScaleIn,
1423230906026,0.0,108.0,10.0,
1423230911031,1.0,57.0,11.25,
1423230916029,1.0,58.0,10.0,
1423230921168,2.0,74.0,10.5,
1423230926027,1.0,70.0,10.0,
1423230931028,1.0,64.0,10.25,
1423230936029,2.0,57.0,10.0,
1423230941029,2.0,83.0,10.25,
1423230946030,1.0,102.0,10.0,
1423230951031,0.0,107.0,10.0,
1423230956035,3.0,109.0,10.0,
1423230961029,0.0,84.0,10.0,
1423230966031,0.0,65.0,10.0,
1423230971032,0.0,64.0,10.0,
1423230976032,1.0,90.0,10.0,
1423230981032,2.0,105.0,10.0,
1423230986036,1.0,108.0,10.0,
1423230991035,1.0,100.0,10.0,
1423230996036,1.0,64.0,10.0,
1423231001035,2.0,63.0,10.25,
1423231006041,2.0,75.0,10.0,
1423231011055,1.0,107.0,10.0,
1423231016054,0.0,111.0,10.0,
1423231021055,0.0,87.0,10.0,
1423231026090,1.0,73.0,10.0,EventProcessingUnit,ScaleIn,
1423231031055,1.0,85.0,10.25,EventProcessingUnit,ScaleIn,
1423231036051,1.0,61.0,10.5,EventProcessingUnit,ScaleIn,
1423231041058,2.0,70.0,10.3333,EventProcessingUnit,ScaleIn,
1423231046052,2.0,88.0,10.3333,
1423231051054,1.0,105.0,10.0,
1423231056057,0.0,100.0,10.0,
1423231061059,1.0,105.0,10.0,
1423231066054,0.0,97.0,10.0,
1423231071054,1.0,104.0,10.0,
1423231076055,0.0,59.0,10.3333,
1423231081056,2.0,59.0,11.6667,
1423231086058,2.0,83.0,10.0,
1423231091057,1.0,100.0,10.0,
1423231096085,1.0,90.0,10.0,
1423231101077,1.0,102.0,10.0,
1423231106080,1.0,102.0,10.0,
1423231111136,1.0,72.0,10.0,
1423231116091,0.0,73.0,10.0,
1423231121091,3.0,59.0,14.0,
1423231126099,1.0,82.0,10.0,EventProcessingUnit,ScaleIn,
1423231131092,0.0,96.0,10.3333,EventProcessingUnit,ScaleIn,
1423231136092,2.0,105.0,10.3333,EventProcessingUnit,ScaleIn,
1423231141093,1.0,108.0,10.0,EventProcessingUnit,ScaleIn,
1423231146092,1.0,89.0,13.0,
1423231151096,2.0,71.0,11.5,
1423231156098,2.0,81.0,11.5,
1423231161097,1.0,69.0,14.0,
1423231166098,1.0,91.0,23.0,
1423231171098,1.0,93.0,11.5,
1423231176098,1.0,92.0,13.0,
1423231181109,2.0,89.0,13.0,
1423231186106,1.0,86.0,21.0,
1423231191140,1.0,88.0,19.5,
1423231196167,1.0,87.0,12.0,
1423231201170,1.0,79.0,11.0,
1423231206148,0.0,90.0,14.0,
1423231211136,1.0,90.0,13.5,
1423231216171,1.0,91.0,12.5,EventProcessingUnit,ScaleIn,
1423231221212,1.0,83.0,23.0,EventProcessingUnit,ScaleIn,
1423231226207,1.0,81.0,11.5,EventProcessingUnit,ScaleIn,
1423231231211,0.0,21.0,13.0,EventProcessingUnit,ScaleIn,
1423231236213,15.0,48.0,1602.0,EventProcessingUnit,ScaleIn,
1423231241209,100.0,20.0,8048.0,
1423231246213,100.0,20.0,8048.0,
1423231251235,140.0,33.0,6206.0,
1423231256509,159.0,38.0,5857.0,
1423231261241,152.0,48.0,6379.0,
1423231266239,177.0,41.0,10597.0,
1423231271247,177.0,41.0,10597.0,
1423231276242,199.0,42.0,9928.0,
1423231281242,199.0,0.0,21316.0,
1423231286242,199.0,29.0,139087.0,
1423231291243,199.0,29.0,139087.0,
1423231296242,200.0,26.0,45941.0,
1423231301243,199.0,0.0,34016.0,
1423231306243,199.0,7.0,57482.0,
1423231311246,199.0,7.0,57482.0,
1423231316565,199.0,0.0,32721.0,
1423231321264,199.0,0.0,32721.0,
1423231324082,199.0,0.0,32721.0,
1423231329081,199.0,0.0,32721.0,EventProcessingUnit,ScaleOut,
1423231334084,199.0,0.0,32721.0,EventProcessingUnit,ScaleOut,
1423231339085,199.0,0.0,32721.0,EventProcessingUnit,ScaleOut,
1423231344082,199.0,0.0,32721.0,EventProcessingUnit,ScaleOut,
1423231349081,199.0,0.0,32721.0,EventProcessingUnit,ScaleOut,
1423231354083,199.0,0.0,44554.0,EventProcessingUnit,ScaleOut,
1423231359083,199.0,0.0,11794.0,EventProcessingUnit,ScaleOut,
1423231364082,199.0,44.0,543625.0,EventProcessingUnit,ScaleOut,
1423231369086,199.0,44.0,543625.0,EventProcessingUnit,ScaleOut,
1423231374089,199.0,44.0,543625.0,EventProcessingUnit,ScaleOut,
1423231379083,199.0,44.0,543625.0,EventProcessingUnit,ScaleOut,
1423231384084,199.0,44.0,543625.0,EventProcessingUnit,ScaleOut,
1423231389086,199.0,44.0,543625.0,EventProcessingUnit,ScaleOut,
1423231394088,199.0,44.0,543625.0,EventProcessingUnit,ScaleOut,
1423231399085,200.0,45.0,18088.0,EventProcessingUnit,ScaleOut,
1423231404086,199.0,2.0,12811.0,EventProcessingUnit,ScaleOut,
1423231409153,199.0,2.0,12811.0,EventProcessingUnit,ScaleOut,
1423231414138,199.0,14.0,10201.0,EventProcessingUnit,ScaleOut,
1423231419138,199.0,14.0,10201.0,EventProcessingUnit,ScaleOut,
1423231424139,197.0,0.0,548182.0,EventProcessingUnit,ScaleOut,
1423231429139,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
1423231434138,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
1423231439139,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
1423231444164,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
1423231449157,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
1423231454157,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
1423231459159,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
1423231464158,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
1423231469159,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
1423231474159,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
1423231479165,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
1423231484161,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
1423231489160,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
1423231494162,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
1423231499163,198.0,0.0,19974.0,EventProcessingUnit,ScaleOut,
