Time ,cpu_idle ,connectionRate ,instance , ongoingAction, targetedNodeID
1423230735990,89.4,65.0,1.0,
1423230741022,89.4,51.0,1.0,
1423230745993,87.1,87.0,1.0,
1423230750993,87.1,99.0,1.0,
1423230756029,91.1,125.0,1.0,
1423230761002,91.1,115.0,1.0,
1423230766008,90.8,84.0,1.0,
1423230771022,90.8,59.0,1.0,
1423230776003,89.9,41.0,1.0,
1423230781002,89.9,32.0,1.0,
1423230786006,89.0,74.0,1.0,
1423230791006,89.0,98.0,1.0,
1423230796006,90.2,123.0,1.0,
1423230801005,90.2,122.0,1.0,
1423230806005,91.0,82.0,1.0,
1423230811007,91.0,40.0,1.0,
1423230816024,88.9,69.0,1.0,
1423230821008,88.9,105.0,1.0,
1423230826014,90.2,129.0,1.0,
1423230831015,90.2,101.0,1.0,
1423230836016,91.3,62.0,1.0,
1423230841014,91.3,41.0,1.0,
1423230846016,88.2,64.0,1.0,
1423230851016,88.2,96.0,1.0,
1423230856016,85.4,112.0,1.0,
1423230861016,85.4,120.0,1.0,
1423230866018,90.9,106.0,1.0,
1423230871018,90.9,43.0,1.0,
1423230876022,92.1,53.0,1.0,
1423230881020,92.1,87.0,1.0,
1423230886019,90.2,119.0,1.0,EventProcessingUnit,ScaleIn,
1423230891018,90.2,121.0,1.0,EventProcessingUnit,ScaleIn,
1423230896020,90.7,27.0,1.0,EventProcessingUnit,ScaleIn,
1423230901033,90.7,38.0,1.0,EventProcessingUnit,ScaleIn,
1423230906026,91.4,103.0,1.0,
1423230911031,91.4,90.0,1.0,
1423230916029,91.2,80.0,1.0,
1423230921168,91.2,77.0,1.0,
1423230926027,91.2,95.0,1.0,
1423230931028,91.2,129.0,1.0,
1423230936029,88.8,124.0,1.0,
1423230941029,88.8,93.0,1.0,
1423230946030,91.2,47.0,1.0,
1423230951031,91.2,39.0,1.0,
1423230956035,91.1,68.0,1.0,
1423230961029,91.1,104.0,1.0,
1423230966031,91.1,110.0,1.0,
1423230971032,91.1,111.0,1.0,
1423230976032,87.4,73.0,1.0,
1423230981032,87.4,40.0,1.0,
1423230986036,87.0,48.0,1.0,
1423230991035,87.0,95.0,1.0,
1423230996036,91.4,99.0,1.0,
1423231001035,91.4,133.0,1.0,
1423231006041,90.9,87.0,1.0,
1423231011055,90.9,44.0,1.0,
1423231016054,91.5,64.0,1.0,
1423231021055,91.5,87.0,1.0,
1423231026090,89.7,107.0,1.0,EventProcessingUnit,ScaleIn,
1423231031055,89.7,126.0,1.0,EventProcessingUnit,ScaleIn,
1423231036051,89.7,116.0,1.0,EventProcessingUnit,ScaleIn,
1423231041058,89.7,78.0,1.0,EventProcessingUnit,ScaleIn,
1423231046052,90.3,48.0,1.0,
1423231051054,90.3,37.0,1.0,
1423231056057,92.0,43.0,1.0,
1423231061059,92.0,55.0,1.0,
1423231066054,90.9,71.0,1.0,
1423231071054,90.9,115.0,1.0,
1423231076055,87.3,123.0,1.0,
1423231081056,87.3,111.0,1.0,
1423231086058,91.1,63.0,1.0,
1423231091057,91.1,43.0,1.0,
1423231096085,92.1,24.0,1.0,
1423231101077,92.1,53.0,1.0,
1423231106080,87.3,108.0,1.0,
1423231111136,87.3,100.0,1.0,
1423231116091,92.2,130.0,1.0,
1423231121091,92.2,102.0,1.0,
1423231126099,90.9,67.0,1.0,EventProcessingUnit,ScaleIn,
1423231131092,90.9,39.0,1.0,EventProcessingUnit,ScaleIn,
1423231136092,91.4,57.0,1.0,EventProcessingUnit,ScaleIn,
1423231141093,91.4,56.0,1.0,EventProcessingUnit,ScaleIn,
1423231146092,90.3,122.0,1.0,
1423231151096,90.3,124.0,1.0,
1423231156098,88.8,115.0,1.0,
1423231161097,88.8,124.0,1.0,
1423231166098,91.2,86.0,1.0,
1423231171098,91.2,50.0,1.0,
1423231176098,91.6,41.0,1.0,
1423231181109,91.6,36.0,1.0,
1423231186106,92.0,77.0,1.0,
1423231191140,92.0,108.0,1.0,
1423231196167,90.4,135.0,1.0,
