1422889810009,72.0,1.0,
1422889815008,72.0,1.0,
1422889820010,72.0,1.0,
1422889825034,20.8,1.0,
1422889830012,20.8,1.0,
1422889835015,20.8,1.0,
1422889840011,20.8,1.0,
1422889845010,85.1,1.0,
1422889850009,85.1,1.0,
1422889855037,85.1,1.0,
1422889860012,85.1,1.0,
1422889865070,73.5,1.0,
1422889870033,73.5,1.0,
1422889875030,73.5,1.0,
1422889880031,73.5,1.0,
1422889885031,83.2,1.0,DataNodeUnit,ScaleOut,
1422889890031,83.2,1.0,DataNodeUnit,ScaleOut,
1422889895032,83.2,1.0,DataNodeUnit,ScaleOut,
1422889900034,83.2,1.0,DataNodeUnit,ScaleOut,
1422889905033,77.2,1.0,DataNodeUnit,ScaleOut,
1422889910032,77.2,1.0,DataNodeUnit,ScaleOut,
1422889915034,77.2,1.0,DataNodeUnit,ScaleOut,
1422889920033,77.2,1.0,DataNodeUnit,ScaleOut,
1422889925036,88.7,1.0,DataNodeUnit,ScaleOut,
1422889930033,88.7,1.0,DataNodeUnit,ScaleOut,
1422889935041,88.7,1.0,DataNodeUnit,ScaleOut,
1422889940037,88.7,1.0,DataNodeUnit,ScaleOut,
1422889945035,86.9,1.0,DataNodeUnit,ScaleOut,
1422889950037,86.9,1.0,DataNodeUnit,ScaleOut,
1422889955037,86.9,1.0,DataNodeUnit,ScaleOut,
1422889960035,86.9,1.0,DataNodeUnit,ScaleOut,
1422889965036,92.0,1.0,DataNodeUnit,ScaleOut,
1422889970037,92.0,1.0,DataNodeUnit,ScaleOut,
1422889975037,92.0,1.0,DataNodeUnit,ScaleOut,
1422889980039,92.0,1.0,DataNodeUnit,ScaleOut,
1422889985041,80.8,1.0,
1422889990038,80.8,1.0,
1422889995049,80.8,1.0,
1422890000038,80.8,1.0,
1422890005041,90.8,1.0,
1422890010041,90.8,1.0,
1422890015038,90.8,1.0,
1422890020041,90.8,1.0,
1422890025040,90.4,1.0,
1422890030055,90.4,1.0,
1422890035041,90.4,1.0,
1422890040048,90.4,1.0,
1422890045048,90.6,1.0,
1422890050045,90.6,1.0,
1422890055046,90.6,1.0,
1422890060044,90.6,1.0,
1422890065044,91.0,1.0,
1422890070044,91.0,1.0,
1422890075047,91.0,1.0,
1422890080048,91.0,1.0,
1422890085045,90.9,1.0,
1422890090052,90.9,1.0,
1422890095050,90.9,1.0,
1422890100051,90.9,1.0,
1422890105053,91.5,1.0,
1422890110054,91.5,1.0,
1422890115055,91.5,1.0,
1422890120056,91.5,1.0,
1422890125053,89.2,1.0,
1422890130074,89.2,1.0,
1422890135053,89.2,1.0,
1422890140052,89.2,1.0,
1422890145056,97.0,1.0,
1422890150056,97.0,1.0,
1422890155055,97.0,1.0,
1422890160057,97.0,1.0,
1422890165058,90.9,1.0,
1422890170057,90.9,1.0,
1422890175054,90.9,1.0,
1422890180059,90.9,1.0,
1422890185057,96.0,1.0,
1422890190055,96.0,1.0,
1422890195057,96.0,1.0,
1422890200057,96.0,1.0,
1422890205059,93.5,1.0,
1422890210058,93.5,1.0,
1422890215060,93.5,1.0,
1422890220059,93.5,1.0,
1422890225060,94.6,1.0,
1422890230061,94.6,1.0,
1422890235063,94.6,1.0,
1422890240059,94.6,1.0,
1422890245060,92.0,1.0,
1422890250062,92.0,1.0,
1422890255062,92.0,1.0,
1422890260061,92.0,1.0,
1422890265064,93.0,1.0,
1422890270062,93.0,1.0,
1422890275063,93.0,1.0,
1422890280065,93.0,1.0,
1422890285081,94.3,1.0,
1422890290068,94.3,1.0,
1422890295065,94.3,1.0,
1422890300068,94.3,1.0,
1422890305063,94.2,1.0,
1422890310063,94.2,1.0,
1422890315067,94.2,1.0,
1422890320068,94.2,1.0,
1422890325068,96.7,1.0,
1422890330065,96.7,1.0,
1422890335066,96.7,1.0,
1422890340066,96.7,1.0,
1422890345067,92.1,1.0,
1422890350068,92.1,1.0,
1422890355075,92.1,1.0,
1422890360069,92.1,1.0,
1422890365067,94.0,1.0,
1422890370069,94.0,1.0,
1422890375070,94.0,1.0,
1422890380068,94.0,1.0,
1422890385070,93.3,1.0,
1422890390070,93.3,1.0,
1422890395071,93.3,1.0,
1422890400072,93.3,1.0,
1422890405072,91.8,1.0,
1422890410071,91.8,1.0,
1422890415073,91.8,1.0,
1422890420071,91.8,1.0,
1422890425071,91.8,1.0,
1422890430075,91.8,1.0,
1422890435084,91.8,1.0,
1422890440074,91.8,1.0,
1422890445073,94.8,1.0,
1422890450075,94.8,1.0,
1422890455076,94.8,1.0,
1422890460074,94.8,1.0,
1422890465074,93.5,1.0,
1422890470074,93.5,1.0,
1422890475074,93.5,1.0,
1422890480075,93.5,1.0,
1422890485079,92.9,1.0,
1422890490076,92.9,1.0,
1422890495078,92.9,1.0,
1422890500075,92.9,1.0,
1422890505078,93.9,1.0,
1422890510076,93.9,1.0,
1422890515076,93.9,1.0,
1422890520080,93.9,1.0,
1422890525089,94.9,1.0,
1422890530083,94.9,1.0,
1422890535083,94.9,1.0,
1422890540080,94.9,1.0,
1422890545099,94.9,1.0,
1422890550079,94.9,1.0,
1422890555078,94.9,1.0,
1422890560080,94.9,1.0,
1422890565082,97.0,1.0,
1422890570080,97.0,1.0,
1422890575083,97.0,1.0,
1422890580082,97.0,1.0,
1422890585081,93.3,1.0,
1422890590081,93.3,1.0,
1422890595081,93.3,1.0,
1422890600085,93.3,1.0,
1422890605082,97.2,1.0,
1422890610085,97.2,1.0,
1422890615082,97.2,1.0,
1422890620083,97.2,1.0,
1422890625085,91.8,1.0,
1422890630084,91.8,1.0,
1422890635083,91.8,1.0,
1422890640083,91.8,1.0,
1422890645083,95.2,1.0,
1422890650084,95.2,1.0,
1422890655084,95.2,1.0,
1422890660086,95.2,1.0,
1422890665086,95.2,1.0,
1422890670085,95.2,1.0,
1422890675085,95.2,1.0,
1422890680085,95.2,1.0,
1422890685088,95.2,1.0,
1422890690086,95.2,1.0,
1422890695086,95.2,1.0,
1422890700088,95.2,1.0,
1422890705088,96.8,1.0,
1422890710087,96.8,1.0,
1422890715087,96.8,1.0,
1422890720092,96.8,1.0,
1422890725091,92.0,1.0,
1422890730091,92.0,1.0,
1422890735097,92.0,1.0,
