Time ,cpu_idle ,connectionRate ,instance , ongoingAction, targetedNodeID
1423483144052,98.6,0.0,1.0,
1423483149052,98.7,0.0,1.0,
1423483154069,98.7,0.0,1.0,
1423483159075,99.0,0.0,1.0,
1423483164047,99.0,0.0,1.0,
1423483169048,98.9,0.0,1.0,
1423483174049,98.9,0.0,1.0,
1423483179057,98.7,0.0,1.0,
1423483184055,98.7,0.0,1.0,
1423483189061,96.6,0.0,1.0,
1423483194060,96.6,0.0,1.0,
1423483199060,98.5,0.0,1.0,
1423483204053,98.5,0.0,1.0,
1423483209063,98.7,0.0,1.0,
1423483214052,98.7,0.0,1.0,
1423483219061,93.6,0.0,1.0,
1423483224055,93.6,0.0,1.0,
1423483229065,98.5,0.0,1.0,
1423483234057,98.5,0.0,1.0,
1423483239068,99.0,0.0,1.0,
1423483244068,99.0,0.0,1.0,
1423483249065,99.4,0.0,1.0,
1423483254077,99.4,0.0,1.0,
1423483259065,99.4,0.0,1.0,
1423483264064,99.4,0.0,1.0,
1423483269066,98.7,0.0,1.0,
1423483274067,98.7,0.0,1.0,
1423483279066,97.5,0.0,1.0,
1423483284065,97.5,0.0,1.0,
1423483289066,97.5,0.0,1.0,
1423483294068,97.5,13.0,1.0,
1423483299067,96.6,82.0,1.0,
1423483304070,96.6,28.0,1.0,EventProcessingUnit,ScaleOut,
1423483309072,95.6,53.0,1.0,EventProcessingUnit,ScaleOut,
1423483314070,95.6,56.0,1.0,EventProcessingUnit,ScaleOut,
1423483319068,95.2,24.0,1.0,EventProcessingUnit,ScaleOut,
1423483324068,95.2,86.0,1.0,EventProcessingUnit,ScaleOut,
1423483329069,96.3,18.0,1.0,EventProcessingUnit,ScaleOut,
1423483334069,96.3,62.0,1.0,EventProcessingUnit,ScaleOut,
1423483339069,95.8,47.0,1.0,EventProcessingUnit,ScaleOut,
1423483344080,95.8,36.0,1.0,EventProcessingUnit,ScaleOut,
1423483349073,95.0,75.0,1.0,EventProcessingUnit,ScaleOut,
1423483354073,95.0,12.0,1.0,EventProcessingUnit,ScaleOut,
1423483359075,95.4,75.0,1.0,EventProcessingUnit,ScaleOut,
1423483364073,95.4,34.0,1.0,EventProcessingUnit,ScaleOut,
1423483369072,86.5,46.0,1.0,EventProcessingUnit,ScaleOut,
1423483374072,86.5,64.0,1.0,EventProcessingUnit,ScaleOut,
1423483379073,94.6,15.0,1.0,EventProcessingUnit,ScaleOut,
1423483384081,94.6,82.0,1.0,EventProcessingUnit,ScaleOut,
1423483389073,96.0,28.0,1.0,EventProcessingUnit,ScaleOut,
1423483394086,96.0,52.0,1.0,EventProcessingUnit,ScaleOut,
1423483399078,95.4,59.0,1.0,EventProcessingUnit,ScaleOut,
1423483404075,95.4,19.0,1.0,EventProcessingUnit,ScaleOut,
1423483409079,94.7,87.0,1.0,EventProcessingUnit,ScaleOut,
