Time ,cost ,pendingRequests ,throughput ,responseTime , ongoingAction, targetedNodeID
1423483144052,0.44,0.0,0.0,0.0,
1423483149052,0.44,0.0,0.0,0.0,
1423483154069,0.44,0.0,0.0,0.0,
1423483159075,0.44,0.0,0.0,0.0,
1423483164047,0.44,0.0,0.0,0.0,
1423483169048,0.44,0.0,0.0,0.0,
1423483174049,0.44,0.0,0.0,0.0,
1423483179057,0.44,0.0,0.0,0.0,
1423483184055,0.44,0.0,0.0,0.0,
1423483189061,0.44,0.0,0.0,0.0,
1423483194060,0.44,0.0,0.0,0.0,
1423483199060,0.44,0.0,0.0,0.0,
1423483204053,0.44,0.0,0.0,0.0,
1423483209063,0.44,0.0,0.0,0.0,
1423483214052,0.44,0.0,0.0,0.0,
1423483219061,0.44,0.0,0.0,0.0,
1423483224055,0.44,0.0,0.0,0.0,
1423483229065,0.44,0.0,0.0,0.0,
1423483234057,0.44,0.0,0.0,0.0,
1423483239068,0.44,0.0,0.0,0.0,
1423483244068,0.44,0.0,0.0,0.0,
1423483249065,0.44,0.0,0.0,0.0,
1423483254077,0.44,0.0,0.0,0.0,
1423483259065,0.44,0.0,0.0,0.0,
1423483264064,0.44,0.0,0.0,0.0,
1423483269066,0.44,0.0,0.0,0.0,
1423483274067,0.44,0.0,0.0,0.0,
1423483279066,0.44,0.0,0.0,0.0,
1423483284065,0.44,0.0,0.0,0.0,
1423483289066,0.44,0.0,0.0,0.0,
1423483294068,0.44,37.0,18.0,542.0,
1423483299067,0.44,1.0,13.0,13.0,
1423483304070,0.44,6.0,87.0,40.0,EventProcessingUnit,ScaleOut,
1423483309072,0.44,0.0,28.0,98.0,EventProcessingUnit,ScaleOut,
1423483314070,0.44,7.0,54.0,45.0,EventProcessingUnit,ScaleOut,
1423483319068,0.44,0.0,57.0,57.0,EventProcessingUnit,ScaleOut,
1423483324068,0.44,3.0,24.0,16.0,EventProcessingUnit,ScaleOut,
1423483329069,0.44,0.0,89.0,47.0,EventProcessingUnit,ScaleOut,
1423483334069,0.44,0.0,15.0,84.0,EventProcessingUnit,ScaleOut,
1423483339069,0.44,6.0,66.0,37.0,EventProcessingUnit,ScaleOut,
1423483344080,0.44,0.0,44.0,57.0,EventProcessingUnit,ScaleOut,
1423483349073,0.44,1.0,37.0,12.0,EventProcessingUnit,ScaleOut,
1423483354073,0.44,0.0,76.0,47.0,EventProcessingUnit,ScaleOut,
1423483359075,0.44,1.0,7.0,22.0,EventProcessingUnit,ScaleOut,
1423483364073,0.44,4.0,83.0,29.0,EventProcessingUnit,ScaleOut,
1423483369072,0.44,0.0,30.0,44.0,EventProcessingUnit,ScaleOut,
1423483374072,0.44,3.0,49.0,19.0,EventProcessingUnit,ScaleOut,
1423483379073,0.44,0.0,64.0,35.0,EventProcessingUnit,ScaleOut,
1423483384081,0.44,1.0,15.0,12.0,EventProcessingUnit,ScaleOut,
1423483389073,0.44,5.0,89.0,32.0,EventProcessingUnit,ScaleOut,
1423483394086,0.44,0.0,23.0,47.0,EventProcessingUnit,ScaleOut,
1423483399078,0.44,2.0,56.0,12.0,EventProcessingUnit,ScaleOut,
1423483404075,0.44,0.0,59.0,42.0,EventProcessingUnit,ScaleOut,
1423483409079,0.44,2.0,19.0,17.0,EventProcessingUnit,ScaleOut,
1423483414076,0.44,4.0,90.0,29.0,EventProcessingUnit,ScaleOut,
1423483419077,0.44,0.0,19.0,58.0,EventProcessingUnit,ScaleOut,
1423483424077,0.44,4.0,61.0,21.0,EventProcessingUnit,ScaleOut,
1423483429077,0.44,0.0,53.0,54.0,EventProcessingUnit,ScaleOut,
1423483434078,0.44,2.0,29.0,16.0,EventProcessingUnit,ScaleOut,
1423483439077,0.44,0.0,85.0,33.0,EventProcessingUnit,ScaleOut,
1423483444078,0.44,0.0,8.0,31.0,EventProcessingUnit,ScaleOut,
1423483449083,0.44,4.0,69.0,32.0,EventProcessingUnit,ScaleOut,
1423483454102,0.44,0.0,44.0,49.0,EventProcessingUnit,ScaleOut,
1423483459097,0.44,2.0,36.0,15.0,EventProcessingUnit,ScaleOut,
1423483464099,0.44,0.0,77.0,23.0,EventProcessingUnit,ScaleOut,
1423483469097,0.44,1.0,2.0,28.0,EventProcessingUnit,ScaleOut,
1423483474098,0.44,3.0,78.0,24.0,EventProcessingUnit,ScaleOut,
1423483479104,0.44,0.0,35.0,35.0,EventProcessingUnit,ScaleOut,
1423483484103,0.44,2.0,44.0,13.0,EventProcessingUnit,ScaleOut,
1423483489103,0.44,0.0,69.0,12.0,EventProcessingUnit,ScaleOut,
1423483494104,0.44,1.0,8.0,12.0,EventProcessingUnit,ScaleOut,
1423483499104,0.44,3.0,86.0,22.0,EventProcessingUnit,ScaleOut,
1423483504108,0.44,0.0,28.0,24.0,EventProcessingUnit,ScaleOut,
1423483509107,0.44,3.0,51.0,19.0,EventProcessingUnit,ScaleOut,
1423483514124,0.44,0.0,61.0,26.0,EventProcessingUnit,ScaleOut,
1423483519123,0.44,1.0,18.0,13.0,EventProcessingUnit,ScaleOut,
1423483524118,0.44,2.0,92.0,18.0,EventProcessingUnit,ScaleOut,
1423483529118,0.44,0.0,19.0,34.0,EventProcessingUnit,ScaleOut,
1423483534121,0.44,1.0,59.0,15.0,EventProcessingUnit,ScaleOut,
1423483539121,0.44,0.0,56.0,28.0,EventProcessingUnit,ScaleOut,
1423483544121,0.44,2.0,21.0,13.0,EventProcessingUnit,ScaleOut,
1423483549119,0.44,0.0,91.0,26.0,EventProcessingUnit,ScaleOut,
1423483554169,0.44,0.0,13.0,60.0,EventProcessingUnit,ScaleOut,
1423483559138,0.44,3.0,70.0,18.0,EventProcessingUnit,ScaleOut,
1423483564174,0.44,0.0,46.0,45.0,EventProcessingUnit,ScaleOut,
1423483569151,0.44,4.0,34.0,27.0,EventProcessingUnit,ScaleOut,
1423483574152,0.44,0.0,78.0,26.0,EventProcessingUnit,ScaleOut,
1423483579155,0.44,0.0,2.0,16.0,EventProcessingUnit,ScaleOut,
1423483584151,0.44,5.0,75.0,28.0,EventProcessingUnit,ScaleOut,
1423483589152,0.44,0.0,34.0,46.0,EventProcessingUnit,ScaleOut,
1423483594153,0.44,3.0,48.0,19.0,EventProcessingUnit,ScaleOut,
1423483599154,0.44,0.0,62.0,32.0,EventProcessingUnit,ScaleOut,
1423483604161,0.44,2.0,15.0,17.0,EventProcessingUnit,ScaleOut,
1423483609160,0.44,4.0,90.0,23.0,EventProcessingUnit,ScaleOut,
1423483614165,0.44,0.0,24.0,34.0,EventProcessingUnit,ScaleOut,
1423483619164,0.44,1.0,52.0,14.0,EventProcessingUnit,ScaleOut,
1423483624166,0.44,0.0,57.0,12.0,EventProcessingUnit,ScaleOut,
1423483629166,0.44,2.0,21.0,13.0,EventProcessingUnit,ScaleOut,
1423483634167,0.44,0.0,90.0,45.0,EventProcessingUnit,ScaleOut,
1423483639166,0.44,0.0,9.0,45.0,EventProcessingUnit,ScaleOut,
1423483644167,0.44,2.0,70.0,22.0,EventProcessingUnit,ScaleOut,
1423483649283,0.56,0.0,43.0,33.0,EventProcessingUnit,ScaleOut,
1423483654167,0.56,2.0,36.0,7.5,EventProcessingUnit,ScaleOut,
1423483659169,0.56,0.0,81.0,10.0,EventProcessingUnit,ScaleOut,
1423483664168,0.56,0.0,5.0,10.0,EventProcessingUnit,ScaleOut,
1423483669167,0.56,1.0,80.0,10.0,EventProcessingUnit,ScaleOut,
1423483674167,0.56,0.0,34.0,10.0,EventProcessingUnit,ScaleOut,
1423483679169,0.56,0.0,46.0,10.0,EventProcessingUnit,ScaleOut,
1423483684173,0.56,0.0,68.0,10.0,EventProcessingUnit,ScaleOut,
1423483689168,0.56,2.0,12.0,10.5,EventProcessingUnit,ScaleOut,
1423483694169,0.56,1.0,90.0,10.0,EventProcessingUnit,ScaleOut,
1423483699169,0.56,0.0,23.0,10.0,EventProcessingUnit,ScaleOut,
1423483704172,0.56,0.0,60.0,10.0,EventProcessingUnit,ScaleOut,
1423483709217,0.56,0.0,56.0,10.0,EventProcessingUnit,ScaleOut,
1423483714197,0.56,2.0,24.0,10.0,
1423483719194,0.56,0.0,88.0,10.0,
1423483724194,0.56,0.0,9.0,10.0,
1423483729198,0.56,1.0,72.0,10.0,
