Time ,cost/client/h ,cpuUsage ,numberOfVMs , ongoingAction, targetedNodeID
Wed Feb 12 17:02:01 UTC 2014,1.08,43.075,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:02:09 UTC 2014,1.08,43.075,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:02:21 UTC 2014,1.08,43.775,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:02:36 UTC 2014,0.022,43.775,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:02:45 UTC 2014,0.022,43.775,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:02:58 UTC 2014,0.0164,52.175,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:03:08 UTC 2014,0.0164,52.175,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:03:21 UTC 2014,0.0164,52.175,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:03:34 UTC 2014,0.0088,48.325,8,,
Wed Feb 12 17:03:46 UTC 2014,0.0088,48.325,8,,
Wed Feb 12 17:04:01 UTC 2014,0.0088,48.325,8,,
Wed Feb 12 17:04:09 UTC 2014,0.0069,55.675,8,,
Wed Feb 12 17:04:23 UTC 2014,0.0069,55.675,8,,
Wed Feb 12 17:04:30 UTC 2014,0.0089,52.175,8,,
Wed Feb 12 17:04:40 UTC 2014,0.0089,52.175,8,,
Wed Feb 12 17:04:48 UTC 2014,0.0089,52.175,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:04:58 UTC 2014,0.0048,52.5,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:05:08 UTC 2014,0.0048,52.5,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:05:20 UTC 2014,0.0048,52.5,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:05:30 UTC 2014,0.0048,52.5,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:05:43 UTC 2014,0.0229,54.075,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:06:00 UTC 2014,0.0036,59.925,9,,
Wed Feb 12 17:06:07 UTC 2014,0.0036,59.925,9,,
Wed Feb 12 17:06:17 UTC 2014,0.0036,59.925,9,,
Wed Feb 12 17:06:30 UTC 2014,0.0036,59.925,9,,
Wed Feb 12 17:06:39 UTC 2014,0.0036,59.925,9,,
Wed Feb 12 17:06:46 UTC 2014,0.0036,59.925,9,,
Wed Feb 12 17:06:57 UTC 2014,0.0066,67.35,9,,
Wed Feb 12 17:07:08 UTC 2014,0.0066,67.35,9,,
Wed Feb 12 17:07:18 UTC 2014,1.08,36.7,9,,
Wed Feb 12 17:07:28 UTC 2014,1.08,36.7,9,,
Wed Feb 12 17:07:39 UTC 2014,0.0059,50.425,9,,
Wed Feb 12 17:07:48 UTC 2014,0.0059,50.425,9,,
Wed Feb 12 17:07:57 UTC 2014,0.0059,50.425,9,,
Wed Feb 12 17:08:05 UTC 2014,0.0065,55.125,9,,
Wed Feb 12 17:08:10 UTC 2014,0.0065,55.125,9,,
Wed Feb 12 17:08:17 UTC 2014,0.0065,55.125,9,,
Wed Feb 12 17:08:25 UTC 2014,0.0045,51.625,9,,
Wed Feb 12 17:08:36 UTC 2014,0.0045,51.625,9,,
Wed Feb 12 17:08:43 UTC 2014,0.0045,51.625,9,,
Wed Feb 12 17:08:49 UTC 2014,0.0022,60.425,9,,
Wed Feb 12 17:09:07 UTC 2014,0.0022,60.425,9,,
Wed Feb 12 17:09:13 UTC 2014,0.0022,60.425,9,,
Wed Feb 12 17:09:20 UTC 2014,0.0022,60.425,9,,
Wed Feb 12 17:09:26 UTC 2014,0.0022,60.425,9,,
Wed Feb 12 17:09:40 UTC 2014,0.0059,55.075,9,,
Wed Feb 12 17:09:47 UTC 2014,0.0059,55.075,9,,
Wed Feb 12 17:09:57 UTC 2014,0.0059,55.075,9,,
Wed Feb 12 17:10:03 UTC 2014,0.0372,61.125,9,,
Wed Feb 12 17:10:14 UTC 2014,0.0372,61.125,9,,
Wed Feb 12 17:10:25 UTC 2014,0.0372,61.125,9,,
Wed Feb 12 17:10:35 UTC 2014,0.006,52.825,9,,
Wed Feb 12 17:10:44 UTC 2014,0.006,52.825,9,,
Wed Feb 12 17:10:50 UTC 2014,0.006,52.825,9,,
Wed Feb 12 17:10:58 UTC 2014,0.006,52.825,9,,
Wed Feb 12 17:11:09 UTC 2014,0.006,52.825,9,,
Wed Feb 12 17:11:18 UTC 2014,0.0514,53.975,9,,
Wed Feb 12 17:11:34 UTC 2014,0.0514,53.975,9,,
Wed Feb 12 17:11:41 UTC 2014,0.0514,53.975,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:11:56 UTC 2014,0.0212,45.325,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:04 UTC 2014,0.0212,45.325,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:14 UTC 2014,0.0212,45.325,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:28 UTC 2014,0.0245,51.725,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:37 UTC 2014,0.0245,51.725,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:47 UTC 2014,0.0119,44.675,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:57 UTC 2014,0.0119,44.675,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:06 UTC 2014,0.0119,44.675,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:17 UTC 2014,0.0119,44.675,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:26 UTC 2014,0.0119,44.675,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:37 UTC 2014,0.0568,46.725,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:46 UTC 2014,0.0568,46.725,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:57 UTC 2014,1.08,42.6,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:14:08 UTC 2014,1.08,42.6,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:14:18 UTC 2014,0.0253,45.875,8,,
Wed Feb 12 17:14:26 UTC 2014,0.0253,45.875,8,,
Wed Feb 12 17:14:35 UTC 2014,0.0253,45.875,8,,
Wed Feb 12 17:14:45 UTC 2014,0.0253,45.875,8,,
Wed Feb 12 17:14:58 UTC 2014,0.0253,45.875,8,,
Wed Feb 12 17:15:12 UTC 2014,0.0139,47.425,8,,
Wed Feb 12 17:15:19 UTC 2014,0.0139,47.425,8,,
Wed Feb 12 17:15:29 UTC 2014,0.0051,52.625,8,,
Wed Feb 12 17:15:45 UTC 2014,0.0051,52.625,8,,
Wed Feb 12 17:15:53 UTC 2014,0.0051,52.625,8,,
Wed Feb 12 17:16:02 UTC 2014,0.96,51.775,8,,
Wed Feb 12 17:16:15 UTC 2014,0.96,51.775,8,,
Wed Feb 12 17:16:28 UTC 2014,0.96,51.775,8,,
Wed Feb 12 17:16:36 UTC 2014,0.96,51.775,8,,
Wed Feb 12 17:16:42 UTC 2014,0.08,58.075,8,,
Wed Feb 12 17:16:53 UTC 2014,0.08,58.075,8,,
Wed Feb 12 17:17:06 UTC 2014,0.0026,56,8,,
Wed Feb 12 17:17:15 UTC 2014,0.0026,56,8,,
Wed Feb 12 17:17:31 UTC 2014,0.0074,57.325,8,,
Wed Feb 12 17:17:45 UTC 2014,0.0074,57.325,8,,
Wed Feb 12 17:17:55 UTC 2014,0.96,54.975,8,,
Wed Feb 12 17:18:01 UTC 2014,0.96,54.975,8,,
Wed Feb 12 17:18:14 UTC 2014,0.0027,55.9,8,,
Wed Feb 12 17:18:26 UTC 2014,0.0027,55.9,8,,
Wed Feb 12 17:18:33 UTC 2014,0.0027,55.9,8,,
Wed Feb 12 17:18:50 UTC 2014,0.0027,55.9,8,,
Wed Feb 12 17:18:58 UTC 2014,0.0067,54.6,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:19:18 UTC 2014,0.0067,54.6,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:19:28 UTC 2014,0.0048,57.6,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:19:45 UTC 2014,0.0048,57.6,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:19:57 UTC 2014,0.0024,56.925,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:20:14 UTC 2014,0.0024,56.925,8,,
Wed Feb 12 17:20:24 UTC 2014,0.0119,55.625,9,,
Wed Feb 12 17:20:36 UTC 2014,0.0119,55.625,9,,
Wed Feb 12 17:20:45 UTC 2014,0.0119,55.625,9,,
Wed Feb 12 17:20:56 UTC 2014,0.0119,55.625,9,,
Wed Feb 12 17:21:10 UTC 2014,0.0115,51.775,9,,
Wed Feb 12 17:21:17 UTC 2014,0.0115,51.775,9,,
Wed Feb 12 17:21:29 UTC 2014,0.0115,51.775,9,,
Wed Feb 12 17:21:37 UTC 2014,0.008,53.15,9,,
Wed Feb 12 17:21:52 UTC 2014,0.008,53.15,9,,
Wed Feb 12 17:22:03 UTC 2014,0.008,53.15,9,,
Wed Feb 12 17:22:13 UTC 2014,1.08,50.375,9,,
Wed Feb 12 17:22:22 UTC 2014,1.08,50.375,9,,
Wed Feb 12 17:22:34 UTC 2014,1.08,50.375,9,,
Wed Feb 12 17:22:46 UTC 2014,0.0771,38.25,9,,
Wed Feb 12 17:22:58 UTC 2014,0.0771,38.25,9,,
Wed Feb 12 17:23:09 UTC 2014,0.0771,38.25,9,,
Wed Feb 12 17:23:16 UTC 2014,1.08,44.175,9,,
Wed Feb 12 17:23:28 UTC 2014,1.08,44.175,9,,
Wed Feb 12 17:23:35 UTC 2014,1.08,44.175,9,,
Wed Feb 12 17:23:42 UTC 2014,1.08,44.175,9,,
Wed Feb 12 17:23:55 UTC 2014,1.08,44.175,9,,
Wed Feb 12 17:24:02 UTC 2014,1.08,40.25,9,,
Wed Feb 12 17:24:12 UTC 2014,1.08,40.25,9,,
Wed Feb 12 17:24:22 UTC 2014,1.08,40.25,9,,
Wed Feb 12 17:24:29 UTC 2014,1.08,46.625,9,,
Wed Feb 12 17:24:36 UTC 2014,1.08,46.625,9,,
Wed Feb 12 17:24:47 UTC 2014,1.08,46.625,9,,
Wed Feb 12 17:25:00 UTC 2014,1.08,48.625,9,,
Wed Feb 12 17:25:07 UTC 2014,1.08,48.625,9,,
Wed Feb 12 17:25:21 UTC 2014,1.08,49.8,9,,
Wed Feb 12 17:25:36 UTC 2014,1.08,49.8,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:25:47 UTC 2014,1.08,49.8,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:25:59 UTC 2014,1.08,49.8,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:14 UTC 2014,1.08,49.8,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:26 UTC 2014,0.004,56.175,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:38 UTC 2014,0.004,56.175,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:48 UTC 2014,0.0277,57.575,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:58 UTC 2014,0.0277,57.575,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:08 UTC 2014,0.0277,57.575,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:20 UTC 2014,1.08,47.675,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:29 UTC 2014,1.08,47.675,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:39 UTC 2014,0.0104,54.225,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:50 UTC 2014,0.0104,54.225,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:28:01 UTC 2014,0.0104,54.225,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:28:14 UTC 2014,0.0104,54.225,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:28:26 UTC 2014,0.0104,54.225,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:28:36 UTC 2014,0.0057,54.775,9,,
Wed Feb 12 17:28:49 UTC 2014,0.0037,55.325,8,,
Wed Feb 12 17:29:04 UTC 2014,0.0037,55.325,8,,
Wed Feb 12 17:29:14 UTC 2014,0.0229,53.3,8,,
Wed Feb 12 17:29:27 UTC 2014,0.0229,53.3,8,,
Wed Feb 12 17:29:36 UTC 2014,0.0229,53.3,8,,
Wed Feb 12 17:29:47 UTC 2014,0.0229,53.3,8,,
Wed Feb 12 17:30:00 UTC 2014,0.0229,53.3,8,,
Wed Feb 12 17:30:08 UTC 2014,0.0026,55.575,8,,
Wed Feb 12 17:30:21 UTC 2014,0.0026,55.575,8,,
Wed Feb 12 17:30:32 UTC 2014,0.96,50.825,8,,
Wed Feb 12 17:30:40 UTC 2014,0.96,50.825,8,,
Wed Feb 12 17:30:46 UTC 2014,0.96,50.825,8,,
Wed Feb 12 17:30:55 UTC 2014,0.0032,45.925,8,,
Wed Feb 12 17:31:03 UTC 2014,0.0032,45.925,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:31:23 UTC 2014,0.0384,48.575,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:31:32 UTC 2014,0.0384,48.575,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:31:42 UTC 2014,0.0384,48.575,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:31:51 UTC 2014,0.0048,42.75,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:02 UTC 2014,0.0048,42.75,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:13 UTC 2014,0.96,42.35,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:23 UTC 2014,0.96,42.35,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:33 UTC 2014,0.96,32.3,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:43 UTC 2014,0.96,32.3,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:54 UTC 2014,0.96,32.3,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:04 UTC 2014,0.96,41.95,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:13 UTC 2014,0.96,41.95,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:23 UTC 2014,0.96,43.65,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:32 UTC 2014,0.96,43.65,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:42 UTC 2014,0.96,50,8,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:52 UTC 2014,0.96,50,8,,
Wed Feb 12 17:34:01 UTC 2014,0.84,50,7,,
Wed Feb 12 17:34:09 UTC 2014,0.0262,46.225,7,,
Wed Feb 12 17:34:25 UTC 2014,0.0262,46.225,7,,
Wed Feb 12 17:34:46 UTC 2014,0.0089,43.975,7,,
Wed Feb 12 17:34:59 UTC 2014,0.042,53.75,7,,
Wed Feb 12 17:35:14 UTC 2014,0.042,53.75,7,,
Wed Feb 12 17:35:21 UTC 2014,0.042,53.75,7,,
Wed Feb 12 17:35:40 UTC 2014,0.0187,57.825,7,,
Wed Feb 12 17:35:55 UTC 2014,0.0187,57.825,7,,
Wed Feb 12 17:36:06 UTC 2014,0.0031,54.425,7,,
Wed Feb 12 17:36:18 UTC 2014,0.0055,47.625,7,,
Wed Feb 12 17:36:33 UTC 2014,0.0055,47.625,7,,
Wed Feb 12 17:36:41 UTC 2014,0.0055,47.625,7,,
Wed Feb 12 17:36:48 UTC 2014,0.0055,47.625,7,,
Wed Feb 12 17:36:54 UTC 2014,0.0031,52.325,7,,
Wed Feb 12 17:37:10 UTC 2014,0.0046,52.35,7,,
Wed Feb 12 17:37:22 UTC 2014,0.0046,52.35,7,,
Wed Feb 12 17:37:33 UTC 2014,0.0046,52.35,7,,
Wed Feb 12 17:37:45 UTC 2014,0.0046,52.35,7,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:37:56 UTC 2014,0.0028,52.1,7,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:09 UTC 2014,0.0029,53.125,7,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:23 UTC 2014,0.0029,53.125,7,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:33 UTC 2014,0.0027,55.4,7,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:44 UTC 2014,0.0027,55.4,7,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:57 UTC 2014,0.0024,49.475,7,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:39:09 UTC 2014,0.0024,49.475,7,,
Wed Feb 12 17:39:19 UTC 2014,0.0028,49.475,8,,
Wed Feb 12 17:39:29 UTC 2014,0.0028,49.475,8,,
Wed Feb 12 17:39:40 UTC 2014,0.96,56.325,8,,
Wed Feb 12 17:39:51 UTC 2014,0.96,56.325,8,,
Wed Feb 12 17:40:02 UTC 2014,0.04,41.65,8,,
Wed Feb 12 17:40:17 UTC 2014,0.04,41.65,8,,
Wed Feb 12 17:40:24 UTC 2014,0.96,46.425,8,,
Wed Feb 12 17:40:31 UTC 2014,0.96,46.425,8,,
Wed Feb 12 17:40:43 UTC 2014,0.96,46.425,8,,
Wed Feb 12 17:40:53 UTC 2014,0.0101,46.525,8,,
Wed Feb 12 17:41:06 UTC 2014,0.0101,46.525,8,,
Wed Feb 12 17:41:13 UTC 2014,0.96,46.4,8,,
Wed Feb 12 17:41:25 UTC 2014,0.96,46.4,8,,
Wed Feb 12 17:41:38 UTC 2014,0.96,46.4,8,,
Wed Feb 12 17:41:46 UTC 2014,0.96,46.4,8,,
Wed Feb 12 17:41:53 UTC 2014,0.96,46.4,8,,
Wed Feb 12 17:42:09 UTC 2014,0.96,46.4,8,,
Wed Feb 12 17:42:16 UTC 2014,0.96,41.05,8,,
Wed Feb 12 17:42:26 UTC 2014,0.96,41.05,8,,
Wed Feb 12 17:42:38 UTC 2014,0.0101,44.25,8,,
Wed Feb 12 17:42:48 UTC 2014,0.0101,44.25,8,,
Wed Feb 12 17:43:01 UTC 2014,0.0126,41.475,8,,
Wed Feb 12 17:43:08 UTC 2014,0.0126,41.475,8,,
Wed Feb 12 17:43:18 UTC 2014,0.0126,41.475,8,,
Wed Feb 12 17:43:28 UTC 2014,0.012,41.775,8,,
Wed Feb 12 17:43:39 UTC 2014,0.012,41.775,8,,
Wed Feb 12 17:43:52 UTC 2014,0.0061,38.475,8,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:11 UTC 2014,0.0061,38.475,8,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:21 UTC 2014,0.0188,53.675,8,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:32 UTC 2014,0.0188,53.675,8,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:44 UTC 2014,0.0218,55.675,8,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:54 UTC 2014,0.0218,55.675,8,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:45:05 UTC 2014,0.0218,55.675,8,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:45:15 UTC 2014,0.0121,56.975,9,,
Wed Feb 12 17:45:23 UTC 2014,0.0121,56.975,9,,
Wed Feb 12 17:45:41 UTC 2014,1.08,57,9,,
Wed Feb 12 17:45:52 UTC 2014,1.08,57,9,,
Wed Feb 12 17:46:05 UTC 2014,1.08,57,9,,
Wed Feb 12 17:46:22 UTC 2014,0.0099,46.25,9,,
Wed Feb 12 17:46:38 UTC 2014,0.0099,46.25,9,,
Wed Feb 12 17:46:46 UTC 2014,0.0099,46.25,9,,
Wed Feb 12 17:46:53 UTC 2014,0.0073,59.2167,9,,
Wed Feb 12 17:47:06 UTC 2014,0.0073,59.2167,9,,
Wed Feb 12 17:47:13 UTC 2014,0.0073,59.2167,9,,
Wed Feb 12 17:47:28 UTC 2014,0.0035,55.9167,9,,
Wed Feb 12 17:47:36 UTC 2014,0.0035,55.9167,9,,
Wed Feb 12 17:47:41 UTC 2014,0.0035,55.9167,9,,
Wed Feb 12 17:47:53 UTC 2014,0.0038,57.9833,9,,
Wed Feb 12 17:48:05 UTC 2014,0.0038,57.9833,9,,
Wed Feb 12 17:48:15 UTC 2014,0.0038,57.9833,9,,
Wed Feb 12 17:48:26 UTC 2014,0.0038,57.9833,9,,
Wed Feb 12 17:48:39 UTC 2014,0.0038,57.9833,9,,
Wed Feb 12 17:48:47 UTC 2014,0.0039,48.7,9,,
Wed Feb 12 17:48:53 UTC 2014,0.0039,48.7,9,,
Wed Feb 12 17:49:01 UTC 2014,0.0039,48.7,9,,
Wed Feb 12 17:49:09 UTC 2014,1.08,46.6,9,,
Wed Feb 12 17:49:25 UTC 2014,1.08,46.6,9,,
Wed Feb 12 17:49:43 UTC 2014,0.0072,41.8167,9,,
Wed Feb 12 17:50:00 UTC 2014,0.0072,41.8167,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:50:09 UTC 2014,0.0072,41.8167,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:50:20 UTC 2014,1.08,43.1,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:50:30 UTC 2014,1.08,43.1,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:50:41 UTC 2014,1.08,43.1,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:50:53 UTC 2014,1.08,44.6167,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:03 UTC 2014,1.08,44.6167,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:13 UTC 2014,1.08,44.6167,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:28 UTC 2014,0.018,45.55,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:38 UTC 2014,0.018,45.55,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:48 UTC 2014,0.0067,40.7667,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:58 UTC 2014,0.0067,40.7667,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:52:08 UTC 2014,1.08,42.6833,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:52:20 UTC 2014,1.08,42.6833,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:52:31 UTC 2014,1.08,38.3,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:52:46 UTC 2014,1.08,38.3,9,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:52:58 UTC 2014,0.96,38.3,8,,
Wed Feb 12 17:53:10 UTC 2014,0.96,38.3,8,,
Wed Feb 12 17:53:18 UTC 2014,0.96,38.3,8,,
Wed Feb 12 17:53:28 UTC 2014,0.0059,53.2667,8,,
Wed Feb 12 17:53:36 UTC 2014,0.0059,53.2667,8,,
Wed Feb 12 17:53:46 UTC 2014,0.0059,53.2667,8,,
Wed Feb 12 17:53:53 UTC 2014,0.0031,52.5667,8,,
Wed Feb 12 17:54:09 UTC 2014,0.0031,52.5667,8,,
Wed Feb 12 17:54:18 UTC 2014,0.009,54.1167,8,,
Wed Feb 12 17:54:33 UTC 2014,0.009,54.1167,8,,
Wed Feb 12 17:54:40 UTC 2014,0.009,54.1167,8,,
Wed Feb 12 17:54:48 UTC 2014,0.009,54.1167,8,,
Wed Feb 12 17:54:59 UTC 2014,0.009,54.1167,8,,
Wed Feb 12 17:55:06 UTC 2014,0.0047,45.1833,8,,
Wed Feb 12 17:55:18 UTC 2014,0.0047,45.1833,8,,
Wed Feb 12 17:55:33 UTC 2014,0.0047,50.5167,8,,
Wed Feb 12 17:55:52 UTC 2014,0.0047,50.5167,8,,
Wed Feb 12 17:56:00 UTC 2014,0.0057,53.05,8,,
Wed Feb 12 17:56:21 UTC 2014,0.0188,55.4167,8,,
Wed Feb 12 17:56:27 UTC 2014,0.0188,55.4167,8,,
Wed Feb 12 17:56:34 UTC 2014,0.0188,55.4167,8,,
Wed Feb 12 17:56:50 UTC 2014,0.007,47.3833,8,,
Wed Feb 12 17:57:00 UTC 2014,0.007,47.3833,8,,
Wed Feb 12 17:57:11 UTC 2014,0.0039,49.4333,8,,
Wed Feb 12 17:57:24 UTC 2014,0.0039,49.4333,8,,
Wed Feb 12 17:57:37 UTC 2014,0.0039,49.4333,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:57:55 UTC 2014,0.0039,49.4333,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:58:06 UTC 2014,0.0075,41.55,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:58:18 UTC 2014,0.0075,41.55,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:58:27 UTC 2014,0.96,42.1167,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:58:39 UTC 2014,0.96,42.1167,8,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
