Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Wed Feb 12 16:35:49 UTC 2014,46.1,0.12,0.1875,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 16:36:02 UTC 2014,46.1,0.12,0.1875,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 16:36:15 UTC 2014,34.5,0.12,0.1875,1,,
Wed Feb 12 16:36:30 UTC 2014,37.2,0.12,0.1875,1,,
Wed Feb 12 16:36:38 UTC 2014,37.2,0.12,0.1875,1,,
Wed Feb 12 16:36:55 UTC 2014,38.6,0.12,0.1875,1,,
Wed Feb 12 16:37:03 UTC 2014,38.6,0.12,0.1875,1,,
Wed Feb 12 16:37:10 UTC 2014,38.6,0.12,0.1875,1,,
Wed Feb 12 16:37:23 UTC 2014,38.6,0.12,0.1875,1,,
Wed Feb 12 16:37:31 UTC 2014,33.8,0.12,0.1875,1,,
Wed Feb 12 16:37:50 UTC 2014,36.3,0.12,0.1875,1,,
Wed Feb 12 16:37:57 UTC 2014,36.3,0.12,0.1875,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 16:38:11 UTC 2014,40.6,0.12,0.1875,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 16:38:24 UTC 2014,40.6,0.12,0.1875,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 16:38:37 UTC 2014,40.6,0.12,0.1875,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 16:38:49 UTC 2014,42.2,0.12,0.1875,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 16:38:59 UTC 2014,40,0.12,0.1876,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 16:39:14 UTC 2014,40,0.12,0.1876,1,,
Wed Feb 12 16:39:21 UTC 2014,40,0.12,0.1876,1,,
Wed Feb 12 16:39:37 UTC 2014,40,0.12,0.1876,1,,
Wed Feb 12 16:39:49 UTC 2014,49.2,0.12,0.1877,1,,
Wed Feb 12 16:39:58 UTC 2014,49.2,0.12,0.1877,1,,
Wed Feb 12 16:40:09 UTC 2014,49.2,0.12,0.1877,1,,
Wed Feb 12 16:40:20 UTC 2014,36.6,0.12,0.1877,1,,
Wed Feb 12 16:40:31 UTC 2014,36.6,0.12,0.1877,1,,
Wed Feb 12 16:40:48 UTC 2014,36.6,0.12,0.1877,1,,
Wed Feb 12 16:41:02 UTC 2014,36.6,0.12,0.1877,1,,
Wed Feb 12 16:41:12 UTC 2014,43.9,0.12,0.1877,1,,
Wed Feb 12 16:41:26 UTC 2014,43.9,0.12,0.1877,1,,
Wed Feb 12 16:41:36 UTC 2014,40.2,0.12,0.1877,1,,
Wed Feb 12 16:41:42 UTC 2014,40.2,0.12,0.1877,1,,
Wed Feb 12 16:41:51 UTC 2014,0.12,1,0.1882,1,,
Wed Feb 12 16:42:05 UTC 2014,0.12,1,0.1882,1,,
Wed Feb 12 16:42:19 UTC 2014,0.12,1,0.1882,1,,
Wed Feb 12 16:42:26 UTC 2014,0.12,1,0.1882,1,,
Wed Feb 12 16:42:35 UTC 2014,0.12,1,0.1882,1,,
Wed Feb 12 16:42:52 UTC 2014,0.12,1,0.1882,1,,
Wed Feb 12 16:43:03 UTC 2014,0.12,1,0.1882,1,,
Wed Feb 12 16:43:19 UTC 2014,0.12,1,0.1882,1,,
Wed Feb 12 16:43:37 UTC 2014,0.12,1,0.1882,1,,
Wed Feb 12 16:43:53 UTC 2014,0.12,1,0.1881,1,,
Wed Feb 12 16:44:04 UTC 2014,0.12,1,0.1881,1,,
Wed Feb 12 16:44:14 UTC 2014,35.6,0.12,0.1882,1,,
Wed Feb 12 16:44:25 UTC 2014,35.6,0.12,0.1882,1,,
Wed Feb 12 16:44:31 UTC 2014,35.6,0.12,0.1882,1,,
Wed Feb 12 16:44:46 UTC 2014,37.7,0.12,0.1882,1,,
Wed Feb 12 16:44:57 UTC 2014,37.7,0.12,0.1882,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
