Time ,cost ,responseTime ,throughput ,numberOfVMs , ongoingAction, targetedNodeID
Wed Feb 12 17:03:32 UTC 2014,0.48,11.5,75,4,,
Wed Feb 12 17:03:49 UTC 2014,0.48,11.5,75,4,,
Wed Feb 12 17:03:59 UTC 2014,0.48,7.5,74,4,,
Wed Feb 12 17:04:10 UTC 2014,0.48,7.5,74,4,,
Wed Feb 12 17:04:22 UTC 2014,0.48,7.5,74,4,,
Wed Feb 12 17:04:34 UTC 2014,0.48,9.5,65,4,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:04:58 UTC 2014,0.48,8.75,147,4,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:05:11 UTC 2014,0.48,8.75,147,4,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:05:23 UTC 2014,0.48,8.75,147,4,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:05:34 UTC 2014,0.48,8.75,147,4,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:05:45 UTC 2014,0.48,8.5,179,4,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:06:00 UTC 2014,0.6,8,244,5,,
Wed Feb 12 17:06:08 UTC 2014,0.6,8,244,5,,
Wed Feb 12 17:06:16 UTC 2014,0.6,8,244,5,,
Wed Feb 12 17:06:32 UTC 2014,0.6,8,244,5,,
Wed Feb 12 17:06:39 UTC 2014,0.6,8,244,5,,
Wed Feb 12 17:06:47 UTC 2014,0.6,8,244,5,,
Wed Feb 12 17:06:55 UTC 2014,0.6,8.75,203,5,,
Wed Feb 12 17:07:02 UTC 2014,0.6,8.75,203,5,,
Wed Feb 12 17:07:09 UTC 2014,0.6,-0.2,-1,5,,
Wed Feb 12 17:07:25 UTC 2014,0.6,-0.2,-1,5,,
Wed Feb 12 17:07:36 UTC 2014,0.6,7.6,234,5,,
Wed Feb 12 17:07:44 UTC 2014,0.6,7.6,234,5,,
Wed Feb 12 17:07:53 UTC 2014,0.6,7.6,234,5,,
Wed Feb 12 17:08:02 UTC 2014,0.6,4.4,167,5,,
Wed Feb 12 17:08:11 UTC 2014,0.6,4.4,167,5,,
Wed Feb 12 17:08:22 UTC 2014,0.6,7.8,246,5,,
Wed Feb 12 17:08:31 UTC 2014,0.6,7.8,246,5,,
Wed Feb 12 17:08:37 UTC 2014,0.6,7.8,246,5,,
Wed Feb 12 17:08:47 UTC 2014,0.6,8.8,233,5,,
Wed Feb 12 17:08:56 UTC 2014,0.6,8.8,233,5,,
Wed Feb 12 17:09:10 UTC 2014,0.6,8.8,233,5,,
Wed Feb 12 17:09:22 UTC 2014,0.6,8.8,233,5,,
Wed Feb 12 17:09:35 UTC 2014,0.6,8.8,233,5,,
Wed Feb 12 17:09:42 UTC 2014,0.6,7,132,5,,
Wed Feb 12 17:09:59 UTC 2014,0.6,7,132,5,,
Wed Feb 12 17:10:09 UTC 2014,0.6,6.4,158,5,,
Wed Feb 12 17:10:19 UTC 2014,0.6,6.4,158,5,,
Wed Feb 12 17:10:28 UTC 2014,0.6,6.4,158,5,,
Wed Feb 12 17:10:35 UTC 2014,0.6,7.2,316,5,,
Wed Feb 12 17:10:45 UTC 2014,0.6,7.2,316,5,,
Wed Feb 12 17:11:02 UTC 2014,0.6,7.2,316,5,,
Wed Feb 12 17:11:12 UTC 2014,0.6,7.2,316,5,,
Wed Feb 12 17:11:18 UTC 2014,0.6,8.2,103,5,,
Wed Feb 12 17:11:32 UTC 2014,0.6,8.2,103,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:11:47 UTC 2014,0.6,8.2,103,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:11:57 UTC 2014,0.6,6.2,161,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:09 UTC 2014,0.6,6.2,161,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:21 UTC 2014,0.6,7.2,144,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:31 UTC 2014,0.6,7.2,144,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:42 UTC 2014,0.6,7.2,144,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:53 UTC 2014,0.6,4.8,179,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:04 UTC 2014,0.6,4.8,179,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:14 UTC 2014,0.6,4.8,179,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:25 UTC 2014,0.6,4.8,184,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:41 UTC 2014,0.6,5,184,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:52 UTC 2014,0.6,5,184,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:14:04 UTC 2014,0.6,0,0,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:14:16 UTC 2014,0.6,0,0,5,,
Wed Feb 12 17:14:25 UTC 2014,0.48,6.25,164,4,,
Wed Feb 12 17:14:37 UTC 2014,0.48,6.25,164,4,,
Wed Feb 12 17:14:44 UTC 2014,0.48,6.25,164,4,,
Wed Feb 12 17:14:58 UTC 2014,0.48,6.25,164,4,,
Wed Feb 12 17:15:11 UTC 2014,0.48,8.5,41,4,,
Wed Feb 12 17:15:20 UTC 2014,0.48,8.5,41,4,,
Wed Feb 12 17:15:27 UTC 2014,0.48,8.5,41,4,,
Wed Feb 12 17:15:35 UTC 2014,0.48,7,151,4,,
Wed Feb 12 17:15:52 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:16:04 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:16:11 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:16:22 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:16:36 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:16:46 UTC 2014,0.48,7.25,311,4,,
Wed Feb 12 17:17:01 UTC 2014,0.48,7.25,311,4,,
Wed Feb 12 17:17:07 UTC 2014,0.48,7.25,311,4,,
Wed Feb 12 17:17:13 UTC 2014,0.48,6,245,4,,
Wed Feb 12 17:17:21 UTC 2014,0.48,6,245,4,,
Wed Feb 12 17:17:34 UTC 2014,0.48,6.75,289,4,,
Wed Feb 12 17:17:41 UTC 2014,0.48,6.75,289,4,,
Wed Feb 12 17:17:47 UTC 2014,0.48,6.75,289,4,,
Wed Feb 12 17:17:54 UTC 2014,0.48,6.75,168,4,,
Wed Feb 12 17:18:02 UTC 2014,0.48,6.75,168,4,,
Wed Feb 12 17:18:12 UTC 2014,0.48,6.25,121,4,,
Wed Feb 12 17:18:27 UTC 2014,0.48,6.25,121,4,,
Wed Feb 12 17:18:45 UTC 2014,0.48,6.25,121,4,,
Wed Feb 12 17:18:53 UTC 2014,0.48,6.25,121,4,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:19:13 UTC 2014,0.48,6.5,245,4,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:19:26 UTC 2014,0.48,6.5,245,4,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:19:40 UTC 2014,0.48,6.25,239,4,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:19:51 UTC 2014,0.48,6.25,239,4,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:20:02 UTC 2014,0.48,6.25,277,4,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:20:18 UTC 2014,0.48,6.25,277,4,,
Wed Feb 12 17:20:26 UTC 2014,0.6,5,54,5,,
Wed Feb 12 17:20:35 UTC 2014,0.6,5,54,5,,
Wed Feb 12 17:20:47 UTC 2014,0.6,5,54,5,,
Wed Feb 12 17:20:55 UTC 2014,0.6,5,54,5,,
Wed Feb 12 17:21:02 UTC 2014,0.6,5,54,5,,
Wed Feb 12 17:21:14 UTC 2014,0.6,-0.2,-1,5,,
Wed Feb 12 17:21:22 UTC 2014,0.6,-0.2,-1,5,,
Wed Feb 12 17:21:31 UTC 2014,0.6,6.2,105,5,,
Wed Feb 12 17:21:47 UTC 2014,0.6,6.2,105,5,,
Wed Feb 12 17:21:52 UTC 2014,0.6,6.2,105,5,,
Wed Feb 12 17:22:02 UTC 2014,0.6,6.2,105,5,,
Wed Feb 12 17:22:16 UTC 2014,0.6,7,189,5,,
Wed Feb 12 17:22:30 UTC 2014,0.6,7,189,5,,
Wed Feb 12 17:22:38 UTC 2014,0.6,2,70,5,,
Wed Feb 12 17:22:49 UTC 2014,0.6,2,70,5,,
Wed Feb 12 17:22:56 UTC 2014,0.6,2,70,5,,
Wed Feb 12 17:23:03 UTC 2014,0.6,2,70,5,,
Wed Feb 12 17:23:10 UTC 2014,0.6,1,9,5,,
Wed Feb 12 17:23:23 UTC 2014,0.6,1,9,5,,
Wed Feb 12 17:23:30 UTC 2014,0.6,1,9,5,,
Wed Feb 12 17:23:38 UTC 2014,0.6,1,9,5,,
Wed Feb 12 17:23:45 UTC 2014,0.6,1,9,5,,
Wed Feb 12 17:23:52 UTC 2014,0.6,1,9,5,,
Wed Feb 12 17:23:57 UTC 2014,0.6,0.8,21,5,,
Wed Feb 12 17:24:08 UTC 2014,0.6,0.8,21,5,,
Wed Feb 12 17:24:15 UTC 2014,0.6,0.8,21,5,,
Wed Feb 12 17:24:28 UTC 2014,0.6,0,0,5,,
Wed Feb 12 17:24:37 UTC 2014,0.6,0,0,5,,
Wed Feb 12 17:24:46 UTC 2014,0.6,0,0,5,,
Wed Feb 12 17:25:01 UTC 2014,0.6,2.2,36,5,,
Wed Feb 12 17:25:17 UTC 2014,0.6,2.2,36,5,,
Wed Feb 12 17:25:29 UTC 2014,0.6,1.4,4,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:25:42 UTC 2014,0.6,1.4,4,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:25:59 UTC 2014,0.6,1.4,4,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:10 UTC 2014,0.6,1.4,4,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:22 UTC 2014,0.6,6.8,258,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:33 UTC 2014,0.6,6.8,258,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:44 UTC 2014,0.6,6.8,258,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:54 UTC 2014,0.6,6,223,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:06 UTC 2014,0.6,6,223,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:17 UTC 2014,0.6,1,0,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:30 UTC 2014,0.6,1,0,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:42 UTC 2014,0.6,4,232,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:56 UTC 2014,0.6,4,232,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:28:07 UTC 2014,0.6,4,232,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:28:22 UTC 2014,0.6,4,232,5,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:28:34 UTC 2014,0.6,4,233,5,,
Wed Feb 12 17:28:41 UTC 2014,0.6,4,233,5,,
Wed Feb 12 17:29:00 UTC 2014,0.48,5.75,235,4,,
Wed Feb 12 17:29:12 UTC 2014,0.48,5.75,235,4,,
Wed Feb 12 17:29:22 UTC 2014,0.48,4.25,113,4,,
Wed Feb 12 17:29:32 UTC 2014,0.48,4.25,113,4,,
Wed Feb 12 17:29:41 UTC 2014,0.48,4.25,113,4,,
Wed Feb 12 17:29:56 UTC 2014,0.48,4.25,113,4,,
Wed Feb 12 17:30:03 UTC 2014,0.48,5.25,254,4,,
Wed Feb 12 17:30:17 UTC 2014,0.48,5.25,254,4,,
Wed Feb 12 17:30:26 UTC 2014,0.48,5.25,254,4,,
Wed Feb 12 17:30:36 UTC 2014,0.48,3,110,4,,
Wed Feb 12 17:30:51 UTC 2014,0.48,3,110,4,,
Wed Feb 12 17:31:00 UTC 2014,0.48,2.25,30,4,,
Wed Feb 12 17:31:11 UTC 2014,0.48,2.25,30,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:31:25 UTC 2014,0.48,2,20,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:31:36 UTC 2014,0.48,2,20,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:31:50 UTC 2014,0.48,1.5,4,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:01 UTC 2014,0.48,1.5,4,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:17 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:30 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:47 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:59 UTC 2014,0.48,4.3333,30,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:12 UTC 2014,0.48,4.3333,30,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:24 UTC 2014,0.48,1.3333,80,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:35 UTC 2014,0.48,1.3333,25,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:45 UTC 2014,0.48,1.6667,25,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:59 UTC 2014,0.36,1.6667,25,3,,
Wed Feb 12 17:34:07 UTC 2014,0.36,1.6667,25,3,,
Wed Feb 12 17:34:16 UTC 2014,0.36,1.6667,20,3,,
Wed Feb 12 17:34:30 UTC 2014,0.36,1.6667,20,3,,
Wed Feb 12 17:34:41 UTC 2014,0.36,3,102,3,,
Wed Feb 12 17:34:46 UTC 2014,0.36,3,102,3,,
Wed Feb 12 17:34:57 UTC 2014,0.36,5.3333,303,3,,
Wed Feb 12 17:35:16 UTC 2014,0.36,5.3333,303,3,,
Wed Feb 12 17:35:30 UTC 2014,0.36,5.3333,303,3,,
Wed Feb 12 17:35:42 UTC 2014,0.36,5.6667,265,3,,
Wed Feb 12 17:35:53 UTC 2014,0.36,5.6667,265,3,,
Wed Feb 12 17:36:08 UTC 2014,0.36,6,207,3,,
Wed Feb 12 17:36:29 UTC 2014,0.36,4.6667,186,3,,
Wed Feb 12 17:36:45 UTC 2014,0.36,5.3333,267,3,,
Wed Feb 12 17:36:55 UTC 2014,0.36,5.3333,267,3,,
Wed Feb 12 17:37:08 UTC 2014,0.36,12.3333,211,3,,
Wed Feb 12 17:37:23 UTC 2014,0.36,12.3333,211,3,,
Wed Feb 12 17:37:32 UTC 2014,0.36,12.3333,211,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:37:50 UTC 2014,0.36,4.6667,135,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:04 UTC 2014,0.36,4.6667,135,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:16 UTC 2014,0.36,5.3333,200,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:27 UTC 2014,0.36,5.3333,200,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:37 UTC 2014,0.36,5.6667,129,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:51 UTC 2014,0.36,5.6667,129,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:39:02 UTC 2014,0.36,5,268,3,,
Wed Feb 12 17:39:13 UTC 2014,0.48,5,268,4,,
Wed Feb 12 17:39:23 UTC 2014,0.48,5,268,4,,
Wed Feb 12 17:39:32 UTC 2014,0.48,2.6667,191,4,,
Wed Feb 12 17:39:46 UTC 2014,0.48,2.6667,191,4,,
Wed Feb 12 17:39:57 UTC 2014,0.48,1.75,9,4,,
Wed Feb 12 17:40:06 UTC 2014,0.48,1.75,9,4,,
Wed Feb 12 17:40:22 UTC 2014,0.48,4,231,4,,
Wed Feb 12 17:40:32 UTC 2014,0.48,4,231,4,,
Wed Feb 12 17:40:42 UTC 2014,0.48,2,8,4,,
Wed Feb 12 17:40:56 UTC 2014,0.48,2,8,4,,
Wed Feb 12 17:41:03 UTC 2014,0.48,2,8,4,,
Wed Feb 12 17:41:14 UTC 2014,0.48,2,8,4,,
Wed Feb 12 17:41:23 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:41:40 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:41:52 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:41:59 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:42:14 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:42:29 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:42:36 UTC 2014,0.48,1.5,14,4,,
Wed Feb 12 17:42:50 UTC 2014,0.48,1.5,14,4,,
Wed Feb 12 17:42:59 UTC 2014,0.48,1.75,1,4,,
Wed Feb 12 17:43:06 UTC 2014,0.48,1.75,1,4,,
Wed Feb 12 17:43:20 UTC 2014,0.48,1.75,1,4,,
Wed Feb 12 17:43:27 UTC 2014,0.48,4,202,4,,
Wed Feb 12 17:43:39 UTC 2014,0.48,4,202,4,,
Wed Feb 12 17:43:50 UTC 2014,0.48,5.75,281,4,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:13 UTC 2014,0.48,5.75,281,4,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:23 UTC 2014,0.48,6.5,290,4,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:36 UTC 2014,0.48,6.5,290,4,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:47 UTC 2014,0.48,6,245,4,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:58 UTC 2014,0.48,6,245,4,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:45:09 UTC 2014,0.48,5.75,230,4,,
Wed Feb 12 17:45:18 UTC 2014,0.48,5.75,230,4,,
Wed Feb 12 17:45:27 UTC 2014,0.48,5.75,230,4,,
Wed Feb 12 17:45:38 UTC 2014,0.48,2.25,47,4,,
Wed Feb 12 17:45:54 UTC 2014,0.48,2.25,47,4,,
Wed Feb 12 17:46:02 UTC 2014,0.48,2.25,47,4,,
Wed Feb 12 17:46:13 UTC 2014,0.48,2.25,47,4,,
Wed Feb 12 17:46:25 UTC 2014,0.48,6.25,293,4,,
Wed Feb 12 17:46:35 UTC 2014,0.48,6.25,293,4,,
Wed Feb 12 17:46:50 UTC 2014,0.48,6.25,293,4,,
Wed Feb 12 17:47:00 UTC 2014,0.48,12.25,297,4,,
Wed Feb 12 17:47:08 UTC 2014,0.48,12.25,297,4,,
Wed Feb 12 17:47:18 UTC 2014,0.48,7.5,272,4,,
Wed Feb 12 17:47:32 UTC 2014,0.48,7.5,272,4,,
Wed Feb 12 17:47:42 UTC 2014,0.48,7.5,272,4,,
Wed Feb 12 17:47:51 UTC 2014,0.48,14,128,4,,
Wed Feb 12 17:47:58 UTC 2014,0.48,14,128,4,,
Wed Feb 12 17:48:10 UTC 2014,0.48,14,128,4,,
Wed Feb 12 17:48:19 UTC 2014,0.48,14,128,4,,
Wed Feb 12 17:48:33 UTC 2014,0.48,14,128,4,,
Wed Feb 12 17:48:45 UTC 2014,0.48,11,298,4,,
Wed Feb 12 17:48:58 UTC 2014,0.48,11,298,4,,
Wed Feb 12 17:49:12 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:49:20 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:49:26 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:49:42 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:49:51 UTC 2014,0.48,2.75,73,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:50:06 UTC 2014,0.48,2.75,73,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:50:16 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:50:29 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:50:45 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:00 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:11 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:25 UTC 2014,0.48,5,140,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:36 UTC 2014,0.48,5,140,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:47 UTC 2014,0.48,6.6667,46,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:59 UTC 2014,0.48,6.6667,46,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:52:14 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:52:27 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:52:43 UTC 2014,0.48,7.6667,171,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:52:53 UTC 2014,0.48,7.6667,171,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:53:05 UTC 2014,0.36,7.6667,171,3,,
Wed Feb 12 17:53:21 UTC 2014,0.36,6,135,3,,
Wed Feb 12 17:53:35 UTC 2014,0.36,6,135,3,,
Wed Feb 12 17:53:51 UTC 2014,0.36,5,19,3,,
Wed Feb 12 17:54:01 UTC 2014,0.36,5,19,3,,
Wed Feb 12 17:54:16 UTC 2014,0.36,7,125,3,,
Wed Feb 12 17:54:24 UTC 2014,0.36,7,125,3,,
Wed Feb 12 17:54:31 UTC 2014,0.36,7,125,3,,
Wed Feb 12 17:54:38 UTC 2014,0.36,7,125,3,,
Wed Feb 12 17:54:49 UTC 2014,0.36,7,125,3,,
Wed Feb 12 17:54:59 UTC 2014,0.36,7,125,3,,
Wed Feb 12 17:55:08 UTC 2014,0.36,6.3333,195,3,,
Wed Feb 12 17:55:17 UTC 2014,0.36,6.3333,195,3,,
Wed Feb 12 17:55:24 UTC 2014,0.36,6.6667,207,3,,
Wed Feb 12 17:55:37 UTC 2014,0.36,6.6667,207,3,,
Wed Feb 12 17:55:45 UTC 2014,0.36,6.6667,207,3,,
Wed Feb 12 17:55:54 UTC 2014,0.36,6.3333,153,3,,
Wed Feb 12 17:56:04 UTC 2014,0.36,6.3333,153,3,,
Wed Feb 12 17:56:16 UTC 2014,0.36,6.3333,153,3,,
Wed Feb 12 17:56:24 UTC 2014,0.36,5.6667,144,3,,
Wed Feb 12 17:56:30 UTC 2014,0.36,5.6667,144,3,,
Wed Feb 12 17:56:42 UTC 2014,0.36,2.3333,75,3,,
Wed Feb 12 17:56:53 UTC 2014,0.36,2.3333,75,3,,
Wed Feb 12 17:57:06 UTC 2014,0.36,5.6667,242,3,,
Wed Feb 12 17:57:18 UTC 2014,0.36,5.6667,242,3,,
Wed Feb 12 17:57:24 UTC 2014,0.36,5.6667,242,3,,
Wed Feb 12 17:57:35 UTC 2014,0.36,5.6667,242,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:57:57 UTC 2014,0.36,5.6667,242,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:58:09 UTC 2014,0.36,4,141,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:58:23 UTC 2014,0.36,4,0,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:58:34 UTC 2014,0.36,0,0,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:58:46 UTC 2014,0.36,0,0,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:58:57 UTC 2014,0.36,0,0,3,,
Wed Feb 12 17:59:06 UTC 2014,0.36,0,0,3,,
Wed Feb 12 17:59:14 UTC 2014,0.36,0,0,3,,
Wed Feb 12 17:59:20 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:59:31 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:59:49 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:00:01 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:00:12 UTC 2014,0.48,0.75,39,4,,
Wed Feb 12 18:00:20 UTC 2014,0.48,0.75,39,4,,
Wed Feb 12 18:00:33 UTC 2014,0.48,0.75,39,4,,
Wed Feb 12 18:00:40 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:00:48 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:00:55 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:01:05 UTC 2014,0.48,4.25,97,4,,
Wed Feb 12 18:01:19 UTC 2014,0.48,4.25,97,4,,
Wed Feb 12 18:01:33 UTC 2014,0.48,3.5,86,4,,
Wed Feb 12 18:01:46 UTC 2014,0.48,3.5,86,4,,
Wed Feb 12 18:01:54 UTC 2014,0.48,3.5,86,4,,
Wed Feb 12 18:02:01 UTC 2014,0.48,3.5,86,4,,
Wed Feb 12 18:02:09 UTC 2014,0.48,5.5,194,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:02:26 UTC 2014,0.48,5.5,194,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:02:43 UTC 2014,0.48,6,272,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
