Time ,cost , ongoingAction, targetedNodeID
1423483144052,1.2222,
1423483149052,1.2222,
1423483154069,1.2222,
1423483159075,1.2222,
1423483164047,1.2222,
1423483169048,1.2222,
1423483174049,1.2222,
1423483179057,1.2222,
1423483184055,1.2222,
1423483189061,1.2222,
1423483194060,1.2222,
1423483199060,1.2222,
1423483204053,1.2222,
1423483209063,1.2222,
1423483214052,1.2222,
1423483219061,1.2222,
1423483224055,1.2222,
1423483229065,1.2222,
1423483234057,1.2222,
1423483239068,1.2222,
1423483244068,1.2222,
1423483249065,1.2222,
1423483254077,1.2222,
1423483259065,1.2222,
1423483264064,1.2222,
1423483269066,1.2222,
1423483274067,1.2222,
1423483279066,1.2222,
1423483284065,1.2222,
1423483289066,1.2222,
1423483294068,0.0679,
1423483299067,0.094,
1423483304070,0.014,EventProcessingUnit,ScaleOut,
1423483309072,0.0437,EventProcessingUnit,ScaleOut,
1423483314070,0.0226,EventProcessingUnit,ScaleOut,
1423483319068,0.0214,EventProcessingUnit,ScaleOut,
1423483324068,0.0509,EventProcessingUnit,ScaleOut,
1423483329069,0.0137,EventProcessingUnit,ScaleOut,
1423483334069,0.0815,EventProcessingUnit,ScaleOut,
1423483339069,0.0185,EventProcessingUnit,ScaleOut,
1423483344080,0.0278,EventProcessingUnit,ScaleOut,
1423483349073,0.033,EventProcessingUnit,ScaleOut,
1423483354073,0.0161,EventProcessingUnit,ScaleOut,
1423483359075,0.1746,EventProcessingUnit,ScaleOut,
1423483364073,0.0147,EventProcessingUnit,ScaleOut,
1423483369072,0.0407,EventProcessingUnit,ScaleOut,
1423483374072,0.0249,EventProcessingUnit,ScaleOut,
1423483379073,0.0191,EventProcessingUnit,ScaleOut,
1423483384081,0.0815,EventProcessingUnit,ScaleOut,
1423483389073,0.0137,EventProcessingUnit,ScaleOut,
1423483394086,0.0531,EventProcessingUnit,ScaleOut,
1423483399078,0.0218,EventProcessingUnit,ScaleOut,
1423483404075,0.0207,EventProcessingUnit,ScaleOut,
1423483409079,0.0643,EventProcessingUnit,ScaleOut,
1423483414076,0.0136,EventProcessingUnit,ScaleOut,
1423483419077,0.0643,EventProcessingUnit,ScaleOut,
1423483424077,0.02,EventProcessingUnit,ScaleOut,
1423483429077,0.0231,EventProcessingUnit,ScaleOut,
1423483434078,0.0421,EventProcessingUnit,ScaleOut,
1423483439077,0.0144,EventProcessingUnit,ScaleOut,
1423483444078,0.1528,EventProcessingUnit,ScaleOut,
1423483449083,0.0177,EventProcessingUnit,ScaleOut,
1423483454102,0.0278,EventProcessingUnit,ScaleOut,
1423483459097,0.034,EventProcessingUnit,ScaleOut,
1423483464099,0.0159,EventProcessingUnit,ScaleOut,
1423483469097,0.6111,EventProcessingUnit,ScaleOut,
1423483474098,0.0157,EventProcessingUnit,ScaleOut,
1423483479104,0.0349,EventProcessingUnit,ScaleOut,
1423483484103,0.0278,EventProcessingUnit,ScaleOut,
1423483489103,0.0177,EventProcessingUnit,ScaleOut,
1423483494104,0.1528,EventProcessingUnit,ScaleOut,
1423483499104,0.0142,EventProcessingUnit,ScaleOut,
1423483504108,0.0437,EventProcessingUnit,ScaleOut,
1423483509107,0.024,EventProcessingUnit,ScaleOut,
1423483514124,0.02,EventProcessingUnit,ScaleOut,
1423483519123,0.0679,EventProcessingUnit,ScaleOut,
1423483524118,0.0133,EventProcessingUnit,ScaleOut,
1423483529118,0.0643,EventProcessingUnit,ScaleOut,
1423483534121,0.0207,EventProcessingUnit,ScaleOut,
1423483539121,0.0218,EventProcessingUnit,ScaleOut,
1423483544121,0.0582,EventProcessingUnit,ScaleOut,
1423483549119,0.0134,EventProcessingUnit,ScaleOut,
1423483554169,0.094,EventProcessingUnit,ScaleOut,
1423483559138,0.0175,EventProcessingUnit,ScaleOut,
1423483564174,0.0266,EventProcessingUnit,ScaleOut,
1423483569151,0.0359,EventProcessingUnit,ScaleOut,
1423483574152,0.0157,EventProcessingUnit,ScaleOut,
1423483579155,0.6111,EventProcessingUnit,ScaleOut,
1423483584151,0.0163,EventProcessingUnit,ScaleOut,
1423483589152,0.0359,EventProcessingUnit,ScaleOut,
1423483594153,0.0255,EventProcessingUnit,ScaleOut,
1423483599154,0.0197,EventProcessingUnit,ScaleOut,
1423483604161,0.0815,EventProcessingUnit,ScaleOut,
1423483609160,0.0136,EventProcessingUnit,ScaleOut,
1423483614165,0.0509,EventProcessingUnit,ScaleOut,
1423483619164,0.0235,EventProcessingUnit,ScaleOut,
1423483624166,0.0214,EventProcessingUnit,ScaleOut,
1423483629166,0.0582,EventProcessingUnit,ScaleOut,
1423483634167,0.0136,EventProcessingUnit,ScaleOut,
1423483639166,0.1358,EventProcessingUnit,ScaleOut,
1423483644167,0.0175,EventProcessingUnit,ScaleOut,
1423483649283,0.0362,EventProcessingUnit,ScaleOut,
1423483654167,0.0432,EventProcessingUnit,ScaleOut,
1423483659169,0.0192,EventProcessingUnit,ScaleOut,
1423483664168,0.3111,EventProcessingUnit,ScaleOut,
1423483669167,0.0194,EventProcessingUnit,ScaleOut,
1423483674167,0.0458,EventProcessingUnit,ScaleOut,
1423483679169,0.0338,EventProcessingUnit,ScaleOut,
1423483684173,0.0229,EventProcessingUnit,ScaleOut,
1423483689168,0.1296,EventProcessingUnit,ScaleOut,
1423483694169,0.0173,EventProcessingUnit,ScaleOut,
1423483699169,0.0676,EventProcessingUnit,ScaleOut,
1423483704172,0.0259,EventProcessingUnit,ScaleOut,
1423483709217,0.0278,EventProcessingUnit,ScaleOut,
1423483714197,0.0648,
1423483719194,0.0177,
1423483724194,0.1728,
1423483729198,0.0216,
1423483734198,0.0379,
1423483739242,0.0409,
1423483744247,0.0207,
1423483749226,0.3111,
1423483754682,0.0187,
1423483759671,0.0317,
1423483764672,0.0239,
1423483769672,0.1111,
1423483774672,0.0169,
1423483779674,0.0778,
1423483784674,0.0259,
1423483789674,0.0278,
1423483794674,0.0648,
1423483799676,0.0173,
1423483804676,1.5556,
1423483806986,1.5556,
1423483811983,1.5556,
1423483816983,1.5556,
1423483821984,1.5556,
1423483826983,1.5556,
1423483831984,1.5556,
1423483836986,1.5556,
1423483841988,1.5556,
1423483846985,1.5556,
1423483851988,1.5556,
1423483856990,1.5556,
1423483861988,1.5556,
1423483866986,1.5556,
1423483871994,1.5556,
1423483876988,1.5556,
1423483881988,1.5556,
1423483886990,1.5556,
1423483891993,1.5556,
1423483896992,1.5556,
1423483901992,1.5556,
1423483906994,1.5556,
1423483911993,1.5556,
1423483916995,1.5556,
1423483921994,1.5556,
1423483926992,1.5556,
1423483931992,1.5556,
1423483936994,1.5556,
1423483941994,1.5556,
1423483946995,1.5556,
1423483951993,1.5556,
1423483956997,1.5556,
1423483961994,1.5556,
1423483966997,1.5556,
1423483971994,1.5556,
1423483976998,1.5556,
1423483981995,1.5556,
1423483986995,1.5556,
1423483991998,1.5556,
1423483997002,1.5556,
1423484001998,1.5556,
1423484006996,1.5556,
1423484011999,1.5556,
1423484016999,1.5556,
1423484021999,1.5556,
1423484027000,1.5556,
1423484031999,1.5556,
1423484037000,1.5556,
1423484041999,1.5556,
1423484046999,1.5556,
1423484052000,1.5556,
1423484057001,1.5556,
1423484062002,1.5556,
1423484067003,1.5556,
1423484072003,1.5556,
1423484077000,1.5556,
1423484082001,1.5556,EventProcessingUnit,ScaleIn,
1423484087001,1.5556,EventProcessingUnit,ScaleIn,
1423484092002,1.5556,EventProcessingUnit,ScaleIn,
1423484097004,1.2222,EventProcessingUnit,ScaleIn,
1423484102003,1.2222,EventProcessingUnit,ScaleIn,
1423484107002,1.2222,EventProcessingUnit,ScaleIn,
1423484112003,1.2222,
1423484117003,1.2222,
1423484122005,1.2222,
1423484127006,1.2222,
1423484132006,1.2222,
1423484137007,1.2222,
1423484142006,1.2222,
1423484147006,1.2222,
1423484152005,1.2222,
1423484157005,1.2222,
1423484162005,1.2222,
1423484167008,1.2222,
1423484172009,1.2222,
1423484177006,1.2222,
1423484182007,1.2222,
1423484187008,1.2222,
1423484192008,1.2222,
1423484197007,1.2222,
1423484202010,1.2222,
1423484207010,1.2222,
1423484212010,1.2222,
1423484217010,1.2222,
1423484222012,1.2222,
1423484227011,1.2222,
1423484232011,1.2222,
1423484237012,1.2222,
1423484242012,1.2222,
1423484247012,1.2222,
1423484252013,1.2222,
1423484257019,1.2222,
1423484262013,1.2222,
1423484267014,1.2222,
1423484272016,1.2222,
1423484277014,1.2222,
1423484282013,1.2222,
1423484287014,1.2222,
1423484292017,1.2222,
1423484297014,1.2222,
1423484302014,1.2222,
1423484307020,1.2222,
1423484312020,1.2222,
1423484317015,1.2222,
1423484322024,1.2222,
1423484327017,1.2222,
1423484332018,1.2222,
1423484337016,1.2222,
1423484342019,1.2222,
1423484347019,1.2222,
1423484352019,1.2222,
1423484357021,0.02,
1423484362020,0.0163,
1423484367020,0.0815,
1423484372019,0.0815,
1423484377019,0.047,
1423484382020,1.2222,
1423484387021,0.0815,
1423484392020,1.2222,
1423484397021,1.2222,
1423484402023,1.2222,
1423484407022,1.2222,
1423484412023,1.2222,
1423484417038,1.2222,
1423484422023,1.2222,
1423484427022,1.2222,
