Time ,pendingRequests ,throughput ,responseTime , ongoingAction, targetedNodeID
1423149945125,7.0,10.0,802.0,EventProcessingUnit,ScaleOut,
1423149950126,12.0,6.0,751.0,EventProcessingUnit,ScaleOut,
1423149955127,6.0,9.0,911.0,
1423149960128,9.0,5.0,885.0,
1423149965128,8.0,7.0,745.5,
1423149970128,6.0,7.0,864.0,
1423149975130,9.0,5.0,898.5,
1423149980131,6.0,8.0,898.0,
1423149985131,10.0,3.0,1263.5,
1423149990129,6.0,7.0,938.5,
1423149995140,9.0,7.0,769.5,
1423150000140,8.0,8.0,542.6667,
1423150005141,11.0,10.0,770.0,
1423150010141,10.0,5.0,715.6667,
1423150015141,9.0,12.0,1009.3333,EventProcessingUnit,ScaleOut,
1423150020150,11.0,5.0,978.3333,EventProcessingUnit,ScaleOut,
1423150025148,10.0,10.0,884.3333,EventProcessingUnit,ScaleOut,
1423150030149,9.0,10.0,768.0,EventProcessingUnit,ScaleOut,
1423150035168,12.0,9.0,719.6667,EventProcessingUnit,ScaleOut,
1423150040167,7.0,10.0,1148.3333,EventProcessingUnit,ScaleOut,
1423150045167,15.0,2.0,1441.0,EventProcessingUnit,ScaleOut,
1423150050174,6.0,14.0,664.0,EventProcessingUnit,ScaleOut,
1423150055170,14.0,7.0,1119.6667,EventProcessingUnit,ScaleOut,
1423150060171,10.0,10.0,792.6667,EventProcessingUnit,ScaleOut,
1423150065173,10.0,9.0,974.3333,EventProcessingUnit,ScaleOut,
1423150070174,14.0,10.0,702.0,EventProcessingUnit,ScaleOut,
1423150075176,6.0,9.0,891.6667,EventProcessingUnit,ScaleOut,
1423150080180,15.0,13.0,911.3333,EventProcessingUnit,ScaleOut,
1423150085181,16.0,5.0,669.6667,EventProcessingUnit,ScaleOut,
1423150090182,5.0,12.0,1150.6667,EventProcessingUnit,ScaleOut,
1423150095183,13.0,6.0,697.6667,EventProcessingUnit,ScaleOut,
1423150100187,10.0,7.0,1022.0,EventProcessingUnit,ScaleOut,
1423150105188,11.0,6.0,907.6667,EventProcessingUnit,ScaleOut,
1423150110187,13.0,9.0,816.6667,EventProcessingUnit,ScaleOut,
1423150115187,7.0,12.0,811.6667,EventProcessingUnit,ScaleOut,
1423150120193,16.0,1.0,1302.6667,EventProcessingUnit,ScaleOut,
1423150125199,6.0,13.0,983.0,EventProcessingUnit,ScaleOut,
1423150130203,14.0,5.0,730.6667,EventProcessingUnit,ScaleOut,
1423150135205,10.0,9.0,997.3333,EventProcessingUnit,ScaleOut,
1423150140209,10.0,11.0,696.0,EventProcessingUnit,ScaleOut,
1423150145210,12.0,7.0,886.0,EventProcessingUnit,ScaleOut,
1423150150215,6.0,12.0,914.3333,EventProcessingUnit,ScaleOut,
1423150155215,15.0,5.0,667.6667,EventProcessingUnit,ScaleOut,
1423150160222,7.0,10.0,1080.6667,EventProcessingUnit,ScaleOut,
1423150165224,13.0,6.0,740.0,EventProcessingUnit,ScaleOut,
1423150170224,10.0,7.0,979.0,EventProcessingUnit,ScaleOut,
1423150175225,10.0,11.0,747.3333,EventProcessingUnit,ScaleOut,
1423150180226,14.0,7.0,844.0,EventProcessingUnit,ScaleOut,
1423150185234,5.0,12.0,1141.0,EventProcessingUnit,ScaleOut,
1423150190242,17.0,4.0,697.0,EventProcessingUnit,ScaleOut,
1423150195243,8.0,9.0,1042.0,EventProcessingUnit,ScaleOut,
1423150200244,13.0,8.0,682.3333,EventProcessingUnit,ScaleOut,
1423150205244,11.0,8.0,948.0,EventProcessingUnit,ScaleOut,
1423150210247,9.0,8.0,891.3333,EventProcessingUnit,ScaleOut,
1423150215255,14.0,6.0,822.0,EventProcessingUnit,ScaleOut,
1423150220255,4.0,13.0,976.6667,EventProcessingUnit,ScaleOut,
1423150225255,16.0,5.0,640.3333,EventProcessingUnit,ScaleOut,
1423150230259,8.0,11.0,1051.0,EventProcessingUnit,ScaleOut,
1423150235268,13.0,6.0,844.3333,EventProcessingUnit,ScaleOut,
1423150240270,11.0,9.0,939.3333,EventProcessingUnit,ScaleOut,
1423150245274,10.0,9.0,795.3333,EventProcessingUnit,ScaleOut,
1423150250275,15.0,6.0,893.6667,EventProcessingUnit,ScaleOut,
1423150255279,5.0,13.0,1002.0,EventProcessingUnit,ScaleOut,
1423150260282,16.0,4.0,801.0,EventProcessingUnit,ScaleOut,
1423150265289,11.0,11.0,845.6667,EventProcessingUnit,ScaleOut,
1423150270290,10.0,8.0,847.6667,EventProcessingUnit,ScaleOut,
1423150275295,12.0,7.0,914.3333,EventProcessingUnit,ScaleOut,
1423150280300,6.0,13.0,958.3333,EventProcessingUnit,ScaleOut,
1423150285300,15.0,3.0,892.0,EventProcessingUnit,ScaleOut,
1423150290317,7.0,12.0,930.3333,EventProcessingUnit,ScaleOut,
1423150295351,14.0,4.0,749.0,EventProcessingUnit,ScaleOut,
1423150300315,9.0,8.0,1007.3333,
1423150305313,9.0,7.0,905.0,
1423150310331,11.0,7.0,1000.0,
1423150315324,5.0,14.0,896.3333,
1423150320325,15.0,3.0,750.0,
1423150325390,6.0,12.0,947.3333,
1423150330362,13.0,6.0,690.3333,
1423150335365,9.0,8.0,968.3333,
1423150340369,9.0,7.0,1496.0,
1423150345377,11.0,8.0,608.5,
1423150350387,8.0,43.0,2194.75,
1423150355388,20.0,9.0,659.75,
1423150360384,13.0,15.0,875.0,EventProcessingUnit,ScaleOut,
1423150365390,14.0,10.0,811.0,EventProcessingUnit,ScaleOut,
1423150370392,18.0,9.0,885.5,EventProcessingUnit,ScaleOut,
1423150375391,9.0,17.0,839.0,EventProcessingUnit,ScaleOut,
1423150380392,19.0,8.0,785.0,EventProcessingUnit,ScaleOut,
1423150385392,9.0,17.0,955.25,EventProcessingUnit,ScaleOut,
1423150390392,20.0,9.0,699.25,EventProcessingUnit,ScaleOut,
1423150395391,13.0,10.0,1135.5,EventProcessingUnit,ScaleOut,
1423150400392,14.0,11.0,775.25,EventProcessingUnit,ScaleOut,
1423150405394,18.0,10.0,840.25,EventProcessingUnit,ScaleOut,
1423150410392,10.0,13.0,963.0,EventProcessingUnit,ScaleOut,
1423150415393,19.0,8.0,776.0,EventProcessingUnit,ScaleOut,
1423150420393,8.0,14.0,1939.25,EventProcessingUnit,ScaleOut,
1423150425393,19.0,7.0,730.0,EventProcessingUnit,ScaleOut,
1423150430394,12.0,15.0,907.25,EventProcessingUnit,ScaleOut,
1423150435393,16.0,11.0,763.5,EventProcessingUnit,ScaleOut,
1423150440401,17.0,7.0,964.75,EventProcessingUnit,ScaleOut,
1423150445401,10.0,14.0,853.75,EventProcessingUnit,ScaleOut,
1423150450403,19.0,8.0,898.0,EventProcessingUnit,ScaleOut,
1423150455411,8.0,14.0,1173.25,EventProcessingUnit,ScaleOut,
1423150460419,20.0,5.0,818.25,EventProcessingUnit,ScaleOut,
1423150465423,10.0,14.0,1125.5,EventProcessingUnit,ScaleOut,
1423150470420,16.0,13.0,740.0,EventProcessingUnit,ScaleOut,
1423150475425,16.0,13.0,796.75,EventProcessingUnit,ScaleOut,
1423150480430,11.0,12.0,987.5,EventProcessingUnit,ScaleOut,
1423150485436,20.0,6.0,883.0,EventProcessingUnit,ScaleOut,
1423150490439,9.0,15.0,984.75,EventProcessingUnit,ScaleOut,
1423150495446,21.0,6.0,712.5,EventProcessingUnit,ScaleOut,
1423150500450,10.0,15.0,1006.0,EventProcessingUnit,ScaleOut,
1423150505453,16.0,8.0,769.25,EventProcessingUnit,ScaleOut,
1423150510456,14.0,14.0,862.0,EventProcessingUnit,ScaleOut,
1423150515459,12.0,15.0,797.0,EventProcessingUnit,ScaleOut,
1423150520461,19.0,7.0,1038.75,EventProcessingUnit,ScaleOut,
1423150525463,10.0,17.0,839.25,EventProcessingUnit,ScaleOut,
1423150530463,22.0,6.0,739.0,EventProcessingUnit,ScaleOut,
1423150535466,8.0,14.0,1115.25,EventProcessingUnit,ScaleOut,
1423150540475,18.0,6.0,771.0,EventProcessingUnit,ScaleOut,
1423150545480,14.0,12.0,1036.5,EventProcessingUnit,ScaleOut,
1423150550482,12.0,13.0,852.5,EventProcessingUnit,ScaleOut,
1423150555486,19.0,9.0,837.25,EventProcessingUnit,ScaleOut,
1423150560490,10.0,19.0,801.25,EventProcessingUnit,ScaleOut,
1423150565497,19.0,7.0,921.5,EventProcessingUnit,ScaleOut,
1423150570498,9.0,15.0,1040.0,EventProcessingUnit,ScaleOut,
1423150575499,20.0,7.0,711.75,EventProcessingUnit,ScaleOut,
1423150580499,13.0,10.0,1108.5,EventProcessingUnit,ScaleOut,
1423150585500,14.0,13.0,756.5,EventProcessingUnit,ScaleOut,
1423150590501,18.0,8.0,930.5,EventProcessingUnit,ScaleOut,
1423150595503,10.0,14.0,996.75,EventProcessingUnit,ScaleOut,
1423150600503,19.0,9.0,751.0,EventProcessingUnit,ScaleOut,
1423150605521,8.0,15.0,1161.5,EventProcessingUnit,ScaleOut,
1423150610512,20.0,9.0,672.75,EventProcessingUnit,ScaleOut,
1423150615519,11.0,14.0,1014.0,EventProcessingUnit,ScaleOut,
1423150620523,16.0,12.0,761.25,EventProcessingUnit,ScaleOut,
1423150625529,17.0,10.0,878.75,EventProcessingUnit,ScaleOut,
1423150630535,10.0,16.0,799.75,EventProcessingUnit,ScaleOut,
1423150635540,19.0,9.0,752.75,EventProcessingUnit,ScaleOut,
1423150640545,8.0,17.0,947.75,EventProcessingUnit,ScaleOut,
1423150645550,19.0,7.0,731.75,EventProcessingUnit,ScaleOut,
1423150650553,12.0,15.0,948.0,EventProcessingUnit,ScaleOut,
1423150655571,16.0,14.0,669.25,
1423150660572,15.0,11.0,792.0,
1423150665571,9.0,15.0,824.75,
1423150670572,19.0,6.0,720.25,
1423150675571,10.0,15.0,923.25,
1423150680571,19.0,4.0,778.0,
1423150685573,10.0,11.0,1080.0,
1423150690572,15.0,7.0,807.75,
1423150695573,15.0,11.0,668.2,
1423150700573,10.0,31.0,2691.0,
1423150705575,25.0,8.0,751.8,
1423150710577,11.0,16.0,1073.2,
1423150715576,24.0,9.0,684.6,
1423150720576,14.0,22.0,858.2,
1423150725581,20.0,13.0,679.4,
1423150730587,19.0,10.0,1036.0,
1423150735624,13.0,15.0,925.4,
1423150740592,27.0,8.0,724.6,
1423150745595,9.0,17.0,1355.2,EventProcessingUnit,ScaleOut,
1423150750598,25.0,9.0,676.0,EventProcessingUnit,ScaleOut,
1423150755600,12.0,21.0,931.4,EventProcessingUnit,ScaleOut,
1423150760601,21.0,13.0,647.0,EventProcessingUnit,ScaleOut,
1423150765601,17.0,12.0,980.2,EventProcessingUnit,ScaleOut,
1423150770610,16.0,15.0,757.8,EventProcessingUnit,ScaleOut,
1423150775619,24.0,12.0,762.6,EventProcessingUnit,ScaleOut,
1423150780625,10.0,24.0,838.6,EventProcessingUnit,ScaleOut,
1423150785627,27.0,7.0,868.4,EventProcessingUnit,ScaleOut,
1423150790633,9.0,17.0,1283.0,EventProcessingUnit,ScaleOut,
1423150795642,24.0,8.0,700.4,EventProcessingUnit,ScaleOut,
1423150800663,15.0,15.0,1175.6,EventProcessingUnit,ScaleOut,
1423150805646,16.0,11.0,921.8,EventProcessingUnit,ScaleOut,
1423150810653,24.0,5.0,965.0,EventProcessingUnit,ScaleOut,
1423150815657,9.0,18.0,1083.8,EventProcessingUnit,ScaleOut,
1423150820660,25.0,9.0,719.2,EventProcessingUnit,ScaleOut,
1423150825663,12.0,19.0,937.8,EventProcessingUnit,ScaleOut,
1423150830672,26.0,5.0,714.4,EventProcessingUnit,ScaleOut,
1423150835672,14.0,20.0,907.8,EventProcessingUnit,ScaleOut,
1423150840671,18.0,15.0,748.8,EventProcessingUnit,ScaleOut,
1423150845680,21.0,12.0,881.6,EventProcessingUnit,ScaleOut,
1423150850682,10.0,20.0,934.2,EventProcessingUnit,ScaleOut,
1423150855684,27.0,4.0,792.4,EventProcessingUnit,ScaleOut,
1423150860691,9.0,19.0,1030.0,EventProcessingUnit,ScaleOut,
1423150865693,25.0,8.0,861.0,EventProcessingUnit,ScaleOut,
1423150870694,11.0,19.0,1037.8,EventProcessingUnit,ScaleOut,
1423150875712,21.0,9.0,763.2,EventProcessingUnit,ScaleOut,
1423150880716,19.0,14.0,893.0,EventProcessingUnit,ScaleOut,
1423150885722,13.0,13.0,1059.0,EventProcessingUnit,ScaleOut,
1423150890728,26.0,7.0,833.2,EventProcessingUnit,ScaleOut,
1423150895733,9.0,19.0,1160.2,EventProcessingUnit,ScaleOut,
1423150900738,25.0,7.0,735.2,EventProcessingUnit,ScaleOut,
1423150905737,9.0,20.0,1070.2,EventProcessingUnit,ScaleOut,
1423150910737,23.0,9.0,674.2,EventProcessingUnit,ScaleOut,
1423150915738,16.0,15.0,920.2,EventProcessingUnit,ScaleOut,
1423150920824,16.0,14.0,808.0,EventProcessingUnit,ScaleOut,
1423150925828,24.0,9.0,832.2,EventProcessingUnit,ScaleOut,
1423150930844,9.0,21.0,945.4,EventProcessingUnit,ScaleOut,
1423150935839,25.0,8.0,790.8,EventProcessingUnit,ScaleOut,
1423150940841,10.0,21.0,1024.6,EventProcessingUnit,ScaleOut,
1423150945843,24.0,7.0,1238.0,EventProcessingUnit,ScaleOut,
1423150950849,13.0,20.0,933.4,EventProcessingUnit,ScaleOut,
1423150955865,17.0,16.0,721.2,EventProcessingUnit,ScaleOut,
1423150960858,22.0,11.0,783.4,EventProcessingUnit,ScaleOut,
1423150965859,10.0,14.0,1141.8,EventProcessingUnit,ScaleOut,
1423150970867,27.0,9.0,662.6,EventProcessingUnit,ScaleOut,
1423150975869,11.0,20.0,1140.2,EventProcessingUnit,ScaleOut,
1423150980959,25.0,9.0,647.2,EventProcessingUnit,ScaleOut,
1423150985966,18.0,14.0,767.4,EventProcessingUnit,ScaleOut,
1423150990973,19.0,14.0,883.2,EventProcessingUnit,ScaleOut,
1423150995974,13.0,18.0,838.2,EventProcessingUnit,ScaleOut,
1423151000976,26.0,8.0,714.2,EventProcessingUnit,ScaleOut,
1423151005979,8.0,18.0,1103.8,EventProcessingUnit,ScaleOut,
1423151010981,26.0,9.0,709.8,EventProcessingUnit,ScaleOut,
1423151015989,11.0,16.0,1262.4,EventProcessingUnit,ScaleOut,
1423151020990,20.0,9.0,789.2,
1423151025990,16.0,13.0,935.0,
1423151030991,13.0,14.0,830.0,
1423151035991,21.0,8.0,816.8,
1423151040993,8.0,19.0,981.8,
1423151045994,22.0,8.0,798.2,
1423151050993,22.0,8.0,798.2,
1423151055992,22.0,8.0,726.8,
1423151060995,13.0,17.0,951.2,
1423151065997,13.0,17.0,951.2,
1423151071001,16.0,12.0,776.4,
1423151075998,11.0,17.0,874.8,
1423151081001,11.0,17.0,874.8,
1423151085998,6.0,21.0,1152.0,
1423151091064,24.0,6.0,716.4,
1423151096045,24.0,6.0,716.4,EventProcessingUnit,ScaleOut,
1423151101050,9.0,19.0,1093.6,EventProcessingUnit,ScaleOut,
1423151106053,18.0,10.0,826.8,EventProcessingUnit,ScaleOut,
1423151111057,12.0,16.0,840.4,EventProcessingUnit,ScaleOut,
1423151116061,12.0,16.0,840.4,EventProcessingUnit,ScaleOut,
1423151121060,10.0,19.0,920.0,EventProcessingUnit,ScaleOut,
1423151126061,23.0,7.0,744.2,EventProcessingUnit,ScaleOut,
1423151131063,11.0,16.0,1175.4,EventProcessingUnit,ScaleOut,
1423151136072,18.0,8.0,1256.4,EventProcessingUnit,ScaleOut,
1423151141072,17.0,7.0,1178.4,EventProcessingUnit,ScaleOut,
1423151146073,13.0,16.0,796.4,EventProcessingUnit,ScaleOut,
1423151151074,25.0,8.0,727.6,EventProcessingUnit,ScaleOut,
1423151156075,25.0,8.0,727.6,EventProcessingUnit,ScaleOut,
1423151161075,24.0,8.0,647.8,EventProcessingUnit,ScaleOut,
1423151166080,9.0,15.0,1242.2,EventProcessingUnit,ScaleOut,
1423151171080,20.0,8.0,886.6,EventProcessingUnit,ScaleOut,
1423151176083,16.0,15.0,938.6,EventProcessingUnit,ScaleOut,
1423151181090,14.0,14.0,796.6,EventProcessingUnit,ScaleOut,
1423151186092,22.0,10.0,793.2,EventProcessingUnit,ScaleOut,
1423151191111,7.0,20.0,1081.6,EventProcessingUnit,ScaleOut,
1423151196107,24.0,8.0,669.6,EventProcessingUnit,ScaleOut,
1423151201110,9.0,19.0,1078.2,EventProcessingUnit,ScaleOut,
1423151206110,21.0,7.0,781.8,EventProcessingUnit,ScaleOut,
1423151211116,15.0,17.0,899.6,EventProcessingUnit,ScaleOut,
1423151216118,16.0,11.0,812.0,EventProcessingUnit,ScaleOut,
1423151221156,19.0,12.0,828.8,EventProcessingUnit,ScaleOut,
1423151226165,9.0,19.0,747.6667,EventProcessingUnit,ScaleOut,
1423151231167,26.0,8.0,768.0,EventProcessingUnit,ScaleOut,
1423151236190,26.0,8.0,768.0,EventProcessingUnit,ScaleOut,
1423151241196,23.0,9.0,841.0,EventProcessingUnit,ScaleOut,
1423151246197,14.0,15.0,1018.5,EventProcessingUnit,ScaleOut,
1423151251200,19.0,13.0,858.0,EventProcessingUnit,ScaleOut,
1423151256208,20.0,15.0,863.0,EventProcessingUnit,ScaleOut,
1423151261208,14.0,20.0,868.8333,EventProcessingUnit,ScaleOut,
1423151266216,24.0,11.0,769.0,EventProcessingUnit,ScaleOut,
1423151271221,10.0,19.0,1001.8333,EventProcessingUnit,ScaleOut,
1423151276222,23.0,9.0,955.1667,EventProcessingUnit,ScaleOut,
1423151281232,13.0,19.0,862.0,EventProcessingUnit,ScaleOut,
1423151286225,18.0,15.0,775.3333,EventProcessingUnit,ScaleOut,
1423151291256,19.0,16.0,845.0,EventProcessingUnit,ScaleOut,
1423151296230,19.0,16.0,845.0,EventProcessingUnit,ScaleOut,
1423151301227,23.0,12.0,771.8333,EventProcessingUnit,ScaleOut,
1423151306227,10.0,19.0,985.5,EventProcessingUnit,ScaleOut,
1423151311275,10.0,19.0,985.5,EventProcessingUnit,ScaleOut,
1423151316233,15.0,18.0,827.1667,EventProcessingUnit,ScaleOut,
1423151321238,22.0,13.0,749.1667,EventProcessingUnit,ScaleOut,
1423151326238,15.0,17.0,894.6667,EventProcessingUnit,ScaleOut,
1423151331243,18.0,14.0,838.0,EventProcessingUnit,ScaleOut,
1423151336268,18.0,14.0,838.0,EventProcessingUnit,ScaleOut,
1423151341269,22.0,11.0,887.8333,EventProcessingUnit,ScaleOut,
1423151346266,26.0,9.0,757.0,EventProcessingUnit,ScaleOut,
1423151351270,14.0,18.0,902.5,EventProcessingUnit,ScaleOut,
1423151356270,23.0,9.0,1293.5,EventProcessingUnit,ScaleOut,
1423151361273,14.0,21.0,862.6667,EventProcessingUnit,ScaleOut,
1423151366278,22.0,12.0,705.3333,EventProcessingUnit,ScaleOut,
1423151371285,19.0,13.0,999.1667,EventProcessingUnit,ScaleOut,
1423151376291,17.0,14.0,914.8333,EventProcessingUnit,ScaleOut,
1423151381297,24.0,9.0,850.0,EventProcessingUnit,ScaleOut,
1423151386304,10.0,23.0,909.8333,EventProcessingUnit,ScaleOut,
1423151391310,24.0,8.0,816.5,EventProcessingUnit,ScaleOut,
1423151396310,13.0,19.0,1029.5,EventProcessingUnit,ScaleOut,
1423151401312,23.0,11.0,771.3333,EventProcessingUnit,ScaleOut,
1423151406314,16.0,17.0,921.3333,EventProcessingUnit,ScaleOut,
1423151411313,18.0,15.0,815.3333,EventProcessingUnit,ScaleOut,
1423151416322,20.0,14.0,822.0,EventProcessingUnit,ScaleOut,
1423151421331,14.0,19.0,851.3333,EventProcessingUnit,ScaleOut,
1423151426338,25.0,9.0,794.5,EventProcessingUnit,ScaleOut,
1423151431342,11.0,18.0,1186.0,EventProcessingUnit,ScaleOut,
1423151436371,23.0,8.0,1025.0,EventProcessingUnit,ScaleOut,
1423151441358,15.0,20.0,866.3333,EventProcessingUnit,ScaleOut,
1423151446362,18.0,15.0,833.6667,
1423151451361,20.0,11.0,821.3333,
1423151456360,12.0,17.0,878.6667,
1423151461360,21.0,10.0,883.3333,
1423151466366,10.0,19.0,920.8333,
1423151471363,20.0,11.0,825.6667,
1423151476363,11.0,15.0,1049.0,
1423151481363,20.0,11.0,801.5,
1423151486363,15.0,16.0,856.3333,
1423151491387,15.0,14.0,771.6667,
1423151496363,20.0,13.0,822.6667,
1423151501365,14.0,14.0,908.8333,
1423151506366,23.0,10.0,759.6667,
1423151511365,13.0,14.0,1106.5,
1423151516365,35.0,11.0,719.1429,
1423151521365,15.0,19.0,986.2857,
1423151526372,25.0,13.0,800.8571,
1423151531368,19.0,12.0,1169.2857,
1423151536370,17.0,17.0,840.5714,
1423151541371,23.0,15.0,883.1429,
1423151546370,15.0,21.0,868.1429,
1423151551370,26.0,11.0,913.0,
1423151556370,14.0,24.0,862.2857,
1423151561372,25.0,10.0,895.7143,EventProcessingUnit,ScaleOut,
1423151566371,17.0,16.0,1037.2857,EventProcessingUnit,ScaleOut,
1423151571371,21.0,14.0,776.2857,EventProcessingUnit,ScaleOut,
1423151576371,22.0,18.0,882.2857,EventProcessingUnit,ScaleOut,
1423151581373,20.0,21.0,739.8571,EventProcessingUnit,ScaleOut,
1423151586374,26.0,11.0,830.0,EventProcessingUnit,ScaleOut,
1423151591379,18.0,18.0,903.0,EventProcessingUnit,ScaleOut,
1423151596386,29.0,10.0,785.2857,EventProcessingUnit,ScaleOut,
1423151601407,16.0,18.0,1034.8571,EventProcessingUnit,ScaleOut,
1423151606392,25.0,13.0,742.8571,EventProcessingUnit,ScaleOut,
1423151611393,19.0,18.0,875.4286,EventProcessingUnit,ScaleOut,
1423151616413,19.0,18.0,875.4286,EventProcessingUnit,ScaleOut,
1423151621396,27.0,11.0,929.4286,EventProcessingUnit,ScaleOut,
1423151626399,13.0,20.0,1029.1429,EventProcessingUnit,ScaleOut,
1423151631405,25.0,11.0,1061.2857,EventProcessingUnit,ScaleOut,
1423151636410,13.0,24.0,874.4286,EventProcessingUnit,ScaleOut,
1423151641412,26.0,14.0,700.1429,EventProcessingUnit,ScaleOut,
1423151646413,16.0,18.0,956.4286,EventProcessingUnit,ScaleOut,
1423151651415,22.0,12.0,866.5714,EventProcessingUnit,ScaleOut,
1423151656424,25.0,14.0,848.8571,EventProcessingUnit,ScaleOut,
1423151661423,25.0,14.0,848.8571,EventProcessingUnit,ScaleOut,
1423151666449,17.0,20.0,840.0,EventProcessingUnit,ScaleOut,
1423151671470,27.0,11.0,831.0,EventProcessingUnit,ScaleOut,
1423151676492,18.0,23.0,761.8571,EventProcessingUnit,ScaleOut,
1423151681472,15.0,18.0,1200.8571,EventProcessingUnit,ScaleOut,
1423151686470,26.0,13.0,766.0,EventProcessingUnit,ScaleOut,
1423151691479,26.0,13.0,766.0,EventProcessingUnit,ScaleOut,
1423151696484,19.0,15.0,1000.0,EventProcessingUnit,ScaleOut,
1423151701477,23.0,17.0,848.1429,EventProcessingUnit,ScaleOut,
1423151706490,14.0,17.0,1053.4286,EventProcessingUnit,ScaleOut,
1423151711476,25.0,14.0,919.8571,EventProcessingUnit,ScaleOut,
1423151716476,14.0,23.0,884.4286,EventProcessingUnit,ScaleOut,
1423151721476,23.0,13.0,835.5714,EventProcessingUnit,ScaleOut,
1423151726476,17.0,17.0,960.8571,EventProcessingUnit,ScaleOut,
1423151731476,21.0,13.0,921.0,EventProcessingUnit,ScaleOut,
1423151736507,21.0,13.0,921.0,EventProcessingUnit,ScaleOut,
1423151741502,25.0,11.0,1088.8571,EventProcessingUnit,ScaleOut,
1423151746548,16.0,19.0,999.4286,EventProcessingUnit,ScaleOut,
1423151751526,17.0,17.0,983.1429,EventProcessingUnit,ScaleOut,
1423151756529,26.0,12.0,705.7143,EventProcessingUnit,ScaleOut,
1423151761541,16.0,21.0,913.8571,EventProcessingUnit,ScaleOut,
1423151766540,26.0,14.0,701.2857,EventProcessingUnit,ScaleOut,
1423151771547,20.0,12.0,1088.0,EventProcessingUnit,ScaleOut,
1423151776544,17.0,19.0,929.2857,EventProcessingUnit,ScaleOut,
1423151781546,26.0,13.0,1088.1429,EventProcessingUnit,ScaleOut,
1423151786549,13.0,16.0,1037.8571,
1423151791549,23.0,11.0,836.2857,
1423151796548,14.0,18.0,934.0,
1423151801548,22.0,11.0,765.1429,
1423151806549,18.0,10.0,1280.5714,
1423151811550,22.0,12.0,767.1429,
1423151816549,24.0,11.0,818.1429,
1423151821552,15.0,20.0,760.375,
1423151826550,30.0,14.0,733.5,
1423151831550,14.0,23.0,963.375,
1423151836552,27.0,13.0,784.25,
1423151841555,15.0,23.0,938.75,
1423151846578,15.0,23.0,938.75,
1423151851565,20.0,18.0,937.0,
1423151856569,19.0,18.0,871.75,
1423151861567,27.0,14.0,786.375,
1423151866577,15.0,26.0,902.5,EventProcessingUnit,ScaleOut,
1423151871565,22.0,14.0,770.25,EventProcessingUnit,ScaleOut,
1423151876567,18.0,23.0,882.0,EventProcessingUnit,ScaleOut,
1423151881567,22.0,14.0,803.625,EventProcessingUnit,ScaleOut,
1423151886568,23.0,16.0,883.75,EventProcessingUnit,ScaleOut,
1423151891567,14.0,9.0,2014.75,EventProcessingUnit,ScaleOut,
1423151896567,26.0,11.0,795.125,EventProcessingUnit,ScaleOut,
1423151901589,14.0,22.0,1128.25,EventProcessingUnit,ScaleOut,
1423151906571,27.0,13.0,817.375,EventProcessingUnit,ScaleOut,
1423151911576,16.0,17.0,1060.25,EventProcessingUnit,ScaleOut,
1423151916570,23.0,10.0,1073.125,EventProcessingUnit,ScaleOut,
1423151921569,19.0,15.0,974.25,EventProcessingUnit,ScaleOut,
1423151926568,22.0,16.0,789.875,EventProcessingUnit,ScaleOut,
1423151931571,26.0,13.0,754.125,EventProcessingUnit,ScaleOut,
1423151936570,17.0,20.0,863.875,EventProcessingUnit,ScaleOut,
1423151941572,29.0,11.0,814.0,EventProcessingUnit,ScaleOut,
1423151946573,16.0,24.0,828.75,EventProcessingUnit,ScaleOut,
1423151951572,29.0,14.0,685.0,EventProcessingUnit,ScaleOut,
1423151956573,18.0,17.0,1095.75,EventProcessingUnit,ScaleOut,
1423151961573,26.0,14.0,755.25,EventProcessingUnit,ScaleOut,
1423151966574,22.0,19.0,871.875,EventProcessingUnit,ScaleOut,
1423151971577,18.0,22.0,810.875,EventProcessingUnit,ScaleOut,
1423151976573,29.0,14.0,749.0,EventProcessingUnit,ScaleOut,
1423151981576,15.0,22.0,972.375,EventProcessingUnit,ScaleOut,
1423151986575,29.0,10.0,789.875,EventProcessingUnit,ScaleOut,
1423151991575,16.0,24.0,887.5,EventProcessingUnit,ScaleOut,
1423151996583,27.0,15.0,693.875,EventProcessingUnit,ScaleOut,
1423152001582,27.0,15.0,693.875,EventProcessingUnit,ScaleOut,
1423152006577,22.0,15.0,833.375,EventProcessingUnit,ScaleOut,
1423152011587,22.0,15.0,833.375,EventProcessingUnit,ScaleOut,
1423152016584,15.0,19.0,1182.875,EventProcessingUnit,ScaleOut,
1423152021593,28.0,7.0,921.875,EventProcessingUnit,ScaleOut,
1423152026596,16.0,20.0,996.125,EventProcessingUnit,ScaleOut,
1423152031596,25.0,15.0,770.125,EventProcessingUnit,ScaleOut,
1423152036597,19.0,19.0,897.5,EventProcessingUnit,ScaleOut,
1423152041598,19.0,19.0,897.5,EventProcessingUnit,ScaleOut,
1423152046646,24.0,13.0,877.375,EventProcessingUnit,ScaleOut,
1423152051644,16.0,22.0,916.375,EventProcessingUnit,ScaleOut,
1423152056644,29.0,12.0,749.125,EventProcessingUnit,ScaleOut,
1423152061648,14.0,18.0,1119.375,EventProcessingUnit,ScaleOut,
1423152066652,27.0,13.0,766.75,EventProcessingUnit,ScaleOut,
1423152071654,14.0,17.0,1150.5,EventProcessingUnit,ScaleOut,
1423152076654,27.0,13.0,732.125,EventProcessingUnit,ScaleOut,
