Time ,pendingRequests ,throughput ,responseTime , ongoingAction, targetedNodeID
1423145032060,47.0,38.0,754.3333,EventProcessingUnit,ScaleOut,
1423145037059,59.0,29.0,831.0,EventProcessingUnit,ScaleOut,
1423145042061,31.0,52.0,961.6667,EventProcessingUnit,ScaleOut,
1423145047064,65.0,26.0,669.3333,EventProcessingUnit,ScaleOut,
1423145052064,42.0,38.0,1054.1667,EventProcessingUnit,ScaleOut,
1423145057063,42.0,43.0,792.0,EventProcessingUnit,ScaleOut,
1423145062069,62.0,25.0,821.6667,EventProcessingUnit,ScaleOut,
1423145067063,29.0,53.0,1062.5,EventProcessingUnit,ScaleOut,
1423145072064,58.0,26.0,724.1667,EventProcessingUnit,ScaleOut,
1423145077066,53.0,36.0,877.6667,EventProcessingUnit,ScaleOut,
1423145082066,36.0,43.0,989.3333,EventProcessingUnit,ScaleOut,
1423145087067,59.0,23.0,741.5,EventProcessingUnit,ScaleOut,
1423145092065,42.0,40.0,1035.0,EventProcessingUnit,ScaleOut,
1423145097066,39.0,41.0,828.5,EventProcessingUnit,ScaleOut,
1423145102066,60.0,24.0,892.1667,EventProcessingUnit,ScaleOut,
1423145107076,30.0,56.0,967.0,EventProcessingUnit,ScaleOut,
1423145112075,58.0,23.0,738.3333,EventProcessingUnit,ScaleOut,
1423145117078,53.0,38.0,858.8333,EventProcessingUnit,ScaleOut,
1423145122077,36.0,43.0,919.3333,EventProcessingUnit,ScaleOut,
1423145127085,65.0,22.0,756.3333,EventProcessingUnit,ScaleOut,
1423145132094,35.0,52.0,973.3333,EventProcessingUnit,ScaleOut,
1423145137093,48.0,34.0,775.5,EventProcessingUnit,ScaleOut,
1423145142097,56.0,24.0,981.3333,EventProcessingUnit,ScaleOut,
1423145147107,33.0,52.0,877.8333,EventProcessingUnit,ScaleOut,
1423145152118,65.0,24.0,712.3333,EventProcessingUnit,ScaleOut,
1423145157119,47.0,40.0,929.5,EventProcessingUnit,ScaleOut,
1423145162118,37.0,47.0,868.6667,EventProcessingUnit,ScaleOut,
1423145167128,64.0,25.0,779.6667,EventProcessingUnit,ScaleOut,
1423145172123,31.0,50.0,1030.8333,EventProcessingUnit,ScaleOut,
1423145177123,52.0,32.0,754.3333,EventProcessingUnit,ScaleOut,
1423145182130,53.0,28.0,933.8333,EventProcessingUnit,ScaleOut,
1423145187135,33.0,52.0,901.0,EventProcessingUnit,ScaleOut,
1423145192137,65.0,26.0,687.0,EventProcessingUnit,ScaleOut,
1423145197137,36.0,42.0,1090.1667,EventProcessingUnit,ScaleOut,
1423145202138,46.0,41.0,754.1667,EventProcessingUnit,ScaleOut,
1423145207137,57.0,25.0,892.3333,EventProcessingUnit,ScaleOut,
1423145212139,32.0,50.0,983.8333,EventProcessingUnit,ScaleOut,
1423145217139,64.0,27.0,673.3333,EventProcessingUnit,ScaleOut,
1423145222143,56.0,34.0,866.6667,EventProcessingUnit,ScaleOut,
1423145227141,35.0,47.0,920.8333,EventProcessingUnit,ScaleOut,
1423145232142,64.0,20.0,767.6667,EventProcessingUnit,ScaleOut,
1423145237143,36.0,46.0,1055.3333,EventProcessingUnit,ScaleOut,
1423145242148,47.0,37.0,757.6667,EventProcessingUnit,ScaleOut,
1423145247146,58.0,30.0,844.8333,EventProcessingUnit,ScaleOut,
1423145252147,32.0,52.0,935.8333,EventProcessingUnit,ScaleOut,
1423145257148,63.0,24.0,671.8333,EventProcessingUnit,ScaleOut,
1423145262148,36.0,38.0,1086.0,
1423145267153,37.0,38.0,793.8333,
1423145272162,51.0,24.0,818.0,
1423145277166,26.0,40.0,1056.3333,
1423145282164,50.0,24.0,704.8333,
1423145287165,50.0,27.0,787.0,
1423145292165,27.0,40.0,1023.5,
1423145297166,51.0,26.0,673.5,
1423145302166,216.0,50.0,975.5714,
1423145307168,40.0,44.0,819.0,
1423145312169,61.0,25.0,803.5714,
1423145317183,33.0,48.0,1054.0,
1423145322185,58.0,26.0,725.2857,
1423145327187,50.0,38.0,907.5714,
1423145332197,38.0,38.0,974.0,
1423145337194,63.0,21.0,758.1429,EventProcessingUnit,ScaleOut,
1423145342196,35.0,41.0,1169.1429,EventProcessingUnit,ScaleOut,
1423145347198,46.0,40.0,780.7143,EventProcessingUnit,ScaleOut,
1423145352198,54.0,29.0,830.4286,EventProcessingUnit,ScaleOut,
1423145357203,34.0,44.0,1030.7143,EventProcessingUnit,ScaleOut,
1423145362203,53.0,31.0,764.7143,EventProcessingUnit,ScaleOut,
1423145367204,55.0,29.0,894.5714,EventProcessingUnit,ScaleOut,
1423145372206,33.0,47.0,984.0,EventProcessingUnit,ScaleOut,
1423145377204,64.0,28.0,684.8571,EventProcessingUnit,ScaleOut,
1423145382210,35.0,44.0,1065.0,EventProcessingUnit,ScaleOut,
1423145387216,47.0,38.0,763.1429,EventProcessingUnit,ScaleOut,
1423145392223,56.0,34.0,877.1429,EventProcessingUnit,ScaleOut,
1423145397225,33.0,50.0,930.0,EventProcessingUnit,ScaleOut,
1423145402230,63.0,24.0,702.0,EventProcessingUnit,ScaleOut,
1423145407233,39.0,42.0,1065.1429,EventProcessingUnit,ScaleOut,
1423145412235,41.0,44.0,837.5714,EventProcessingUnit,ScaleOut,
1423145417244,62.0,25.0,767.7143,EventProcessingUnit,ScaleOut,
1423145422253,37.0,48.0,950.2857,EventProcessingUnit,ScaleOut,
1423145427257,45.0,37.0,794.2857,EventProcessingUnit,ScaleOut,
1423145432260,59.0,29.0,777.7143,EventProcessingUnit,ScaleOut,
1423145437266,31.0,47.0,1032.1429,EventProcessingUnit,ScaleOut,
1423145442273,60.0,28.0,689.2857,EventProcessingUnit,ScaleOut,
1423145447280,47.0,38.0,932.5714,EventProcessingUnit,ScaleOut,
1423145452288,39.0,42.0,894.5714,EventProcessingUnit,ScaleOut,
1423145457291,63.0,25.0,765.1429,EventProcessingUnit,ScaleOut,
1423145462296,33.0,47.0,1079.1429,EventProcessingUnit,ScaleOut,
1423145467294,52.0,32.0,741.4286,EventProcessingUnit,ScaleOut,
1423145472301,54.0,35.0,876.5714,EventProcessingUnit,ScaleOut,
1423145477296,33.0,44.0,989.5714,EventProcessingUnit,ScaleOut,
1423145482297,62.0,22.0,743.1429,EventProcessingUnit,ScaleOut,
1423145487296,46.0,40.0,934.5714,EventProcessingUnit,ScaleOut,
1423145492295,35.0,40.0,1064.5714,EventProcessingUnit,ScaleOut,
1423145497304,64.0,29.0,705.1429,EventProcessingUnit,ScaleOut,
1423145502307,34.0,50.0,993.1429,EventProcessingUnit,ScaleOut,
1423145507307,54.0,22.0,819.2857,EventProcessingUnit,ScaleOut,
1423145512307,55.0,33.0,875.1429,EventProcessingUnit,ScaleOut,
1423145517306,34.0,44.0,988.1429,EventProcessingUnit,ScaleOut,
1423145522307,63.0,19.0,764.7143,EventProcessingUnit,ScaleOut,
1423145527309,38.0,47.0,998.8571,EventProcessingUnit,ScaleOut,
1423145532313,43.0,39.0,857.7143,EventProcessingUnit,ScaleOut,
1423145537309,59.0,29.0,791.0,EventProcessingUnit,ScaleOut,
1423145542309,30.0,55.0,946.7143,EventProcessingUnit,ScaleOut,
1423145547318,60.0,23.0,732.5714,EventProcessingUnit,ScaleOut,
1423145552312,47.0,31.0,980.5714,EventProcessingUnit,ScaleOut,
1423145557313,33.0,49.0,910.2857,EventProcessingUnit,ScaleOut,
1423145562316,62.0,24.0,723.7143,EventProcessingUnit,ScaleOut,
1423145567316,42.0,45.0,950.1429,EventProcessingUnit,ScaleOut,
1423145572321,41.0,46.0,776.0,EventProcessingUnit,ScaleOut,
1423145577321,61.0,27.0,786.5714,EventProcessingUnit,ScaleOut,
1423145582358,32.0,54.0,948.5714,EventProcessingUnit,ScaleOut,
1423145587351,61.0,24.0,742.8571,EventProcessingUnit,ScaleOut,
1423145592356,47.0,36.0,956.5714,EventProcessingUnit,ScaleOut,
1423145597352,40.0,46.0,834.8571,EventProcessingUnit,ScaleOut,
1423145602353,63.0,22.0,761.7143,EventProcessingUnit,ScaleOut,
1423145607355,32.0,53.0,997.0,EventProcessingUnit,ScaleOut,
1423145612354,56.0,31.0,724.8571,EventProcessingUnit,ScaleOut,
1423145617355,51.0,38.0,859.8571,EventProcessingUnit,ScaleOut,
1423145622360,35.0,47.0,905.7143,EventProcessingUnit,ScaleOut,
1423145627370,62.0,27.0,697.1429,EventProcessingUnit,ScaleOut,
1423145632371,46.0,42.0,924.1429,EventProcessingUnit,ScaleOut,
1423145637370,41.0,45.0,829.7143,EventProcessingUnit,ScaleOut,
1423145642368,60.0,34.0,747.0,EventProcessingUnit,ScaleOut,
1423145647373,32.0,55.0,927.5714,EventProcessingUnit,ScaleOut,
1423145652372,56.0,30.0,708.0,EventProcessingUnit,ScaleOut,
1423145657369,51.0,38.0,909.0,EventProcessingUnit,ScaleOut,
1423145662370,36.0,47.0,892.8571,EventProcessingUnit,ScaleOut,
1423145667373,64.0,27.0,712.8571,EventProcessingUnit,ScaleOut,
1423145672377,34.0,49.0,1018.5714,EventProcessingUnit,ScaleOut,
1423145677371,51.0,32.0,763.2857,EventProcessingUnit,ScaleOut,
1423145682373,55.0,30.0,910.4286,EventProcessingUnit,ScaleOut,
1423145687373,35.0,41.0,967.0,EventProcessingUnit,ScaleOut,
1423145692372,48.0,34.0,741.2857,
1423145697374,48.0,33.0,806.5714,
1423145702376,30.0,42.0,924.1429,
1423145707373,55.0,19.0,752.4286,
1423145712374,40.0,36.0,934.7143,
1423145717373,34.0,34.0,921.7143,
1423145722374,53.0,24.0,763.0,
1423145727374,28.0,40.0,1080.0,
1423145732377,46.0,20.0,747.625,
1423145737385,59.0,52.0,914.375,
1423145742383,30.0,53.0,957.875,
1423145747387,65.0,23.0,682.75,
1423145752386,42.0,43.0,968.125,
1423145757389,37.0,47.0,822.125,
1423145762392,66.0,28.0,696.125,
1423145767391,32.0,57.0,958.75,
1423145772391,56.0,32.0,711.75,
1423145777390,50.0,38.0,880.875,
1423145782392,35.0,46.0,880.25,
1423145787393,67.0,24.0,720.5,
1423145792392,32.0,50.0,1040.75,
1423145797391,51.0,34.0,832.375,
1423145802393,56.0,30.0,793.25,
1423145807393,32.0,51.0,948.25,
1423145812394,65.0,22.0,778.5,EventProcessingUnit,ScaleOut,
1423145817393,51.0,31.0,803.875,EventProcessingUnit,ScaleOut,
1423145822393,31.0,42.0,1065.75,EventProcessingUnit,ScaleOut,
1423145827395,62.0,25.0,739.625,EventProcessingUnit,ScaleOut,
1423145832397,54.0,38.0,802.5,EventProcessingUnit,ScaleOut,
1423145837402,38.0,53.0,851.75,EventProcessingUnit,ScaleOut,
1423145842411,65.0,30.0,701.5,EventProcessingUnit,ScaleOut,
1423145847411,32.0,49.0,1007.5,EventProcessingUnit,ScaleOut,
1423145852412,42.0,42.0,808.375,EventProcessingUnit,ScaleOut,
1423145857419,58.0,29.0,792.375,EventProcessingUnit,ScaleOut,
1423145862417,35.0,49.0,956.0,EventProcessingUnit,ScaleOut,
1423145867415,58.0,28.0,729.25,EventProcessingUnit,ScaleOut,
1423145872426,53.0,39.0,837.875,EventProcessingUnit,ScaleOut,
1423145877421,36.0,46.0,904.125,EventProcessingUnit,ScaleOut,
1423145882421,61.0,23.0,806.0,EventProcessingUnit,ScaleOut,
1423145887422,45.0,37.0,932.0,EventProcessingUnit,ScaleOut,
1423145892422,40.0,45.0,886.25,EventProcessingUnit,ScaleOut,
1423145897423,59.0,25.0,795.25,EventProcessingUnit,ScaleOut,
1423145902427,33.0,53.0,930.875,EventProcessingUnit,ScaleOut,
1423145907423,52.0,32.0,755.0,EventProcessingUnit,ScaleOut,
1423145912424,53.0,31.0,880.75,EventProcessingUnit,ScaleOut,
1423145917428,35.0,49.0,902.5,EventProcessingUnit,ScaleOut,
1423145922429,64.0,26.0,751.0,EventProcessingUnit,ScaleOut,
1423145927425,35.0,45.0,1045.875,EventProcessingUnit,ScaleOut,
1423145932456,44.0,33.0,880.25,EventProcessingUnit,ScaleOut,
1423145937461,58.0,32.0,776.75,EventProcessingUnit,ScaleOut,
1423145942453,35.0,53.0,886.375,EventProcessingUnit,ScaleOut,
1423145947453,56.0,30.0,709.625,EventProcessingUnit,ScaleOut,
1423145952457,56.0,30.0,852.625,EventProcessingUnit,ScaleOut,
1423145957454,36.0,45.0,958.75,EventProcessingUnit,ScaleOut,
1423145962454,61.0,25.0,737.625,EventProcessingUnit,ScaleOut,
1423145967466,38.0,49.0,950.375,EventProcessingUnit,ScaleOut,
1423145972461,51.0,41.0,731.875,EventProcessingUnit,ScaleOut,
1423145977463,58.0,32.0,803.375,EventProcessingUnit,ScaleOut,
1423145982464,35.0,46.0,966.5,EventProcessingUnit,ScaleOut,
1423145987473,62.0,29.0,707.25,EventProcessingUnit,ScaleOut,
1423145992473,43.0,49.0,898.375,EventProcessingUnit,ScaleOut,
1423145997475,41.0,35.0,743.0,EventProcessingUnit,ScaleOut,
1423146002478,60.0,32.0,923.625,EventProcessingUnit,ScaleOut,
1423146007482,31.0,46.0,951.625,EventProcessingUnit,ScaleOut,
1423146012485,50.0,28.0,785.75,EventProcessingUnit,ScaleOut,
1423146017484,51.0,37.0,906.25,EventProcessingUnit,ScaleOut,
1423146022486,35.0,48.0,909.375,EventProcessingUnit,ScaleOut,
1423146027491,61.0,24.0,746.25,EventProcessingUnit,ScaleOut,
1423146032500,40.0,46.0,944.375,EventProcessingUnit,ScaleOut,
1423146037504,37.0,37.0,794.5,EventProcessingUnit,ScaleOut,
1423146042508,59.0,38.0,751.375,EventProcessingUnit,ScaleOut,
1423146047506,33.0,52.0,936.0,EventProcessingUnit,ScaleOut,
1423146052506,58.0,25.0,752.25,EventProcessingUnit,ScaleOut,
1423146057507,46.0,37.0,1009.375,EventProcessingUnit,ScaleOut,
1423146062516,41.0,46.0,813.125,EventProcessingUnit,ScaleOut,
1423146067523,63.0,28.0,819.25,EventProcessingUnit,ScaleOut,
1423146072533,37.0,47.0,925.875,EventProcessingUnit,ScaleOut,
1423146077530,46.0,40.0,785.0,
1423146082527,51.0,38.0,851.5,
1423146087534,28.0,36.0,970.75,
1423146092535,52.0,29.0,762.125,
1423146097540,41.0,44.0,836.75,
1423146102536,43.0,32.0,824.375,
1423146107543,47.0,35.0,787.375,
1423146112545,33.0,41.0,941.875,
1423146117559,46.0,31.0,726.1111,
1423146122551,52.0,42.0,1910.8889,
1423146127563,41.0,45.0,828.7778,
1423146132561,65.0,25.0,782.2222,
1423146137566,35.0,43.0,980.3333,
1423146142565,46.0,38.0,851.0,
1423146147569,60.0,29.0,800.3333,
1423146152569,36.0,47.0,960.7778,
1423146157597,55.0,29.0,775.8889,
1423146162583,47.0,45.0,847.0,
1423146167587,41.0,36.0,915.7778,
1423146172589,61.0,31.0,735.6667,
1423146177588,39.0,42.0,991.5556,
1423146182593,52.0,30.0,811.0,
1423146187702,47.0,40.0,887.3333,
1423146192598,35.0,46.0,926.4444,
1423146197606,57.0,27.0,798.5556,
1423146202604,39.0,45.0,913.8889,
1423146207608,36.0,50.0,890.0,
1423146212606,58.0,26.0,796.3333,
1423146217609,42.0,37.0,1072.3333,
1423146222671,48.0,38.0,794.6667,
1423146227673,55.0,30.0,890.3333,
1423146232675,35.0,43.0,1066.6667,EventProcessingUnit,ScaleOut,
1423146237678,58.0,34.0,706.7778,EventProcessingUnit,ScaleOut,
1423146242684,47.0,35.0,915.1111,EventProcessingUnit,ScaleOut,
1423146247746,36.0,46.0,955.5556,EventProcessingUnit,ScaleOut,
1423146252744,57.0,31.0,724.3333,EventProcessingUnit,ScaleOut,
1423146257750,44.0,42.0,941.1111,EventProcessingUnit,ScaleOut,
1423146262744,48.0,40.0,781.5556,EventProcessingUnit,ScaleOut,
1423146267751,48.0,33.0,816.7778,EventProcessingUnit,ScaleOut,
1423146272752,42.0,40.0,999.2222,EventProcessingUnit,ScaleOut,
1423146277754,48.0,40.0,778.6667,EventProcessingUnit,ScaleOut,
1423146282758,58.0,29.0,822.1111,EventProcessingUnit,ScaleOut,
1423146287761,36.0,50.0,939.5556,EventProcessingUnit,ScaleOut,
1423146292763,56.0,33.0,716.8889,EventProcessingUnit,ScaleOut,
1423146297763,45.0,38.0,948.5556,EventProcessingUnit,ScaleOut,
1423146302762,39.0,45.0,838.3333,EventProcessingUnit,ScaleOut,
1423146307761,59.0,26.0,742.8889,EventProcessingUnit,ScaleOut,
1423146312766,40.0,44.0,973.5556,EventProcessingUnit,ScaleOut,
1423146317771,48.0,40.0,794.8889,EventProcessingUnit,ScaleOut,
1423146322780,54.0,38.0,810.0,EventProcessingUnit,ScaleOut,
1423146327789,34.0,43.0,1044.1111,EventProcessingUnit,ScaleOut,
1423146332817,59.0,30.0,732.8889,EventProcessingUnit,ScaleOut,
1423146337821,46.0,38.0,871.7778,EventProcessingUnit,ScaleOut,
1423146342803,33.0,48.0,997.1111,EventProcessingUnit,ScaleOut,
1423146347799,55.0,32.0,763.2222,EventProcessingUnit,ScaleOut,
1423146352799,44.0,45.0,886.8889,EventProcessingUnit,ScaleOut,
1423146357799,44.0,38.0,843.6667,EventProcessingUnit,ScaleOut,
1423146362806,61.0,32.0,752.5556,EventProcessingUnit,ScaleOut,
1423146367808,37.0,50.0,927.5556,EventProcessingUnit,ScaleOut,
1423146372813,52.0,34.0,786.1111,EventProcessingUnit,ScaleOut,
1423146377836,46.0,38.0,981.8889,EventProcessingUnit,ScaleOut,
1423146382823,38.0,44.0,908.7778,EventProcessingUnit,ScaleOut,
1423146387829,62.0,28.0,744.2222,EventProcessingUnit,ScaleOut,
1423146392838,37.0,45.0,1000.3333,EventProcessingUnit,ScaleOut,
1423146397842,51.0,26.0,793.4444,EventProcessingUnit,ScaleOut,
1423146402850,60.0,24.0,816.2222,EventProcessingUnit,ScaleOut,
1423146407851,38.0,47.0,934.4444,EventProcessingUnit,ScaleOut,
1423146412857,53.0,37.0,741.8889,EventProcessingUnit,ScaleOut,
1423146417863,46.0,33.0,1024.3333,EventProcessingUnit,ScaleOut,
1423146422860,35.0,49.0,903.0,EventProcessingUnit,ScaleOut,
1423146427880,62.0,28.0,756.7778,EventProcessingUnit,ScaleOut,
1423146432875,39.0,45.0,1021.2222,EventProcessingUnit,ScaleOut,
1423146437884,52.0,34.0,807.3333,EventProcessingUnit,ScaleOut,
1423146442893,52.0,37.0,843.8889,EventProcessingUnit,ScaleOut,
1423146447902,35.0,47.0,932.1111,EventProcessingUnit,ScaleOut,
1423146452908,60.0,18.0,919.4444,EventProcessingUnit,ScaleOut,
1423146457953,40.0,47.0,932.5556,EventProcessingUnit,ScaleOut,
1423146462915,42.0,41.0,801.0,EventProcessingUnit,ScaleOut,
1423146467918,61.0,31.0,702.8889,EventProcessingUnit,ScaleOut,
1423146472919,39.0,50.0,919.4444,EventProcessingUnit,ScaleOut,
1423146477917,48.0,40.0,774.4444,EventProcessingUnit,ScaleOut,
1423146482919,56.0,34.0,820.1111,EventProcessingUnit,ScaleOut,
1423146487934,34.0,49.0,942.2222,EventProcessingUnit,ScaleOut,
1423146492936,56.0,34.0,720.7778,EventProcessingUnit,ScaleOut,
1423146497941,47.0,43.0,877.3333,EventProcessingUnit,ScaleOut,
1423146502938,40.0,36.0,936.1111,
1423146507938,55.0,26.0,788.7778,
1423146512941,35.0,38.0,992.1111,
1423146517940,48.0,32.0,751.0,
1423146522943,43.0,36.0,885.7778,
1423146527940,33.0,33.0,895.5556,
1423146532944,47.0,33.0,736.4444,
1423146537942,46.0,33.0,777.3,
1423146542942,41.0,55.0,1002.9,
1423146547977,53.0,31.0,819.6,
1423146552970,44.0,38.0,937.6,
1423146557963,48.0,36.0,849.1,
1423146562972,52.0,33.0,902.2,
1423146567963,40.0,42.0,936.5,
1423146572977,54.0,33.0,837.3,
1423146577964,44.0,35.0,944.6,EventProcessingUnit,ScaleOut,
1423146583000,49.0,29.0,929.8,EventProcessingUnit,ScaleOut,
1423146587999,54.0,37.0,777.7,EventProcessingUnit,ScaleOut,
1423146593004,37.0,42.0,873.4,EventProcessingUnit,ScaleOut,
1423146598009,48.0,37.0,849.0,EventProcessingUnit,ScaleOut,
1423146603008,53.0,34.0,852.1,EventProcessingUnit,ScaleOut,
1423146608006,38.0,40.0,1003.3,EventProcessingUnit,ScaleOut,
1423146613011,47.0,34.0,828.4,EventProcessingUnit,ScaleOut,
1423146618012,51.0,36.0,847.9,EventProcessingUnit,ScaleOut,
1423146623020,41.0,42.0,911.5,EventProcessingUnit,ScaleOut,
1423146628018,52.0,35.0,817.6,EventProcessingUnit,ScaleOut,
1423146633027,46.0,38.0,898.2,EventProcessingUnit,ScaleOut,
1423146638027,46.0,35.0,912.1,EventProcessingUnit,ScaleOut,
1423146643026,55.0,33.0,821.1,EventProcessingUnit,ScaleOut,
1423146648037,41.0,45.0,892.6,EventProcessingUnit,ScaleOut,
1423146653029,50.0,36.0,831.5,EventProcessingUnit,ScaleOut,
1423146658035,35.0,46.0,824.2,EventProcessingUnit,ScaleOut,
1423146663037,43.0,44.0,895.6,EventProcessingUnit,ScaleOut,
1423146668042,50.0,34.0,867.9,EventProcessingUnit,ScaleOut,
1423146673045,47.0,38.0,888.0,EventProcessingUnit,ScaleOut,
1423146678055,43.0,39.0,922.8,EventProcessingUnit,ScaleOut,
1423146683053,57.0,33.0,794.0,EventProcessingUnit,ScaleOut,
1423146688056,43.0,41.0,919.0,EventProcessingUnit,ScaleOut,
1423146693060,50.0,33.0,843.1,EventProcessingUnit,ScaleOut,
1423146698064,48.0,42.0,818.5,EventProcessingUnit,ScaleOut,
1423146703065,42.0,41.0,904.8,EventProcessingUnit,ScaleOut,
1423146708063,56.0,30.0,831.3,EventProcessingUnit,ScaleOut,
1423146713069,45.0,40.0,915.4,EventProcessingUnit,ScaleOut,
1423146718071,51.0,36.0,807.7,EventProcessingUnit,ScaleOut,
1423146723077,50.0,39.0,872.8,EventProcessingUnit,ScaleOut,
1423146728090,44.0,44.0,887.9,EventProcessingUnit,ScaleOut,
1423146733086,50.0,35.0,818.5,EventProcessingUnit,ScaleOut,
1423146738093,51.0,38.0,824.1,EventProcessingUnit,ScaleOut,
1423146743100,42.0,43.0,872.4,EventProcessingUnit,ScaleOut,
1423146748103,55.0,32.0,819.3,EventProcessingUnit,ScaleOut,
1423146753102,44.0,42.0,875.3,EventProcessingUnit,ScaleOut,
1423146758103,46.0,41.0,803.8,EventProcessingUnit,ScaleOut,
1423146763108,50.0,37.0,862.3,EventProcessingUnit,ScaleOut,
1423146768110,42.0,42.0,927.8,EventProcessingUnit,ScaleOut,
1423146773113,54.0,35.0,774.8,EventProcessingUnit,ScaleOut,
1423146778114,46.0,38.0,920.8,EventProcessingUnit,ScaleOut,
1423146783115,46.0,42.0,776.6,EventProcessingUnit,ScaleOut,
1423146788118,37.0,47.0,1269.3,EventProcessingUnit,ScaleOut,
1423146793116,48.0,39.0,858.6,EventProcessingUnit,ScaleOut,
1423146798117,63.0,27.0,759.8,EventProcessingUnit,ScaleOut,
1423146803129,34.0,48.0,1075.3,EventProcessingUnit,ScaleOut,
1423146808148,62.0,21.0,749.4,EventProcessingUnit,ScaleOut,
1423146813125,45.0,40.0,1028.4,EventProcessingUnit,ScaleOut,
1423146818125,38.0,47.0,916.3,EventProcessingUnit,ScaleOut,
1423146823129,63.0,30.0,725.3,EventProcessingUnit,ScaleOut,
1423146828127,31.0,54.0,951.4,EventProcessingUnit,ScaleOut,
1423146833134,63.0,26.0,676.4,EventProcessingUnit,ScaleOut,
1423146838133,48.0,39.0,958.3,EventProcessingUnit,ScaleOut,
1423146843147,34.0,40.0,1032.3,EventProcessingUnit,ScaleOut,
1423146848138,64.0,24.0,773.4,EventProcessingUnit,ScaleOut,
1423146853142,44.0,37.0,959.4,EventProcessingUnit,ScaleOut,
1423146858147,40.0,46.0,804.7,EventProcessingUnit,ScaleOut,
1423146863150,63.0,26.0,771.6,EventProcessingUnit,ScaleOut,
1423146868150,32.0,52.0,969.8,EventProcessingUnit,ScaleOut,
1423146873159,61.0,25.0,716.8,EventProcessingUnit,ScaleOut,
1423146878152,44.0,43.0,977.3,EventProcessingUnit,ScaleOut,
1423146883151,40.0,44.0,822.4,EventProcessingUnit,ScaleOut,
1423146888162,63.0,27.0,766.2,EventProcessingUnit,ScaleOut,
1423146893165,32.0,50.0,1039.2,
1423146898164,56.0,25.0,692.8,
1423146903163,43.0,31.0,1082.2,
1423146908162,35.0,38.0,898.0,
1423146913163,41.0,27.0,779.4,
1423146918163,46.0,33.0,934.1,
1423146923164,31.0,44.0,919.6,
1423146928183,55.0,24.0,789.8,
1423146933165,29.0,41.0,1092.5,
1423146938168,52.0,26.0,663.5455,
1423146943167,47.0,37.0,1028.8182,
1423146948169,40.0,39.0,949.6364,
1423146953174,58.0,33.0,760.4545,
1423146958171,34.0,48.0,978.4545,
1423146963171,59.0,27.0,750.2727,
1423146968173,52.0,37.0,901.8182,
1423146973190,42.0,40.0,918.2727,
1423146978186,44.0,32.0,818.4545,
1423146983185,51.0,38.0,895.0909,
1423146988185,34.0,48.0,949.9091,
1423146993185,63.0,29.0,722.8182,
1423146998185,32.0,47.0,1095.4545,
1423147003186,52.0,34.0,753.7273,
1423147008197,57.0,31.0,851.0,EventProcessingUnit,ScaleOut,
1423147013203,32.0,47.0,1024.7273,EventProcessingUnit,ScaleOut,
1423147018205,62.0,25.0,723.2727,EventProcessingUnit,ScaleOut,
1423147023207,36.0,51.0,971.4545,EventProcessingUnit,ScaleOut,
1423147028212,47.0,32.0,870.4545,EventProcessingUnit,ScaleOut,
1423147033215,61.0,31.0,789.7273,EventProcessingUnit,ScaleOut,
1423147038214,35.0,50.0,923.4545,EventProcessingUnit,ScaleOut,
1423147043220,40.0,23.0,944.4545,EventProcessingUnit,ScaleOut,
1423147048241,57.0,30.0,805.2727,EventProcessingUnit,ScaleOut,
1423147053231,32.0,45.0,1048.1818,EventProcessingUnit,ScaleOut,
1423147058235,57.0,29.0,725.8182,EventProcessingUnit,ScaleOut,
1423147063233,50.0,40.0,906.5455,EventProcessingUnit,ScaleOut,
1423147068235,39.0,44.0,873.0,EventProcessingUnit,ScaleOut,
1423147073234,62.0,33.0,709.0909,EventProcessingUnit,ScaleOut,
1423147078233,33.0,45.0,1090.0909,EventProcessingUnit,ScaleOut,
1423147083238,54.0,29.0,771.3636,EventProcessingUnit,ScaleOut,
1423147088235,52.0,31.0,941.7273,EventProcessingUnit,ScaleOut,
1423147093244,39.0,45.0,873.0909,EventProcessingUnit,ScaleOut,
1423147098247,62.0,28.0,723.6364,EventProcessingUnit,ScaleOut,
1423147103252,35.0,46.0,1065.9091,EventProcessingUnit,ScaleOut,
1423147108253,29.0,36.0,871.4545,EventProcessingUnit,ScaleOut,
1423147113255,61.0,24.0,769.5455,EventProcessingUnit,ScaleOut,
1423147118261,35.0,50.0,1011.8182,EventProcessingUnit,ScaleOut,
1423147123268,47.0,38.0,812.9091,EventProcessingUnit,ScaleOut,
1423147128268,61.0,27.0,820.9091,EventProcessingUnit,ScaleOut,
1423147133272,34.0,48.0,991.8182,EventProcessingUnit,ScaleOut,
1423147138271,62.0,28.0,711.9091,EventProcessingUnit,ScaleOut,
1423147143269,43.0,43.0,973.5455,EventProcessingUnit,ScaleOut,
1423147148271,42.0,39.0,889.0909,EventProcessingUnit,ScaleOut,
1423147153303,60.0,22.0,866.6364,EventProcessingUnit,ScaleOut,
1423147158270,35.0,55.0,881.1818,EventProcessingUnit,ScaleOut,
1423147163271,61.0,28.0,703.8182,EventProcessingUnit,ScaleOut,
1423147168272,44.0,37.0,1055.3636,EventProcessingUnit,ScaleOut,
1423147173274,26.0,33.0,1082.1818,EventProcessingUnit,ScaleOut,
1423147178271,59.0,28.0,736.9091,EventProcessingUnit,ScaleOut,
1423147183273,49.0,40.0,895.0,EventProcessingUnit,ScaleOut,
