Time ,cpu_idle ,connectionRate ,instance ,pendingRequests ,throughput ,responseTime , ongoingAction, targetedNodeID
1423144446698,94.8,0.0,1.0,0.0,17.0,1117.0,EventProcessingUnit,ScaleOut,
1423144451712,94.8,0.0,1.0,0.0,17.0,1117.0,EventProcessingUnit,ScaleOut,
1423144456721,94.8,0.0,1.0,9.0,8.0,1040.0,EventProcessingUnit,ScaleOut,
1423144461720,94.6,0.0,1.0,6.0,9.0,864.0,EventProcessingUnit,ScaleOut,
1423144466747,94.6,0.0,1.0,18.0,1.0,598.0,EventProcessingUnit,ScaleOut,
1423144471761,93.4,0.0,1.0,3.0,14.0,1161.0,EventProcessingUnit,ScaleOut,
1423144476754,93.4,0.0,1.0,11.0,5.0,655.0,EventProcessingUnit,ScaleOut,
1423144481768,93.4,0.0,1.0,13.0,6.0,821.0,EventProcessingUnit,ScaleOut,
1423144486766,93.4,0.0,1.0,2.0,13.0,1077.0,EventProcessingUnit,ScaleOut,
1423144491767,94.3,0.0,1.0,18.0,1.0,503.0,EventProcessingUnit,ScaleOut,
1423144496765,94.3,0.0,1.0,8.0,9.0,1061.0,EventProcessingUnit,ScaleOut,
1423144501770,94.3,0.0,1.0,6.0,10.0,819.0,EventProcessingUnit,ScaleOut,
1423144506768,94.3,0.0,1.0,18.0,1.0,602.0,EventProcessingUnit,ScaleOut,
1423144511768,94.3,0.0,1.0,3.0,11.0,1414.0,EventProcessingUnit,ScaleOut,
1423144516768,94.3,0.0,1.0,12.0,6.0,547.0,EventProcessingUnit,ScaleOut,
1423144521768,94.3,0.0,1.0,11.0,4.0,1092.0,EventProcessingUnit,ScaleOut,
1423144526771,94.3,0.0,1.0,3.0,13.0,958.0,EventProcessingUnit,ScaleOut,
1423144531771,94.3,0.0,1.0,19.0,0.0,486.0,EventProcessingUnit,ScaleOut,
1423144536770,94.3,0.0,1.0,5.0,7.0,1620.0,EventProcessingUnit,ScaleOut,
1423144541767,94.3,0.0,1.0,10.0,6.0,676.0,EventProcessingUnit,ScaleOut,
1423144546779,94.3,0.0,1.0,13.0,5.0,842.0,EventProcessingUnit,ScaleOut,
1423144551775,94.3,0.0,1.0,1.0,17.0,946.0,EventProcessingUnit,ScaleOut,
1423144556771,94.3,0.0,1.0,16.0,2.0,505.0,EventProcessingUnit,ScaleOut,
1423144561776,94.3,0.0,1.0,10.0,8.0,958.0,EventProcessingUnit,ScaleOut,
1423144566777,94.3,0.0,1.0,5.0,12.0,802.0,EventProcessingUnit,ScaleOut,
1423144571780,94.3,0.0,1.0,18.0,0.0,479.0,EventProcessingUnit,ScaleOut,
1423144576786,94.3,0.0,1.0,5.0,13.0,1067.0,EventProcessingUnit,ScaleOut,
1423144581791,94.0,0.0,1.0,9.0,7.0,710.0,EventProcessingUnit,ScaleOut,
1423144586794,94.0,0.0,1.0,14.0,5.0,757.0,EventProcessingUnit,ScaleOut,
1423144591793,94.0,0.0,1.0,1.0,10.0,1547.0,EventProcessingUnit,ScaleOut,
1423144596797,94.0,0.0,1.0,16.0,2.0,535.0,EventProcessingUnit,ScaleOut,
1423144601797,94.0,0.0,1.0,8.0,10.0,1020.0,EventProcessingUnit,ScaleOut,
1423144606799,94.0,0.0,1.0,7.0,10.0,779.0,EventProcessingUnit,ScaleOut,
1423144611801,94.0,0.0,1.0,17.0,3.0,626.0,EventProcessingUnit,ScaleOut,
1423144616807,94.0,0.0,1.0,1.0,19.0,997.0,EventProcessingUnit,ScaleOut,
1423144621814,94.0,0.0,1.0,13.0,4.0,573.0,EventProcessingUnit,ScaleOut,
1423144626823,94.0,0.0,1.0,11.0,7.0,940.0,EventProcessingUnit,ScaleOut,
1423144631825,92.4,0.0,1.0,3.0,13.0,1011.0,EventProcessingUnit,ScaleOut,
1423144636830,92.4,0.0,1.0,18.0,1.0,491.0,EventProcessingUnit,ScaleOut,
1423144641835,92.4,0.0,1.0,6.0,11.0,1127.0,EventProcessingUnit,ScaleOut,
1423144646832,92.4,0.0,1.0,10.0,8.0,642.0,EventProcessingUnit,ScaleOut,
1423144651834,94.7,0.0,1.0,14.0,5.0,775.0,EventProcessingUnit,ScaleOut,
1423144656837,94.7,0.0,1.0,1.0,14.0,1134.0,EventProcessingUnit,ScaleOut,
1423144661840,94.7,0.0,1.0,15.0,2.0,552.0,EventProcessingUnit,ScaleOut,
1423144666842,94.7,0.0,1.0,8.0,12.0,923.0,EventProcessingUnit,ScaleOut,
1423144671842,94.7,0.0,1.0,7.0,9.0,785.0,EventProcessingUnit,ScaleOut,
1423144676842,94.7,0.0,1.0,16.0,3.0,682.0,EventProcessingUnit,ScaleOut,
1423144681844,94.7,0.0,1.0,1.0,14.0,1265.0,EventProcessingUnit,ScaleOut,
1423144686855,94.7,0.0,1.0,14.0,4.0,538.0,EventProcessingUnit,ScaleOut,
1423144691878,94.7,0.0,1.0,9.0,9.0,990.0,EventProcessingUnit,ScaleOut,
1423144696878,94.7,0.0,1.0,5.0,11.0,916.0,EventProcessingUnit,ScaleOut,
1423144701883,94.7,0.0,1.0,18.0,2.0,534.0,EventProcessingUnit,ScaleOut,
1423144706885,94.7,0.0,1.0,4.0,13.0,1149.0,EventProcessingUnit,ScaleOut,
1423144711890,94.7,0.0,1.0,11.0,5.0,650.0,EventProcessingUnit,ScaleOut,
1423144716889,94.7,0.0,1.0,12.0,8.0,794.0,EventProcessingUnit,ScaleOut,
1423144721919,94.7,0.0,1.0,2.0,12.0,1154.0,EventProcessingUnit,ScaleOut,
1423144726896,94.7,0.0,1.0,17.0,1.0,505.0,EventProcessingUnit,ScaleOut,
1423144731904,94.7,0.0,1.0,6.0,13.0,997.0,EventProcessingUnit,ScaleOut,
1423144736901,94.7,0.0,1.0,9.0,8.0,666.0,EventProcessingUnit,ScaleOut,
1423144741910,95.2,0.0,1.0,15.0,3.0,775.0,EventProcessingUnit,ScaleOut,
1423144746911,95.2,0.0,1.0,0.0,15.0,1266.0,EventProcessingUnit,ScaleOut,
1423144751912,95.2,0.0,1.0,15.0,4.0,527.0,EventProcessingUnit,ScaleOut,
1423144756912,95.2,0.0,1.0,13.0,6.0,826.0,EventProcessingUnit,ScaleOut,
1423144761918,95.2,0.0,1.0,3.0,14.0,953.0,EventProcessingUnit,ScaleOut,
1423144766919,95.2,0.0,1.0,18.0,1.0,497.0,EventProcessingUnit,ScaleOut,
1423144771933,95.2,0.0,1.0,6.0,11.0,1121.0,EventProcessingUnit,ScaleOut,
1423144776928,95.2,0.0,1.0,9.0,9.0,624.0,EventProcessingUnit,ScaleOut,
1423144781929,95.2,0.0,1.0,14.0,5.0,753.0,EventProcessingUnit,ScaleOut,
1423144786932,95.2,0.0,1.0,1.0,15.0,1126.0,EventProcessingUnit,ScaleOut,
1423144791937,95.2,0.0,1.0,16.0,2.0,491.0,EventProcessingUnit,ScaleOut,
1423144796943,95.2,0.0,1.0,8.0,11.0,964.0,EventProcessingUnit,ScaleOut,
1423144801950,95.2,0.0,1.0,7.0,10.0,722.0,EventProcessingUnit,ScaleOut,
1423144806953,95.2,0.0,1.0,17.0,2.0,616.0,EventProcessingUnit,ScaleOut,
1423144811962,95.2,0.0,1.0,3.0,15.0,1100.0,EventProcessingUnit,ScaleOut,
1423144816963,95.2,0.0,1.0,12.0,6.0,562.0,EventProcessingUnit,ScaleOut,
1423144821995,95.2,0.0,1.0,14.0,4.0,813.0,EventProcessingUnit,ScaleOut,
1423144826998,95.2,0.0,1.0,1.0,12.0,1312.0,
1423144832000,92.8,0.0,1.0,13.0,1.0,553.0,
1423144837009,92.8,0.0,1.0,7.0,9.0,969.0,
1423144842001,92.8,0.0,1.0,6.0,8.0,727.0,
1423144847002,92.8,0.0,1.0,14.0,3.0,630.0,
1423144852004,95.4,0.0,1.0,1.0,12.0,1229.0,
1423144857002,95.4,0.0,1.0,11.0,4.0,534.0,
1423144862003,95.4,0.0,1.0,9.0,5.0,1037.0,
1423144867029,95.4,0.0,1.0,3.0,10.0,874.0,
1423144872009,95.4,0.0,1.0,15.0,1.0,544.0,
1423144877009,95.4,0.0,1.0,3.0,11.0,1115.0,
1423144882018,95.4,0.0,1.0,5.0,6.0,724.0,
1423144887010,95.4,0.0,1.0,15.0,2.0,563.0,
1423144892011,95.4,0.0,1.0,3.0,10.0,1284.0,
1423144897019,95.4,0.0,1.0,9.0,6.0,578.0,
1423144902011,95.4,0.0,1.0,11.0,3.0,845.0,
1423144907012,95.4,0.0,1.0,0.0,14.0,1071.0,
1423144912014,95.4,0.0,1.0,12.0,2.0,562.0,
1423144917014,95.4,0.0,1.0,8.0,7.0,991.0,
1423144922013,95.4,0.0,1.0,4.0,8.0,961.0,
1423144927027,95.4,0.0,1.0,14.0,0.0,522.0,
1423144932014,95.4,0.0,1.0,5.0,9.0,1153.0,
1423144937014,95.4,0.0,1.0,8.0,7.0,659.0,
1423144942013,95.8,0.0,1.0,12.0,5.0,703.0,
1423144947029,95.8,0.0,1.0,0.0,13.0,1154.0,EventProcessingUnit,ScaleOut,
1423144952021,95.8,0.0,1.0,10.0,4.0,550.0,EventProcessingUnit,ScaleOut,
1423144957023,95.8,0.0,1.0,12.0,4.0,765.0,EventProcessingUnit,ScaleOut,
1423144962038,95.8,0.0,1.0,1.0,13.0,1072.0,EventProcessingUnit,ScaleOut,
1423144967034,95.8,0.0,1.0,14.0,2.0,500.0,EventProcessingUnit,ScaleOut,
1423144972030,95.8,0.0,1.0,6.0,8.0,1058.0,EventProcessingUnit,ScaleOut,
1423144977025,95.8,0.0,1.0,6.0,8.0,726.0,EventProcessingUnit,ScaleOut,
1423144982047,95.8,0.0,1.0,14.0,3.0,634.0,EventProcessingUnit,ScaleOut,
1423144987038,95.8,0.0,1.0,1.0,12.0,1226.0,EventProcessingUnit,ScaleOut,
1423144992040,95.8,0.0,1.0,10.0,4.0,619.0,EventProcessingUnit,ScaleOut,
1423144997107,95.8,0.0,1.0,9.0,5.0,953.0,EventProcessingUnit,ScaleOut,
1423145002066,95.8,0.0,1.0,1.0,10.0,1365.0,EventProcessingUnit,ScaleOut,
1423145007057,95.8,0.0,1.0,13.0,2.0,524.0,EventProcessingUnit,ScaleOut,
1423145012057,95.8,0.0,1.0,7.0,9.0,958.0,EventProcessingUnit,ScaleOut,
1423145017057,95.8,0.0,1.0,6.0,8.0,788.0,EventProcessingUnit,ScaleOut,
1423145022057,95.8,0.0,1.0,14.0,0.0,495.0,EventProcessingUnit,ScaleOut,
1423145027057,95.8,0.0,1.0,5.0,9.0,1154.0,EventProcessingUnit,ScaleOut,
1423145032060,94.6,0.0,1.0,7.0,8.0,655.0,EventProcessingUnit,ScaleOut,
1423145037059,94.6,0.0,1.0,12.0,4.0,762.0,EventProcessingUnit,ScaleOut,
1423145042061,94.6,0.0,1.0,1.0,14.0,1000.0,EventProcessingUnit,ScaleOut,
1423145047064,94.6,0.0,1.0,12.0,1.0,620.0,EventProcessingUnit,ScaleOut,
1423145052064,94.6,0.0,1.0,7.0,4.0,1404.0,EventProcessingUnit,ScaleOut,
1423145057063,94.6,0.0,1.0,6.0,6.0,835.0,EventProcessingUnit,ScaleOut,
1423145062069,94.6,0.0,1.0,14.0,2.0,628.0,EventProcessingUnit,ScaleOut,
1423145067063,94.6,0.0,1.0,2.0,12.0,1137.0,EventProcessingUnit,ScaleOut,
1423145072064,93.9,0.0,1.0,10.0,5.0,548.0,EventProcessingUnit,ScaleOut,
1423145077066,93.9,0.0,1.0,10.0,6.0,865.0,EventProcessingUnit,ScaleOut,
1423145082066,93.9,0.0,1.0,3.0,9.0,1023.0,EventProcessingUnit,ScaleOut,
1423145087067,93.9,0.0,1.0,13.0,3.0,530.0,EventProcessingUnit,ScaleOut,
1423145092065,93.9,0.0,1.0,6.0,8.0,1047.0,EventProcessingUnit,ScaleOut,
1423145097066,93.9,0.0,1.0,5.0,9.0,783.0,EventProcessingUnit,ScaleOut,
1423145102066,93.9,0.0,1.0,14.0,2.0,641.0,EventProcessingUnit,ScaleOut,
1423145107076,93.9,0.0,1.0,2.0,15.0,996.0,EventProcessingUnit,ScaleOut,
1423145112075,93.9,0.0,1.0,11.0,4.0,526.0,EventProcessingUnit,ScaleOut,
1423145117078,93.9,0.0,1.0,9.0,7.0,838.0,EventProcessingUnit,ScaleOut,
1423145122077,93.9,0.0,1.0,3.0,11.0,876.0,EventProcessingUnit,ScaleOut,
1423145127085,93.9,0.0,1.0,15.0,0.0,519.0,EventProcessingUnit,ScaleOut,
1423145132094,94.6,0.0,1.0,4.0,11.0,1091.0,EventProcessingUnit,ScaleOut,
1423145137093,94.6,0.0,1.0,8.0,6.0,660.0,EventProcessingUnit,ScaleOut,
1423145142097,94.6,0.0,1.0,11.0,4.0,791.0,EventProcessingUnit,ScaleOut,
1423145147107,94.6,0.0,1.0,1.0,14.0,934.0,EventProcessingUnit,ScaleOut,
1423145152118,94.6,0.0,1.0,13.0,2.0,530.0,EventProcessingUnit,ScaleOut,
1423145157119,94.6,0.0,1.0,8.0,8.0,920.0,EventProcessingUnit,ScaleOut,
1423145162118,94.6,0.0,1.0,4.0,8.0,973.0,EventProcessingUnit,ScaleOut,
1423145167128,94.6,0.0,1.0,15.0,1.0,542.0,EventProcessingUnit,ScaleOut,
1423145172123,94.6,0.0,1.0,3.0,11.0,1189.0,EventProcessingUnit,ScaleOut,
1423145177123,94.6,0.0,1.0,9.0,5.0,624.0,EventProcessingUnit,ScaleOut,
1423145182130,94.6,0.0,1.0,10.0,6.0,838.0,EventProcessingUnit,ScaleOut,
1423145187135,94.6,0.0,1.0,2.0,13.0,878.0,EventProcessingUnit,ScaleOut,
1423145192137,94.6,0.0,1.0,14.0,1.0,488.0,EventProcessingUnit,ScaleOut,
1423145197137,94.6,0.0,1.0,5.0,11.0,1001.0,EventProcessingUnit,ScaleOut,
1423145202138,94.6,0.0,1.0,7.0,7.0,694.0,EventProcessingUnit,ScaleOut,
1423145207137,94.6,0.0,1.0,12.0,2.0,856.0,EventProcessingUnit,ScaleOut,
1423145212139,94.6,0.0,1.0,1.0,13.0,1074.0,EventProcessingUnit,ScaleOut,
1423145217139,94.6,0.0,1.0,13.0,2.0,548.0,EventProcessingUnit,ScaleOut,
1423145222143,95.4,0.0,1.0,11.0,5.0,817.0,EventProcessingUnit,ScaleOut,
1423145227141,95.4,0.0,1.0,2.0,9.0,1196.0,EventProcessingUnit,ScaleOut,
1423145232142,94.5,0.0,1.0,15.0,1.0,501.0,EventProcessingUnit,ScaleOut,
1423145237143,94.5,0.0,1.0,5.0,10.0,1011.0,EventProcessingUnit,ScaleOut,
1423145242148,94.5,0.0,1.0,7.0,8.0,629.0,EventProcessingUnit,ScaleOut,
1423145247146,94.5,0.0,1.0,13.0,3.0,735.0,EventProcessingUnit,ScaleOut,
1423145252147,95.0,0.0,1.0,1.0,12.0,1155.0,EventProcessingUnit,ScaleOut,
1423145257148,95.0,0.0,1.0,13.0,0.0,535.0,EventProcessingUnit,ScaleOut,
1423145262148,95.0,0.0,1.0,6.0,9.0,904.0,
1423145267153,95.0,0.0,1.0,6.0,8.0,655.0,
1423145272162,94.9,0.0,1.0,11.0,2.0,697.0,
1423145277166,94.9,0.0,1.0,1.0,11.0,1161.0,
1423145282164,94.9,0.0,1.0,9.0,3.0,540.0,
1423145287165,94.9,0.0,1.0,11.0,3.0,670.0,
1423145292165,94.9,0.0,1.0,1.0,9.0,1397.0,
1423145297166,94.9,0.0,1.0,10.0,3.0,535.0,
1423145302166,94.9,0.0,1.0,7.0,6.0,933.0,
1423145307168,94.9,0.0,1.0,2.0,9.0,930.0,
1423145312169,94.4,0.0,1.0,12.0,0.0,587.0,
1423145317183,94.4,0.0,1.0,3.0,10.0,1044.0,
1423145322185,94.4,0.0,1.0,7.0,6.0,605.0,
1423145327187,94.4,0.0,1.0,10.0,5.0,755.0,
1423145332197,94.4,0.0,1.0,1.0,8.0,1336.0,
1423145337194,94.4,0.0,1.0,11.0,2.0,500.0,EventProcessingUnit,ScaleOut,
1423145342196,94.4,0.0,1.0,6.0,6.0,1144.0,EventProcessingUnit,ScaleOut,
1423145347198,94.4,0.0,1.0,4.0,8.0,809.0,EventProcessingUnit,ScaleOut,
1423145352198,94.4,0.0,1.0,10.0,2.0,650.0,EventProcessingUnit,ScaleOut,
1423145357203,94.4,0.0,1.0,5.0,9.0,1005.0,EventProcessingUnit,ScaleOut,
1423145362203,94.4,0.0,1.0,6.0,5.0,771.0,EventProcessingUnit,ScaleOut,
1423145367204,94.4,0.0,1.0,11.0,1.0,803.0,EventProcessingUnit,ScaleOut,
1423145372206,95.6,0.0,1.0,1.0,8.0,1556.0,EventProcessingUnit,ScaleOut,
1423145377204,95.6,0.0,1.0,11.0,2.0,504.0,EventProcessingUnit,ScaleOut,
1423145382210,95.6,0.0,1.0,6.0,5.0,1154.0,EventProcessingUnit,ScaleOut,
1423145387216,95.6,0.0,1.0,5.0,6.0,804.0,EventProcessingUnit,ScaleOut,
1423145392223,95.6,0.0,1.0,11.0,3.0,680.0,EventProcessingUnit,ScaleOut,
1423145397225,95.6,0.0,1.0,1.0,10.0,1271.0,EventProcessingUnit,ScaleOut,
1423145402230,95.6,0.0,1.0,9.0,2.0,591.0,EventProcessingUnit,ScaleOut,
1423145407233,95.6,0.0,1.0,6.0,6.0,1038.0,EventProcessingUnit,ScaleOut,
1423145412235,95.6,0.0,1.0,3.0,8.0,934.0,EventProcessingUnit,ScaleOut,
1423145417244,95.6,0.0,1.0,13.0,0.0,487.0,EventProcessingUnit,ScaleOut,
1423145422253,95.6,0.0,1.0,6.0,7.0,974.0,EventProcessingUnit,ScaleOut,
1423145427257,95.6,0.0,1.0,4.0,8.0,805.0,EventProcessingUnit,ScaleOut,
1423145432260,95.6,0.0,1.0,13.0,0.0,578.0,EventProcessingUnit,ScaleOut,
1423145437266,95.6,0.0,1.0,2.0,11.0,1067.0,EventProcessingUnit,ScaleOut,
1423145442273,95.6,0.0,1.0,8.0,4.0,627.0,EventProcessingUnit,ScaleOut,
1423145447280,95.6,0.0,1.0,8.0,4.0,932.0,EventProcessingUnit,ScaleOut,
1423145452288,95.6,0.0,1.0,3.0,8.0,935.0,EventProcessingUnit,ScaleOut,
1423145457291,95.6,0.0,1.0,13.0,0.0,479.0,EventProcessingUnit,ScaleOut,
1423145462296,94.9,0.0,1.0,4.0,7.0,1212.0,EventProcessingUnit,ScaleOut,
1423145467294,94.9,0.0,1.0,7.0,6.0,589.0,EventProcessingUnit,ScaleOut,
1423145472301,94.9,0.0,1.0,10.0,3.0,771.0,EventProcessingUnit,ScaleOut,
1423145477296,94.9,0.0,1.0,0.0,9.0,1444.0,EventProcessingUnit,ScaleOut,
1423145482297,94.9,0.0,1.0,10.0,1.0,577.0,EventProcessingUnit,ScaleOut,
1423145487296,94.9,0.0,1.0,9.0,3.0,928.0,EventProcessingUnit,ScaleOut,
1423145492295,94.9,0.0,1.0,1.0,6.0,1725.0,EventProcessingUnit,ScaleOut,
1423145497304,94.9,0.0,1.0,13.0,0.0,475.0,EventProcessingUnit,ScaleOut,
1423145502307,94.9,0.0,1.0,4.0,7.0,1217.0,EventProcessingUnit,ScaleOut,
1423145507307,94.9,0.0,1.0,6.0,3.0,947.0,EventProcessingUnit,ScaleOut,
1423145512307,94.9,0.0,1.0,11.0,4.0,713.0,EventProcessingUnit,ScaleOut,
1423145517306,94.9,0.0,1.0,1.0,10.0,1182.0,EventProcessingUnit,ScaleOut,
1423145522307,94.9,0.0,1.0,10.0,0.0,628.0,EventProcessingUnit,ScaleOut,
1423145527309,94.9,0.0,1.0,7.0,7.0,948.0,EventProcessingUnit,ScaleOut,
1423145532313,94.9,0.0,1.0,4.0,8.0,808.0,EventProcessingUnit,ScaleOut,
1423145537309,94.9,0.0,1.0,12.0,1.0,608.0,EventProcessingUnit,ScaleOut,
1423145542309,94.9,0.0,1.0,3.0,9.0,1225.0,EventProcessingUnit,ScaleOut,
1423145547318,94.9,0.0,1.0,8.0,3.0,688.0,EventProcessingUnit,ScaleOut,
1423145552312,95.7,0.0,1.0,9.0,2.0,887.0,EventProcessingUnit,ScaleOut,
1423145557313,95.7,0.0,1.0,1.0,13.0,996.0,EventProcessingUnit,ScaleOut,
1423145562316,95.7,0.0,1.0,10.0,3.0,523.0,EventProcessingUnit,ScaleOut,
1423145567316,95.7,0.0,1.0,7.0,5.0,1007.0,EventProcessingUnit,ScaleOut,
1423145572321,93.0,0.0,1.0,3.0,10.0,794.0,EventProcessingUnit,ScaleOut,
1423145577321,93.0,0.0,1.0,13.0,0.0,602.0,EventProcessingUnit,ScaleOut,
1423145582358,93.0,0.0,1.0,3.0,9.0,1147.0,EventProcessingUnit,ScaleOut,
1423145587351,93.0,0.0,1.0,8.0,4.0,621.0,EventProcessingUnit,ScaleOut,
1423145592356,95.4,0.0,1.0,9.0,4.0,914.0,EventProcessingUnit,ScaleOut,
1423145597352,95.4,0.0,1.0,2.0,9.0,1016.0,EventProcessingUnit,ScaleOut,
1423145602353,95.4,0.0,1.0,12.0,0.0,569.0,EventProcessingUnit,ScaleOut,
1423145607355,95.4,0.0,1.0,4.0,11.0,949.0,EventProcessingUnit,ScaleOut,
1423145612354,95.4,0.0,1.0,7.0,4.0,713.0,EventProcessingUnit,ScaleOut,
1423145617355,95.4,0.0,1.0,10.0,3.0,786.0,EventProcessingUnit,ScaleOut,
1423145622360,95.4,0.0,1.0,3.0,12.0,980.0,EventProcessingUnit,ScaleOut,
1423145627370,95.4,0.0,1.0,9.0,2.0,711.0,EventProcessingUnit,ScaleOut,
1423145632371,94.5,0.0,1.0,8.0,6.0,825.0,EventProcessingUnit,ScaleOut,
1423145637370,94.5,0.0,1.0,3.0,10.0,865.0,EventProcessingUnit,ScaleOut,
1423145642368,94.5,0.0,1.0,12.0,1.0,574.0,EventProcessingUnit,ScaleOut,
1423145647373,94.5,0.0,1.0,4.0,8.0,1125.0,EventProcessingUnit,ScaleOut,
1423145652372,95.6,0.0,1.0,7.0,6.0,591.0,EventProcessingUnit,ScaleOut,
1423145657369,95.6,0.0,1.0,9.0,4.0,850.0,EventProcessingUnit,ScaleOut,
1423145662370,95.6,0.0,1.0,1.0,8.0,1342.0,EventProcessingUnit,ScaleOut,
1423145667373,95.6,0.0,1.0,12.0,0.0,602.0,EventProcessingUnit,ScaleOut,
1423145672377,95.6,0.0,1.0,4.0,7.0,1219.0,EventProcessingUnit,ScaleOut,
1423145677371,95.6,0.0,1.0,6.0,6.0,695.0,EventProcessingUnit,ScaleOut,
1423145682373,95.6,0.0,1.0,11.0,1.0,781.0,EventProcessingUnit,ScaleOut,
1423145687373,95.6,0.0,1.0,4.0,7.0,1212.0,EventProcessingUnit,ScaleOut,
1423145692372,95.6,0.0,1.0,5.0,6.0,758.0,
1423145697374,95.6,0.0,1.0,10.0,2.0,746.0,
1423145702376,95.6,0.0,1.0,0.0,10.0,1200.0,
1423145707373,95.6,0.0,1.0,9.0,2.0,564.0,
1423145712374,95.3,0.0,1.0,7.0,4.0,887.0,
1423145717373,95.3,0.0,1.0,2.0,8.0,917.0,
1423145722374,95.3,0.0,1.0,11.0,0.0,493.0,
1423145727374,95.3,0.0,1.0,4.0,5.0,1356.0,
1423145732377,95.3,0.0,1.0,5.0,4.0,783.0,
1423145737385,95.3,0.0,1.0,10.0,2.0,609.0,
1423145742383,95.3,0.0,1.0,1.0,9.0,1194.0,
1423145747387,95.3,0.0,1.0,8.0,2.0,595.0,
1423145752386,94.2,0.0,1.0,7.0,5.0,845.0,
1423145757389,94.2,0.0,1.0,1.0,10.0,913.0,
1423145762392,94.2,0.0,1.0,10.0,1.0,529.0,
1423145767391,94.2,0.0,1.0,4.0,8.0,951.0,
1423145772391,95.7,0.0,1.0,6.0,4.0,744.0,
1423145777390,95.7,0.0,1.0,9.0,4.0,727.0,
1423145782392,95.7,0.0,1.0,0.0,10.0,1100.0,
1423145787393,95.7,0.0,1.0,10.0,1.0,567.0,
1423145792392,95.7,0.0,1.0,4.0,6.0,1118.0,
1423145797391,95.7,0.0,1.0,5.0,5.0,705.0,
1423145802393,95.7,0.0,1.0,10.0,3.0,639.0,
1423145807393,95.7,0.0,1.0,1.0,10.0,1174.0,
1423145812394,95.7,0.0,1.0,7.0,2.0,615.0,EventProcessingUnit,ScaleOut,
1423145817393,95.7,0.0,1.0,11.0,1.0,584.0,EventProcessingUnit,ScaleOut,
1423145822393,95.7,0.0,1.0,2.0,9.0,1080.0,EventProcessingUnit,ScaleOut,
1423145827395,95.7,0.0,1.0,7.0,3.0,635.0,EventProcessingUnit,ScaleOut,
1423145832397,95.7,0.0,1.0,8.0,4.0,857.0,EventProcessingUnit,ScaleOut,
1423145837402,95.7,0.0,1.0,1.0,8.0,1120.0,EventProcessingUnit,ScaleOut,
1423145842411,95.7,0.0,1.0,11.0,1.0,502.0,EventProcessingUnit,ScaleOut,
1423145847411,95.7,0.0,1.0,4.0,5.0,1266.0,EventProcessingUnit,ScaleOut,
1423145852412,95.7,0.0,1.0,5.0,5.0,718.0,EventProcessingUnit,ScaleOut,
1423145857419,95.7,0.0,1.0,10.0,3.0,640.0,EventProcessingUnit,ScaleOut,
1423145862417,94.3,0.0,1.0,1.0,8.0,1326.0,EventProcessingUnit,ScaleOut,
1423145867415,94.3,0.0,1.0,8.0,3.0,600.0,EventProcessingUnit,ScaleOut,
1423145872426,94.3,0.0,1.0,7.0,5.0,839.0,EventProcessingUnit,ScaleOut,
1423145877421,94.3,0.0,1.0,2.0,7.0,1028.0,EventProcessingUnit,ScaleOut,
1423145882421,94.3,0.0,1.0,12.0,0.0,495.0,EventProcessingUnit,ScaleOut,
1423145887422,94.3,0.0,1.0,7.0,5.0,929.0,EventProcessingUnit,ScaleOut,
1423145892422,95.8,0.0,1.0,3.0,7.0,936.0,EventProcessingUnit,ScaleOut,
1423145897423,95.8,0.0,1.0,11.0,0.0,581.0,EventProcessingUnit,ScaleOut,
1423145902427,95.8,0.0,1.0,2.0,9.0,1070.0,EventProcessingUnit,ScaleOut,
1423145907423,95.8,0.0,1.0,7.0,4.0,560.0,EventProcessingUnit,ScaleOut,
1423145912424,95.8,0.0,1.0,8.0,3.0,918.0,EventProcessingUnit,ScaleOut,
1423145917428,95.8,0.0,1.0,1.0,7.0,1260.0,EventProcessingUnit,ScaleOut,
1423145922429,95.8,0.0,1.0,11.0,1.0,526.0,EventProcessingUnit,ScaleOut,
1423145927425,95.8,0.0,1.0,3.0,7.0,1158.0,EventProcessingUnit,ScaleOut,
1423145932456,95.8,0.0,1.0,5.0,3.0,923.0,EventProcessingUnit,ScaleOut,
1423145937461,95.8,0.0,1.0,9.0,4.0,708.0,EventProcessingUnit,ScaleOut,
1423145942453,95.8,0.0,1.0,0.0,9.0,1222.0,EventProcessingUnit,ScaleOut,
1423145947453,95.8,0.0,1.0,6.0,2.0,633.0,EventProcessingUnit,ScaleOut,
1423145952457,95.9,0.0,1.0,7.0,3.0,952.0,EventProcessingUnit,ScaleOut,
1423145957454,95.9,0.0,1.0,2.0,6.0,1270.0,EventProcessingUnit,ScaleOut,
1423145962454,95.9,0.0,1.0,11.0,0.0,509.0,EventProcessingUnit,ScaleOut,
1423145967466,95.9,0.0,1.0,4.0,8.0,1035.0,EventProcessingUnit,ScaleOut,
1423145972461,94.6,0.0,1.0,6.0,5.0,686.0,EventProcessingUnit,ScaleOut,
1423145977463,94.6,0.0,1.0,9.0,3.0,734.0,EventProcessingUnit,ScaleOut,
1423145982464,94.6,0.0,1.0,1.0,9.0,1102.0,EventProcessingUnit,ScaleOut,
1423145987473,94.6,0.0,1.0,10.0,0.0,539.0,EventProcessingUnit,ScaleOut,
1423145992473,94.6,0.0,1.0,5.0,7.0,982.0,EventProcessingUnit,ScaleOut,
