Time ,cpu_idle ,connectionRate ,instance ,pendingRequests ,throughput ,responseTime , ongoingAction, targetedNodeID
1423145997475,94.6,0.0,1.0,4.0,7.0,708.0,EventProcessingUnit,ScaleOut,
1423146002478,94.6,0.0,1.0,10.0,1.0,714.0,EventProcessingUnit,ScaleOut,
1423146007482,94.6,0.0,1.0,0.0,11.0,1091.0,EventProcessingUnit,ScaleOut,
1423146012485,95.8,0.0,1.0,5.0,5.0,714.0,EventProcessingUnit,ScaleOut,
1423146017484,95.8,0.0,1.0,10.0,3.0,654.0,EventProcessingUnit,ScaleOut,
1423146022486,95.8,0.0,1.0,1.0,9.0,1196.0,EventProcessingUnit,ScaleOut,
1423146027491,95.8,0.0,1.0,8.0,2.0,614.0,EventProcessingUnit,ScaleOut,
1423146032500,95.8,0.0,1.0,6.0,4.0,1053.0,EventProcessingUnit,ScaleOut,
1423146037504,95.8,0.0,1.0,3.0,8.0,772.0,EventProcessingUnit,ScaleOut,
1423146042508,95.8,0.0,1.0,12.0,1.0,553.0,EventProcessingUnit,ScaleOut,
1423146047506,95.8,0.0,1.0,2.0,10.0,1067.0,EventProcessingUnit,ScaleOut,
1423146052506,95.8,0.0,1.0,7.0,3.0,592.0,EventProcessingUnit,ScaleOut,
1423146057507,95.8,0.0,1.0,8.0,3.0,862.0,EventProcessingUnit,ScaleOut,
1423146062516,95.8,0.0,1.0,1.0,8.0,1119.0,EventProcessingUnit,ScaleOut,
1423146067523,95.8,0.0,1.0,11.0,1.0,1091.0,EventProcessingUnit,ScaleOut,
1423146072533,94.7,0.0,1.0,7.0,5.0,678.0,EventProcessingUnit,ScaleOut,
1423146077530,94.7,0.0,1.0,3.0,8.0,780.0,
1423146082527,94.7,0.0,1.0,10.0,9.0,1111.0,
1423146087534,94.7,0.0,1.0,2.0,1.0,477.0,
1423146092535,95.2,0.0,1.0,6.0,7.0,936.0,
1423146097540,95.2,0.0,1.0,8.0,6.0,690.0,
1423146102536,95.2,0.0,1.0,9.0,1.0,667.0,
1423146107543,95.2,0.0,1.0,1.0,10.0,995.0,
1423146112545,95.2,0.0,1.0,7.0,3.0,573.0,
1423146117559,95.2,0.0,1.0,6.0,5.0,905.0,
1423146122551,95.2,0.0,1.0,1.0,8.0,899.0,
1423146127563,95.2,0.0,1.0,10.0,0.0,470.0,
1423146132561,95.8,0.0,1.0,7.0,7.0,1058.0,
1423146137566,95.8,0.0,1.0,2.0,3.0,1250.0,
1423146142565,95.8,0.0,1.0,10.0,0.0,552.0,
1423146147569,95.8,0.0,1.0,2.0,7.0,1199.0,
1423146152569,95.8,0.0,1.0,6.0,2.0,741.0,
1423146157597,95.8,0.0,1.0,7.0,3.0,834.0,
1423146162583,95.8,0.0,1.0,1.0,8.0,1007.0,
1423146167587,95.8,0.0,1.0,10.0,0.0,471.0,
1423146172589,95.8,0.0,1.0,3.0,7.0,1069.0,
1423146177588,95.8,0.0,1.0,5.0,3.0,767.0,
1423146182593,95.8,0.0,1.0,8.0,0.0,1015.0,
1423146187702,95.8,0.0,1.0,0.0,6.0,1500.0,
1423146192598,95.8,0.0,1.0,8.0,1.0,598.0,
1423146197606,95.8,0.0,1.0,5.0,5.0,974.0,
1423146202604,95.8,0.0,1.0,0.0,7.0,1000.0,
1423146207608,95.8,0.0,1.0,8.0,2.0,553.0,
1423146212606,95.8,0.0,1.0,5.0,3.0,1341.0,
1423146217609,95.8,0.0,1.0,3.0,4.0,1073.0,
1423146222671,94.5,0.0,1.0,9.0,2.0,612.0,
1423146227673,94.5,0.0,1.0,1.0,7.0,1372.0,
1423146232675,95.8,0.0,1.0,7.0,2.0,598.0,EventProcessingUnit,ScaleOut,
1423146237678,95.8,0.0,1.0,6.0,3.0,1043.0,EventProcessingUnit,ScaleOut,
1423146242684,95.8,0.0,1.0,1.0,8.0,1217.0,EventProcessingUnit,ScaleOut,
1423146247746,95.8,0.0,1.0,8.0,2.0,500.0,EventProcessingUnit,ScaleOut,
1423146252744,95.8,0.0,1.0,6.0,5.0,864.0,EventProcessingUnit,ScaleOut,
1423146257750,95.8,0.0,1.0,3.0,7.0,734.0,EventProcessingUnit,ScaleOut,
1423146262744,95.8,0.0,1.0,10.0,1.0,564.0,EventProcessingUnit,ScaleOut,
1423146267751,95.8,0.0,1.0,2.0,8.0,1030.0,EventProcessingUnit,ScaleOut,
1423146272752,94.1,0.0,1.0,3.0,5.0,929.0,EventProcessingUnit,ScaleOut,
1423146277754,94.1,0.0,1.0,10.0,1.0,571.0,EventProcessingUnit,ScaleOut,
1423146282758,94.1,0.0,1.0,2.0,8.0,1089.0,EventProcessingUnit,ScaleOut,
1423146287761,94.1,0.0,1.0,7.0,3.0,527.0,EventProcessingUnit,ScaleOut,
1423146292763,96.3,0.0,1.0,7.0,4.0,784.0,EventProcessingUnit,ScaleOut,
1423146297763,96.3,0.0,1.0,1.0,7.0,1137.0,EventProcessingUnit,ScaleOut,
1423146302762,96.3,0.0,1.0,10.0,0.0,465.0,EventProcessingUnit,ScaleOut,
1423146307761,96.3,0.0,1.0,5.0,4.0,1206.0,EventProcessingUnit,ScaleOut,
1423146312766,96.3,0.0,1.0,3.0,5.0,948.0,EventProcessingUnit,ScaleOut,
1423146317771,96.3,0.0,1.0,9.0,2.0,636.0,EventProcessingUnit,ScaleOut,
1423146322780,96.3,0.0,1.0,0.0,9.0,1222.0,EventProcessingUnit,ScaleOut,
1423146327789,96.3,0.0,1.0,7.0,3.0,561.0,EventProcessingUnit,ScaleOut,
1423146332817,96.3,0.0,1.0,5.0,6.0,875.0,EventProcessingUnit,ScaleOut,
1423146337821,96.3,0.0,1.0,1.0,8.0,1214.0,EventProcessingUnit,ScaleOut,
1423146342803,96.3,0.0,1.0,7.0,3.0,552.0,EventProcessingUnit,ScaleOut,
1423146347799,96.3,0.0,1.0,6.0,4.0,903.0,EventProcessingUnit,ScaleOut,
1423146352799,96.3,0.0,1.0,2.0,7.0,913.0,EventProcessingUnit,ScaleOut,
1423146357799,96.3,0.0,1.0,10.0,1.0,507.0,EventProcessingUnit,ScaleOut,
1423146362806,96.3,0.0,1.0,2.0,8.0,1084.0,EventProcessingUnit,ScaleOut,
1423146367808,96.3,0.0,1.0,5.0,4.0,716.0,EventProcessingUnit,ScaleOut,
1423146372813,96.3,0.0,1.0,7.0,4.0,770.0,EventProcessingUnit,ScaleOut,
1423146377836,96.3,0.0,1.0,2.0,8.0,910.0,EventProcessingUnit,ScaleOut,
1423146382823,95.8,0.0,1.0,10.0,0.0,487.0,EventProcessingUnit,ScaleOut,
1423146387829,95.8,0.0,1.0,4.0,7.0,946.0,EventProcessingUnit,ScaleOut,
1423146392838,95.8,0.0,1.0,5.0,5.0,631.0,EventProcessingUnit,ScaleOut,
1423146397842,95.8,0.0,1.0,7.0,3.0,625.0,EventProcessingUnit,ScaleOut,
1423146402850,95.8,0.0,1.0,3.0,7.0,1150.0,EventProcessingUnit,ScaleOut,
1423146407851,95.8,0.0,1.0,5.0,4.0,700.0,EventProcessingUnit,ScaleOut,
1423146412857,95.8,0.0,1.0,7.0,4.0,765.0,EventProcessingUnit,ScaleOut,
1423146417863,95.8,0.0,1.0,1.0,9.0,906.0,EventProcessingUnit,ScaleOut,
1423146422860,95.8,0.0,1.0,9.0,1.0,569.0,EventProcessingUnit,ScaleOut,
1423146427880,95.8,0.0,1.0,4.0,6.0,1020.0,EventProcessingUnit,ScaleOut,
1423146432875,95.8,0.0,1.0,5.0,6.0,632.0,EventProcessingUnit,ScaleOut,
1423146437884,95.8,0.0,1.0,8.0,3.0,722.0,EventProcessingUnit,ScaleOut,
1423146442893,95.8,0.0,1.0,0.0,11.0,1000.0,EventProcessingUnit,ScaleOut,
1423146447902,95.8,0.0,1.0,8.0,1.0,597.0,EventProcessingUnit,ScaleOut,
1423146452908,95.7,0.0,1.0,4.0,4.0,1261.0,EventProcessingUnit,ScaleOut,
1423146457953,95.7,0.0,1.0,4.0,6.0,686.0,EventProcessingUnit,ScaleOut,
1423146462915,95.7,0.0,1.0,9.0,1.0,552.0,EventProcessingUnit,ScaleOut,
1423146467918,95.7,0.0,1.0,4.0,7.0,923.0,EventProcessingUnit,ScaleOut,
1423146472919,95.7,0.0,1.0,4.0,3.0,991.0,EventProcessingUnit,ScaleOut,
1423146477917,95.7,0.0,1.0,10.0,1.0,681.0,EventProcessingUnit,ScaleOut,
1423146482919,95.7,0.0,1.0,1.0,9.0,1094.0,EventProcessingUnit,ScaleOut,
1423146487934,95.7,0.0,1.0,7.0,2.0,591.0,EventProcessingUnit,ScaleOut,
1423146492936,95.7,0.0,1.0,6.0,3.0,1022.0,EventProcessingUnit,ScaleOut,
1423146497941,95.7,0.0,1.0,2.0,9.0,830.0,EventProcessingUnit,ScaleOut,
1423146502938,95.7,0.0,1.0,9.0,1.0,512.0,
1423146507938,95.7,0.0,1.0,2.0,8.0,983.0,
1423146512941,95.7,0.0,1.0,6.0,1.0,705.0,
1423146517940,95.7,0.0,1.0,6.0,3.0,906.0,
1423146522943,95.7,0.0,1.0,2.0,7.0,795.0,
1423146527940,95.7,0.0,1.0,5.0,2.0,775.0,
1423146532944,94.5,0.0,1.0,7.0,3.0,769.0,
1423146537942,94.5,0.0,1.0,1.0,8.0,892.0,
1423146542942,94.5,0.0,1.0,8.0,0.0,586.0,
1423146547977,94.5,0.0,1.0,3.0,7.0,937.0,
1423146552970,96.4,0.0,1.0,4.0,2.0,995.0,
1423146557963,96.4,0.0,1.0,7.0,2.0,779.0,
1423146562972,96.4,0.0,1.0,0.0,7.0,1286.0,
1423146567963,96.4,0.0,1.0,7.0,1.0,627.0,
1423146572977,96.4,0.0,1.0,4.0,6.0,912.0,
1423146577964,96.4,0.0,1.0,4.0,3.0,819.0,EventProcessingUnit,ScaleOut,
1423146583000,96.4,0.0,1.0,8.0,2.0,634.0,EventProcessingUnit,ScaleOut,
1423146587999,96.4,0.0,1.0,1.0,9.0,995.0,EventProcessingUnit,ScaleOut,
1423146593004,96.4,0.0,1.0,4.0,2.0,679.0,EventProcessingUnit,ScaleOut,
1423146598009,96.4,0.0,1.0,7.0,3.0,690.0,EventProcessingUnit,ScaleOut,
1423146603008,96.4,0.0,1.0,0.0,6.0,1500.0,EventProcessingUnit,ScaleOut,
1423146608006,96.4,0.0,1.0,6.0,2.0,516.0,EventProcessingUnit,ScaleOut,
1423146613011,96.4,0.0,1.0,8.0,1.0,746.0,EventProcessingUnit,ScaleOut,
1423146618012,96.4,0.0,1.0,0.0,9.0,1111.0,EventProcessingUnit,ScaleOut,
1423146623020,96.4,0.0,1.0,7.0,2.0,512.0,EventProcessingUnit,ScaleOut,
1423146628018,96.4,0.0,1.0,5.0,4.0,978.0,EventProcessingUnit,ScaleOut,
1423146633027,96.4,0.0,1.0,3.0,4.0,920.0,EventProcessingUnit,ScaleOut,
1423146638027,96.4,0.0,1.0,9.0,1.0,583.0,EventProcessingUnit,ScaleOut,
1423146643026,95.3,0.0,1.0,1.0,7.0,1244.0,EventProcessingUnit,ScaleOut,
1423146648037,95.3,0.0,1.0,7.0,2.0,602.0,EventProcessingUnit,ScaleOut,
1423146653029,94.2,0.0,1.0,5.0,3.0,1083.0,EventProcessingUnit,ScaleOut,
1423146658035,94.2,0.0,1.0,2.0,4.0,965.0,EventProcessingUnit,ScaleOut,
1423146663037,94.2,0.0,1.0,6.0,3.0,634.0,EventProcessingUnit,ScaleOut,
1423146668042,94.2,0.0,1.0,6.0,3.0,905.0,EventProcessingUnit,ScaleOut,
1423146673045,96.2,0.0,1.0,2.0,6.0,898.0,EventProcessingUnit,ScaleOut,
1423146678055,96.2,0.0,1.0,9.0,0.0,539.0,EventProcessingUnit,ScaleOut,
1423146683053,96.2,0.0,1.0,2.0,7.0,1086.0,EventProcessingUnit,ScaleOut,
1423146688056,96.2,0.0,1.0,5.0,3.0,695.0,EventProcessingUnit,ScaleOut,
1423146693060,96.2,0.0,1.0,6.0,4.0,787.0,EventProcessingUnit,ScaleOut,
1423146698064,96.2,0.0,1.0,1.0,8.0,897.0,EventProcessingUnit,ScaleOut,
1423146703065,96.2,0.0,1.0,9.0,0.0,478.0,EventProcessingUnit,ScaleOut,
1423146708063,96.2,0.0,1.0,3.0,6.0,1072.0,EventProcessingUnit,ScaleOut,
1423146713069,96.2,0.0,1.0,5.0,3.0,676.0,EventProcessingUnit,ScaleOut,
1423146718071,96.2,0.0,1.0,7.0,1.0,963.0,EventProcessingUnit,ScaleOut,
1423146723077,96.2,0.0,1.0,2.0,7.0,1082.0,EventProcessingUnit,ScaleOut,
1423146728090,96.2,0.0,1.0,5.0,4.0,612.0,EventProcessingUnit,ScaleOut,
1423146733086,96.2,0.0,1.0,6.0,4.0,766.0,EventProcessingUnit,ScaleOut,
1423146738093,96.2,0.0,1.0,1.0,8.0,896.0,EventProcessingUnit,ScaleOut,
1423146743100,96.2,0.0,1.0,9.0,0.0,461.0,EventProcessingUnit,ScaleOut,
1423146748103,96.2,0.0,1.0,3.0,5.0,1185.0,EventProcessingUnit,ScaleOut,
1423146753102,96.2,0.0,1.0,4.0,4.0,752.0,EventProcessingUnit,ScaleOut,
1423146758103,96.2,0.0,1.0,7.0,3.0,730.0,EventProcessingUnit,ScaleOut,
1423146763108,95.7,0.0,1.0,0.0,7.0,1286.0,EventProcessingUnit,ScaleOut,
1423146768110,95.7,0.0,1.0,8.0,1.0,498.0,EventProcessingUnit,ScaleOut,
1423146773113,94.4,0.0,1.0,3.0,6.0,1038.0,EventProcessingUnit,ScaleOut,
1423146778114,94.4,0.0,1.0,4.0,5.0,657.0,EventProcessingUnit,ScaleOut,
1423146783115,94.4,0.0,1.0,5.0,3.0,807.0,EventProcessingUnit,ScaleOut,
1423146788118,94.4,0.0,1.0,5.0,5.0,889.0,EventProcessingUnit,ScaleOut,
1423146793116,95.7,0.0,1.0,3.0,4.0,922.0,EventProcessingUnit,ScaleOut,
1423146798117,95.7,0.0,1.0,9.0,1.0,569.0,EventProcessingUnit,ScaleOut,
1423146803129,95.7,0.0,1.0,1.0,9.0,992.0,EventProcessingUnit,ScaleOut,
1423146808148,95.7,0.0,1.0,6.0,3.0,575.0,EventProcessingUnit,ScaleOut,
1423146813125,95.7,0.0,1.0,5.0,5.0,847.0,EventProcessingUnit,ScaleOut,
1423146818125,95.7,0.0,1.0,2.0,7.0,809.0,EventProcessingUnit,ScaleOut,
1423146823129,95.7,0.0,1.0,9.0,1.0,553.0,EventProcessingUnit,ScaleOut,
1423146828127,95.7,0.0,1.0,1.0,7.0,1238.0,EventProcessingUnit,ScaleOut,
1423146833134,93.9,0.0,1.0,6.0,2.0,640.0,EventProcessingUnit,ScaleOut,
1423146838133,93.9,0.0,1.0,6.0,3.0,913.0,EventProcessingUnit,ScaleOut,
1423146843147,93.9,0.0,1.0,2.0,7.0,796.0,EventProcessingUnit,ScaleOut,
1423146848138,93.9,0.0,1.0,9.0,0.0,518.0,EventProcessingUnit,ScaleOut,
1423146853142,96.2,0.0,1.0,5.0,3.0,1078.0,EventProcessingUnit,ScaleOut,
1423146858147,96.2,0.0,1.0,3.0,5.0,921.0,EventProcessingUnit,ScaleOut,
1423146863150,96.2,0.0,1.0,9.0,1.0,573.0,EventProcessingUnit,ScaleOut,
1423146868150,96.2,0.0,1.0,1.0,7.0,1240.0,EventProcessingUnit,ScaleOut,
1423146873159,93.8,0.0,1.0,6.0,3.0,579.0,EventProcessingUnit,ScaleOut,
1423146878152,93.8,0.0,1.0,5.0,5.0,858.0,EventProcessingUnit,ScaleOut,
1423146883151,93.8,0.0,1.0,3.0,5.0,921.0,EventProcessingUnit,ScaleOut,
1423146888162,93.8,0.0,1.0,9.0,0.0,620.0,EventProcessingUnit,ScaleOut,
1423146893165,96.2,0.0,1.0,2.0,8.0,980.0,
1423146898164,96.2,0.0,1.0,5.0,4.0,581.0,
1423146903163,96.2,0.0,1.0,6.0,3.0,780.0,
1423146908162,96.2,0.0,1.0,1.0,5.0,1176.0,
1423146913163,95.5,0.0,1.0,5.0,2.0,764.0,
1423146918163,95.5,0.0,1.0,6.0,4.0,756.0,
1423146923164,95.5,0.0,1.0,1.0,4.0,1602.0,
1423146928183,95.5,0.0,1.0,8.0,1.0,509.0,
1423146933165,95.5,0.0,1.0,2.0,3.0,1727.0,
1423146938168,95.5,0.0,1.0,5.0,3.0,663.0,
1423146943167,95.5,0.0,1.0,6.0,3.0,730.0,
1423146948169,95.5,0.0,1.0,1.0,7.0,1003.0,
1423146953174,96.1,0.0,1.0,8.0,0.0,582.0,
1423146958171,96.1,0.0,1.0,2.0,5.0,1240.0,
1423146963171,96.1,0.0,1.0,5.0,1.0,872.0,
1423146968173,96.1,0.0,1.0,7.0,1.0,764.0,
1423146973190,96.1,0.0,1.0,0.0,6.0,1333.0,
1423146978186,96.1,0.0,1.0,4.0,4.0,738.0,
1423146983185,96.1,0.0,1.0,6.0,3.0,715.0,
1423146988185,96.1,0.0,1.0,1.0,5.0,1498.0,
1423146993185,96.1,0.0,1.0,7.0,1.0,577.0,
1423146998185,96.1,0.0,1.0,4.0,5.0,899.0,
1423147003186,96.1,0.0,1.0,3.0,3.0,934.0,
1423147008197,96.1,0.0,1.0,7.0,1.0,735.0,EventProcessingUnit,ScaleOut,
1423147013203,96.3,0.0,1.0,1.0,8.0,988.0,EventProcessingUnit,ScaleOut,
1423147018205,96.3,0.0,1.0,6.0,2.0,613.0,EventProcessingUnit,ScaleOut,
1423147023207,96.3,0.0,1.0,5.0,4.0,863.0,EventProcessingUnit,ScaleOut,
1423147028212,96.3,0.0,1.0,3.0,6.0,708.0,EventProcessingUnit,ScaleOut,
1423147033215,96.3,0.0,1.0,9.0,0.0,599.0,EventProcessingUnit,ScaleOut,
1423147038214,96.3,0.0,1.0,2.0,7.0,976.0,EventProcessingUnit,ScaleOut,
1423147043220,96.3,0.0,1.0,1.0,2.0,1698.0,EventProcessingUnit,ScaleOut,
1423147048241,96.3,0.0,1.0,8.0,0.0,471.0,EventProcessingUnit,ScaleOut,
1423147053231,94.5,0.0,1.0,2.0,5.0,1237.0,EventProcessingUnit,ScaleOut,
1423147058235,94.5,0.0,1.0,3.0,5.0,712.0,EventProcessingUnit,ScaleOut,
1423147063233,94.5,0.0,1.0,7.0,2.0,687.0,EventProcessingUnit,ScaleOut,
1423147068235,94.5,0.0,1.0,0.0,8.0,1000.0,EventProcessingUnit,ScaleOut,
1423147073234,96.5,0.0,1.0,7.0,1.0,531.0,EventProcessingUnit,ScaleOut,
1423147078233,96.5,0.0,1.0,3.0,4.0,1207.0,EventProcessingUnit,ScaleOut,
1423147083238,96.5,0.0,1.0,3.0,3.0,925.0,EventProcessingUnit,ScaleOut,
1423147088235,96.5,0.0,1.0,7.0,1.0,735.0,EventProcessingUnit,ScaleOut,
1423147093244,94.9,0.0,1.0,0.0,7.0,1286.0,EventProcessingUnit,ScaleOut,
1423147098247,94.9,0.0,1.0,7.0,2.0,526.0,EventProcessingUnit,ScaleOut,
1423147103252,94.9,0.0,1.0,5.0,5.0,874.0,EventProcessingUnit,ScaleOut,
1423147108253,94.9,0.0,1.0,1.0,7.0,1115.0,EventProcessingUnit,ScaleOut,
1423147113255,95.6,0.0,1.0,6.0,2.0,522.0,EventProcessingUnit,ScaleOut,
1423147118261,95.6,0.0,1.0,4.0,4.0,988.0,EventProcessingUnit,ScaleOut,
1423147123268,95.6,0.0,1.0,3.0,6.0,708.0,EventProcessingUnit,ScaleOut,
1423147128268,95.6,0.0,1.0,9.0,0.0,503.0,EventProcessingUnit,ScaleOut,
1423147133272,95.6,0.0,1.0,2.0,7.0,982.0,EventProcessingUnit,ScaleOut,
1423147138271,95.6,0.0,1.0,5.0,2.0,663.0,EventProcessingUnit,ScaleOut,
1423147143269,95.6,0.0,1.0,5.0,4.0,826.0,EventProcessingUnit,ScaleOut,
1423147148271,95.6,0.0,1.0,2.0,5.0,887.0,EventProcessingUnit,ScaleOut,
1423147153303,95.6,0.0,1.0,8.0,0.0,474.0,EventProcessingUnit,ScaleOut,
1423147158270,95.6,0.0,1.0,2.0,5.0,1245.0,EventProcessingUnit,ScaleOut,
1423147163271,95.6,0.0,1.0,5.0,2.0,645.0,EventProcessingUnit,ScaleOut,
1423147168272,95.6,0.0,1.0,5.0,3.0,930.0,EventProcessingUnit,ScaleOut,
1423147173274,95.6,0.0,1.0,3.0,6.0,1034.0,EventProcessingUnit,ScaleOut,
1423147178271,95.6,0.0,1.0,4.0,5.0,645.0,EventProcessingUnit,ScaleOut,
1423147183273,95.6,0.0,1.0,7.0,2.0,719.0,EventProcessingUnit,ScaleOut,
1423147188277,95.6,0.0,1.0,1.0,8.0,890.0,EventProcessingUnit,ScaleOut,
1423147193274,94.3,0.0,1.0,8.0,1.0,503.0,EventProcessingUnit,ScaleOut,
1423147198284,94.3,0.0,1.0,4.0,5.0,907.0,EventProcessingUnit,ScaleOut,
1423147203276,94.3,0.0,1.0,3.0,3.0,941.0,EventProcessingUnit,ScaleOut,
1423147208282,94.3,0.0,1.0,7.0,2.0,694.0,EventProcessingUnit,ScaleOut,
1423147213282,96.3,0.0,1.0,0.0,5.0,1600.0,EventProcessingUnit,ScaleOut,
1423147218280,96.3,0.0,1.0,7.0,1.0,495.0,EventProcessingUnit,ScaleOut,
1423147223280,96.3,0.0,1.0,4.0,5.0,877.0,EventProcessingUnit,ScaleOut,
1423147228286,96.3,0.0,1.0,3.0,3.0,914.0,EventProcessingUnit,ScaleOut,
1423147233288,92.8,0.0,1.0,8.0,1.0,607.0,EventProcessingUnit,ScaleOut,
1423147238296,92.8,0.0,1.0,5.0,4.0,857.0,EventProcessingUnit,ScaleOut,
1423147243299,92.8,0.0,1.0,1.0,7.0,887.0,EventProcessingUnit,ScaleOut,
1423147248297,92.8,0.0,1.0,8.0,0.0,525.0,EventProcessingUnit,ScaleOut,
1423147253298,96.4,0.0,1.0,2.0,7.0,973.0,EventProcessingUnit,ScaleOut,
1423147258301,96.4,0.0,1.0,5.0,2.0,774.0,EventProcessingUnit,ScaleOut,
1423147263338,96.4,0.0,1.0,5.0,4.0,807.0,EventProcessingUnit,ScaleOut,
1423147268301,96.4,0.0,1.0,0.0,5.0,1600.0,EventProcessingUnit,ScaleOut,
1423147273308,96.4,0.0,1.0,7.0,0.0,587.0,EventProcessingUnit,ScaleOut,
1423147278316,96.4,0.0,1.0,3.0,3.0,1406.0,EventProcessingUnit,ScaleOut,
1423147283318,96.4,0.0,1.0,4.0,4.0,611.0,EventProcessingUnit,ScaleOut,
1423147288320,96.4,0.0,1.0,7.0,3.0,678.0,EventProcessingUnit,ScaleOut,
1423147293317,96.4,0.0,1.0,0.0,6.0,1500.0,EventProcessingUnit,ScaleOut,
1423147298323,96.4,0.0,1.0,7.0,1.0,578.0,EventProcessingUnit,ScaleOut,
1423147303332,96.4,0.0,1.0,7.0,2.0,647.0,EventProcessingUnit,ScaleOut,
1423147308329,96.4,0.0,1.0,0.0,6.0,1500.0,EventProcessingUnit,ScaleOut,
1423147313328,96.4,0.0,1.0,6.0,2.0,619.0,EventProcessingUnit,ScaleOut,
1423147318334,96.4,0.0,1.0,4.0,4.0,987.0,EventProcessingUnit,ScaleOut,
1423147323339,96.4,0.0,1.0,3.0,5.0,798.0,EventProcessingUnit,ScaleOut,
1423147328336,96.4,0.0,1.0,8.0,0.0,672.0,EventProcessingUnit,ScaleOut,
1423147333337,96.4,0.0,1.0,1.0,7.0,1119.0,
1423147338337,96.4,0.0,1.0,5.0,2.0,543.0,
1423147343338,94.7,0.0,1.0,4.0,4.0,840.0,
1423147348339,94.7,0.0,1.0,2.0,5.0,883.0,
1423147353337,94.7,0.0,1.0,8.0,1.0,552.0,
1423147358340,94.7,0.0,1.0,1.0,7.0,993.0,
1423147363339,94.7,0.0,1.0,1.0,3.0,770.0,
1423147368347,94.7,0.0,1.0,7.0,0.0,605.0,
1423147373351,95.2,0.0,1.0,3.0,5.0,1070.0,
1423147378359,95.2,0.0,1.0,4.0,3.0,602.0,
1423147383361,95.2,0.0,1.0,5.0,2.0,868.0,
1423147388369,95.2,0.0,1.0,0.0,5.0,1400.0,
1423147393373,95.2,0.0,1.0,6.0,1.0,525.0,
1423147398378,95.2,0.0,1.0,3.0,4.0,1189.0,
1423147403382,95.2,0.0,1.0,3.0,3.0,804.0,
1423147408387,95.2,0.0,1.0,6.0,0.0,896.0,
1423147413396,95.2,0.0,1.0,0.0,5.0,1600.0,
1423147418396,95.2,0.0,1.0,5.0,2.0,537.0,
1423147423401,95.2,0.0,1.0,5.0,3.0,961.0,
1423147428401,95.2,0.0,1.0,3.0,4.0,770.0,
1423147433403,95.6,0.0,1.0,4.0,3.0,592.0,
1423147438404,95.6,0.0,1.0,5.0,3.0,746.0,
1423147443405,95.6,0.0,1.0,0.0,6.0,1166.0,
1423147448411,95.6,0.0,1.0,7.0,0.0,513.0,
1423147453420,95.6,0.0,1.0,2.0,5.0,1095.0,
1423147458429,95.6,0.0,1.0,4.0,1.0,989.0,
1423147463433,95.6,0.0,1.0,6.0,2.0,723.0,
1423147468436,95.6,0.0,1.0,0.0,8.0,1000.0,
1423147473443,94.9,0.0,1.0,7.0,1.0,513.0,
1423147478444,94.9,0.0,1.0,3.0,4.0,1066.0,
1423147483453,94.9,0.0,1.0,3.0,5.0,684.0,
1423147488452,94.9,0.0,1.0,7.0,1.0,586.0,
1423147493452,94.9,0.0,1.0,1.0,8.0,988.0,
1423147498460,94.9,0.0,1.0,1.0,4.0,1021.0,
1423147503465,94.9,0.0,1.0,7.0,0.0,593.0,
1423147508474,94.9,0.0,1.0,3.0,4.0,1051.0,
1423147513483,94.9,0.0,1.0,3.0,4.0,779.0,
1423147516103,94.9,0.0,1.0,3.0,4.0,779.0,
1423147521112,94.9,0.0,1.0,7.0,2.0,650.0,EventProcessingUnit,ScaleIn,
1423147526118,94.9,0.0,1.0,0.0,4.0,2001.0,EventProcessingUnit,ScaleIn,
1423147531115,94.9,0.0,1.0,6.0,2.0,540.0,EventProcessingUnit,ScaleIn,
1423147536116,93.5,0.0,1.0,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423147541116,93.5,0.0,1.0,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423150655571,58.0,1.0,-1.0,-1.0,-1.0,
1423150660572,58.0,1.0,-1.0,-1.0,-1.0,
1423150665571,58.0,1.0,-1.0,-1.0,-1.0,
1423150670572,58.0,1.0,-1.0,-1.0,-1.0,
1423150675571,58.0,1.0,-1.0,-1.0,-1.0,
1423150680571,58.0,1.0,-1.0,-1.0,-1.0,
1423150685573,58.0,1.0,-1.0,-1.0,-1.0,
1423150690572,58.0,1.0,-1.0,-1.0,-1.0,
1423150695573,0.0,1.0,0.0,0.0,0.0,
1423150700573,0.0,1.0,0.0,19.0,9799.0,
1423150705575,0.0,1.0,8.0,1.0,498.0,
1423150710577,0.0,1.0,2.0,5.0,1366.0,
1423150715576,66.5,1.0,5.0,4.0,597.0,
1423150720576,66.5,1.0,4.0,4.0,905.0,
1423150725581,66.5,1.0,4.0,4.0,633.0,
1423150730587,66.5,1.0,6.0,1.0,945.0,
1423150735624,93.2,1.0,2.0,5.0,1154.0,
1423150740592,93.2,1.0,10.0,0.0,487.0,
1423150745595,93.2,1.0,2.0,5.0,1412.0,EventProcessingUnit,ScaleOut,
1423150750598,93.2,1.0,6.0,2.0,546.0,EventProcessingUnit,ScaleOut,
1423150755600,89.2,1.0,4.0,4.0,1122.0,EventProcessingUnit,ScaleOut,
1423150760601,89.2,1.0,4.0,4.0,600.0,EventProcessingUnit,ScaleOut,
1423150765601,89.2,1.0,5.0,2.0,950.0,EventProcessingUnit,ScaleOut,
1423150770610,89.2,1.0,3.0,5.0,805.0,EventProcessingUnit,ScaleOut,
