Time ,cpu_idle ,connectionRate ,instance , ongoingAction, targetedNodeID
1423145052064,94.1,25.0,1.0,EventProcessingUnit,ScaleOut,
1423145057063,95.4,49.0,1.0,EventProcessingUnit,ScaleOut,
1423145062069,95.4,68.0,1.0,EventProcessingUnit,ScaleOut,
1423145067063,95.5,9.0,1.0,EventProcessingUnit,ScaleOut,
1423145072064,95.5,73.0,1.0,EventProcessingUnit,ScaleOut,
1423145077066,95.0,41.0,1.0,EventProcessingUnit,ScaleOut,
1423145082066,95.0,33.0,1.0,EventProcessingUnit,ScaleOut,
1423145087067,95.3,82.0,1.0,EventProcessingUnit,ScaleOut,
1423145092065,95.3,27.0,1.0,EventProcessingUnit,ScaleOut,
1423145097066,95.2,49.0,1.0,EventProcessingUnit,ScaleOut,
1423145102066,95.2,65.0,1.0,EventProcessingUnit,ScaleOut,
1423145107076,95.0,10.0,1.0,EventProcessingUnit,ScaleOut,
1423145112075,95.0,73.0,1.0,EventProcessingUnit,ScaleOut,
1423145117078,95.0,40.0,1.0,EventProcessingUnit,ScaleOut,
1423145122077,95.0,34.0,1.0,EventProcessingUnit,ScaleOut,
1423145127085,95.7,80.0,1.0,EventProcessingUnit,ScaleOut,
1423145132094,95.7,16.0,1.0,EventProcessingUnit,ScaleOut,
1423145137093,94.0,57.0,1.0,EventProcessingUnit,ScaleOut,
1423145142097,94.0,54.0,1.0,EventProcessingUnit,ScaleOut,
1423145147107,94.8,22.0,1.0,EventProcessingUnit,ScaleOut,
1423145152118,94.8,88.0,1.0,EventProcessingUnit,ScaleOut,
1423145157119,96.0,37.0,1.0,EventProcessingUnit,ScaleOut,
1423145162118,96.0,37.0,1.0,EventProcessingUnit,ScaleOut,
1423145167128,93.3,74.0,1.0,EventProcessingUnit,ScaleOut,
1423145172123,93.3,8.0,1.0,EventProcessingUnit,ScaleOut,
1423145177123,94.6,65.0,1.0,EventProcessingUnit,ScaleOut,
1423145182130,94.6,48.0,1.0,EventProcessingUnit,ScaleOut,
1423145187135,95.4,27.0,1.0,EventProcessingUnit,ScaleOut,
1423145192137,95.4,88.0,1.0,EventProcessingUnit,ScaleOut,
1423145197137,92.2,20.0,1.0,EventProcessingUnit,ScaleOut,
1423145202138,92.2,54.0,1.0,EventProcessingUnit,ScaleOut,
1423145207137,95.6,60.0,1.0,EventProcessingUnit,ScaleOut,
1423145212139,95.6,19.0,1.0,EventProcessingUnit,ScaleOut,
1423145217139,95.6,85.0,1.0,EventProcessingUnit,ScaleOut,
1423145222143,95.6,50.0,1.0,EventProcessingUnit,ScaleOut,
1423145227141,94.3,26.0,1.0,EventProcessingUnit,ScaleOut,
1423145232142,94.3,89.0,1.0,EventProcessingUnit,ScaleOut,
1423145237143,95.5,22.0,1.0,EventProcessingUnit,ScaleOut,
1423145242148,95.5,51.0,1.0,EventProcessingUnit,ScaleOut,
1423145247146,95.4,59.0,1.0,EventProcessingUnit,ScaleOut,
1423145252147,95.4,18.0,1.0,EventProcessingUnit,ScaleOut,
1423145257148,94.2,84.0,1.0,EventProcessingUnit,ScaleOut,
1423145262148,94.2,30.0,1.0,
1423145267153,95.0,49.0,1.0,
1423145272162,95.0,64.0,1.0,
1423145277166,95.2,8.0,1.0,
1423145282164,95.2,71.0,1.0,
1423145287165,94.8,64.0,1.0,
1423145292165,94.8,11.0,1.0,
1423145297166,95.4,73.0,1.0,
1423145302166,95.4,39.0,1.0,
1423145307168,94.6,33.0,1.0,
1423145312169,94.6,82.0,1.0,
1423145317183,95.2,16.0,1.0,
1423145322185,95.2,59.0,1.0,
1423145327187,95.0,53.0,1.0,
1423145332197,95.0,17.0,1.0,
1423145337194,95.1,83.0,1.0,EventProcessingUnit,ScaleOut,
1423145342196,95.1,28.0,1.0,EventProcessingUnit,ScaleOut,
1423145347198,94.8,40.0,1.0,EventProcessingUnit,ScaleOut,
1423145352198,94.8,72.0,1.0,EventProcessingUnit,ScaleOut,
1423145357203,95.0,24.0,1.0,EventProcessingUnit,ScaleOut,
1423145362203,95.0,51.0,1.0,EventProcessingUnit,ScaleOut,
1423145367204,95.6,63.0,1.0,EventProcessingUnit,ScaleOut,
1423145372206,95.6,13.0,1.0,EventProcessingUnit,ScaleOut,
1423145377204,95.5,79.0,1.0,EventProcessingUnit,ScaleOut,
1423145382210,95.5,32.0,1.0,EventProcessingUnit,ScaleOut,
1423145387216,94.4,45.0,1.0,EventProcessingUnit,ScaleOut,
1423145392223,94.4,66.0,1.0,EventProcessingUnit,ScaleOut,
1423145397225,95.8,9.0,1.0,EventProcessingUnit,ScaleOut,
1423145402230,95.8,75.0,1.0,EventProcessingUnit,ScaleOut,
1423145407233,94.4,38.0,1.0,EventProcessingUnit,ScaleOut,
1423145412235,94.4,30.0,1.0,EventProcessingUnit,ScaleOut,
1423145417244,94.7,84.0,1.0,EventProcessingUnit,ScaleOut,
1423145422253,94.7,36.0,1.0,EventProcessingUnit,ScaleOut,
1423145427257,96.0,39.0,1.0,EventProcessingUnit,ScaleOut,
1423145432260,96.0,76.0,1.0,EventProcessingUnit,ScaleOut,
1423145437266,94.1,11.0,1.0,EventProcessingUnit,ScaleOut,
1423145442273,94.1,63.0,1.0,EventProcessingUnit,ScaleOut,
1423145447280,95.0,48.0,1.0,EventProcessingUnit,ScaleOut,
1423145452288,95.0,26.0,1.0,EventProcessingUnit,ScaleOut,
1423145457291,96.0,88.0,1.0,EventProcessingUnit,ScaleOut,
1423145462296,96.0,22.0,1.0,EventProcessingUnit,ScaleOut,
1423145467294,94.7,50.0,1.0,EventProcessingUnit,ScaleOut,
1423145472301,94.7,62.0,1.0,EventProcessingUnit,ScaleOut,
1423145477296,95.1,13.0,1.0,EventProcessingUnit,ScaleOut,
1423145482297,95.1,74.0,1.0,EventProcessingUnit,ScaleOut,
1423145487296,96.1,53.0,1.0,EventProcessingUnit,ScaleOut,
1423145492295,96.1,22.0,1.0,EventProcessingUnit,ScaleOut,
1423145497304,95.2,88.0,1.0,EventProcessingUnit,ScaleOut,
1423145502307,95.2,24.0,1.0,EventProcessingUnit,ScaleOut,
1423145507307,93.6,51.0,1.0,EventProcessingUnit,ScaleOut,
1423145512307,93.6,62.0,1.0,EventProcessingUnit,ScaleOut,
1423145517306,95.7,12.0,1.0,EventProcessingUnit,ScaleOut,
1423145522307,95.7,73.0,1.0,EventProcessingUnit,ScaleOut,
1423145527309,95.3,38.0,1.0,EventProcessingUnit,ScaleOut,
1423145532313,95.3,35.0,1.0,EventProcessingUnit,ScaleOut,
1423145537309,94.6,77.0,1.0,EventProcessingUnit,ScaleOut,
1423145542309,94.6,14.0,1.0,EventProcessingUnit,ScaleOut,
1423145547318,95.9,59.0,1.0,EventProcessingUnit,ScaleOut,
1423145552312,95.9,55.0,1.0,EventProcessingUnit,ScaleOut,
1423145557313,94.8,9.0,1.0,EventProcessingUnit,ScaleOut,
1423145562316,94.8,70.0,1.0,EventProcessingUnit,ScaleOut,
1423145567316,95.0,44.0,1.0,EventProcessingUnit,ScaleOut,
1423145572321,95.0,31.0,1.0,EventProcessingUnit,ScaleOut,
1423145577321,95.6,81.0,1.0,EventProcessingUnit,ScaleOut,
1423145582358,95.6,16.0,1.0,EventProcessingUnit,ScaleOut,
1423145587351,94.5,59.0,1.0,EventProcessingUnit,ScaleOut,
1423145592356,94.5,53.0,1.0,EventProcessingUnit,ScaleOut,
1423145597352,94.5,22.0,1.0,EventProcessingUnit,ScaleOut,
1423145602353,94.5,88.0,1.0,EventProcessingUnit,ScaleOut,
1423145607355,95.6,25.0,1.0,EventProcessingUnit,ScaleOut,
1423145612354,95.6,51.0,1.0,EventProcessingUnit,ScaleOut,
1423145617355,93.9,62.0,1.0,EventProcessingUnit,ScaleOut,
1423145622360,93.9,15.0,1.0,EventProcessingUnit,ScaleOut,
1423145627370,95.4,61.0,1.0,EventProcessingUnit,ScaleOut,
1423145632371,95.4,50.0,1.0,EventProcessingUnit,ScaleOut,
1423145637370,95.7,26.0,1.0,EventProcessingUnit,ScaleOut,
1423145642368,95.7,86.0,1.0,EventProcessingUnit,ScaleOut,
1423145647373,94.1,24.0,1.0,EventProcessingUnit,ScaleOut,
1423145652372,94.1,52.0,1.0,EventProcessingUnit,ScaleOut,
1423145657369,92.5,59.0,1.0,EventProcessingUnit,ScaleOut,
1423145662370,92.5,17.0,1.0,EventProcessingUnit,ScaleOut,
1423145667373,95.9,83.0,1.0,EventProcessingUnit,ScaleOut,
1423145672377,95.9,29.0,1.0,EventProcessingUnit,ScaleOut,
1423145677371,95.9,42.0,1.0,EventProcessingUnit,ScaleOut,
1423145682373,95.9,69.0,1.0,EventProcessingUnit,ScaleOut,
1423145687373,95.0,30.0,1.0,EventProcessingUnit,ScaleOut,
1423145692372,95.0,47.0,1.0,
1423145697374,95.7,66.0,1.0,
1423145702376,95.7,9.0,1.0,
1423145707373,94.4,71.0,1.0,
1423145712374,94.4,53.0,1.0,
1423145717373,95.3,21.0,1.0,
1423145722374,95.3,84.0,1.0,
1423145727374,96.9,29.0,1.0,
1423145732377,96.9,44.0,1.0,
1423145737385,95.0,76.0,1.0,
1423145742383,95.0,11.0,1.0,
1423145747387,94.4,65.0,1.0,
1423145752386,94.4,47.0,1.0,
1423145757389,93.1,17.0,1.0,
1423145762392,93.1,83.0,1.0,
1423145767391,94.1,29.0,1.0,
1423145772391,94.1,47.0,1.0,
1423145777390,91.5,65.0,1.0,
1423145782392,91.5,12.0,1.0,
1423145787393,94.7,78.0,1.0,
1423145792392,94.7,35.0,1.0,
1423145797391,94.4,39.0,1.0,
1423145802393,94.4,74.0,1.0,
1423145807393,95.1,10.0,1.0,
1423145812394,95.1,61.0,1.0,EventProcessingUnit,ScaleOut,
1423145817393,95.7,80.0,1.0,EventProcessingUnit,ScaleOut,
1423145822393,95.7,16.0,1.0,EventProcessingUnit,ScaleOut,
1423145827395,95.3,55.0,1.0,EventProcessingUnit,ScaleOut,
1423145832397,95.3,57.0,1.0,EventProcessingUnit,ScaleOut,
1423145837402,92.3,17.0,1.0,EventProcessingUnit,ScaleOut,
1423145842411,92.3,82.0,1.0,EventProcessingUnit,ScaleOut,
1423145847411,96.2,31.0,1.0,EventProcessingUnit,ScaleOut,
1423145852412,96.2,40.0,1.0,EventProcessingUnit,ScaleOut,
1423145857419,95.0,75.0,1.0,EventProcessingUnit,ScaleOut,
1423145862417,95.0,10.0,1.0,EventProcessingUnit,ScaleOut,
1423145867415,91.9,62.0,1.0,EventProcessingUnit,ScaleOut,
1423145872426,91.9,53.0,1.0,EventProcessingUnit,ScaleOut,
1423145877421,95.2,21.0,1.0,EventProcessingUnit,ScaleOut,
1423145882421,95.2,86.0,1.0,EventProcessingUnit,ScaleOut,
1423145887422,95.1,48.0,1.0,EventProcessingUnit,ScaleOut,
1423145892422,95.1,27.0,1.0,EventProcessingUnit,ScaleOut,
1423145897423,95.4,86.0,1.0,EventProcessingUnit,ScaleOut,
1423145902427,95.4,23.0,1.0,EventProcessingUnit,ScaleOut,
1423145907423,95.7,52.0,1.0,EventProcessingUnit,ScaleOut,
1423145912424,95.7,61.0,1.0,EventProcessingUnit,ScaleOut,
1423145917428,96.0,17.0,1.0,EventProcessingUnit,ScaleOut,
1423145922429,96.0,83.0,1.0,EventProcessingUnit,ScaleOut,
1423145927425,94.1,29.0,1.0,EventProcessingUnit,ScaleOut,
1423145932456,94.1,42.0,1.0,EventProcessingUnit,ScaleOut,
1423145937461,95.2,70.0,1.0,EventProcessingUnit,ScaleOut,
1423145942453,95.2,10.0,1.0,EventProcessingUnit,ScaleOut,
1423145947453,94.6,51.0,1.0,EventProcessingUnit,ScaleOut,
1423145952457,94.6,60.0,1.0,EventProcessingUnit,ScaleOut,
1423145957454,94.3,16.0,1.0,EventProcessingUnit,ScaleOut,
1423145962454,94.3,82.0,1.0,EventProcessingUnit,ScaleOut,
1423145967466,95.7,30.0,1.0,EventProcessingUnit,ScaleOut,
1423145972461,95.7,45.0,1.0,EventProcessingUnit,ScaleOut,
1423145977463,92.7,68.0,1.0,EventProcessingUnit,ScaleOut,
1423145982464,92.7,9.0,1.0,EventProcessingUnit,ScaleOut,
1423145987473,93.2,73.0,1.0,EventProcessingUnit,ScaleOut,
1423145992473,93.2,41.0,1.0,EventProcessingUnit,ScaleOut,
1423145997475,95.8,35.0,1.0,EventProcessingUnit,ScaleOut,
1423146002478,95.8,77.0,1.0,EventProcessingUnit,ScaleOut,
1423146007482,95.0,11.0,1.0,EventProcessingUnit,ScaleOut,
1423146012485,95.0,38.0,1.0,EventProcessingUnit,ScaleOut,
1423146017484,94.4,76.0,1.0,EventProcessingUnit,ScaleOut,
1423146022486,94.4,11.0,1.0,EventProcessingUnit,ScaleOut,
1423146027491,95.9,63.0,1.0,EventProcessingUnit,ScaleOut,
1423146032500,95.9,49.0,1.0,EventProcessingUnit,ScaleOut,
1423146037504,95.1,25.0,1.0,EventProcessingUnit,ScaleOut,
1423146042508,95.1,87.0,1.0,EventProcessingUnit,ScaleOut,
1423146047506,94.9,19.0,1.0,EventProcessingUnit,ScaleOut,
1423146052506,94.9,50.0,1.0,EventProcessingUnit,ScaleOut,
1423146057507,96.4,62.0,1.0,EventProcessingUnit,ScaleOut,
1423146062516,96.4,10.0,1.0,EventProcessingUnit,ScaleOut,
1423146067523,94.9,77.0,1.0,EventProcessingUnit,ScaleOut,
1423146072533,94.9,47.0,1.0,EventProcessingUnit,ScaleOut,
1423146077530,95.2,19.0,1.0,
1423146082527,95.2,86.0,1.0,
1423146087534,96.2,27.0,1.0,
1423146092535,96.2,47.0,1.0,
1423146097540,93.5,67.0,1.0,
1423146102536,93.5,9.0,1.0,
1423146107543,95.4,72.0,1.0,
1423146112545,95.4,40.0,1.0,
1423146117559,94.8,32.0,1.0,
1423146122551,94.8,85.0,1.0,
1423146127563,94.3,21.0,1.0,
1423146132561,94.3,55.0,1.0,
1423146137566,92.3,77.0,1.0,
1423146142565,92.3,12.0,1.0,
1423146147569,95.8,61.0,1.0,
1423146152569,95.8,52.0,1.0,
1423146157597,91.9,25.0,1.0,
1423146162583,91.9,89.0,1.0,
1423146167587,94.9,22.0,1.0,
1423146172589,94.9,54.0,1.0,
1423146177588,94.8,58.0,1.0,
1423146182593,94.8,17.0,1.0,
1423146187702,94.8,78.0,1.0,
1423146192598,94.8,36.0,1.0,
1423146197606,95.0,41.0,1.0,
1423146202604,95.0,80.0,1.0,
1423146207608,95.9,34.0,1.0,
1423146212606,95.9,40.0,1.0,
1423146217609,94.3,72.0,1.0,
1423146222671,94.3,9.0,1.0,
1423146227673,95.2,72.0,1.0,
1423146232675,95.2,40.0,1.0,EventProcessingUnit,ScaleOut,
1423146237678,95.5,30.0,1.0,EventProcessingUnit,ScaleOut,
1423146242684,95.5,71.0,1.0,EventProcessingUnit,ScaleOut,
1423146247746,94.6,40.0,1.0,EventProcessingUnit,ScaleOut,
1423146252744,94.6,35.0,1.0,EventProcessingUnit,ScaleOut,
1423146257750,95.7,78.0,1.0,EventProcessingUnit,ScaleOut,
1423146262744,95.7,11.0,1.0,EventProcessingUnit,ScaleOut,
1423146267751,96.6,38.0,1.0,EventProcessingUnit,ScaleOut,
1423146272752,96.6,74.0,1.0,EventProcessingUnit,ScaleOut,
1423146277754,94.7,10.0,1.0,EventProcessingUnit,ScaleOut,
1423146282758,94.7,63.0,1.0,EventProcessingUnit,ScaleOut,
1423146287761,95.4,50.0,1.0,EventProcessingUnit,ScaleOut,
1423146292763,95.4,25.0,1.0,EventProcessingUnit,ScaleOut,
1423146297763,96.1,88.0,1.0,EventProcessingUnit,ScaleOut,
1423146302762,96.1,24.0,1.0,EventProcessingUnit,ScaleOut,
1423146307761,96.0,41.0,1.0,EventProcessingUnit,ScaleOut,
1423146312766,96.0,71.0,1.0,EventProcessingUnit,ScaleOut,
1423146317771,94.3,9.0,1.0,EventProcessingUnit,ScaleOut,
1423146322780,94.3,73.0,1.0,EventProcessingUnit,ScaleOut,
1423146327789,95.3,39.0,1.0,EventProcessingUnit,ScaleOut,
1423146332817,95.3,36.0,1.0,EventProcessingUnit,ScaleOut,
1423146337821,95.6,65.0,1.0,EventProcessingUnit,ScaleOut,
1423146342803,95.6,47.0,1.0,EventProcessingUnit,ScaleOut,
1423146347799,94.7,29.0,1.0,EventProcessingUnit,ScaleOut,
1423146352799,94.7,85.0,1.0,EventProcessingUnit,ScaleOut,
1423146357799,96.2,18.0,1.0,EventProcessingUnit,ScaleOut,
1423146362806,96.2,57.0,1.0,EventProcessingUnit,ScaleOut,
1423146367808,94.3,56.0,1.0,EventProcessingUnit,ScaleOut,
1423146372813,94.3,20.0,1.0,EventProcessingUnit,ScaleOut,
1423146377836,94.5,86.0,1.0,EventProcessingUnit,ScaleOut,
1423146382823,94.5,26.0,1.0,EventProcessingUnit,ScaleOut,
1423146387829,96.1,51.0,1.0,EventProcessingUnit,ScaleOut,
1423146392838,96.1,61.0,1.0,EventProcessingUnit,ScaleOut,
1423146397842,94.5,22.0,1.0,EventProcessingUnit,ScaleOut,
1423146402850,94.5,53.0,1.0,EventProcessingUnit,ScaleOut,
1423146407851,96.3,60.0,1.0,EventProcessingUnit,ScaleOut,
1423146412857,96.3,17.0,1.0,EventProcessingUnit,ScaleOut,
1423146417863,94.8,81.0,1.0,EventProcessingUnit,ScaleOut,
1423146422860,94.8,31.0,1.0,EventProcessingUnit,ScaleOut,
1423146427880,95.0,44.0,1.0,EventProcessingUnit,ScaleOut,
1423146432875,95.0,69.0,1.0,EventProcessingUnit,ScaleOut,
1423146437884,95.6,10.0,1.0,EventProcessingUnit,ScaleOut,
1423146442893,95.6,76.0,1.0,EventProcessingUnit,ScaleOut,
1423146447902,95.1,36.0,1.0,EventProcessingUnit,ScaleOut,
1423146452908,95.1,39.0,1.0,EventProcessingUnit,ScaleOut,
1423146457953,95.0,73.0,1.0,EventProcessingUnit,ScaleOut,
1423146462915,95.0,33.0,1.0,EventProcessingUnit,ScaleOut,
1423146467918,95.5,42.0,1.0,EventProcessingUnit,ScaleOut,
1423146472919,95.5,70.0,1.0,EventProcessingUnit,ScaleOut,
1423146477917,95.3,9.0,1.0,EventProcessingUnit,ScaleOut,
1423146482919,95.3,65.0,1.0,EventProcessingUnit,ScaleOut,
1423146487934,94.3,51.0,1.0,EventProcessingUnit,ScaleOut,
1423146492936,94.3,24.0,1.0,EventProcessingUnit,ScaleOut,
1423146497941,95.6,89.0,1.0,EventProcessingUnit,ScaleOut,
1423146502938,95.6,23.0,1.0,
1423146507938,94.9,56.0,1.0,
1423146512941,94.9,55.0,1.0,
1423146517940,95.2,19.0,1.0,
1423146522943,95.2,84.0,1.0,
1423146527940,95.7,63.0,1.0,
1423146532944,95.7,11.0,1.0,
1423146537942,95.1,77.0,1.0,
1423146542942,95.1,37.0,1.0,
1423146547977,94.6,40.0,1.0,
1423146552970,94.6,72.0,1.0,
1423146557963,93.1,10.0,1.0,
1423146562972,93.1,70.0,1.0,
1423146567963,94.6,44.0,1.0,
1423146572977,94.6,35.0,1.0,
1423146577964,93.9,77.0,1.0,EventProcessingUnit,ScaleOut,
1423146583000,93.9,13.0,1.0,EventProcessingUnit,ScaleOut,
1423146587999,95.2,62.0,1.0,EventProcessingUnit,ScaleOut,
1423146593004,95.2,61.0,1.0,EventProcessingUnit,ScaleOut,
1423146598009,95.0,9.0,1.0,EventProcessingUnit,ScaleOut,
1423146603008,95.0,68.0,1.0,EventProcessingUnit,ScaleOut,
1423146608006,95.2,54.0,1.0,EventProcessingUnit,ScaleOut,
1423146613011,95.2,10.0,1.0,EventProcessingUnit,ScaleOut,
1423146618012,95.7,63.0,1.0,EventProcessingUnit,ScaleOut,
1423146623020,95.7,49.0,1.0,EventProcessingUnit,ScaleOut,
1423146628018,95.1,26.0,1.0,EventProcessingUnit,ScaleOut,
1423146633027,95.1,87.0,1.0,EventProcessingUnit,ScaleOut,
1423146638027,94.9,19.0,1.0,EventProcessingUnit,ScaleOut,
1423146643026,94.9,59.0,1.0,EventProcessingUnit,ScaleOut,
1423146648037,94.6,53.0,1.0,EventProcessingUnit,ScaleOut,
1423146653029,94.6,25.0,1.0,EventProcessingUnit,ScaleOut,
1423146658035,94.1,50.0,1.0,EventProcessingUnit,ScaleOut,
1423146663037,94.1,62.0,1.0,EventProcessingUnit,ScaleOut,
1423146668042,94.0,16.0,1.0,EventProcessingUnit,ScaleOut,
1423146673045,94.0,83.0,1.0,EventProcessingUnit,ScaleOut,
1423146678055,96.2,28.0,1.0,EventProcessingUnit,ScaleOut,
1423146683053,96.2,48.0,1.0,EventProcessingUnit,ScaleOut,
1423146688056,94.6,65.0,1.0,EventProcessingUnit,ScaleOut,
1423146693060,94.6,11.0,1.0,EventProcessingUnit,ScaleOut,
1423146698064,94.1,78.0,1.0,EventProcessingUnit,ScaleOut,
1423146703065,94.1,34.0,1.0,EventProcessingUnit,ScaleOut,
1423146708063,95.3,44.0,1.0,EventProcessingUnit,ScaleOut,
1423146713069,95.3,68.0,1.0,EventProcessingUnit,ScaleOut,
1423146718071,95.1,9.0,1.0,EventProcessingUnit,ScaleOut,
1423146723077,95.1,45.0,1.0,EventProcessingUnit,ScaleOut,
1423146728090,95.0,66.0,1.0,EventProcessingUnit,ScaleOut,
1423146733086,95.0,9.0,1.0,EventProcessingUnit,ScaleOut,
1423146738093,95.6,76.0,1.0,EventProcessingUnit,ScaleOut,
1423146743100,95.6,36.0,1.0,EventProcessingUnit,ScaleOut,
1423146748103,94.6,39.0,1.0,EventProcessingUnit,ScaleOut,
1423146753102,94.6,75.0,1.0,EventProcessingUnit,ScaleOut,
1423146758103,94.6,10.0,1.0,EventProcessingUnit,ScaleOut,
1423146763108,94.6,69.0,1.0,EventProcessingUnit,ScaleOut,
1423146768110,95.1,43.0,1.0,EventProcessingUnit,ScaleOut,
1423146773113,95.1,34.0,1.0,EventProcessingUnit,ScaleOut,
1423146778114,94.0,77.0,1.0,EventProcessingUnit,ScaleOut,
1423146783115,94.0,18.0,1.0,EventProcessingUnit,ScaleOut,
1423146788118,94.2,25.0,1.0,EventProcessingUnit,ScaleOut,
1423146793116,94.2,89.0,1.0,EventProcessingUnit,ScaleOut,
1423146798117,95.5,23.0,1.0,EventProcessingUnit,ScaleOut,
1423146803129,95.5,54.0,1.0,EventProcessingUnit,ScaleOut,
1423146808148,94.9,59.0,1.0,EventProcessingUnit,ScaleOut,
1423146813125,94.9,18.0,1.0,EventProcessingUnit,ScaleOut,
1423146818125,94.9,86.0,1.0,EventProcessingUnit,ScaleOut,
1423146823129,94.9,25.0,1.0,EventProcessingUnit,ScaleOut,
1423146828127,95.3,52.0,1.0,EventProcessingUnit,ScaleOut,
1423146833134,95.3,60.0,1.0,EventProcessingUnit,ScaleOut,
1423146838133,94.5,14.0,1.0,EventProcessingUnit,ScaleOut,
1423146843147,94.5,80.0,1.0,EventProcessingUnit,ScaleOut,
1423146848138,94.9,33.0,1.0,EventProcessingUnit,ScaleOut,
1423146853142,94.9,19.0,1.0,EventProcessingUnit,ScaleOut,
1423146858147,95.4,88.0,1.0,EventProcessingUnit,ScaleOut,
1423146863150,95.4,24.0,1.0,EventProcessingUnit,ScaleOut,
1423146868150,92.9,54.0,1.0,EventProcessingUnit,ScaleOut,
1423146873159,92.9,59.0,1.0,EventProcessingUnit,ScaleOut,
1423146878152,94.8,19.0,1.0,EventProcessingUnit,ScaleOut,
1423146883151,94.8,87.0,1.0,EventProcessingUnit,ScaleOut,
1423146888162,94.8,26.0,1.0,EventProcessingUnit,ScaleOut,
1423146893165,94.8,48.0,1.0,
1423146898164,94.7,64.0,1.0,
1423146903163,94.7,12.0,1.0,
1423146908162,94.4,75.0,1.0,
1423146913163,94.4,69.0,1.0,
1423146918163,96.1,9.0,1.0,
1423146923164,96.1,75.0,1.0,
1423146928183,95.1,37.0,1.0,
1423146933165,95.1,41.0,1.0,
1423146938168,94.3,71.0,1.0,
1423146943167,94.3,9.0,1.0,
1423146948169,95.3,76.0,1.0,
1423146953174,95.3,37.0,1.0,
1423146958171,94.6,41.0,1.0,
1423146963171,94.6,73.0,1.0,
1423146968173,94.8,8.0,1.0,
1423146973190,94.8,69.0,1.0,
1423146978186,95.8,76.0,1.0,
1423146983185,95.8,11.0,1.0,
1423146988185,94.8,64.0,1.0,
1423146993185,94.8,46.0,1.0,
1423146998185,94.1,28.0,1.0,
1423147003186,94.1,85.0,1.0,
1423147008197,93.3,19.0,1.0,EventProcessingUnit,ScaleOut,
1423147013203,93.3,56.0,1.0,EventProcessingUnit,ScaleOut,
1423147018205,94.6,57.0,1.0,EventProcessingUnit,ScaleOut,
1423147023207,94.6,20.0,1.0,EventProcessingUnit,ScaleOut,
1423147028212,94.5,87.0,1.0,EventProcessingUnit,ScaleOut,
1423147033215,94.5,26.0,1.0,EventProcessingUnit,ScaleOut,
1423147038214,95.3,49.0,1.0,EventProcessingUnit,ScaleOut,
1423147043220,95.3,78.0,1.0,EventProcessingUnit,ScaleOut,
1423147048241,94.3,38.0,1.0,EventProcessingUnit,ScaleOut,
1423147053231,94.3,36.0,1.0,EventProcessingUnit,ScaleOut,
1423147058235,92.9,76.0,1.0,EventProcessingUnit,ScaleOut,
1423147063233,92.9,10.0,1.0,EventProcessingUnit,ScaleOut,
1423147068235,95.5,68.0,1.0,EventProcessingUnit,ScaleOut,
1423147073234,95.5,45.0,1.0,EventProcessingUnit,ScaleOut,
1423147078233,94.7,30.0,1.0,EventProcessingUnit,ScaleOut,
1423147083238,94.7,83.0,1.0,EventProcessingUnit,ScaleOut,
1423147088235,94.0,15.0,1.0,EventProcessingUnit,ScaleOut,
1423147093244,94.0,59.0,1.0,EventProcessingUnit,ScaleOut,
1423147098247,95.2,52.0,1.0,EventProcessingUnit,ScaleOut,
1423147103252,95.2,24.0,1.0,EventProcessingUnit,ScaleOut,
1423147108253,94.9,55.0,1.0,EventProcessingUnit,ScaleOut,
1423147113255,94.9,56.0,1.0,EventProcessingUnit,ScaleOut,
1423147118261,93.0,18.0,1.0,EventProcessingUnit,ScaleOut,
1423147123268,93.0,86.0,1.0,EventProcessingUnit,ScaleOut,
1423147128268,95.2,27.0,1.0,EventProcessingUnit,ScaleOut,
1423147133272,95.2,48.0,1.0,EventProcessingUnit,ScaleOut,
1423147138271,91.8,65.0,1.0,EventProcessingUnit,ScaleOut,
1423147143269,91.8,11.0,1.0,EventProcessingUnit,ScaleOut,
1423147148271,94.5,77.0,1.0,EventProcessingUnit,ScaleOut,
1423147153303,94.5,35.0,1.0,EventProcessingUnit,ScaleOut,
1423147158270,95.6,42.0,1.0,EventProcessingUnit,ScaleOut,
1423147163271,95.6,68.0,1.0,EventProcessingUnit,ScaleOut,
1423147168272,94.9,10.0,1.0,EventProcessingUnit,ScaleOut,
1423147173274,94.9,33.0,1.0,EventProcessingUnit,ScaleOut,
1423147178271,94.8,78.0,1.0,EventProcessingUnit,ScaleOut,
1423147183273,94.8,10.0,1.0,EventProcessingUnit,ScaleOut,
1423147188277,93.3,66.0,1.0,EventProcessingUnit,ScaleOut,
1423147193274,93.3,45.0,1.0,EventProcessingUnit,ScaleOut,
1423147198284,95.1,30.0,1.0,EventProcessingUnit,ScaleOut,
1423147203276,95.1,84.0,1.0,EventProcessingUnit,ScaleOut,
1423147208282,94.4,15.0,1.0,EventProcessingUnit,ScaleOut,
1423147213282,94.4,61.0,1.0,EventProcessingUnit,ScaleOut,
1423147218280,95.3,53.0,1.0,EventProcessingUnit,ScaleOut,
1423147223280,95.3,23.0,1.0,EventProcessingUnit,ScaleOut,
1423147228286,93.3,89.0,1.0,EventProcessingUnit,ScaleOut,
1423147233288,93.3,24.0,1.0,EventProcessingUnit,ScaleOut,
1423147238296,95.0,13.0,1.0,EventProcessingUnit,ScaleOut,
