Time ,cpu_idle ,connectionRate ,instance , ongoingAction, targetedNodeID
1423150065173,96.7,21.0,1.0,EventProcessingUnit,ScaleOut,
1423150070174,96.5,31.0,1.0,EventProcessingUnit,ScaleOut,
1423150075176,96.5,12.0,1.0,EventProcessingUnit,ScaleOut,
1423150080180,96.2,39.0,1.0,EventProcessingUnit,ScaleOut,
1423150085181,96.2,10.0,1.0,EventProcessingUnit,ScaleOut,
1423150090182,96.9,32.0,1.0,EventProcessingUnit,ScaleOut,
1423150095183,96.9,20.0,1.0,EventProcessingUnit,ScaleOut,
1423150100187,96.8,22.0,1.0,EventProcessingUnit,ScaleOut,
1423150105188,96.8,30.0,1.0,EventProcessingUnit,ScaleOut,
1423150110187,96.6,12.0,1.0,EventProcessingUnit,ScaleOut,
1423150115187,96.6,39.0,1.0,EventProcessingUnit,ScaleOut,
1423150120193,96.9,11.0,1.0,EventProcessingUnit,ScaleOut,
1423150125199,96.9,32.0,1.0,EventProcessingUnit,ScaleOut,
1423150130203,95.2,21.0,1.0,EventProcessingUnit,ScaleOut,
1423150135205,95.2,20.0,1.0,EventProcessingUnit,ScaleOut,
1423150140209,95.2,31.0,1.0,EventProcessingUnit,ScaleOut,
1423150145210,95.2,12.0,1.0,EventProcessingUnit,ScaleOut,
1423150150215,96.7,39.0,1.0,EventProcessingUnit,ScaleOut,
1423150155215,96.7,12.0,1.0,EventProcessingUnit,ScaleOut,
1423150160222,96.2,29.0,1.0,EventProcessingUnit,ScaleOut,
1423150165224,96.2,23.0,1.0,EventProcessingUnit,ScaleOut,
1423150170224,94.4,18.0,1.0,EventProcessingUnit,ScaleOut,
1423150175225,94.4,34.0,1.0,EventProcessingUnit,ScaleOut,
1423150180226,96.6,11.0,1.0,EventProcessingUnit,ScaleOut,
1423150185234,96.6,38.0,1.0,EventProcessingUnit,ScaleOut,
1423150190242,95.3,15.0,1.0,EventProcessingUnit,ScaleOut,
1423150195243,95.3,27.0,1.0,EventProcessingUnit,ScaleOut,
1423150200244,96.8,25.0,1.0,EventProcessingUnit,ScaleOut,
1423150205244,96.8,17.0,1.0,EventProcessingUnit,ScaleOut,
1423150210247,97.5,36.0,1.0,EventProcessingUnit,ScaleOut,
1423150215255,97.5,10.0,1.0,EventProcessingUnit,ScaleOut,
1423150220255,95.8,37.0,1.0,EventProcessingUnit,ScaleOut,
1423150225255,95.8,15.0,1.0,EventProcessingUnit,ScaleOut,
1423150230259,96.1,27.0,1.0,EventProcessingUnit,ScaleOut,
1423150235268,96.1,25.0,1.0,EventProcessingUnit,ScaleOut,
1423150240270,97.3,17.0,1.0,EventProcessingUnit,ScaleOut,
1423150245274,97.3,36.0,1.0,EventProcessingUnit,ScaleOut,
1423150250275,96.1,10.0,1.0,EventProcessingUnit,ScaleOut,
1423150255279,96.1,36.0,1.0,EventProcessingUnit,ScaleOut,
1423150260282,96.3,16.0,1.0,EventProcessingUnit,ScaleOut,
1423150265289,96.3,20.0,1.0,EventProcessingUnit,ScaleOut,
1423150270290,96.1,32.0,1.0,EventProcessingUnit,ScaleOut,
1423150275295,96.1,11.0,1.0,EventProcessingUnit,ScaleOut,
1423150280300,96.8,39.0,1.0,EventProcessingUnit,ScaleOut,
1423150285300,96.8,12.0,1.0,EventProcessingUnit,ScaleOut,
1423150290317,96.2,30.0,1.0,EventProcessingUnit,ScaleOut,
1423150295351,96.2,23.0,1.0,EventProcessingUnit,ScaleOut,
1423150300315,96.9,19.0,1.0,
1423150305313,96.9,33.0,1.0,
1423150310331,95.9,11.0,1.0,
1423150315324,95.9,38.0,1.0,
1423150320325,94.0,13.0,1.0,
1423150325390,94.0,29.0,1.0,
1423150330362,96.9,23.0,1.0,
1423150335365,96.9,19.0,1.0,
1423150340369,96.7,33.0,1.0,
1423150345377,96.7,11.0,1.0,
1423150350387,93.3,38.0,1.0,
1423150355388,93.3,14.0,1.0,
1423150360384,97.2,29.0,1.0,EventProcessingUnit,ScaleOut,
1423150365390,97.2,24.0,1.0,EventProcessingUnit,ScaleOut,
1423150370392,95.8,18.0,1.0,EventProcessingUnit,ScaleOut,
1423150375391,95.8,35.0,1.0,EventProcessingUnit,ScaleOut,
1423150380392,96.2,11.0,1.0,EventProcessingUnit,ScaleOut,
1423150385392,96.2,37.0,1.0,EventProcessingUnit,ScaleOut,
1423150390392,97.5,15.0,1.0,EventProcessingUnit,ScaleOut,
1423150395391,97.5,27.0,1.0,EventProcessingUnit,ScaleOut,
1423150400392,89.5,25.0,1.0,EventProcessingUnit,ScaleOut,
1423150405394,89.5,17.0,1.0,EventProcessingUnit,ScaleOut,
1423150410392,94.4,34.0,1.0,EventProcessingUnit,ScaleOut,
1423150415393,94.4,12.0,1.0,EventProcessingUnit,ScaleOut,
1423150420393,96.6,39.0,1.0,EventProcessingUnit,ScaleOut,
1423150425393,96.6,13.0,1.0,EventProcessingUnit,ScaleOut,
1423150430394,96.9,29.0,1.0,EventProcessingUnit,ScaleOut,
1423150435393,96.9,22.0,1.0,EventProcessingUnit,ScaleOut,
1423150440401,95.2,20.0,1.0,EventProcessingUnit,ScaleOut,
1423150445401,95.2,32.0,1.0,EventProcessingUnit,ScaleOut,
1423150450403,97.2,11.0,1.0,EventProcessingUnit,ScaleOut,
1423150455411,97.2,39.0,1.0,EventProcessingUnit,ScaleOut,
1423150460419,96.9,13.0,1.0,EventProcessingUnit,ScaleOut,
1423150465423,96.9,30.0,1.0,EventProcessingUnit,ScaleOut,
1423150470420,96.5,22.0,1.0,EventProcessingUnit,ScaleOut,
1423150475425,96.5,20.0,1.0,EventProcessingUnit,ScaleOut,
1423150480430,96.9,31.0,1.0,EventProcessingUnit,ScaleOut,
1423150485436,96.9,13.0,1.0,EventProcessingUnit,ScaleOut,
1423150490439,95.9,38.0,1.0,EventProcessingUnit,ScaleOut,
1423150495446,95.9,10.0,1.0,EventProcessingUnit,ScaleOut,
1423150500450,93.4,32.0,1.0,EventProcessingUnit,ScaleOut,
1423150505453,93.4,20.0,1.0,EventProcessingUnit,ScaleOut,
1423150510456,96.8,22.0,1.0,EventProcessingUnit,ScaleOut,
1423150515459,96.8,29.0,1.0,EventProcessingUnit,ScaleOut,
1423150520461,88.9,13.0,1.0,EventProcessingUnit,ScaleOut,
1423150525463,88.9,37.0,1.0,EventProcessingUnit,ScaleOut,
1423150530463,96.4,9.0,1.0,EventProcessingUnit,ScaleOut,
1423150535466,96.4,35.0,1.0,EventProcessingUnit,ScaleOut,
1423150540475,97.2,18.0,1.0,EventProcessingUnit,ScaleOut,
1423150545480,97.2,25.0,1.0,EventProcessingUnit,ScaleOut,
1423150550482,93.7,27.0,1.0,EventProcessingUnit,ScaleOut,
1423150555486,93.7,15.0,1.0,EventProcessingUnit,ScaleOut,
1423150560490,96.2,36.0,1.0,EventProcessingUnit,ScaleOut,
1423150565497,96.2,11.0,1.0,EventProcessingUnit,ScaleOut,
1423150570498,96.9,35.0,1.0,EventProcessingUnit,ScaleOut,
1423150575499,96.9,16.0,1.0,EventProcessingUnit,ScaleOut,
1423150580499,94.1,26.0,1.0,EventProcessingUnit,ScaleOut,
1423150585500,94.1,26.0,1.0,EventProcessingUnit,ScaleOut,
1423150590501,95.7,15.0,1.0,EventProcessingUnit,ScaleOut,
1423150595503,95.7,36.0,1.0,EventProcessingUnit,ScaleOut,
1423150600503,96.8,10.0,1.0,EventProcessingUnit,ScaleOut,
1423150605521,96.8,38.0,1.0,EventProcessingUnit,ScaleOut,
1423150610512,94.4,14.0,1.0,EventProcessingUnit,ScaleOut,
1423150615519,94.4,29.0,1.0,EventProcessingUnit,ScaleOut,
1423150620523,96.1,23.0,1.0,EventProcessingUnit,ScaleOut,
1423150625529,96.1,19.0,1.0,EventProcessingUnit,ScaleOut,
1423150630535,97.3,34.0,1.0,EventProcessingUnit,ScaleOut,
1423150635540,97.3,12.0,1.0,EventProcessingUnit,ScaleOut,
1423150640545,96.7,39.0,1.0,EventProcessingUnit,ScaleOut,
1423150645550,96.7,14.0,1.0,EventProcessingUnit,ScaleOut,
1423150650553,96.1,28.0,1.0,EventProcessingUnit,ScaleOut,
1423150655571,96.1,22.0,1.0,
1423150660572,97.2,18.0,1.0,
1423150665571,97.2,34.0,1.0,
1423150670572,94.9,11.0,1.0,
1423150675571,94.9,38.0,1.0,
1423150680571,96.0,14.0,1.0,
1423150685573,96.0,30.0,1.0,
1423150690572,96.1,23.0,1.0,
1423150695573,96.1,19.0,1.0,
1423150700573,95.3,33.0,1.0,
1423150705575,95.3,12.0,1.0,
1423150710577,96.4,38.0,1.0,
1423150715576,96.4,11.0,1.0,
1423150720576,96.6,32.0,1.0,
1423150725581,96.6,20.0,1.0,
1423150730587,97.0,23.0,1.0,
1423150735624,97.0,29.0,1.0,
1423150740592,95.8,14.0,1.0,
1423150745595,95.8,37.0,1.0,EventProcessingUnit,ScaleOut,
1423150750598,96.3,10.0,1.0,EventProcessingUnit,ScaleOut,
1423150755600,96.3,35.0,1.0,EventProcessingUnit,ScaleOut,
1423150760601,94.4,16.0,1.0,EventProcessingUnit,ScaleOut,
1423150765601,94.4,26.0,1.0,EventProcessingUnit,ScaleOut,
1423150770610,96.7,26.0,1.0,EventProcessingUnit,ScaleOut,
1423150775619,96.7,17.0,1.0,EventProcessingUnit,ScaleOut,
1423150780625,97.1,36.0,1.0,EventProcessingUnit,ScaleOut,
1423150785627,97.1,12.0,1.0,EventProcessingUnit,ScaleOut,
1423150790633,96.3,37.0,1.0,EventProcessingUnit,ScaleOut,
1423150795642,96.3,14.0,1.0,EventProcessingUnit,ScaleOut,
1423150800663,96.7,29.0,1.0,EventProcessingUnit,ScaleOut,
1423150805646,96.7,23.0,1.0,EventProcessingUnit,ScaleOut,
1423150810653,96.3,18.0,1.0,EventProcessingUnit,ScaleOut,
1423150815657,96.3,35.0,1.0,EventProcessingUnit,ScaleOut,
1423150820660,97.0,12.0,1.0,EventProcessingUnit,ScaleOut,
1423150825663,97.0,39.0,1.0,EventProcessingUnit,ScaleOut,
1423150830672,96.6,14.0,1.0,EventProcessingUnit,ScaleOut,
1423150835672,96.6,30.0,1.0,EventProcessingUnit,ScaleOut,
1423150840671,97.4,23.0,1.0,EventProcessingUnit,ScaleOut,
1423150845680,97.4,21.0,1.0,EventProcessingUnit,ScaleOut,
1423150850682,96.0,31.0,1.0,EventProcessingUnit,ScaleOut,
1423150855684,96.0,13.0,1.0,EventProcessingUnit,ScaleOut,
1423150860691,96.6,38.0,1.0,EventProcessingUnit,ScaleOut,
1423150865693,96.6,11.0,1.0,EventProcessingUnit,ScaleOut,
1423150870694,97.0,32.0,1.0,EventProcessingUnit,ScaleOut,
1423150875712,97.0,20.0,1.0,EventProcessingUnit,ScaleOut,
1423150880716,96.3,23.0,1.0,EventProcessingUnit,ScaleOut,
1423150885722,96.3,29.0,1.0,EventProcessingUnit,ScaleOut,
1423150890728,96.9,14.0,1.0,EventProcessingUnit,ScaleOut,
1423150895733,96.9,37.0,1.0,EventProcessingUnit,ScaleOut,
1423150900738,97.1,10.0,1.0,EventProcessingUnit,ScaleOut,
1423150905737,97.1,35.0,1.0,EventProcessingUnit,ScaleOut,
1423150910737,96.0,17.0,1.0,EventProcessingUnit,ScaleOut,
1423150915738,96.0,25.0,1.0,EventProcessingUnit,ScaleOut,
1423150920824,96.4,26.0,1.0,EventProcessingUnit,ScaleOut,
1423150925828,96.4,16.0,1.0,EventProcessingUnit,ScaleOut,
1423150930844,97.4,36.0,1.0,EventProcessingUnit,ScaleOut,
1423150935839,97.4,11.0,1.0,EventProcessingUnit,ScaleOut,
1423150940841,96.7,37.0,1.0,EventProcessingUnit,ScaleOut,
1423150945843,96.7,14.0,1.0,EventProcessingUnit,ScaleOut,
1423150950849,93.4,26.0,1.0,EventProcessingUnit,ScaleOut,
1423150955865,93.4,25.0,1.0,EventProcessingUnit,ScaleOut,
1423150960858,97.1,18.0,1.0,EventProcessingUnit,ScaleOut,
1423150965859,97.1,34.0,1.0,EventProcessingUnit,ScaleOut,
1423150970867,97.0,11.0,1.0,EventProcessingUnit,ScaleOut,
1423150975869,97.0,39.0,1.0,EventProcessingUnit,ScaleOut,
1423150980959,96.1,14.0,1.0,EventProcessingUnit,ScaleOut,
1423150985966,97.4,22.0,1.0,EventProcessingUnit,ScaleOut,
1423150990973,97.4,21.0,1.0,EventProcessingUnit,ScaleOut,
1423150995974,96.3,31.0,1.0,EventProcessingUnit,ScaleOut,
1423151000976,96.3,14.0,1.0,EventProcessingUnit,ScaleOut,
1423151005979,93.8,38.0,1.0,EventProcessingUnit,ScaleOut,
1423151010981,93.8,10.0,1.0,EventProcessingUnit,ScaleOut,
1423151015989,97.4,33.0,1.0,EventProcessingUnit,ScaleOut,
1423151020990,97.4,19.0,1.0,
1423151025990,96.4,23.0,1.0,
1423151030991,96.4,28.0,1.0,
1423151035991,93.9,15.0,1.0,
1423151040993,93.9,37.0,1.0,
1423151045994,96.6,10.0,1.0,
1423151050993,96.6,10.0,1.0,
1423151055992,96.7,16.0,1.0,
1423151060995,96.7,28.0,1.0,
1423151065997,96.7,28.0,1.0,
1423151071001,95.3,25.0,1.0,
1423151075998,96.9,33.0,1.0,
1423151081001,96.9,33.0,1.0,
1423151085998,95.2,38.0,1.0,
1423151091064,95.2,11.0,1.0,
1423151096045,95.2,11.0,1.0,EventProcessingUnit,ScaleOut,
1423151101050,96.2,31.0,1.0,EventProcessingUnit,ScaleOut,
1423151106053,96.2,21.0,1.0,EventProcessingUnit,ScaleOut,
1423151111057,96.9,32.0,1.0,EventProcessingUnit,ScaleOut,
1423151116061,96.9,32.0,1.0,EventProcessingUnit,ScaleOut,
1423151121060,96.4,37.0,1.0,EventProcessingUnit,ScaleOut,
1423151126061,96.6,14.0,1.0,EventProcessingUnit,ScaleOut,
1423151131063,96.6,29.0,1.0,EventProcessingUnit,ScaleOut,
1423151136072,97.2,23.0,1.0,EventProcessingUnit,ScaleOut,
1423151141072,97.2,21.0,1.0,EventProcessingUnit,ScaleOut,
1423151146073,96.4,32.0,1.0,EventProcessingUnit,ScaleOut,
1423151151074,96.4,13.0,1.0,EventProcessingUnit,ScaleOut,
1423151156075,96.4,13.0,1.0,EventProcessingUnit,ScaleOut,
1423151161075,96.5,11.0,1.0,EventProcessingUnit,ScaleOut,
1423151166080,96.3,33.0,1.0,EventProcessingUnit,ScaleOut,
1423151171080,96.3,20.0,1.0,EventProcessingUnit,ScaleOut,
1423151176083,96.4,23.0,1.0,EventProcessingUnit,ScaleOut,
1423151181090,96.4,29.0,1.0,EventProcessingUnit,ScaleOut,
1423151186092,96.3,14.0,1.0,EventProcessingUnit,ScaleOut,
1423151191111,96.3,37.0,1.0,EventProcessingUnit,ScaleOut,
1423151196107,97.0,10.0,1.0,EventProcessingUnit,ScaleOut,
1423151201110,97.0,33.0,1.0,EventProcessingUnit,ScaleOut,
1423151206110,96.4,18.0,1.0,EventProcessingUnit,ScaleOut,
1423151211116,96.4,25.0,1.0,EventProcessingUnit,ScaleOut,
1423151216118,96.7,27.0,1.0,EventProcessingUnit,ScaleOut,
1423151221156,96.7,17.0,1.0,EventProcessingUnit,ScaleOut,
1423151226165,96.6,36.0,1.0,EventProcessingUnit,ScaleOut,
1423151231167,96.6,10.0,1.0,EventProcessingUnit,ScaleOut,
1423151236190,96.6,10.0,1.0,EventProcessingUnit,ScaleOut,
1423151241196,96.8,15.0,1.0,EventProcessingUnit,ScaleOut,
1423151246197,96.3,28.0,1.0,EventProcessingUnit,ScaleOut,
1423151251200,96.3,23.0,1.0,EventProcessingUnit,ScaleOut,
1423151256208,96.9,20.0,1.0,EventProcessingUnit,ScaleOut,
1423151261208,96.9,32.0,1.0,EventProcessingUnit,ScaleOut,
1423151266216,96.2,13.0,1.0,EventProcessingUnit,ScaleOut,
1423151271221,96.2,38.0,1.0,EventProcessingUnit,ScaleOut,
1423151276222,96.7,10.0,1.0,EventProcessingUnit,ScaleOut,
1423151281232,96.7,32.0,1.0,EventProcessingUnit,ScaleOut,
1423151286225,96.9,23.0,1.0,EventProcessingUnit,ScaleOut,
1423151291256,96.9,20.0,1.0,EventProcessingUnit,ScaleOut,
1423151296230,96.9,20.0,1.0,EventProcessingUnit,ScaleOut,
1423151301227,96.0,13.0,1.0,EventProcessingUnit,ScaleOut,
1423151306227,96.3,37.0,1.0,EventProcessingUnit,ScaleOut,
1423151311275,96.3,37.0,1.0,EventProcessingUnit,ScaleOut,
1423151316233,97.9,33.0,1.0,EventProcessingUnit,ScaleOut,
1423151321238,97.9,18.0,1.0,EventProcessingUnit,ScaleOut,
1423151326238,96.3,26.0,1.0,EventProcessingUnit,ScaleOut,
1423151331243,96.3,27.0,1.0,EventProcessingUnit,ScaleOut,
1423151336268,96.3,27.0,1.0,EventProcessingUnit,ScaleOut,
1423151341269,96.4,17.0,1.0,EventProcessingUnit,ScaleOut,
1423151346266,97.3,11.0,1.0,EventProcessingUnit,ScaleOut,
1423151351270,97.3,39.0,1.0,EventProcessingUnit,ScaleOut,
1423151356270,95.6,12.0,1.0,EventProcessingUnit,ScaleOut,
1423151361273,95.6,30.0,1.0,EventProcessingUnit,ScaleOut,
1423151366278,96.8,22.0,1.0,EventProcessingUnit,ScaleOut,
1423151371285,96.8,21.0,1.0,EventProcessingUnit,ScaleOut,
1423151376291,96.4,30.0,1.0,EventProcessingUnit,ScaleOut,
1423151381297,96.4,14.0,1.0,EventProcessingUnit,ScaleOut,
1423151386304,94.6,37.0,1.0,EventProcessingUnit,ScaleOut,
1423151391310,94.6,11.0,1.0,EventProcessingUnit,ScaleOut,
1423151396310,96.0,34.0,1.0,EventProcessingUnit,ScaleOut,
1423151401312,96.0,17.0,1.0,EventProcessingUnit,ScaleOut,
1423151406314,97.5,26.0,1.0,EventProcessingUnit,ScaleOut,
1423151411313,97.5,27.0,1.0,EventProcessingUnit,ScaleOut,
1423151416322,96.0,17.0,1.0,EventProcessingUnit,ScaleOut,
1423151421331,96.0,36.0,1.0,EventProcessingUnit,ScaleOut,
1423151426338,96.4,11.0,1.0,EventProcessingUnit,ScaleOut,
1423151431342,96.4,35.0,1.0,EventProcessingUnit,ScaleOut,
1423151436371,97.2,16.0,1.0,EventProcessingUnit,ScaleOut,
1423151441358,97.2,26.0,1.0,EventProcessingUnit,ScaleOut,
1423151446362,95.8,25.0,1.0,
1423151451361,95.8,19.0,1.0,
1423151456360,96.4,33.0,1.0,
1423151461360,96.4,13.0,1.0,
1423151466366,96.9,38.0,1.0,
1423151471363,96.9,10.0,1.0,
1423151476363,96.5,33.0,1.0,
1423151481363,96.5,18.0,1.0,
1423151486363,95.9,25.0,1.0,
1423151491387,95.9,27.0,1.0,
1423151496363,97.3,16.0,1.0,
1423151501365,97.3,36.0,1.0,
1423151506366,96.5,11.0,1.0,
1423151511365,96.5,38.0,1.0,
1423151516365,96.1,16.0,1.0,
1423151521365,96.1,27.0,1.0,
1423151526372,96.8,25.0,1.0,
1423151531368,96.8,18.0,1.0,
1423151536370,94.2,34.0,1.0,
1423151541371,94.2,12.0,1.0,
1423151546370,96.5,39.0,1.0,
1423151551370,96.5,12.0,1.0,
1423151556370,96.5,31.0,1.0,
1423151561372,96.5,20.0,1.0,EventProcessingUnit,ScaleOut,
1423151566371,96.6,23.0,1.0,EventProcessingUnit,ScaleOut,
1423151571371,96.6,29.0,1.0,EventProcessingUnit,ScaleOut,
1423151576371,96.7,15.0,1.0,EventProcessingUnit,ScaleOut,
1423151581373,96.7,37.0,1.0,EventProcessingUnit,ScaleOut,
1423151586374,95.0,9.0,1.0,EventProcessingUnit,ScaleOut,
1423151591379,95.0,33.0,1.0,EventProcessingUnit,ScaleOut,
1423151596386,96.7,18.0,1.0,EventProcessingUnit,ScaleOut,
1423151601407,96.7,25.0,1.0,EventProcessingUnit,ScaleOut,
1423151606392,95.0,27.0,1.0,EventProcessingUnit,ScaleOut,
1423151611393,95.0,17.0,1.0,EventProcessingUnit,ScaleOut,
1423151616413,95.0,17.0,1.0,EventProcessingUnit,ScaleOut,
1423151621396,95.4,11.0,1.0,EventProcessingUnit,ScaleOut,
1423151626399,96.2,37.0,1.0,EventProcessingUnit,ScaleOut,
1423151631405,96.2,14.0,1.0,EventProcessingUnit,ScaleOut,
1423151636410,96.5,28.0,1.0,EventProcessingUnit,ScaleOut,
1423151641412,96.5,23.0,1.0,EventProcessingUnit,ScaleOut,
1423151646413,96.9,20.0,1.0,EventProcessingUnit,ScaleOut,
1423151651415,96.9,31.0,1.0,EventProcessingUnit,ScaleOut,
1423151656424,96.3,14.0,1.0,EventProcessingUnit,ScaleOut,
1423151661423,96.3,14.0,1.0,EventProcessingUnit,ScaleOut,
1423151666449,96.3,37.0,1.0,EventProcessingUnit,ScaleOut,
1423151671470,97.2,9.0,1.0,EventProcessingUnit,ScaleOut,
1423151676492,97.2,34.0,1.0,EventProcessingUnit,ScaleOut,
1423151681472,95.9,26.0,1.0,EventProcessingUnit,ScaleOut,
1423151686470,96.0,26.0,1.0,EventProcessingUnit,ScaleOut,
1423151691479,96.0,26.0,1.0,EventProcessingUnit,ScaleOut,
1423151696484,96.0,17.0,1.0,EventProcessingUnit,ScaleOut,
1423151701477,97.8,11.0,1.0,EventProcessingUnit,ScaleOut,
1423151706490,96.4,38.0,1.0,EventProcessingUnit,ScaleOut,
1423151711476,96.4,13.0,1.0,EventProcessingUnit,ScaleOut,
1423151716476,96.7,29.0,1.0,EventProcessingUnit,ScaleOut,
1423151721476,96.7,26.0,1.0,EventProcessingUnit,ScaleOut,
1423151726476,95.2,17.0,1.0,EventProcessingUnit,ScaleOut,
1423151731476,95.2,35.0,1.0,EventProcessingUnit,ScaleOut,
1423151736507,95.2,35.0,1.0,EventProcessingUnit,ScaleOut,
1423151741502,96.1,12.0,1.0,EventProcessingUnit,ScaleOut,
1423151746548,96.1,39.0,1.0,EventProcessingUnit,ScaleOut,
1423151751526,96.7,30.0,1.0,EventProcessingUnit,ScaleOut,
1423151756529,97.2,22.0,1.0,EventProcessingUnit,ScaleOut,
1423151761541,97.2,22.0,1.0,EventProcessingUnit,ScaleOut,
1423151766540,94.4,30.0,1.0,EventProcessingUnit,ScaleOut,
1423151771547,94.4,13.0,1.0,EventProcessingUnit,ScaleOut,
1423151776544,96.6,37.0,1.0,EventProcessingUnit,ScaleOut,
1423151781546,96.6,1.0,1.0,EventProcessingUnit,ScaleOut,
1423151786549,96.2,35.0,1.0,
1423151791549,96.2,17.0,1.0,
1423151796548,97.1,26.0,1.0,
1423151801548,97.1,25.0,1.0,
1423151806549,96.9,18.0,1.0,
1423151811550,96.9,33.0,1.0,
1423151816549,97.4,13.0,1.0,
1423151821552,97.4,38.0,1.0,
1423151826550,96.4,12.0,1.0,
1423151831550,96.4,32.0,1.0,
1423151836552,96.6,20.0,1.0,
1423151841555,96.6,24.0,1.0,
1423151846578,96.6,24.0,1.0,
1423151851565,97.4,15.0,1.0,
1423151856569,96.8,36.0,1.0,
1423151861567,96.8,10.0,1.0,
1423151866577,96.1,36.0,1.0,EventProcessingUnit,ScaleOut,
1423151871565,96.1,21.0,1.0,EventProcessingUnit,ScaleOut,
1423151876567,97.3,20.0,1.0,EventProcessingUnit,ScaleOut,
1423151881567,97.3,30.0,1.0,EventProcessingUnit,ScaleOut,
1423151886568,96.1,14.0,1.0,EventProcessingUnit,ScaleOut,
1423151891567,96.1,37.0,1.0,EventProcessingUnit,ScaleOut,
1423151896567,96.6,9.0,1.0,EventProcessingUnit,ScaleOut,
1423151901589,96.6,34.0,1.0,EventProcessingUnit,ScaleOut,
1423151906571,96.5,18.0,1.0,EventProcessingUnit,ScaleOut,
1423151911576,96.5,26.0,1.0,EventProcessingUnit,ScaleOut,
1423151916570,97.0,27.0,1.0,EventProcessingUnit,ScaleOut,
1423151921569,97.0,16.0,1.0,EventProcessingUnit,ScaleOut,
1423151926568,95.2,35.0,1.0,EventProcessingUnit,ScaleOut,
1423151931571,95.2,12.0,1.0,EventProcessingUnit,ScaleOut,
1423151936570,97.4,38.0,1.0,EventProcessingUnit,ScaleOut,
1423151941572,97.4,13.0,1.0,EventProcessingUnit,ScaleOut,
1423151946573,96.4,29.0,1.0,EventProcessingUnit,ScaleOut,
1423151951572,96.4,22.0,1.0,EventProcessingUnit,ScaleOut,
1423151956573,96.5,20.0,1.0,EventProcessingUnit,ScaleOut,
1423151961573,96.5,31.0,1.0,EventProcessingUnit,ScaleOut,
1423151966574,97.4,14.0,1.0,EventProcessingUnit,ScaleOut,
1423151971577,97.4,37.0,1.0,EventProcessingUnit,ScaleOut,
1423151976573,95.2,11.0,1.0,EventProcessingUnit,ScaleOut,
1423151981576,95.2,34.0,1.0,EventProcessingUnit,ScaleOut,
1423151986575,96.3,17.0,1.0,EventProcessingUnit,ScaleOut,
1423151991575,96.3,26.0,1.0,EventProcessingUnit,ScaleOut,
1423151996583,97.5,25.0,1.0,EventProcessingUnit,ScaleOut,
1423152001582,97.5,25.0,1.0,EventProcessingUnit,ScaleOut,
1423152006577,95.1,35.0,1.0,EventProcessingUnit,ScaleOut,
1423152011587,95.1,35.0,1.0,EventProcessingUnit,ScaleOut,
1423152016584,96.3,35.0,1.0,EventProcessingUnit,ScaleOut,
1423152021593,96.3,17.0,1.0,EventProcessingUnit,ScaleOut,
1423152026596,96.9,26.0,1.0,EventProcessingUnit,ScaleOut,
1423152031596,96.9,25.0,1.0,EventProcessingUnit,ScaleOut,
1423152036597,96.4,19.0,1.0,EventProcessingUnit,ScaleOut,
1423152041598,96.4,19.0,1.0,EventProcessingUnit,ScaleOut,
1423152046646,96.4,33.0,1.0,EventProcessingUnit,ScaleOut,
1423152051644,96.8,38.0,1.0,EventProcessingUnit,ScaleOut,
1423152056644,97.3,11.0,1.0,EventProcessingUnit,ScaleOut,
1423152061648,97.3,33.0,1.0,EventProcessingUnit,ScaleOut,
1423152066652,96.7,19.0,1.0,EventProcessingUnit,ScaleOut,
1423152071654,96.7,24.0,1.0,EventProcessingUnit,ScaleOut,
1423152076654,96.2,27.0,1.0,EventProcessingUnit,ScaleOut,
1423152081657,96.2,16.0,1.0,
1423152086655,96.9,36.0,1.0,
1423152091660,96.9,10.0,1.0,
1423152096662,96.9,37.0,1.0,
1423152101660,96.9,15.0,1.0,
1423152106660,94.9,28.0,1.0,
1423152111661,94.9,23.0,1.0,
1423152116660,96.4,20.0,1.0,
1423152121660,96.4,31.0,1.0,
1423152126670,96.4,31.0,1.0,
1423152131664,94.1,37.0,1.0,
1423152136706,94.1,37.0,1.0,
1423152141714,96.5,34.0,1.0,
1423152146695,97.5,18.0,1.0,
1423152151695,97.5,25.0,1.0,
1423152156696,97.5,25.0,1.0,
1423152161695,96.5,14.0,1.0,
1423152166697,96.5,37.0,1.0,
1423152171701,96.5,9.0,1.0,
1423152176703,97.0,35.0,1.0,
1423152181700,97.0,18.0,1.0,
1423152186699,95.6,25.0,1.0,
1423152191698,95.6,25.0,1.0,
1423152196698,96.5,17.0,1.0,
1423152201699,96.5,35.0,1.0,
1423152206699,97.3,12.0,1.0,
1423152211699,97.3,38.0,1.0,
1423152216701,97.3,13.0,1.0,
1423152221699,97.3,31.0,1.0,EventProcessingUnit,ScaleOut,
1423152226700,97.3,20.0,1.0,EventProcessingUnit,ScaleOut,
1423152231701,97.3,24.0,1.0,EventProcessingUnit,ScaleOut,
1423152236743,95.4,28.0,1.0,EventProcessingUnit,ScaleOut,
1423152241728,95.4,14.0,1.0,EventProcessingUnit,ScaleOut,
1423152246730,94.7,36.0,1.0,EventProcessingUnit,ScaleOut,
1423152251734,94.7,10.0,1.0,EventProcessingUnit,ScaleOut,
1423152256736,94.3,36.0,1.0,EventProcessingUnit,ScaleOut,
1423152261736,94.3,15.0,1.0,EventProcessingUnit,ScaleOut,
