Time ,cost , ongoingAction, targetedNodeID
1423152121660,0.2778,
1423152126670,0.2778,
1423152131664,0.2431,
1423152136706,0.2431,
1423152141714,0.2431,
1423152146695,0.3241,
1423152151695,0.1852,
1423152156696,0.1852,
1423152161695,0.1944,
1423152166697,0.1852,
1423152171701,0.2778,
1423152176703,0.1691,
1423152181700,0.3535,
1423152186699,0.1852,
1423152191698,0.3535,
1423152196698,0.2593,
1423152201699,0.2288,
1423152206699,0.2431,
1423152211699,0.1768,
1423152216701,0.2778,
1423152221699,0.1768,EventProcessingUnit,ScaleOut,
1423152226700,0.2991,EventProcessingUnit,ScaleOut,
1423152231701,0.2047,EventProcessingUnit,ScaleOut,
1423152236743,0.2778,EventProcessingUnit,ScaleOut,
1423152241728,0.2288,EventProcessingUnit,ScaleOut,
1423152246730,0.2431,EventProcessingUnit,ScaleOut,
1423152251734,0.2991,EventProcessingUnit,ScaleOut,
1423152256736,0.216,EventProcessingUnit,ScaleOut,
1423152261736,0.2593,EventProcessingUnit,ScaleOut,
1423152266739,0.2431,EventProcessingUnit,ScaleOut,
1423152271745,0.4861,EventProcessingUnit,ScaleOut,
1423152276754,0.2288,EventProcessingUnit,ScaleOut,
1423152281752,0.2778,EventProcessingUnit,ScaleOut,
1423152286755,0.2778,EventProcessingUnit,ScaleOut,
1423152291773,0.1768,EventProcessingUnit,ScaleOut,
1423152296766,0.3241,EventProcessingUnit,ScaleOut,
1423152301771,0.3241,EventProcessingUnit,ScaleOut,
1423152306762,0.2991,EventProcessingUnit,ScaleOut,
1423152311765,0.162,EventProcessingUnit,ScaleOut,
1423152316765,0.2593,EventProcessingUnit,ScaleOut,
1423152321765,0.2593,EventProcessingUnit,ScaleOut,
1423152326791,0.1556,EventProcessingUnit,ScaleOut,
1423152331783,0.3241,EventProcessingUnit,ScaleOut,
1423152336780,0.162,EventProcessingUnit,ScaleOut,
1423152341781,0.2431,EventProcessingUnit,ScaleOut,
1423152346779,0.216,EventProcessingUnit,ScaleOut,
1423152351797,0.1944,EventProcessingUnit,ScaleOut,
1423152356779,0.216,EventProcessingUnit,ScaleOut,
1423152361786,0.1852,EventProcessingUnit,ScaleOut,
1423152366785,0.1852,EventProcessingUnit,ScaleOut,
1423152371780,0.216,EventProcessingUnit,ScaleOut,
1423152376781,0.2593,EventProcessingUnit,ScaleOut,
1423152381781,0.1944,EventProcessingUnit,ScaleOut,
1423152386782,0.3241,EventProcessingUnit,ScaleOut,
1423152391785,0.216,EventProcessingUnit,ScaleOut,
1423152396784,0.2288,EventProcessingUnit,ScaleOut,
1423152401784,0.2431,EventProcessingUnit,ScaleOut,
1423152406792,0.2288,EventProcessingUnit,ScaleOut,
1423152411788,0.2288,EventProcessingUnit,ScaleOut,
1423152416782,0.1768,EventProcessingUnit,ScaleOut,
1423152421785,0.2991,EventProcessingUnit,ScaleOut,
1423152426786,0.2593,EventProcessingUnit,ScaleOut,
1423152431786,0.216,EventProcessingUnit,ScaleOut,
1423152436788,0.2288,EventProcessingUnit,ScaleOut,
1423152441798,0.2288,EventProcessingUnit,ScaleOut,
1423152446819,0.216,EventProcessingUnit,ScaleOut,
1423152451794,0.3241,EventProcessingUnit,ScaleOut,
1423152456793,0.2778,EventProcessingUnit,ScaleOut,
1423152461797,0.2431,EventProcessingUnit,ScaleOut,
1423152466800,0.2047,EventProcessingUnit,ScaleOut,
1423152471795,0.1768,EventProcessingUnit,ScaleOut,
1423152476795,0.2431,EventProcessingUnit,ScaleOut,
1423152481798,0.2288,EventProcessingUnit,ScaleOut,
1423152486794,0.1852,EventProcessingUnit,ScaleOut,
1423152491796,0.3535,EventProcessingUnit,ScaleOut,
1423152496795,0.216,EventProcessingUnit,ScaleOut,
1423152501799,0.2991,EventProcessingUnit,ScaleOut,
1423152506804,0.2346,
1423152511802,0.3519,
1423152516802,0.2346,
1423152521803,0.3016,
1423152526809,0.2815,
1423152531812,0.2222,
1423152536812,0.3838,
1423152541809,0.2011,
1423152546809,0.2639,
1423152551809,0.2346,
1423152556811,0.2222,
1423152561812,0.2484,
1423152566812,0.2484,
1423152571809,0.2639,
1423152576813,0.2222,
1423152581813,0.2222,
1423152586811,0.2815,
1423152591810,0.2011,
1423152596811,0.3016,
1423152601810,0.2111,
1423152606813,0.3248,
1423152611813,0.1919,
1423152616815,0.3248,
1423152621815,0.2011,
1423152626817,0.2484,
1423152631816,0.3016,
1423152636813,0.2815,
1423152641813,0.2815,
1423152646820,0.2346,
1423152651815,0.4222,EventProcessingUnit,ScaleOut,
1423152656816,0.2011,EventProcessingUnit,ScaleOut,
1423152661816,0.3248,EventProcessingUnit,ScaleOut,
1423152666848,0.2222,EventProcessingUnit,ScaleOut,
1423152671822,0.3519,EventProcessingUnit,ScaleOut,
1423152676824,0.2484,EventProcessingUnit,ScaleOut,
1423152681820,0.2484,EventProcessingUnit,ScaleOut,
1423152686821,0.2815,EventProcessingUnit,ScaleOut,
1423152691826,0.2011,EventProcessingUnit,ScaleOut,
1423152696823,0.3016,EventProcessingUnit,ScaleOut,
1423152701832,0.1689,EventProcessingUnit,ScaleOut,
1423152706836,0.3016,EventProcessingUnit,ScaleOut,
1423152711846,0.2639,EventProcessingUnit,ScaleOut,
1423152716852,0.3248,EventProcessingUnit,ScaleOut,
1423152721860,0.3248,EventProcessingUnit,ScaleOut,
1423152726865,0.2346,EventProcessingUnit,ScaleOut,
1423152731864,0.3016,EventProcessingUnit,ScaleOut,
1423152736866,0.2222,EventProcessingUnit,ScaleOut,
1423152741873,0.2815,EventProcessingUnit,ScaleOut,
1423152746873,0.2346,EventProcessingUnit,ScaleOut,
1423152751874,0.2815,EventProcessingUnit,ScaleOut,
1423152756873,0.2484,EventProcessingUnit,ScaleOut,
1423152761920,0.2484,EventProcessingUnit,ScaleOut,
1423152766907,0.3248,EventProcessingUnit,ScaleOut,
1423152771921,0.3016,EventProcessingUnit,ScaleOut,
1423152776912,0.3519,EventProcessingUnit,ScaleOut,
1423152781911,0.1759,EventProcessingUnit,ScaleOut,
1423152786913,0.3838,EventProcessingUnit,ScaleOut,
1423152791916,0.2222,EventProcessingUnit,ScaleOut,
1423152796919,0.2639,EventProcessingUnit,ScaleOut,
1423152801918,0.2815,EventProcessingUnit,ScaleOut,
1423152806917,0.1919,EventProcessingUnit,ScaleOut,
1423152811918,0.4222,EventProcessingUnit,ScaleOut,
1423152816921,0.2011,EventProcessingUnit,ScaleOut,
1423152821923,0.3248,EventProcessingUnit,ScaleOut,
1423152826968,0.3248,EventProcessingUnit,ScaleOut,
1423152831951,0.3016,EventProcessingUnit,ScaleOut,
1423152836944,0.2346,EventProcessingUnit,ScaleOut,
1423152841946,0.3016,EventProcessingUnit,ScaleOut,
1423152846949,0.1919,EventProcessingUnit,ScaleOut,
1423152851963,0.3838,EventProcessingUnit,ScaleOut,
1423152856961,0.3248,EventProcessingUnit,ScaleOut,
1423152861964,0.2111,EventProcessingUnit,ScaleOut,
1423152866963,0.3519,EventProcessingUnit,ScaleOut,
1423152871961,0.1759,EventProcessingUnit,ScaleOut,
1423152876968,0.3519,EventProcessingUnit,ScaleOut,
1423152881969,0.1919,EventProcessingUnit,ScaleOut,
1423152886969,0.2639,EventProcessingUnit,ScaleOut,
1423152891970,0.2484,EventProcessingUnit,ScaleOut,
1423152896970,0.2815,EventProcessingUnit,ScaleOut,
1423152901970,0.2815,EventProcessingUnit,ScaleOut,
1423152906979,0.2222,EventProcessingUnit,ScaleOut,
1423152911981,0.3016,EventProcessingUnit,ScaleOut,
1423152916985,0.2531,
1423152921989,0.4556,
1423152926998,0.2398,
1423152931999,0.4141,
1423152936999,0.268,
1423152941999,0.3037,
1423152946999,0.2847,
1423152952000,0.2169,
1423152957002,0.3254,
1423152962002,0.2169,
1423152967011,0.3504,
1423152972012,0.2398,
1423152977018,0.3504,
1423152982018,0.2278,
1423152987025,0.2847,
1423152992029,0.268,
1423152997034,0.2531,
1423153002037,0.4141,
1423153007046,0.1898,
1423153012050,0.4141,
1423153017056,0.2531,
1423153022065,0.3037,
1423153027070,0.2531,
1423153032073,0.268,
1423153037079,0.4141,
1423153042086,0.2071,
1423153047086,0.3504,
1423153052088,0.2278,
1423153057092,0.3254,
1423153062099,0.2071,
1423153067107,0.268,
1423153072113,0.3254,
1423153077117,0.2278,
1423153077587,0.2278,
1423153082591,0.2847,EventProcessingUnit,ScaleIn,
1423153087597,0.268,EventProcessingUnit,ScaleIn,
1423153092602,0.2847,EventProcessingUnit,ScaleIn,
1423153097603,0.2398,EventProcessingUnit,ScaleIn,
1423153102604,0.2639,
1423153107611,0.2346,
1423153112609,0.3248,
1423153117609,0.2815,
1423153122609,0.1759,
1423153127702,0.2346,
1423153132699,0.1919,
1423153137699,0.3248,
1423153142713,0.2346,
1423153147710,0.2222,
1423153152711,0.2111,
1423153157711,0.2346,
1423153162711,0.2111,
1423153167712,0.2011,
1423153172712,0.2815,
1423153177712,0.2222,
1423153182712,0.2346,
1423153187713,0.2222,
1423153192713,0.2346,
1423153197718,0.3016,
1423153202718,0.2346,
1423153207722,0.2639,EventProcessingUnit,ScaleIn,
1423153212727,0.2346,EventProcessingUnit,ScaleIn,
1423153217729,0.2346,EventProcessingUnit,ScaleIn,
1423153222729,0.3248,EventProcessingUnit,ScaleIn,
1423153227730,0.2431,
1423153232730,0.2431,
1423153237731,0.1944,
1423153242731,0.3535,
1423153247731,0.2593,
1423153252732,0.5556,
1423153257732,0.216,
1423153262733,0.2593,
1423153267733,0.2047,
1423153272734,0.216,
1423153277734,0.3241,
1423153282734,0.2288,
1423153287734,0.3241,
1423153292735,0.2431,
1423153297736,0.2593,
1423153302735,0.3535,
1423153307736,0.2288,
1423153312738,0.3241,
1423153317736,0.216,
1423153322738,0.3241,
1423153327737,0.216,
1423153332737,0.2991,
1423153337740,0.2288,
1423153342739,0.2991,
1423153347738,0.3241,
1423153352739,0.2778,
1423153357740,0.3241,
1423153362742,0.216,EventProcessingUnit,ScaleIn,
1423153367745,0.4321,EventProcessingUnit,ScaleIn,
1423153372745,0.3241,EventProcessingUnit,ScaleIn,
1423153377752,0.3535,EventProcessingUnit,ScaleIn,
1423153382757,0.1871,
1423153387753,0.237,
1423153392761,0.3556,
1423153397758,0.2092,
1423153402759,0.2735,
1423153407759,0.2092,
1423153412853,0.254,
1423153417778,0.237,
1423153422780,0.254,
1423153427780,0.2092,
1423153432781,0.2222,
1423153437779,0.237,
1423153442780,0.2963,
1423153447780,0.254,
1423153452780,0.2092,
1423153457781,0.2735,
1423153462781,0.2963,
1423153467790,0.2092,
1423153472782,0.254,
1423153477783,0.2222,
1423153482784,0.2735,
1423153487783,0.1693,
1423153492784,0.3951,
1423153497785,0.2735,
1423153502785,0.2963,
1423153507784,0.3556,
1423153512784,0.1975,
1423153517785,0.3556,
1423153522786,0.1975,
1423153527784,0.2222,EventProcessingUnit,ScaleIn,
1423153532786,0.1975,EventProcessingUnit,ScaleIn,
1423153537789,0.2963,EventProcessingUnit,ScaleIn,
1423153542791,0.2735,EventProcessingUnit,ScaleIn,
1423153547791,0.1871,EventProcessingUnit,ScaleIn,
1423153552792,0.2479,
1423153557794,0.2302,
1423153562794,0.2479,
1423153567793,0.2302,
1423153572797,0.2302,
1423153577796,0.2148,
1423153582796,0.2479,
1423153587796,0.2929,
1423153592797,0.2479,
1423153597800,0.3222,
1423153602799,0.2302,
1423153607800,0.2302,
1423153612802,0.3222,
1423153617800,0.2014,
1423153622801,0.2929,
1423153627805,0.2014,
1423153632801,0.358,
1423153637802,0.2148,
1423153642802,0.2302,
1423153647803,0.179,
1423153652803,0.2302,
1423153657802,0.3222,
1423153662803,0.2148,
1423153667805,0.358,
1423153672816,0.1696,
1423153677813,0.2685,
1423153682813,0.2148,
1423153687813,0.2148,
1423153692821,0.2479,EventProcessingUnit,ScaleIn,
1423153697829,0.1696,EventProcessingUnit,ScaleIn,
1423153702832,0.2929,EventProcessingUnit,ScaleIn,
1423153707839,0.2014,EventProcessingUnit,ScaleIn,
1423153712841,0.3611,
1423153717841,0.1926,
1423153722842,0.2626,
1423153727841,0.2407,
1423153732843,0.2063,
1423153737843,0.2889,
1423153742844,0.152,
1423153747844,0.321,
1423153752846,0.1806,
1423153757844,0.4127,
1423153762843,0.1806,
1423153767846,0.2222,
1423153772846,0.2063,
1423153777846,0.1605,
1423153782847,0.2889,
1423153787847,0.1605,
1423153792847,0.321,
1423153797846,0.1806,
1423153802847,0.2889,
1423153807849,0.2626,
1423153812860,0.1806,
1423153817859,0.2889,
1423153822858,0.1699,
1423153827859,0.3611,
1423153832858,0.1313,
1423153837859,0.2407,
1423153842859,0.1806,
1423153847860,0.2222,
1423153852862,0.2222,
1423153857863,0.1699,
1423153862867,0.2222,EventProcessingUnit,ScaleIn,
1423153867870,0.1806,EventProcessingUnit,ScaleIn,
1423153872874,0.2407,EventProcessingUnit,ScaleIn,
1423153877882,0.321,EventProcessingUnit,ScaleIn,
1423153882884,0.213,
1423153887884,0.4259,
1423153892886,0.2323,
1423153897885,0.2323,
1423153902887,0.3194,
1423153907885,0.3194,
1423153912887,0.3651,
1423153917886,0.2323,
1423153922887,0.6389,
1423153927886,0.142,
1423153932887,0.4259,
1423153937889,0.2323,
1423153942887,0.2323,
1423153947906,0.3651,
1423153952895,0.1966,
1423153957895,0.2323,
1423153962914,0.1966,EventProcessingUnit,ScaleIn,
1423153967906,0.213,EventProcessingUnit,ScaleIn,
1423153972905,0.2556,EventProcessingUnit,ScaleIn,
1423153977913,0.2323,EventProcessingUnit,ScaleIn,
1423153982914,0.2556,EventProcessingUnit,ScaleIn,
1423153987915,0.1852,
1423153992915,0.2778,
1423153997917,0.202,
1423154002916,0.1709,
1423154007917,0.4444,
1423154012918,0.202,
1423154017917,0.2469,
1423154022926,0.3175,
1423154027920,0.2222,
1423154032921,0.2469,
1423154037922,0.202,
1423154042922,0.2222,
1423154047922,0.202,
1423154052922,0.2222,
1423154057925,0.3175,EventProcessingUnit,ScaleIn,
1423154062926,0.2778,EventProcessingUnit,ScaleIn,
1423154067926,0.2469,EventProcessingUnit,ScaleIn,
1423154072927,0.2222,EventProcessingUnit,ScaleIn,
1423154077927,0.2698,
1423154082933,0.2099,
1423154087929,0.2361,
1423154092933,0.2099,
1423154097932,0.2099,
1423154102932,0.3148,
1423154107932,0.1717,
1423154112933,0.2361,
1423154117933,0.2361,
1423154122935,0.1889,
1423154127933,0.2698,
1423154132935,0.2361,
1423154137934,0.1889,
1423154142935,0.2099,
1423154147937,0.2361,EventProcessingUnit,ScaleIn,
1423154152935,0.1717,EventProcessingUnit,ScaleIn,
1423154157937,0.2361,EventProcessingUnit,ScaleIn,
1423154162944,0.2593,
1423154167939,0.1944,
1423154172940,0.2593,
1423154177943,0.1728,
1423154182942,0.3111,
1423154187943,0.1414,
1423154192943,0.2593,
1423154197944,0.2593,
1423154202943,0.1728,
1423154207944,0.2593,
1423154212943,0.1944,
1423154217944,0.3111,
1423154222945,0.1414,
1423154227945,0.2222,
1423154232946,0.1944,
1423154237945,0.1728,
1423154242946,0.2593,
1423154247946,0.1944,
1423154252946,0.3889,
1423154257947,0.1728,
1423154262946,0.7778,
1423154267951,0.2593,EventProcessingUnit,ScaleIn,
1423154272960,0.2222,EventProcessingUnit,ScaleIn,
1423154277960,0.3889,EventProcessingUnit,ScaleIn,
1423154282962,0.7778,EventProcessingUnit,ScaleIn,
1423154287964,0.2444,
1423154292964,1.2222,
1423154297967,0.2037,
1423154302968,0.6111,
1423154307968,0.2444,
1423154312976,0.6111,
1423154317987,1.2222,
1423154322992,0.2444,
1423154327998,1.2222,
1423154332999,0.1746,
1423154338004,0.6111,
1423154343006,0.2444,
1423154348007,0.4074,
1423154353007,0.4074,
1423154358008,0.2444,
1423154363014,1.2222,
1423154368016,0.2444,
1423154373020,0.6111,
1423154378021,0.2037,
1423154383044,0.4074,
1423154388035,0.3056,
1423154393043,0.2037,
1423154398052,1.2222,
1423154403054,0.2444,
1423154408055,1.2222,
1423154413055,0.2037,
1423154418055,0.6111,
1423154423054,0.3056,
1423154428054,0.2444,
1423154433054,0.4074,
1423154438055,0.2037,
1423154443055,1.2222,
1423154448056,0.2444,
1423154453056,1.2222,
1423154458056,0.3056,
1423154463056,0.4074,
1423154468057,0.4074,
1423154473058,0.4074,
1423154478062,1.2222,
1423154483067,0.2037,
1423154488063,1.2222,
1423154493061,0.2037,
1423154498062,0.4074,
1423154503061,0.4074,
1423154508061,0.2444,
1423154513062,0.6111,
1423154518062,0.2444,
1423154523061,1.2222,
1423154528063,0.4074,
1423154533063,0.4074,
1423154538067,0.6111,
1423154543066,0.3056,
1423154548067,0.6111,
1423154553066,0.1528,
1423154558067,1.2222,
1423154563067,0.3056,
1423154568068,1.2222,
1423154573074,0.6111,
1423154578074,0.2444,
1423154583074,0.6111,
1423154588074,0.3056,
1423154593075,1.2222,
1423154598074,0.2037,
1423154603076,0.6111,
1423154608076,0.2444,
1423154613076,1.2222,
1423154618077,0.6111,
1423154623077,0.3056,
1423154628078,1.2222,
1423154633078,0.1746,
1423154638081,1.2222,
1423154643081,0.1746,
1423154648080,0.6111,
1423154653087,0.3056,
1423154658088,0.2444,
1423154663089,0.6111,
1423154668096,0.2444,
1423154673096,1.2222,
1423154678106,0.1746,
1423154683107,1.2222,
1423154688111,0.3056,
1423154693111,0.4074,
1423161495701,1.2222,
1423161500604,1.2222,
1423161505600,1.2222,
1423161510738,1.2222,
1423161515655,1.2222,
1423161520667,1.2222,
1423161525649,1.2222,
1423161530690,1.2222,
1423161535646,1.2222,
1423161540653,1.2222,
1423161545656,1.2222,
1423161550688,1.2222,
1423161555667,1.2222,
1423161560671,1.2222,
1423161565677,1.2222,
1423161570681,1.2222,
1423161575682,1.2222,
1423161580690,1.2222,
1423161585681,1.2222,
1423161590684,1.2222,
1423161595691,1.2222,
1423161600685,1.2222,
1423161605680,1.2222,
1423161608478,0.1528,
1423161613471,1.2222,
1423161618475,0.1222,
1423161623483,0.1528,
1423161628475,1.2222,
1423161633477,0.1222,
1423161637761,0.0972,
1423161642804,1.5556,EventProcessingUnit,ScaleIn,
1423161647757,0.0864,EventProcessingUnit,ScaleIn,
1423161652762,0.2593,EventProcessingUnit,ScaleIn,
1423161657760,0.1746,EventProcessingUnit,ScaleIn,
1423161662758,0.6111,EventProcessingUnit,ScaleIn,
1423161667762,0.1358,EventProcessingUnit,ScaleIn,
1423161672769,0.1746,EventProcessingUnit,ScaleIn,
1423161677761,1.2222,
1423161682765,0.1222,
1423161687766,0.2444,
1423161692768,1.2222,
1423161697775,0.1746,
1423161702775,0.1358,
1423161707777,1.2222,
1423161712781,0.1746,
1423161717781,0.1222,
1423161722781,1.2222,
1423161727780,0.2037,
1423161732788,0.1222,
1423161737789,0.2037,
1423161742797,0.6111,
1423161747810,0.2037,
1423161752814,0.1111,
1423161757813,0.6111,
1423161762813,0.2444,
1423161767816,0.1222,
1423161772821,0.3056,
1423161777815,0.3056,
1423161782821,0.0815,
1423161787826,0.2444,
1423161792830,0.3056,
1423161797833,0.094,
1423161802842,0.2444,
1423161807846,0.3056,
1423161812847,0.1111,
1423161817850,0.2444,
1423161822848,1.2222,
1423161827848,0.2444,
1423161832769,0.1556,
1423161837776,0.2444,EventProcessingUnit,ScaleIn,
1423161842782,0.3056,EventProcessingUnit,ScaleIn,
1423161847785,0.1358,EventProcessingUnit,ScaleIn,
1423161852792,0.2444,
1423161857797,0.4074,
1423161862793,0.1358,
1423161867799,0.2444,
1423161872800,1.2222,
1423161877801,0.1019,
1423161882806,0.4074,
1423161887804,1.2222,
1423161892805,0.1111,
1423161897810,0.1746,
1423161902810,0.6111,
1423161907813,0.1111,
1423161912812,0.2444,
1423161917811,1.2222,
1423161922813,0.2037,
1423161927820,0.1111,
1423161932821,0.4074,
1423161937821,0.3056,
1423161942823,0.1111,
1423161947833,0.6111,
1423161952834,0.3056,
1423161957834,0.1111,
1423161962836,0.3056,
1423161967838,0.4074,
1423161972839,0.0873,
1423161977842,0.4074,
1423161982844,0.3056,
1423161987845,0.1358,
1423161992842,0.1222,
1423161997846,0.6111,
1423162002861,0.1746,
1423162007851,0.1111,
1423162012852,0.6111,
1423162017856,0.1746,
1423162022861,0.1358,
1423162027865,1.2222,
1423162032874,0.1746,
1423162037880,0.1358,
1423162042885,1.2222,
1423162047890,0.2037,
1423162052891,0.1222,
1423162057917,0.6111,
1423162062899,0.2444,
1423162067899,0.1358,
1423162072901,0.1111,
1423162077908,1.2222,
1423162082911,0.1746,
1423162087922,0.1222,
1423162092920,1.2222,
1423162097921,0.1746,
1423162102925,0.1358,
1423162107933,1.2222,
1423162112940,0.1746,
1423162117944,0.1528,
1423162122994,0.6111,
1423162127946,0.2444,
1423162132953,0.2444,
1423162137960,1.2222,
1423162142966,0.3056,
1423162147971,0.1358,
1423162152972,1.2222,
1423162157977,1.2222,
1423162162978,0.2037,
1423162167982,0.2037,
1423162172989,1.2222,
1423162177991,0.2037,
1423162182996,0.1111,
1423162188003,0.4074,
1423162193006,0.3056,
1423162198013,0.1528,
1423162203015,0.3056,
1423162208019,0.3056,
1423162213021,0.1222,
1423162218022,0.2037,
1423162223027,0.6111,
1423162228026,0.1358,
1423162233028,0.1528,
1423162238026,1.2222,
1423162243026,0.6111,
1423162248032,0.1358,
1423162253039,0.2444,
1423162258043,1.2222,
1423162263050,0.1222,
1423162268055,0.1746,
1423162273056,1.2222,
1423162278057,0.1528,
1423162283060,0.2037,
1423162288061,1.2222,
1423162293069,0.1528,
1423162298072,0.1222,
1423162303078,1.2222,
1423162308083,0.2037,
1423162313088,0.1222,
1423162318089,1.2222,
1423162323091,0.1528,
1423162328093,0.094,
1423162333099,0.2444,
1423162338101,0.6111,
1423162343109,0.1222,
1423162348114,0.2444,
1423162353116,0.6111,
1423162358119,0.1111,
1423162363121,0.2444,
1423162368154,0.4074,
1423162373136,0.1358,
1423162378135,0.2444,
1423162383136,0.6111,
1423162388137,0.1528,
1423162393144,0.2444,
1423162398145,1.2222,
1423162403146,1.2222,
1423162408154,0.1358,
1423162413162,0.1746,
1423162418162,0.6111,
1423162423170,0.2444,
1423162428173,0.1111,
1423162433172,0.6111,
1423162438174,0.3056,
1423162443174,0.2037,
1423162448174,0.6111,
1423162453175,0.1746,
1423162458178,0.1111,
1423162463178,0.4074,
1423162468179,0.2444,
1423162473177,0.1222,
1423162478178,1.2222,
1423162483179,0.2444,
1423162488181,0.1222,
1423162493181,0.4074,
1423162498182,0.3056,
1423162503191,0.1746,
1423162508196,0.1222,
1423162513197,0.6111,
1423162518202,0.2037,
1423162523210,0.1528,
1423162528219,0.6111,
1423162533221,0.2037,
1423162538222,0.1222,
1423162543222,1.2222,
1423162548229,0.4074,
1423162553232,0.1111,
1423162558230,0.4074,
1423162563238,0.3056,
1423162568242,0.1111,
1423162573242,0.6111,
1423162578244,0.6111,
1423162583246,0.1222,
1423162588248,0.1111,
1423162593253,0.4074,
1423162598251,0.6111,EventProcessingUnit,ScaleOut,
1423162603252,0.1111,EventProcessingUnit,ScaleOut,
1423162608252,0.6111,EventProcessingUnit,ScaleOut,
1423162613256,0.3056,EventProcessingUnit,ScaleOut,
1423162618258,0.1222,EventProcessingUnit,ScaleOut,
1423162623264,0.4074,EventProcessingUnit,ScaleOut,
1423162628268,0.3056,EventProcessingUnit,ScaleOut,
1423162633269,0.1222,EventProcessingUnit,ScaleOut,
1423162638269,0.6111,EventProcessingUnit,ScaleOut,
1423162643275,0.2037,EventProcessingUnit,ScaleOut,
1423162648278,0.1358,EventProcessingUnit,ScaleOut,
1423162653296,0.6111,EventProcessingUnit,ScaleOut,
1423162658293,0.3056,EventProcessingUnit,ScaleOut,
1423162663304,0.1111,EventProcessingUnit,ScaleOut,
1423162668308,0.4074,EventProcessingUnit,ScaleOut,
1423162673315,0.2444,EventProcessingUnit,ScaleOut,
1423162678317,0.2037,EventProcessingUnit,ScaleOut,
1423162683322,0.094,EventProcessingUnit,ScaleOut,
1423162688324,0.6111,EventProcessingUnit,ScaleOut,
1423162693323,0.3056,EventProcessingUnit,ScaleOut,
1423162698326,0.1358,EventProcessingUnit,ScaleOut,
1423162703330,0.3056,EventProcessingUnit,ScaleOut,
1423162708333,0.2444,EventProcessingUnit,ScaleOut,
1423162713338,0.1358,EventProcessingUnit,ScaleOut,
1423162718344,0.3056,EventProcessingUnit,ScaleOut,
1423162723348,0.2444,EventProcessingUnit,ScaleOut,
1423162728350,0.1111,EventProcessingUnit,ScaleOut,
1423162733356,0.2444,EventProcessingUnit,ScaleOut,
1423162738356,0.4074,EventProcessingUnit,ScaleOut,
1423162743363,0.1019,EventProcessingUnit,ScaleOut,
1423162748363,0.3056,EventProcessingUnit,ScaleOut,
1423162753369,0.6111,EventProcessingUnit,ScaleOut,
1423162758370,0.1222,EventProcessingUnit,ScaleOut,
1423162763373,0.1111,EventProcessingUnit,ScaleOut,
1423162768372,0.6111,EventProcessingUnit,ScaleOut,
1423162773376,0.2444,EventProcessingUnit,ScaleOut,
1423162778383,0.1746,EventProcessingUnit,ScaleOut,
1423162783390,0.6111,EventProcessingUnit,ScaleOut,
1423162788394,0.4074,EventProcessingUnit,ScaleOut,
1423162793402,0.1019,EventProcessingUnit,ScaleOut,
1423162798410,0.3056,EventProcessingUnit,ScaleOut,
1423162803415,0.3056,EventProcessingUnit,ScaleOut,
1423162808418,0.1019,EventProcessingUnit,ScaleOut,
1423162813421,0.2037,EventProcessingUnit,ScaleOut,
1423162818429,1.2222,EventProcessingUnit,ScaleOut,
1423162823429,0.1111,EventProcessingUnit,ScaleOut,
1423162828433,0.1746,EventProcessingUnit,ScaleOut,
1423162833440,1.2222,EventProcessingUnit,ScaleOut,
1423162838449,0.1746,EventProcessingUnit,ScaleOut,
1423162843458,0.094,EventProcessingUnit,ScaleOut,
1423162848467,0.2444,EventProcessingUnit,ScaleOut,
1423162853475,0.6111,EventProcessingUnit,ScaleOut,
1423162858476,0.1019,EventProcessingUnit,ScaleOut,
1423162863481,0.2037,EventProcessingUnit,ScaleOut,
1423162868483,1.2222,EventProcessingUnit,ScaleOut,
1423162873486,0.1111,EventProcessingUnit,ScaleOut,
1423162878489,0.1528,EventProcessingUnit,ScaleOut,
1423162883489,1.2222,EventProcessingUnit,ScaleOut,
1423162888489,0.1528,EventProcessingUnit,ScaleOut,
1423162893498,0.2222,EventProcessingUnit,ScaleOut,
1423162898506,1.5556,EventProcessingUnit,ScaleOut,
1423162903511,0.1944,EventProcessingUnit,ScaleOut,
1423162908520,0.2222,EventProcessingUnit,ScaleOut,
1423162913520,1.5556,EventProcessingUnit,ScaleOut,
1423162918522,0.2593,EventProcessingUnit,ScaleOut,
1423162923524,0.1414,EventProcessingUnit,ScaleOut,
1423162928524,0.2593,EventProcessingUnit,ScaleOut,
1423162933536,1.5556,EventProcessingUnit,ScaleOut,
1423162938536,0.0622,EventProcessingUnit,ScaleOut,
1423162943535,0.0622,EventProcessingUnit,ScaleOut,
1423162948535,0.3889,EventProcessingUnit,ScaleOut,
1423162953541,0.0864,
1423162958566,0.0972,
1423162963569,0.3889,
1423162968575,0.1197,
1423162973579,0.0864,
1423162978587,0.7778,
1423162983588,0.1296,
1423162988590,0.0819,
1423162993601,0.5185,
1423162998605,0.1296,
1423163003613,0.0972,
1423163008613,0.3889,
1423163013619,0.1944,
1423163018621,0.0864,
1423163023628,0.1414,
1423163028636,0.2593,EventProcessingUnit,ScaleIn,
1423163033639,0.1111,EventProcessingUnit,ScaleIn,
1423163038644,0.0864,EventProcessingUnit,ScaleIn,
1423163043647,0.7778,EventProcessingUnit,ScaleIn,
1423163048645,0.2037,EventProcessingUnit,ScaleIn,
1423163053646,0.1528,EventProcessingUnit,ScaleIn,
1423163058646,0.4074,EventProcessingUnit,ScaleIn,
