Time ,cost , ongoingAction, targetedNodeID
1423145642368,0.0948,EventProcessingUnit,ScaleOut,
1423145647373,0.0586,EventProcessingUnit,ScaleOut,
1423145652372,0.1074,EventProcessingUnit,ScaleOut,
1423145657369,0.0848,EventProcessingUnit,ScaleOut,
1423145662370,0.0686,EventProcessingUnit,ScaleOut,
1423145667373,0.1193,EventProcessingUnit,ScaleOut,
1423145672377,0.0658,EventProcessingUnit,ScaleOut,
1423145677371,0.1007,EventProcessingUnit,ScaleOut,
1423145682373,0.1074,EventProcessingUnit,ScaleOut,
1423145687373,0.0786,EventProcessingUnit,ScaleOut,
1423145692372,0.1046,
1423145697374,0.1077,
1423145702376,0.0847,
1423145707373,0.1871,
1423145712374,0.0988,
1423145717373,0.1046,
1423145722374,0.1481,
1423145727374,0.0889,
1423145732377,0.1778,
1423145737385,0.0684,
1423145742383,0.0671,
1423145747387,0.1546,
1423145752386,0.0827,
1423145757389,0.0757,
1423145762392,0.127,
1423145767391,0.0624,
1423145772391,0.1111,
1423145777390,0.0936,
1423145782392,0.0773,
1423145787393,0.1481,
1423145792392,0.0711,
1423145797391,0.1046,
1423145802393,0.1185,
1423145807393,0.0697,
1423145812394,0.1616,EventProcessingUnit,ScaleOut,
1423145817393,0.1147,EventProcessingUnit,ScaleOut,
1423145822393,0.0847,EventProcessingUnit,ScaleOut,
1423145827395,0.1422,EventProcessingUnit,ScaleOut,
1423145832397,0.0936,EventProcessingUnit,ScaleOut,
1423145837402,0.0671,EventProcessingUnit,ScaleOut,
1423145842411,0.1185,EventProcessingUnit,ScaleOut,
1423145847411,0.0726,EventProcessingUnit,ScaleOut,
1423145852412,0.0847,EventProcessingUnit,ScaleOut,
1423145857419,0.1226,EventProcessingUnit,ScaleOut,
1423145862417,0.0726,EventProcessingUnit,ScaleOut,
1423145867415,0.127,EventProcessingUnit,ScaleOut,
1423145872426,0.0912,EventProcessingUnit,ScaleOut,
1423145877421,0.0773,EventProcessingUnit,ScaleOut,
1423145882421,0.1546,EventProcessingUnit,ScaleOut,
1423145887422,0.0961,EventProcessingUnit,ScaleOut,
1423145892422,0.079,EventProcessingUnit,ScaleOut,
1423145897423,0.1422,EventProcessingUnit,ScaleOut,
1423145902427,0.0671,EventProcessingUnit,ScaleOut,
1423145907423,0.1111,EventProcessingUnit,ScaleOut,
1423145912424,0.1147,EventProcessingUnit,ScaleOut,
1423145917428,0.0726,EventProcessingUnit,ScaleOut,
1423145922429,0.1368,EventProcessingUnit,ScaleOut,
1423145927425,0.079,EventProcessingUnit,ScaleOut,
1423145932456,0.1077,EventProcessingUnit,ScaleOut,
1423145937461,0.1111,EventProcessingUnit,ScaleOut,
1423145942453,0.0671,EventProcessingUnit,ScaleOut,
1423145947453,0.1185,EventProcessingUnit,ScaleOut,
1423145952457,0.1185,EventProcessingUnit,ScaleOut,
1423145957454,0.079,EventProcessingUnit,ScaleOut,
1423145962454,0.1422,EventProcessingUnit,ScaleOut,
1423145967466,0.0726,EventProcessingUnit,ScaleOut,
1423145972461,0.0867,EventProcessingUnit,ScaleOut,
1423145977463,0.1111,EventProcessingUnit,ScaleOut,
1423145982464,0.0773,EventProcessingUnit,ScaleOut,
1423145987473,0.1226,EventProcessingUnit,ScaleOut,
1423145992473,0.0726,EventProcessingUnit,ScaleOut,
1423145997475,0.1016,EventProcessingUnit,ScaleOut,
1423146002478,0.1111,EventProcessingUnit,ScaleOut,
1423146007482,0.0773,EventProcessingUnit,ScaleOut,
1423146012485,0.127,EventProcessingUnit,ScaleOut,
1423146017484,0.0961,EventProcessingUnit,ScaleOut,
1423146022486,0.0741,EventProcessingUnit,ScaleOut,
1423146027491,0.1481,EventProcessingUnit,ScaleOut,
1423146032500,0.0773,EventProcessingUnit,ScaleOut,
1423146037504,0.0961,EventProcessingUnit,ScaleOut,
1423146042508,0.0936,EventProcessingUnit,ScaleOut,
1423146047506,0.0684,EventProcessingUnit,ScaleOut,
1423146052506,0.1422,EventProcessingUnit,ScaleOut,
1423146057507,0.0961,EventProcessingUnit,ScaleOut,
1423146062516,0.0773,EventProcessingUnit,ScaleOut,
1423146067523,0.127,EventProcessingUnit,ScaleOut,
1423146072533,0.0757,EventProcessingUnit,ScaleOut,
1423146077530,0.0972,
1423146082527,0.1023,
1423146087534,0.108,
1423146092535,0.1341,
1423146097540,0.0884,
1423146102536,0.1215,
1423146107543,0.1111,
1423146112545,0.0949,
1423146117559,0.1254,
1423146122551,0.0926,
1423146127563,0.0864,
1423146132561,0.1556,
1423146137566,0.0904,
1423146142565,0.1023,
1423146147569,0.1341,
1423146152569,0.0827,
1423146157597,0.1341,
1423146162583,0.0864,
1423146167587,0.108,
1423146172589,0.1254,
1423146177588,0.0926,
1423146182593,0.1296,
1423146187702,0.0972,
1423146192598,0.0845,
1423146197606,0.144,
1423146202604,0.0864,
1423146207608,0.0778,
1423146212606,0.1496,
1423146217609,0.1051,
1423146222671,0.1023,
1423146227673,0.1296,
1423146232675,0.0904,EventProcessingUnit,ScaleOut,
1423146237678,0.1144,EventProcessingUnit,ScaleOut,
1423146242684,0.1111,EventProcessingUnit,ScaleOut,
1423146247746,0.0845,EventProcessingUnit,ScaleOut,
1423146252744,0.1254,EventProcessingUnit,ScaleOut,
1423146257750,0.0926,EventProcessingUnit,ScaleOut,
1423146262744,0.0972,EventProcessingUnit,ScaleOut,
1423146267751,0.1178,EventProcessingUnit,ScaleOut,
1423146272752,0.0972,EventProcessingUnit,ScaleOut,
1423146277754,0.0972,EventProcessingUnit,ScaleOut,
1423146282758,0.1341,EventProcessingUnit,ScaleOut,
1423146287761,0.0778,EventProcessingUnit,ScaleOut,
1423146292763,0.1178,EventProcessingUnit,ScaleOut,
1423146297763,0.1023,EventProcessingUnit,ScaleOut,
1423146302762,0.0864,EventProcessingUnit,ScaleOut,
1423146307761,0.1496,EventProcessingUnit,ScaleOut,
1423146312766,0.0884,EventProcessingUnit,ScaleOut,
1423146317771,0.0972,EventProcessingUnit,ScaleOut,
1423146322780,0.1023,EventProcessingUnit,ScaleOut,
1423146327789,0.0904,EventProcessingUnit,ScaleOut,
1423146332817,0.1296,EventProcessingUnit,ScaleOut,
1423146337821,0.1023,EventProcessingUnit,ScaleOut,
1423146342803,0.081,EventProcessingUnit,ScaleOut,
1423146347799,0.1215,EventProcessingUnit,ScaleOut,
1423146352799,0.0864,EventProcessingUnit,ScaleOut,
1423146357799,0.1023,EventProcessingUnit,ScaleOut,
1423146362806,0.1215,EventProcessingUnit,ScaleOut,
1423146367808,0.0778,EventProcessingUnit,ScaleOut,
1423146372813,0.1144,EventProcessingUnit,ScaleOut,
1423146377836,0.1023,EventProcessingUnit,ScaleOut,
1423146382823,0.0884,EventProcessingUnit,ScaleOut,
1423146387829,0.1389,EventProcessingUnit,ScaleOut,
1423146392838,0.0864,EventProcessingUnit,ScaleOut,
1423146397842,0.1496,EventProcessingUnit,ScaleOut,
1423146402850,0.162,EventProcessingUnit,ScaleOut,
1423146407851,0.0827,EventProcessingUnit,ScaleOut,
1423146412857,0.1051,EventProcessingUnit,ScaleOut,
1423146417863,0.1178,EventProcessingUnit,ScaleOut,
1423146422860,0.0794,EventProcessingUnit,ScaleOut,
1423146427880,0.1389,EventProcessingUnit,ScaleOut,
1423146432875,0.0864,EventProcessingUnit,ScaleOut,
1423146437884,0.1144,EventProcessingUnit,ScaleOut,
1423146442893,0.1051,EventProcessingUnit,ScaleOut,
1423146447902,0.0827,EventProcessingUnit,ScaleOut,
1423146452908,0.216,EventProcessingUnit,ScaleOut,
1423146457953,0.0827,EventProcessingUnit,ScaleOut,
1423146462915,0.0949,EventProcessingUnit,ScaleOut,
1423146467918,0.1254,EventProcessingUnit,ScaleOut,
1423146472919,0.0778,EventProcessingUnit,ScaleOut,
1423146477917,0.0972,EventProcessingUnit,ScaleOut,
1423146482919,0.1144,EventProcessingUnit,ScaleOut,
1423146487934,0.0794,EventProcessingUnit,ScaleOut,
1423146492936,0.1144,EventProcessingUnit,ScaleOut,
1423146497941,0.0904,EventProcessingUnit,ScaleOut,
1423146502938,0.1173,
1423146507938,0.1624,
1423146512941,0.1111,
1423146517940,0.1319,
1423146522943,0.1173,
1423146527940,0.1279,
1423146532944,0.1279,
1423146537942,0.1279,
1423146542942,0.0768,
1423146547977,0.1362,
1423146552970,0.1111,
1423146557963,0.1173,
1423146562972,0.1279,
1423146567963,0.1005,
1423146572977,0.1279,
1423146577964,0.1206,EventProcessingUnit,ScaleOut,
1423146583000,0.1456,EventProcessingUnit,ScaleOut,
1423146587999,0.1141,EventProcessingUnit,ScaleOut,
1423146593004,0.1005,EventProcessingUnit,ScaleOut,
1423146598009,0.1141,EventProcessingUnit,ScaleOut,
1423146603008,0.1242,EventProcessingUnit,ScaleOut,
1423146608006,0.1056,EventProcessingUnit,ScaleOut,
1423146613011,0.1242,EventProcessingUnit,ScaleOut,
1423146618012,0.1173,EventProcessingUnit,ScaleOut,
1423146623020,0.1005,EventProcessingUnit,ScaleOut,
1423146628018,0.1206,EventProcessingUnit,ScaleOut,
1423146633027,0.1111,EventProcessingUnit,ScaleOut,
1423146638027,0.1206,EventProcessingUnit,ScaleOut,
1423146643026,0.1279,EventProcessingUnit,ScaleOut,
1423146648037,0.0938,EventProcessingUnit,ScaleOut,
1423146653029,0.1173,EventProcessingUnit,ScaleOut,
1423146658035,0.0918,EventProcessingUnit,ScaleOut,
1423146663037,0.096,EventProcessingUnit,ScaleOut,
1423146668042,0.1242,EventProcessingUnit,ScaleOut,
1423146673045,0.1111,EventProcessingUnit,ScaleOut,
1423146678055,0.1083,EventProcessingUnit,ScaleOut,
1423146683053,0.1279,EventProcessingUnit,ScaleOut,
1423146688056,0.103,EventProcessingUnit,ScaleOut,
1423146693060,0.1279,EventProcessingUnit,ScaleOut,
1423146698064,0.1005,EventProcessingUnit,ScaleOut,
1423146703065,0.103,EventProcessingUnit,ScaleOut,
1423146708063,0.1407,EventProcessingUnit,ScaleOut,
1423146713069,0.1056,EventProcessingUnit,ScaleOut,
1423146718071,0.1173,EventProcessingUnit,ScaleOut,
1423146723077,0.1083,EventProcessingUnit,ScaleOut,
1423146728090,0.096,EventProcessingUnit,ScaleOut,
1423146733086,0.1206,EventProcessingUnit,ScaleOut,
1423146738093,0.1111,EventProcessingUnit,ScaleOut,
1423146743100,0.0982,EventProcessingUnit,ScaleOut,
1423146748103,0.1319,EventProcessingUnit,ScaleOut,
1423146753102,0.1005,EventProcessingUnit,ScaleOut,
1423146758103,0.103,EventProcessingUnit,ScaleOut,
1423146763108,0.1141,EventProcessingUnit,ScaleOut,
1423146768110,0.1005,EventProcessingUnit,ScaleOut,
1423146773113,0.1206,EventProcessingUnit,ScaleOut,
1423146778114,0.1111,EventProcessingUnit,ScaleOut,
1423146783115,0.1005,EventProcessingUnit,ScaleOut,
1423146788118,0.0898,EventProcessingUnit,ScaleOut,
1423146793116,0.1083,EventProcessingUnit,ScaleOut,
1423146798117,0.1564,EventProcessingUnit,ScaleOut,
1423146803129,0.088,EventProcessingUnit,ScaleOut,
1423146808148,0.2011,EventProcessingUnit,ScaleOut,
1423146813125,0.1056,EventProcessingUnit,ScaleOut,
1423146818125,0.0898,EventProcessingUnit,ScaleOut,
1423146823129,0.1407,EventProcessingUnit,ScaleOut,
1423146828127,0.0782,EventProcessingUnit,ScaleOut,
1423146833134,0.1624,EventProcessingUnit,ScaleOut,
1423146838133,0.1083,EventProcessingUnit,ScaleOut,
1423146843147,0.1056,EventProcessingUnit,ScaleOut,
1423146848138,0.1759,EventProcessingUnit,ScaleOut,
1423146853142,0.1141,EventProcessingUnit,ScaleOut,
1423146858147,0.0918,EventProcessingUnit,ScaleOut,
1423146863150,0.1624,EventProcessingUnit,ScaleOut,
1423146868150,0.0812,EventProcessingUnit,ScaleOut,
1423146873159,0.1689,EventProcessingUnit,ScaleOut,
1423146878152,0.0982,EventProcessingUnit,ScaleOut,
1423146883151,0.096,EventProcessingUnit,ScaleOut,
1423146888162,0.1564,EventProcessingUnit,ScaleOut,
1423146893165,0.0911,
1423146898164,0.1822,
1423146903163,0.147,
1423146908162,0.1199,
1423146913163,0.1687,
1423146918163,0.138,
1423146923164,0.1035,
1423146928183,0.1898,
1423146933165,0.1111,
1423146938168,0.1752,
1423146943167,0.1231,
1423146948169,0.1168,
1423146953174,0.138,
1423146958171,0.0949,
1423146963171,0.1687,
1423146968173,0.1231,
1423146973190,0.1139,
1423146978186,0.1424,
1423146983185,0.1199,
1423146988185,0.0949,
1423146993185,0.1571,
1423146998185,0.0969,
1423147003186,0.134,
1423147008197,0.147,EventProcessingUnit,ScaleOut,
1423147013203,0.0969,EventProcessingUnit,ScaleOut,
1423147018205,0.1822,EventProcessingUnit,ScaleOut,
1423147023207,0.0893,EventProcessingUnit,ScaleOut,
1423147028212,0.1424,EventProcessingUnit,ScaleOut,
1423147033215,0.147,EventProcessingUnit,ScaleOut,
1423147038214,0.0911,EventProcessingUnit,ScaleOut,
1423147043220,0.1981,EventProcessingUnit,ScaleOut,
1423147048241,0.1519,EventProcessingUnit,ScaleOut,
1423147053231,0.1012,EventProcessingUnit,ScaleOut,
1423147058235,0.1571,EventProcessingUnit,ScaleOut,
1423147063233,0.1139,EventProcessingUnit,ScaleOut,
1423147068235,0.1035,EventProcessingUnit,ScaleOut,
1423147073234,0.138,EventProcessingUnit,ScaleOut,
1423147078233,0.1012,EventProcessingUnit,ScaleOut,
1423147083238,0.1571,EventProcessingUnit,ScaleOut,
1423147088235,0.147,EventProcessingUnit,ScaleOut,
1423147093244,0.1012,EventProcessingUnit,ScaleOut,
1423147098247,0.1627,EventProcessingUnit,ScaleOut,
1423147103252,0.099,EventProcessingUnit,ScaleOut,
1423147108253,0.1265,EventProcessingUnit,ScaleOut,
1423147113255,0.1898,EventProcessingUnit,ScaleOut,
1423147118261,0.0911,EventProcessingUnit,ScaleOut,
1423147123268,0.1199,EventProcessingUnit,ScaleOut,
1423147128268,0.1687,EventProcessingUnit,ScaleOut,
1423147133272,0.0949,EventProcessingUnit,ScaleOut,
1423147138271,0.1627,EventProcessingUnit,ScaleOut,
1423147143269,0.1059,EventProcessingUnit,ScaleOut,
1423147148271,0.1168,EventProcessingUnit,ScaleOut,
1423147153303,0.2071,EventProcessingUnit,ScaleOut,
1423147158270,0.0828,EventProcessingUnit,ScaleOut,
1423147163271,0.1627,EventProcessingUnit,ScaleOut,
1423147168272,0.1231,EventProcessingUnit,ScaleOut,
1423147173274,0.138,EventProcessingUnit,ScaleOut,
1423147178271,0.1627,EventProcessingUnit,ScaleOut,
1423147183273,0.1139,EventProcessingUnit,ScaleOut,
1423147188277,0.0969,EventProcessingUnit,ScaleOut,
1423147193274,0.147,EventProcessingUnit,ScaleOut,
1423147198284,0.093,EventProcessingUnit,ScaleOut,
1423147203276,0.1265,EventProcessingUnit,ScaleOut,
1423147208282,0.1199,EventProcessingUnit,ScaleOut,
1423147213282,0.1111,EventProcessingUnit,ScaleOut,
1423147218280,0.1424,EventProcessingUnit,ScaleOut,
1423147223280,0.086,EventProcessingUnit,ScaleOut,
1423147228286,0.1302,EventProcessingUnit,ScaleOut,
1423147233288,0.138,EventProcessingUnit,ScaleOut,
1423147238296,0.1302,EventProcessingUnit,ScaleOut,
1423147243299,0.1168,EventProcessingUnit,ScaleOut,
1423147248297,0.147,EventProcessingUnit,ScaleOut,
1423147253298,0.099,EventProcessingUnit,ScaleOut,
1423147258301,0.147,EventProcessingUnit,ScaleOut,
1423147263338,0.1168,EventProcessingUnit,ScaleOut,
1423147268301,0.1085,EventProcessingUnit,ScaleOut,
1423147273308,0.1519,EventProcessingUnit,ScaleOut,
1423147278316,0.1111,EventProcessingUnit,ScaleOut,
1423147283318,0.1424,EventProcessingUnit,ScaleOut,
1423147288320,0.1199,EventProcessingUnit,ScaleOut,
1423147293317,0.1035,EventProcessingUnit,ScaleOut,
1423147298323,0.1571,EventProcessingUnit,ScaleOut,
1423147303332,0.1571,EventProcessingUnit,ScaleOut,
1423147308329,0.0911,EventProcessingUnit,ScaleOut,
1423147313328,0.1981,EventProcessingUnit,ScaleOut,
1423147318334,0.0911,EventProcessingUnit,ScaleOut,
1423147323339,0.1265,EventProcessingUnit,ScaleOut,
1423147328336,0.1571,EventProcessingUnit,ScaleOut,
1423147333337,0.094,
1423147338337,0.1746,
1423147343338,0.1111,
1423147348339,0.1287,
1423147353337,0.1956,
1423147358340,0.1192,
1423147363339,0.188,
1423147368347,0.1956,
1423147373351,0.104,
1423147378359,0.163,
1423147383361,0.1287,
1423147388369,0.1019,
1423147393373,0.188,
1423147398378,0.1063,
1423147403382,0.1438,
1423147408387,0.163,
1423147413396,0.0978,
1423147418396,0.163,
1423147423401,0.1321,
1423147428401,0.1397,
1423147433403,0.1811,
1423147438404,0.1254,
1423147443405,0.1137,
1423147448411,0.1811,
1423147453420,0.0959,
1423147458429,0.1811,
1423147463433,0.1254,
1423147468436,0.0978,
1423147473443,0.2037,
1423147478444,0.1111,
1423147483453,0.1321,
1423147488452,0.1528,
1423147493452,0.1019,
1423147498460,0.1063,
1423147503465,0.1811,
1423147508474,0.0998,
1423147513483,0.1438,
1423147516103,0.1438,
1423147521112,0.1577,EventProcessingUnit,ScaleIn,
1423147526118,0.104,EventProcessingUnit,ScaleIn,
1423147531115,0.1438,EventProcessingUnit,ScaleIn,
1423147536116,0.1137,EventProcessingUnit,ScaleIn,
1423147541116,0.1577,EventProcessingUnit,ScaleIn,
1423147546118,0.1822,
1423147551119,0.1302,
1423147556119,0.1519,
1423147561120,0.1265,
1423147566119,0.138,
1423147571122,0.1571,
1423147576119,0.1265,
1423147581121,0.1035,
1423147586122,0.1519,
1423147591121,0.1168,
1423147596122,0.1424,
1423147601122,0.1627,
1423147606122,0.1199,
1423147611143,0.1822,
1423147616129,0.1059,
1423147621130,0.1231,
1423147626132,0.1822,
1423147631140,0.1822,
1423147636132,0.1168,
1423147641132,0.1627,
1423147646143,0.1265,
1423147651150,0.138,
1423147656155,0.1519,
1423147661160,0.1231,EventProcessingUnit,ScaleIn,
1423147666163,0.1752,EventProcessingUnit,ScaleIn,
1423147671174,0.138,EventProcessingUnit,ScaleIn,
1423147676203,0.1168,EventProcessingUnit,ScaleIn,
1423147681185,0.1759,
1423147686185,0.1111,
1423147691185,0.1689,
1423147696188,0.1689,
1423147701197,0.1056,
1423147706203,0.1319,
1423147711224,0.1564,
1423147716231,0.1141,
1423147721254,0.2222,
1423147726251,0.1279,
1423147731244,0.1141,
1423147736262,0.1689,
1423147741244,0.1005,
1423147746245,0.1319,
1423147751246,0.1624,
1423147756248,0.1111,
1423147761253,0.1689,
1423147766259,0.1141,
1423147771265,0.1173,
1423147776264,0.1279,
1423147781279,0.2222,
1423147786283,0.103,
1423147791281,0.1624,
1423147796281,0.1624,
1423147801286,0.1005,
1423147806298,0.1836,
1423147811284,0.1141,EventProcessingUnit,ScaleIn,
1423147816288,0.1279,EventProcessingUnit,ScaleIn,
1423147821291,0.1836,EventProcessingUnit,ScaleIn,
1423147826294,0.1111,EventProcessingUnit,ScaleIn,
1423147831305,0.1768,
1423147836292,0.1296,
1423147841292,0.1389,
1423147846292,0.1215,
1423147851292,0.1215,
1423147856293,0.1852,
1423147861294,0.1852,
1423147866318,0.1111,
1423147871301,0.1556,
1423147876303,0.1556,
1423147881303,0.0949,
1423147886302,0.1691,
1423147891305,0.1111,
1423147896303,0.1496,
1423147901326,0.1496,
1423147906311,0.0864,
1423147911323,0.1768,
1423147916310,0.2047,
1423147921309,0.0949,
1423147926312,0.1556,
1423147931318,0.1556,
1423147936330,0.1051,
1423147941330,0.162,EventProcessingUnit,ScaleIn,
1423147946337,0.1296,EventProcessingUnit,ScaleIn,
1423147951337,0.0972,EventProcessingUnit,ScaleIn,
1423147956341,0.2288,EventProcessingUnit,ScaleIn,
1423147961342,0.0988,
1423147966339,0.1975,
1423147971343,0.127,
1423147976345,0.1693,
1423147981339,0.1317,
1423147986344,0.1111,
1423147991341,0.127,
1423147996341,0.254,
1423148001341,0.254,
1423148006342,0.1616,
1423148011341,0.1778,
1423148016343,0.1077,
1423148021342,0.2092,
1423148026342,0.1317,
1423148031345,0.1046,
1423148036342,0.2222,
1423148041344,0.2222,
1423148046343,0.127,
1423148051344,0.127,
1423148056351,0.1871,
1423148061353,0.1077,
1423148066345,0.2735,
1423148071345,0.1226,
1423148076346,0.127,
1423148081348,0.1778,
1423148086348,0.1778,
1423148091345,0.1422,
1423148096353,0.1616,
1423148101346,0.0961,
1423148106346,0.2222,
1423148111348,0.1546,EventProcessingUnit,ScaleIn,
1423148116347,0.1111,EventProcessingUnit,ScaleIn,
1423148121347,0.1871,EventProcessingUnit,ScaleIn,
1423148126353,0.1422,EventProcessingUnit,ScaleIn,
1423148131356,0.127,EventProcessingUnit,ScaleIn,
1423148136357,0.1693,EventProcessingUnit,ScaleIn,
1423148141361,0.0921,
1423148146359,0.0895,
1423148151360,0.2014,
1423148156363,0.2014,
1423148161359,0.1289,
1423148166362,0.1289,
1423148171361,0.2014,
1423148176361,0.1007,
1423148181365,0.1151,
1423148186370,0.0848,
1423148191365,0.1289,
1423148196361,0.1465,
1423148201363,0.0976,
1423148206384,0.1895,
1423148211362,0.1239,
1423148216364,0.1151,EventProcessingUnit,ScaleIn,
1423148221364,0.2302,EventProcessingUnit,ScaleIn,
1423148226362,0.2302,EventProcessingUnit,ScaleIn,
1423148231367,0.0976,EventProcessingUnit,ScaleIn,
1423148236370,0.1699,
1423148241368,0.1926,
1423148246369,0.0875,
1423148251370,0.1605,
1423148256372,0.1605,
1423148261370,0.0932,
1423148266372,0.1926,
1423148271370,0.1699,
1423148276371,0.1156,
1423148281371,0.1699,
1423148286373,0.1256,
1423148291373,0.1204,
1423148296374,0.2222,
1423148301372,0.0932,
1423148306373,0.1032,
1423148311375,0.1313,
1423148316374,0.1313,
1423148321373,0.1032,
1423148326373,0.2222,
1423148331376,0.152,
1423148336377,0.0996,EventProcessingUnit,ScaleIn,
1423148341377,0.1699,EventProcessingUnit,ScaleIn,
1423148346377,0.1313,EventProcessingUnit,ScaleIn,
1423148351376,0.1256,EventProcessingUnit,ScaleIn,
1423148356377,0.1966,
1423148361399,0.1162,
1423148366376,0.1111,
1423148371377,0.213,
1423148376388,0.0983,
1423148381378,0.142,
1423148386378,0.3194,
1423148391378,0.1503,
1423148396381,0.1022,
1423148401382,0.1345,
1423148406379,0.1278,
1423148411379,0.0852,
1423148416379,0.1966,
1423148421380,0.1065,
1423148426382,0.0983,
1423148431380,0.1704,
1423148436383,0.1278,
1423148441382,0.0983,
1423148446384,0.1704,
1423148451384,0.1065,
1423148456385,0.0983,
1423148461385,0.1966,
1423148466384,0.1345,
1423148471384,0.0852,
1423148476385,0.1825,EventProcessingUnit,ScaleIn,
1423148481385,0.1162,EventProcessingUnit,ScaleIn,
1423148486384,0.1345,EventProcessingUnit,ScaleIn,
1423148491398,0.1597,EventProcessingUnit,ScaleIn,
1423148496385,0.1278,EventProcessingUnit,ScaleIn,
1423148501386,0.1058,
1423148506388,0.1481,
1423148511387,0.0966,
1423148516387,0.0889,
1423148521386,0.117,
1423148526403,0.117,
1423148531389,0.1111,
1423148536387,0.1307,
1423148541389,0.1058,
1423148546390,0.1111,
1423148551388,0.1307,
1423148556388,0.1111,
1423148561389,0.0926,
1423148566389,0.1481,
1423148571389,0.101,
1423148576390,0.1111,
1423148581391,0.1389,
1423148586390,0.1058,
1423148591390,0.1111,
1423148596392,0.1587,EventProcessingUnit,ScaleIn,
1423148601393,0.1852,EventProcessingUnit,ScaleIn,
1423148606402,0.1389,EventProcessingUnit,ScaleIn,
1423148611403,0.1453,
1423148616401,0.1181,
1423148621402,0.1181,
1423148626402,0.1453,
1423148631402,0.1574,
1423148636405,0.1574,
1423148641403,0.1259,
1423148646403,0.1889,
1423148651403,0.0994,
1423148656404,0.0994,
1423148661404,0.2361,
1423148666404,0.1049,
1423148671404,0.1181,
1423148676405,0.1889,
1423148681420,0.1111,
1423148686405,0.1111,
1423148691406,0.1889,
1423148696406,0.1349,
1423148701406,0.1259,
1423148706406,0.2698,
1423148711408,0.1259,
1423148716407,0.1259,
1423148721407,0.1574,
1423148726408,0.2099,
1423148731408,0.0899,
1423148736408,0.1349,
1423148741408,0.1717,
1423148746415,0.0899,
1423148751410,0.1453,
1423148756434,0.1453,EventProcessingUnit,ScaleIn,
1423148761416,0.0859,EventProcessingUnit,ScaleIn,
1423148766417,0.2361,EventProcessingUnit,ScaleIn,
1423148771417,0.3778,EventProcessingUnit,ScaleIn,
1423148776416,0.0972,
1423148781427,0.1728,
1423148786418,0.2222,
1423148791417,0.3111,
1423148796417,0.1111,
1423148801420,0.1728,
1423148806420,0.3111,
1423148811418,0.1111,
1423148816419,0.1944,
1423148821419,0.3889,
1423148826419,0.1296,
1423148831421,0.1944,
1423148836423,0.7778,
1423148841426,0.1037,EventProcessingUnit,ScaleIn,
1423148846428,0.2222,EventProcessingUnit,ScaleIn,
1423148851427,1.5556,EventProcessingUnit,ScaleIn,
1423148856428,0.2444,
1423148861433,0.2444,
1423148866442,1.2222,
1423148871429,1.2222,
1423148876439,0.1746,
1423148881429,0.6111,
1423148886431,1.2222,
1423148891432,0.2037,
1423148896432,0.6111,
1423148901430,1.2222,
1423148906430,0.6111,
1423148911431,0.6111,
1423148916431,1.2222,
1423148921434,0.1358,
1423148926432,0.4074,
1423148931432,1.2222,
1423148936432,0.1746,
1423148941433,1.2222,
1423148946434,0.3056,
1423148951437,1.2222,
1423148956441,0.2037,
1423148961434,0.6111,
1423148966440,0.6111,
1423148971512,0.2444,
1423148976435,0.4074,
1423148981440,0.6111,
1423148986435,0.1528,
1423148991435,1.2222,
1423148996438,0.6111,
1423149001447,0.2037,
1423149006446,1.2222,
1423149011453,0.6111,
1423149016457,0.4074,
1423149021458,1.2222,
1423149026468,0.3056,
1423149031477,1.2222,
1423149036487,0.2037,
1423149041485,1.2222,
1423149046487,0.3056,
1423149051501,0.4074,
1423149056490,0.6111,
1423149061499,0.3056,
1423149066499,1.2222,
1423149071503,0.1746,
1423149076503,1.2222,
1423149081511,0.3056,
1423149086513,0.6111,
1423149091515,1.2222,
1423149096517,0.2444,
1423149101521,1.2222,
1423149106519,0.2444,
1423149111524,1.2222,
1423149116535,0.4074,
1423149121527,0.4074,
1423149126527,0.6111,
1423149131531,0.3056,
1423149136534,1.2222,
1423149141536,0.2444,
1423149146539,0.6111,
1423149151543,0.3056,
1423149156545,0.6111,
1423149161545,0.6111,
1423149166553,0.4074,
1423149171554,1.2222,
1423149176554,0.2444,
1423149181556,0.6111,
1423149186559,0.4074,
1423149191558,0.4074,
1423149196563,1.2222,
1423149201570,0.2444,
1423149206572,1.2222,
1423149211572,0.2444,
1423149216570,0.4074,
1423149221575,0.3056,
1423149226577,0.3056,
1423149231577,1.2222,
1423149236581,0.3056,
1423149241579,1.2222,
1423149246580,0.2444,
1423149249760,0.2444,
1423149254762,0.4074,
1423149259766,0.6111,
1423149264770,0.3056,EventProcessingUnit,ScaleOut,
1423149269779,1.2222,EventProcessingUnit,ScaleOut,
1423149274779,0.2037,EventProcessingUnit,ScaleOut,
1423149279786,0.6111,EventProcessingUnit,ScaleOut,
1423149284801,0.4074,EventProcessingUnit,ScaleOut,
1423149289800,0.3056,EventProcessingUnit,ScaleOut,
1423149294801,1.2222,EventProcessingUnit,ScaleOut,
1423149299801,0.2444,EventProcessingUnit,ScaleOut,
1423149304801,1.2222,EventProcessingUnit,ScaleOut,
1423149309804,0.2037,EventProcessingUnit,ScaleOut,
1423149314805,1.2222,EventProcessingUnit,ScaleOut,
1423149319808,0.4074,EventProcessingUnit,ScaleOut,
1423149324812,0.3056,EventProcessingUnit,ScaleOut,
