Time ,connectionRate ,cpuUsage ,instances ,cost , ongoingAction, targetedNodeID
1423153242731,14.0,3.8,1.0,0.32,
1423153247731,37.0,3.6,1.0,0.32,
1423153252732,10.0,3.6,1.0,0.32,
1423153257732,34.0,2.5,1.0,0.32,
1423153262733,17.0,2.5,1.0,0.32,
1423153267733,26.0,3.3,1.0,0.32,
1423153272734,25.0,3.3,1.0,0.32,
1423153277734,18.0,3.4,1.0,0.32,
1423153282734,34.0,3.4,1.0,0.32,
1423153287734,13.0,3.8,1.0,0.32,
1423153292735,38.0,3.8,1.0,0.32,
1423153297736,20.0,3.3,1.0,0.32,
1423153302735,23.0,3.3,1.0,0.32,
1423153307736,28.0,3.0,1.0,0.32,
1423153312738,16.0,3.0,1.0,0.32,
1423153317736,35.0,3.3,1.0,0.32,
1423153322738,12.0,3.3,1.0,0.32,
1423153327737,39.0,3.5,1.0,0.32,
1423153332737,13.0,3.5,1.0,0.32,
1423153337740,30.0,4.0,1.0,0.32,
1423153342739,21.0,4.0,1.0,0.32,
1423153347738,22.0,3.2,1.0,0.32,
1423153352739,30.0,3.2,1.0,0.32,
1423153357740,14.0,3.6,1.0,0.32,
1423153362742,36.0,3.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153367745,10.0,3.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153372745,35.0,3.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153377752,16.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153382757,27.0,4.2,1.0,0.32,
1423153387753,25.0,4.0,1.0,0.32,
1423153392761,18.0,4.0,1.0,0.32,
1423153397758,34.0,3.9,1.0,0.32,
1423153402759,13.0,3.9,1.0,0.32,
1423153407759,38.0,2.9,1.0,0.32,
1423153412853,12.0,2.9,1.0,0.32,
1423153417778,32.0,6.2,1.0,0.32,
1423153422780,20.0,6.2,1.0,0.32,
1423153427780,24.0,3.7,1.0,0.32,
1423153432781,27.0,3.7,1.0,0.32,
1423153437779,17.0,3.4,1.0,0.32,
1423153442780,38.0,3.4,1.0,0.32,
1423153447780,14.0,2.7,1.0,0.32,
1423153452780,30.0,2.7,1.0,0.32,
1423153457781,22.0,3.2,1.0,0.32,
1423153462781,22.0,3.2,1.0,0.32,
1423153467790,30.0,4.0,1.0,0.32,
1423153472782,15.0,4.0,1.0,0.32,
1423153477783,36.0,3.5,1.0,0.32,
1423153482784,10.0,3.5,1.0,0.32,
1423153487783,34.0,3.6,1.0,0.32,
1423153492784,17.0,3.6,1.0,0.32,
1423153497785,26.0,3.6,1.0,0.32,
1423153502785,25.0,3.6,1.0,0.32,
1423153507784,19.0,3.1,1.0,0.32,
1423153512784,34.0,3.1,1.0,0.32,
1423153517785,14.0,3.9,1.0,0.32,
1423153522786,37.0,3.9,1.0,0.32,
1423153527784,11.0,3.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153532786,33.0,3.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153537789,18.0,2.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153542791,26.0,2.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153547791,26.0,3.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153552792,17.0,3.7,1.0,0.32,
1423153557794,34.0,3.4,1.0,0.32,
1423153562794,13.0,3.4,1.0,0.32,
1423153567793,38.0,2.5,1.0,0.32,
1423153572797,12.0,2.5,1.0,0.32,
1423153577796,32.0,5.9,1.0,0.32,
1423153582796,28.0,5.9,1.0,0.32,
1423153587796,16.0,4.2,1.0,0.32,
1423153592797,35.0,4.2,1.0,0.32,
1423153597800,11.0,3.0,1.0,0.32,
1423153602799,37.0,3.0,1.0,0.32,
1423153607800,14.0,3.7,1.0,0.32,
1423153612802,30.0,3.7,1.0,0.32,
1423153617800,22.0,3.4,1.0,0.32,
1423153622801,22.0,3.4,1.0,0.32,
1423153627805,30.0,3.1,1.0,0.32,
1423153632801,14.0,3.1,1.0,0.32,
1423153637802,37.0,4.5,1.0,0.32,
1423153642802,11.0,4.5,1.0,0.32,
1423153647803,33.0,3.7,1.0,0.32,
1423153652803,18.0,3.7,1.0,0.32,
1423153657802,25.0,2.9,1.0,0.32,
1423153662803,27.0,2.9,1.0,0.32,
1423153667805,16.0,3.1,1.0,0.32,
1423153672816,35.0,3.1,1.0,0.32,
1423153677813,12.0,4.0,1.0,0.32,
1423153682813,36.0,4.0,1.0,0.32,
1423153687813,15.0,3.6,1.0,0.32,
1423153692821,28.0,3.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153697829,23.0,3.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153702832,20.0,3.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153707839,31.0,4.1,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153712841,15.0,4.1,1.0,0.32,
1423153717841,37.0,2.9,1.0,0.32,
1423153722842,11.0,2.9,1.0,0.32,
1423153727841,27.0,3.9,1.0,0.32,
1423153732843,23.0,3.9,1.0,0.32,
1423153737843,19.0,3.5,1.0,0.32,
1423153742844,31.0,3.5,1.0,0.32,
1423153747844,14.0,3.1,1.0,0.32,
1423153752846,37.0,3.1,1.0,0.32,
1423153757844,10.0,4.6,1.0,0.32,
1423153762843,34.0,4.6,1.0,0.32,
1423153767846,19.0,2.9,1.0,0.32,
1423153772846,25.0,2.9,1.0,0.32,
1423153777846,27.0,3.4,1.0,0.32,
1423153782847,16.0,3.4,1.0,0.32,
1423153787847,35.0,3.9,1.0,0.32,
1423153792847,12.0,3.9,1.0,0.32,
1423153797846,36.0,3.2,1.0,0.32,
1423153802847,15.0,3.2,1.0,0.32,
1423153807849,27.0,3.0,1.0,0.32,
1423153812860,24.0,3.0,1.0,0.32,
1423153817859,20.0,3.1,1.0,0.32,
1423153822858,31.0,3.1,1.0,0.32,
1423153827859,13.0,5.8,1.0,0.32,
1423153832858,37.0,5.8,1.0,0.32,
1423153837859,11.0,2.7,1.0,0.32,
1423153842859,33.0,2.7,1.0,0.32,
1423153847860,19.0,3.4,1.0,0.32,
1423153852862,25.0,3.4,1.0,0.32,
1423153857863,26.0,3.3,1.0,0.32,
1423153862867,17.0,3.3,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153867870,36.0,2.1,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153872874,15.0,2.1,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153877882,28.0,3.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153882884,22.0,3.8,1.0,0.32,
1423153887884,20.0,3.9,1.0,0.32,
1423153892886,31.0,3.9,1.0,0.32,
1423153897885,14.0,4.8,1.0,0.32,
1423153902887,37.0,4.8,1.0,0.32,
1423153907885,11.0,3.5,1.0,0.32,
1423153912887,32.0,3.5,1.0,0.32,
1423153917886,19.0,5.3,1.0,0.32,
1423153922887,23.0,5.3,1.0,0.32,
1423153927886,28.0,3.3,1.0,0.32,
1423153932887,16.0,3.3,1.0,0.32,
1423153937889,35.0,3.9,1.0,0.32,
1423153942887,11.0,3.9,1.0,0.32,
1423153947906,36.0,3.2,1.0,0.32,
1423153952895,15.0,3.2,1.0,0.32,
1423153957895,28.0,2.5,1.0,0.32,
1423153962914,23.0,2.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153967906,20.0,6.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153972905,32.0,6.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153977913,13.0,4.4,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153982914,37.0,4.4,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153987915,13.0,3.4,1.0,0.32,
1423153992915,30.0,3.4,1.0,0.32,
1423153997917,21.0,3.7,1.0,0.32,
1423154002916,22.0,3.7,1.0,0.32,
1423154007917,36.0,3.6,1.0,0.32,
1423154012918,10.0,3.6,1.0,0.32,
1423154017917,33.0,5.6,1.0,0.32,
1423154022926,18.0,5.6,1.0,0.32,
1423154027920,24.0,5.6,1.0,0.32,
1423154032921,27.0,5.6,1.0,0.32,
1423154037922,16.0,4.5,1.0,0.32,
1423154042922,35.0,4.5,1.0,0.32,
1423154047922,12.0,3.5,1.0,0.32,
1423154052922,35.0,3.5,1.0,0.32,
1423154057925,16.0,3.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423154062926,27.0,3.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423154067926,9.0,4.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423154072927,19.0,4.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423154077927,33.0,2.7,1.0,0.32,
1423154082933,13.0,2.7,1.0,0.32,
1423154087929,37.0,3.8,1.0,0.32,
1423154092933,14.0,3.8,1.0,0.32,
1423154097932,29.0,3.2,1.0,0.32,
1423154102932,21.0,3.2,1.0,0.32,
1423154107932,22.0,3.2,1.0,0.32,
1423154112933,31.0,3.2,1.0,0.32,
1423154117933,15.0,3.8,1.0,0.32,
1423154122935,36.0,3.8,1.0,0.32,
1423154127933,11.0,3.3,1.0,0.32,
1423154132935,32.0,3.3,1.0,0.32,
1423154137934,19.0,3.4,1.0,0.32,
1423154142935,24.0,3.4,1.0,0.32,
1423154147937,27.0,3.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423154152935,16.0,3.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423154157937,34.0,6.3,1.0,0.32,EventProcessingUnit,ScaleIn,
1423154162944,12.0,6.3,1.0,0.32,
1423154167939,35.0,3.3,1.0,0.32,
1423154172940,17.0,3.3,1.0,0.32,
1423154177943,26.0,3.3,1.0,0.32,
1423154182942,26.0,3.3,1.0,0.32,
1423154187943,18.0,3.6,1.0,0.32,
1423154192943,34.0,3.6,1.0,0.32,
1423154197944,12.0,2.7,1.0,0.32,
1423154202943,35.0,2.7,1.0,0.32,
1423154207944,16.0,3.5,1.0,0.32,
1423154212943,27.0,3.5,1.0,0.32,
1423154217944,25.0,3.1,1.0,0.32,
1423154222945,18.0,3.1,1.0,0.32,
1423154227945,33.0,2.8,1.0,0.32,
1423154232946,13.0,2.8,1.0,0.32,
1423154237945,36.0,2.7,1.0,0.32,
1423154242946,16.0,2.7,1.0,0.32,
1423154247946,27.0,3.3,1.0,0.32,
1423154252946,24.0,3.3,1.0,0.32,
1423154257947,19.0,3.0,1.0,0.32,
1423154262946,32.0,3.0,1.0,0.32,
1423154267951,14.0,3.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423154272960,24.0,3.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423154277960,0.0,3.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423154282962,21.0,3.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423154287964,32.0,2.6,1.0,0.32,
1423154292964,14.0,2.6,1.0,0.32,
1423154297967,37.0,3.3,1.0,0.32,
1423154302968,13.0,3.3,1.0,0.32,
1423154307968,31.0,3.4,1.0,0.32,
1423154312976,21.0,3.4,1.0,0.32,
1423154317987,22.0,2.7,1.0,0.32,
1423154322992,30.0,2.7,1.0,0.32,
1423154327998,15.0,3.2,1.0,0.32,
1423154332999,36.0,3.2,1.0,0.32,
1423154338004,12.0,6.0,1.0,0.32,
1423154343006,32.0,6.0,1.0,0.32,
1423154348007,19.0,3.1,1.0,0.32,
1423154353007,23.0,3.1,1.0,0.32,
1423154358008,28.0,4.0,1.0,0.32,
1423154363014,17.0,4.0,1.0,0.32,
1423154368016,34.0,3.8,1.0,0.32,
1423154373020,12.0,3.8,1.0,0.32,
1423154378021,34.0,2.9,1.0,0.32,
1423154383044,18.0,2.9,1.0,0.32,
1423154388035,26.0,3.6,1.0,0.32,
1423154393043,25.0,3.6,1.0,0.32,
1423154398052,19.0,3.4,1.0,0.32,
1423154403054,33.0,3.4,1.0,0.32,
1423154408055,13.0,3.5,1.0,0.32,
1423154413055,37.0,3.5,1.0,0.32,
1423154418055,15.0,3.7,1.0,0.32,
1423154423054,29.0,3.7,1.0,0.32,
1423154428054,23.0,3.7,1.0,0.32,
1423154433054,21.0,3.7,1.0,0.32,
1423154438055,31.0,3.5,1.0,0.32,
1423154443055,16.0,3.5,1.0,0.32,
1423154448056,36.0,4.7,1.0,0.32,
1423154453056,12.0,4.7,1.0,0.32,
1423154458056,32.0,3.2,1.0,0.32,
1423154463056,19.0,3.2,1.0,0.32,
1423154468057,25.0,3.9,1.0,0.32,
1423154473058,27.0,3.9,1.0,0.32,
1423154478062,17.0,3.4,1.0,0.32,
1423154483067,34.0,3.4,1.0,0.32,
1423154488063,12.0,3.9,1.0,0.32,
1423154493061,34.0,3.9,1.0,0.32,
1423154498062,17.0,3.2,1.0,0.32,
1423154503061,26.0,3.2,1.0,0.32,
1423154508061,25.0,3.7,1.0,0.32,
1423154513062,19.0,3.7,1.0,0.32,
1423154518062,32.0,3.7,1.0,0.32,
1423154523061,14.0,3.7,1.0,0.32,
1423154528063,37.0,2.8,1.0,0.32,
1423154533063,13.0,2.8,1.0,0.32,
1423154538067,29.0,3.6,1.0,0.32,
1423154543066,21.0,3.6,1.0,0.32,
1423154548067,18.0,2.6,1.0,0.32,
1423154553066,33.0,2.6,1.0,0.32,
1423154558067,12.0,2.9,1.0,0.32,
1423154563067,35.0,2.9,1.0,0.32,
1423154568068,16.0,3.7,1.0,0.32,
1423154573074,28.0,3.7,1.0,0.32,
1423154578074,23.0,4.1,1.0,0.32,
1423154583074,21.0,4.1,1.0,0.32,
1423154588074,31.0,3.5,1.0,0.32,
1423154593075,15.0,3.5,1.0,0.32,
1423154598074,37.0,4.0,1.0,0.32,
1423154603076,13.0,4.0,1.0,0.32,
1423154608076,31.0,3.3,1.0,0.32,
1423154613076,20.0,3.3,1.0,0.32,
1423154618077,23.0,2.9,1.0,0.32,
1423154623077,28.0,2.9,1.0,0.32,
1423154628078,17.0,4.9,1.0,0.32,
1423154633078,34.0,4.9,1.0,0.32,
1423154638081,13.0,3.7,1.0,0.32,
1423154643081,35.0,3.7,1.0,0.32,
1423154648080,16.0,3.2,1.0,0.32,
1423154653087,29.0,3.2,1.0,0.32,
1423154658088,22.0,5.4,1.0,0.32,
1423154663089,22.0,5.4,1.0,0.32,
1423154668096,30.0,3.7,1.0,0.32,
1423154673096,16.0,3.7,1.0,0.32,
1423154678106,35.0,3.8,1.0,0.32,
1423154683107,12.0,3.8,1.0,0.32,
1423154688111,33.0,4.3,1.0,0.32,
1423154693111,18.0,4.3,1.0,0.32,
1423161495701,1.0,0.32,
1423161500604,73.0,6.9,1.0,0.32,
1423161505600,19.0,6.9,1.0,0.32,
1423161510738,52.0,5.6,1.0,0.32,
1423161515655,69.0,5.6,1.0,0.32,
1423161520667,17.0,7.7,1.0,0.32,
1423161525649,52.0,7.7,1.0,0.32,
1423161530690,64.0,5.2,1.0,0.32,
1423161535646,15.0,5.2,1.0,0.32,
1423161540653,63.0,6.6,1.0,0.32,
1423161545656,56.0,6.6,1.0,0.32,
1423161550688,17.0,5.6,1.0,0.32,
1423161555667,27.0,5.6,1.0,0.32,
1423161560671,69.0,5.7,1.0,0.32,
1423161565677,42.0,5.7,1.0,0.32,
1423161570681,33.0,5.8,1.0,0.32,
1423161575682,72.0,5.8,1.0,0.32,
1423161580690,36.0,5.2,1.0,0.32,
1423161585681,31.0,5.2,1.0,0.32,
1423161590684,71.0,5.4,1.0,0.32,
1423161595691,39.0,5.4,1.0,0.32,
1423161600685,29.0,5.7,1.0,0.32,
1423161605680,70.0,5.7,1.0,0.32,
1423161608478,43.0,4.8,1.0,0.32,
1423161613471,27.0,4.8,1.0,0.32,
1423161618475,71.0,5.7,1.0,0.32,
1423161623483,43.0,5.7,1.0,0.32,
1423161628475,30.0,5.1,1.0,0.32,
1423161633477,72.0,5.1,1.0,0.32,
1423161637761,39.0,5.1,1.0,0.32,
1423161642804,32.0,5.1,1.0,0.32,EventProcessingUnit,ScaleIn,
1423161647757,73.0,5.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423161652762,73.0,5.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423161657760,35.0,5.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423161662758,28.0,5.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423161667762,71.0,4.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423161672769,38.0,4.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423161677761,21.0,4.4,1.0,0.32,
1423161682765,70.0,4.4,1.0,0.32,
1423161687766,39.0,8.1,1.0,0.32,
1423161692768,11.0,8.1,1.0,0.32,
1423161697775,60.0,4.2,1.0,0.32,
1423161702775,49.0,4.2,1.0,0.32,
1423161707777,14.0,5.2,1.0,0.32,
1423161712781,52.0,5.2,1.0,0.32,
1423161717781,63.0,6.2,1.0,0.32,
1423161722781,16.0,6.2,1.0,0.32,
1423161727780,44.0,4.5,1.0,0.32,
1423161732788,29.0,4.5,1.0,0.32,
1423161737789,61.0,5.0,1.0,0.32,
1423161742797,14.0,5.0,1.0,0.32,
1423161747810,50.0,5.3,1.0,0.32,
1423161752814,61.0,5.3,1.0,0.32,
1423161757813,17.0,5.0,1.0,0.32,
1423161762813,44.0,5.0,1.0,0.32,
1423161767816,67.0,4.7,1.0,0.32,
1423161772821,19.0,4.7,1.0,0.32,
1423161777815,41.0,5.6,1.0,0.32,
1423161782821,71.0,5.6,1.0,0.32,
1423161787826,20.0,4.2,1.0,0.32,
1423161792830,40.0,4.2,1.0,0.32,
1423161797833,71.0,4.6,1.0,0.32,
1423161802842,22.0,4.6,1.0,0.32,
1423161807846,34.0,4.6,1.0,0.32,
1423161812847,72.0,4.6,1.0,0.32,
1423161817850,28.0,4.4,1.0,0.32,
1423161822848,25.0,4.4,1.0,0.32,
1423161827848,41.0,4.6,1.0,0.32,
1423161832769,71.0,4.6,1.0,0.32,
1423161837776,24.0,5.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423161842782,37.0,5.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423161847785,65.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423161852792,28.0,4.2,1.0,0.32,
1423161857797,27.0,4.5,1.0,0.32,
1423161862793,73.0,4.5,1.0,0.32,
1423161867799,30.0,4.5,1.0,0.32,
1423161872800,32.0,4.5,1.0,0.32,
1423161877801,74.0,4.4,1.0,0.32,
1423161882806,25.0,4.4,1.0,0.32,
1423161887804,35.0,5.1,1.0,0.32,
1423161892805,74.0,5.1,1.0,0.32,
1423161897810,30.0,4.1,1.0,0.32,
1423161902810,27.0,4.1,1.0,0.32,
1423161907813,75.0,6.3,1.0,0.32,
1423161912812,49.0,6.3,1.0,0.32,
1423161917811,13.0,5.1,1.0,0.32,
1423161922813,51.0,5.1,1.0,0.32,
1423161927820,62.0,5.1,1.0,0.32,
1423161932821,12.0,5.1,1.0,0.32,
1423161937821,50.0,4.6,1.0,0.32,
1423161942823,59.0,4.6,1.0,0.32,
1423161947833,15.0,7.2,1.0,0.32,
1423161952834,42.0,7.2,1.0,0.32,
1423161957834,72.0,4.4,1.0,0.32,
1423161962836,14.0,4.4,1.0,0.32,
1423161967838,41.0,3.9,1.0,0.32,
1423161972839,65.0,3.9,1.0,0.32,
1423161977842,19.0,5.4,1.0,0.32,
1423161982844,6.0,5.4,1.0,0.32,
1423161987845,62.0,4.6,1.0,0.32,
1423161992842,46.0,4.6,1.0,0.32,
1423161997846,11.0,4.9,1.0,0.32,
1423162002861,54.0,4.9,1.0,0.32,
1423162007851,54.0,4.7,1.0,0.32,
1423162012852,11.0,4.7,1.0,0.32,
1423162017856,53.0,5.6,1.0,0.32,
1423162022861,53.0,5.6,1.0,0.32,
1423162027865,11.0,4.4,1.0,0.32,
1423162032874,56.0,4.4,1.0,0.32,
1423162037880,56.0,4.6,1.0,0.32,
1423162042885,12.0,4.6,1.0,0.32,
1423162047890,50.0,4.7,1.0,0.32,
1423162052891,61.0,4.7,1.0,0.32,
1423162057917,13.0,4.4,1.0,0.32,
1423162062899,47.0,4.4,1.0,0.32,
1423162067899,64.0,5.0,1.0,0.32,
1423162072901,52.0,5.0,1.0,0.32,
1423162077908,9.0,5.3,1.0,0.32,
1423162082911,62.0,5.3,1.0,0.32,
1423162087922,47.0,6.4,1.0,0.32,
1423162092920,10.0,6.4,1.0,0.32,
1423162097921,55.0,4.8,1.0,0.32,
1423162102925,57.0,4.8,1.0,0.32,
1423162107933,10.0,4.4,1.0,0.32,
1423162112940,53.0,4.4,1.0,0.32,
1423162117944,57.0,3.7,1.0,0.32,
1423162122994,12.0,3.7,1.0,0.32,
1423162127946,54.0,5.4,1.0,0.32,
1423162132953,51.0,5.4,1.0,0.32,
1423162137960,11.0,4.2,1.0,0.32,
1423162142966,61.0,4.2,1.0,0.32,
1423162147971,60.0,4.4,1.0,0.32,
1423162152972,9.0,4.4,1.0,0.32,
1423162157977,12.0,4.9,1.0,0.32,
1423162162978,52.0,4.9,1.0,0.32,
1423162167982,58.0,5.2,1.0,0.32,
1423162172989,14.0,5.2,1.0,0.32,
1423162177991,52.0,4.1,1.0,0.32,
1423162182996,69.0,4.1,1.0,0.32,
1423162188003,19.0,5.1,1.0,0.32,
1423162193006,39.0,5.1,1.0,0.32,
1423162198013,77.0,4.4,1.0,0.32,
1423162203015,25.0,4.4,1.0,0.32,
1423162208019,35.0,5.7,1.0,0.32,
1423162213021,72.0,5.7,1.0,0.32,
1423162218022,26.0,6.8,1.0,0.32,
1423162223027,25.0,6.8,1.0,0.32,
1423162228026,75.0,4.9,1.0,0.32,
1423162233028,37.0,4.9,1.0,0.32,
1423162238026,38.0,4.2,1.0,0.32,
1423162243026,30.0,4.2,1.0,0.32,
1423162248032,71.0,4.9,1.0,0.32,
1423162253039,40.0,4.9,1.0,0.32,
1423162258043,16.0,4.4,1.0,0.32,
1423162263050,70.0,4.4,1.0,0.32,
1423162268055,44.0,4.7,1.0,0.32,
1423162273056,10.0,4.7,1.0,0.32,
1423162278057,60.0,4.8,1.0,0.32,
1423162283060,57.0,4.8,1.0,0.32,
1423162288061,7.0,5.2,1.0,0.32,
1423162293069,59.0,5.2,1.0,0.32,
1423162298072,44.0,4.4,1.0,0.32,
1423162303078,9.0,4.4,1.0,0.32,
1423162308083,57.0,4.9,1.0,0.32,
1423162313088,57.0,4.9,1.0,0.32,
1423162318089,7.0,5.1,1.0,0.32,
1423162323091,31.0,5.1,1.0,0.32,
1423162328093,63.0,5.2,1.0,0.32,
1423162333099,29.0,5.2,1.0,0.32,
1423162338101,31.0,4.5,1.0,0.32,
1423162343109,73.0,4.5,1.0,0.32,
1423162348114,30.0,4.5,1.0,0.32,
1423162353116,31.0,4.5,1.0,0.32,
1423162358119,73.0,4.1,1.0,0.32,
1423162363121,24.0,4.1,1.0,0.32,
1423162368154,28.0,5.4,1.0,0.32,
1423162373136,77.0,5.4,1.0,0.32,
1423162378135,35.0,4.6,1.0,0.32,
1423162383136,25.0,4.6,1.0,0.32,
1423162388137,75.0,4.2,1.0,0.32,
1423162393144,36.0,4.2,1.0,0.32,
1423162398145,11.0,5.6,1.0,0.32,
1423162403146,10.0,5.6,1.0,0.32,
1423162408154,59.0,5.0,1.0,0.32,
1423162413162,63.0,5.0,1.0,0.32,
1423162418162,11.0,4.1,1.0,0.32,
1423162423170,50.0,4.1,1.0,0.32,
1423162428173,61.0,4.7,1.0,0.32,
1423162433172,12.0,4.7,1.0,0.32,
1423162438174,50.0,4.7,1.0,0.32,
1423162443174,64.0,4.7,1.0,0.32,
1423162448174,12.0,4.3,1.0,0.32,
1423162453175,47.0,4.3,1.0,0.32,
1423162458178,66.0,4.6,1.0,0.32,
1423162463178,10.0,4.6,1.0,0.32,
1423162468179,47.0,5.0,1.0,0.32,
1423162473177,65.0,5.0,1.0,0.32,
1423162478178,11.0,4.1,1.0,0.32,
1423162483179,44.0,4.1,1.0,0.32,
1423162488181,74.0,5.2,1.0,0.32,
1423162493181,16.0,5.2,1.0,0.32,
1423162498182,4.0,4.5,1.0,0.32,
1423162503191,54.0,4.5,1.0,0.32,
1423162508196,55.0,4.0,1.0,0.32,
1423162513197,8.0,4.0,1.0,0.32,
1423162518202,53.0,5.4,1.0,0.32,
1423162523210,60.0,5.4,1.0,0.32,
1423162528219,12.0,4.7,1.0,0.32,
1423162533221,47.0,4.7,1.0,0.32,
1423162538222,57.0,4.1,1.0,0.32,
1423162543222,11.0,4.1,1.0,0.32,
1423162548229,45.0,5.0,1.0,0.32,
1423162553232,67.0,5.0,1.0,0.32,
1423162558230,15.0,5.4,1.0,0.32,
1423162563238,41.0,5.4,1.0,0.32,
1423162568242,72.0,6.0,1.0,0.32,
1423162573242,12.0,6.0,1.0,0.32,
1423162578244,36.0,4.4,1.0,0.32,
1423162583246,44.0,4.4,1.0,0.32,
1423162588248,71.0,5.2,1.0,0.32,
1423162593253,16.0,5.2,1.0,0.32,
1423162598251,41.0,4.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162603252,69.0,4.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162608252,17.0,4.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162613256,47.0,4.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162618258,67.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162623264,16.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162628268,40.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162633269,72.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162638269,16.0,6.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162643275,43.0,6.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162648278,72.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162653296,13.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162658293,37.0,6.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162663304,75.0,6.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162668308,22.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162673315,18.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162678317,47.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162683322,65.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162688324,18.0,4.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162693323,42.0,4.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162698326,72.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162703330,19.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162708333,36.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162713338,77.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162718344,25.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162723348,33.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162728350,79.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162733356,23.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162738356,33.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162743363,76.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162748363,28.0,4.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162753369,29.0,4.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162758370,50.0,4.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162763373,62.0,4.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162768372,14.0,6.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162773376,45.0,6.7,1.0,0.32,EventProcessingUnit,ScaleOut,
